**** Analysis Summary ****

Time of run: ,07/07/15 17:06
Concentration file: ,E:\pmf\JFcH.csv
Uncertainty file: ,E:\pmf\JFcHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 25.79000, 34.16000, 61.17500,3318.47000, 100.00 %, 100.00 %
Al,05/29/07 02:04           ,    -4.23200
Al,06/22/07 01:50           ,     3.88200
Al,07/12/07 00:41           ,    -3.14000
Al,07/12/07 01:09           ,    -3.30600
Al,07/16/07 01:19           ,     4.28400
Al,07/20/07 02:38           ,     3.69600
Al,07/26/07 00:44           ,     3.10700
Al,07/28/07 00:41           ,    -4.00200
Al,07/30/07 01:08           ,     4.51500
Al,08/29/07 02:02           ,    -3.18600
Al,09/21/07 01:28           ,    -3.15300
Al,09/21/07 01:54           ,    -3.44500
Al,09/27/07 01:27           ,    -3.02600
Al,11/26/07 04:17           ,    -3.02100
Al,12/08/07 04:07           ,     3.46400
Al,12/20/07 03:20           ,    -3.36100
Al,12/26/07 03:31           ,     3.69800
Al,01/01/08 03:23           ,     5.13600
Al,01/13/08 02:53           ,     4.75500
Al,01/13/08 03:21           ,     5.56700
Al,01/19/08 02:30           ,    -9.16700
Al,01/19/08 02:55           ,    -9.73100
Al,01/25/08 03:09           ,    -7.97800
Al,01/31/08 03:14           ,   -14.11400
Al,01/31/08 03:32           ,   -12.38900
Al,02/06/08 03:36           ,     5.60400
Al,02/12/08 04:53           ,     3.33100
Al,02/24/08 01:52           ,    -9.15800
Al,03/01/08 02:13           ,     5.61400
Al,03/01/08 02:35           ,     4.25500
Al,04/06/08 02:31           ,     4.39800
Al,04/12/08 01:33           ,     3.57300
Al,04/24/08 02:09           ,    -3.09200
Al,04/30/08 02:15           ,    -5.93300
Al,05/06/08 02:29           ,     3.60400
Al,05/18/08 01:50           ,    -3.91500
Al,06/05/08 02:51           ,    -4.98500
Al,06/11/08 02:22           ,    -4.99400
Al,07/29/08 02:43           ,     4.92300
Al,08/10/08 01:55           ,    -3.50100
Al,08/16/08 02:27           ,    -3.29200
Si,11/12/06 03:20           ,    10.20800
Si,11/12/06 06:43           ,    11.29400
Si,11/14/06 02:25           ,     9.74200
Si,11/14/06 03:18           ,    11.56700
Si,11/16/06 03:20           ,     7.70400
Si,11/16/06 04:08           ,     9.56100
Si,11/18/06 03:18           ,     6.28300
Si,11/18/06 04:01           ,     9.31700
Si,11/20/06 02:28           ,     7.89600
Si,11/20/06 03:11           ,     8.67300
Si,11/22/06 02:36           ,     7.09400
Si,11/22/06 03:22           ,     9.90400
Si,11/24/06 02:30           ,     5.26400
Si,11/26/06 02:31           ,     6.25500
Si,11/26/06 03:04           ,     8.73200
Si,11/28/06 02:26           ,     3.48800
Si,11/28/06 03:01           ,     8.52600
Si,12/04/06 05:21           ,     3.99500
Si,12/06/06 02:55           ,     7.81700
Si,12/06/06 03:32           ,    10.22600
Si,12/08/06 02:45           ,     7.82400
Si,12/08/06 03:28           ,     8.83600
Si,12/10/06 02:48           ,    10.00000
Si,12/10/06 03:20           ,    16.24000
Si,12/12/06 02:49           ,     8.69700
Si,12/12/06 03:18           ,    10.47700
Si,12/14/06 02:50           ,     6.49600
Si,12/14/06 03:19           ,     9.70200
Si,12/16/06 02:39           ,     6.12500
Si,12/16/06 03:09           ,     8.33100
Si,12/18/06 02:36           ,     7.17000
Si,12/18/06 03:10           ,     8.66600
Si,12/20/06 02:55           ,     7.00800
Si,12/20/06 03:26           ,     8.38300
Si,12/22/06 02:57           ,     3.76700
Si,12/22/06 03:29           ,     5.37000
Si,12/24/06 04:27           ,     7.71300
Si,12/26/06 02:52           ,     3.01000
Si,12/26/06 03:20           ,     4.86800
Si,12/30/06 03:04           ,    -6.81100
Si,01/01/07 03:20           ,     7.43000
Si,01/01/07 03:27           ,     3.26800
Si,01/03/07 03:07           ,    -7.63800
Si,01/03/07 03:25           ,    -6.48700
Si,01/05/07 02:54           ,   -11.86000
Si,01/05/07 02:58           ,   -13.99000
Si,01/07/07 02:53           ,    -3.05300
Si,01/11/07 02:28           ,     5.31100
Si,01/11/07 02:55           ,     3.52300
Si,01/15/07 02:43           ,    -4.65700
Si,01/15/07 03:19           ,    -5.95200
Si,01/19/07 03:06           ,    -3.08300
Si,01/23/07 05:16           ,     6.56700
Si,01/23/07 07:32           ,     7.96800
Si,01/25/07 03:02           ,     8.89900
Si,01/25/07 05:42           ,    10.47900
Si,01/27/07 02:55           ,     9.94900
Si,01/27/07 03:15           ,    10.78800
Si,01/29/07 03:00           ,    10.85200
Si,01/29/07 03:26           ,    10.76200
Si,01/31/07 02:59           ,     8.10800
Si,01/31/07 03:30           ,    10.45800
Si,02/02/07 02:41           ,     5.08600
Si,02/02/07 03:13           ,     9.59100
Si,02/04/07 02:45           ,     8.66000
Si,02/04/07 03:16           ,     9.02200
Si,02/10/07 02:43           ,    -3.88700
Si,02/14/07 02:34           ,    -3.07700
Si,02/16/07 02:51           ,     5.67500
Si,02/18/07 02:34           ,     5.11400
Si,02/20/07 02:37           ,     5.53300
Si,02/22/07 02:11           ,     6.30900
Si,02/22/07 02:35           ,    10.25600
Si,02/24/07 02:17           ,     3.34900
Si,02/24/07 02:38           ,     4.30300
Si,02/26/07 00:46           ,     3.17400
Si,03/02/07 00:06           ,     3.10700
Si,03/02/07 00:30           ,     5.29400
Si,03/04/07 00:26           ,     3.76100
Si,03/04/07 00:54           ,     9.60400
Si,03/06/07 00:33           ,     9.15900
Si,03/06/07 01:01           ,    12.08700
Si,03/08/07 00:13           ,     7.70700
Si,03/08/07 00:42           ,    10.46100
Si,03/10/07 00:11           ,     7.22700
Si,03/10/07 00:43           ,    10.68600
Si,03/12/07 00:18           ,     8.91500
Si,03/12/07 00:44           ,     9.39200
Si,03/14/07 00:44           ,     6.66400
Si,03/20/07 00:26           ,     7.45500
Si,03/20/07 00:53           ,     8.28900
Si,03/22/07 00:21           ,     6.04100
Si,03/22/07 00:46           ,    10.01700
Si,03/24/07 00:30           ,     4.50900
Si,03/26/07 00:47           ,    -7.38200
Si,03/30/07 00:36           ,    -4.92900
Si,04/01/07 00:27           ,    -4.82000
Si,04/03/07 00:30           ,    -8.76500
Si,04/09/07 00:30           ,    -3.83000
Si,04/11/07 00:36           ,    -7.52700
Si,04/13/07 00:28           ,    -3.38500
Si,04/15/07 01:15           ,     8.02600
Si,04/19/07 01:21           ,     3.94900
Si,04/21/07 00:40           ,    -5.91700
Si,04/21/07 01:15           ,    -3.95900
Si,04/23/07 00:42           ,    -9.28600
Si,04/23/07 01:00           ,    -6.80600
Si,04/25/07 00:54           ,    -6.26300
Si,04/25/07 01:11           ,    -6.81000
Si,04/27/07 00:45           ,    -9.45000
Si,04/27/07 01:17           ,    -5.78700
Si,04/29/07 00:52           ,    -9.38200
Si,04/29/07 01:20           ,    -5.87400
Si,05/01/07 00:57           ,   -10.33300
Si,05/01/07 01:31           ,    -6.39400
Si,05/03/07 01:03           ,    -8.69800
Si,05/03/07 01:39           ,    -6.50400
Si,05/05/07 00:59           ,    -9.65000
Si,05/05/07 01:33           ,    -6.02400
Si,05/07/07 00:57           ,    -9.13800
Si,05/07/07 01:31           ,    -7.70100
Si,05/09/07 00:57           ,   -11.63300
Si,05/09/07 01:25           ,    -7.70900
Si,05/11/07 01:03           ,   -10.42500
Si,05/11/07 01:32           ,    -5.59600
Si,05/13/07 01:55           ,     3.24400
Si,05/15/07 01:51           ,     4.94600
Si,05/17/07 01:01           ,    -3.97100
Si,05/17/07 01:54           ,   -11.70200
Si,05/19/07 01:01           ,    -3.30500
Si,05/19/07 01:20           ,     3.68200
Si,05/21/07 00:47           ,   -20.21700
Si,05/23/07 01:28           ,    -3.99000
Si,05/25/07 01:33           ,    -9.65500
Si,05/27/07 01:29           ,    -9.46700
Si,05/29/07 02:04           ,    -3.66700
Si,05/31/07 02:01           ,    -8.21900
Si,06/02/07 01:20           ,    -6.37600
Si,06/04/07 00:54           ,     3.95100
Si,06/10/07 00:25           ,    -5.29300
Si,06/14/07 01:15           ,    -3.84800
Si,06/16/07 01:14           ,    -4.36500
Si,06/18/07 01:21           ,    -8.47100
Si,06/18/07 01:52           ,     5.79500
Si,06/20/07 01:53           ,     3.87300
Si,06/22/07 01:50           ,     9.05700
Si,06/26/07 02:06           ,     7.12600
Si,06/28/07 02:38           ,     3.74000
Si,06/30/07 02:14           ,     6.60900
Si,07/02/07 01:01           ,     7.70100
Si,07/06/07 01:10           ,     8.04100
Si,07/16/07 01:19           ,     7.20800
Si,07/18/07 00:40           ,     6.22500
Si,07/18/07 01:08           ,     8.14300
Si,07/20/07 02:38           ,     9.99000
Si,07/24/07 01:19           ,     9.22700
Si,07/26/07 00:44           ,    12.06500
Si,07/30/07 01:08           ,    26.88200
Si,08/01/07 00:45           ,    -4.52700
Si,08/03/07 00:44           ,    -3.58600
Si,08/13/07 01:19           ,     7.13900
Si,08/17/07 01:09           ,    -3.13100
Si,08/23/07 01:16           ,    -4.31000
Si,08/25/07 01:15           ,     5.12400
Si,08/27/07 00:47           ,    -3.35800
Si,08/29/07 01:17           ,    -3.72500
Si,08/31/07 01:16           ,    -3.18500
Si,08/31/07 02:13           ,    -3.93400
Si,09/15/07 01:14           ,    -3.15000
Si,09/21/07 01:28           ,    -3.18400
Si,09/27/07 01:27           ,    -4.44000
Si,10/03/07 01:36           ,    -4.49000
Si,10/03/07 02:00           ,    -4.25400
Si,10/15/07 04:50           ,    -3.22200
Si,10/27/07 03:21           ,    -3.73600
Si,10/27/07 03:49           ,    -3.37700
Si,11/02/07 04:07           ,    -3.07900
Si,11/14/07 04:30           ,     9.61300
Si,11/14/07 04:52           ,    12.03300
Si,11/20/07 05:07           ,     4.15900
Si,11/26/07 03:53           ,    -4.89400
Si,11/26/07 04:17           ,    -3.10000
Si,12/02/07 04:06           ,    -3.62800
Si,12/08/07 03:43           ,    10.09600
Si,12/08/07 04:07           ,    11.81600
Si,12/14/07 04:26           ,     7.01700
Si,12/20/07 03:43           ,     3.22500
Si,12/26/07 03:15           ,     8.55100
Si,12/26/07 03:31           ,    12.33500
Si,01/01/08 03:06           ,    11.37600
Si,01/01/08 03:23           ,    14.45000
Si,01/07/08 02:43           ,    -3.94300
Si,01/07/08 03:04           ,    -4.54800
Si,01/13/08 03:21           ,     3.88800
Si,01/19/08 02:30           ,     3.57200
Si,01/19/08 02:55           ,     4.03800
Si,02/06/08 03:34           ,     9.90000
Si,02/06/08 03:36           ,    13.98200
Si,02/12/08 04:53           ,     9.34800
Si,02/18/08 02:04           ,    12.48400
Si,02/18/08 02:24           ,    13.44900
Si,02/24/08 01:28           ,    11.76900
Si,02/24/08 01:52           ,     7.67700
Si,03/01/08 02:13           ,    11.73900
Si,03/01/08 02:35           ,    11.00400
Si,03/19/08 02:22           ,     3.65000
Si,03/19/08 02:44           ,     6.99000
Si,03/31/08 01:51           ,    -3.96700
Si,04/06/08 02:04           ,     5.12200
Si,04/06/08 02:31           ,     7.05600
Si,04/12/08 01:12           ,     6.72100
Si,04/12/08 01:33           ,     8.84900
Si,04/18/08 01:28           ,    -3.22700
Si,04/24/08 02:09           ,    -5.76200
Si,04/30/08 02:15           ,   -14.28200
Si,05/12/08 01:58           ,    -8.27900
Si,05/18/08 01:50           ,    -7.44900
Si,05/30/08 02:29           ,    -3.96600
Si,06/05/08 02:51           ,    -7.24600
Si,06/11/08 02:22           ,    -7.04600
Si,06/11/08 02:45           ,     4.93900
Si,06/17/08 02:36           ,     4.35800
Si,06/23/08 02:27           ,     3.17600
Si,06/29/08 02:07           ,     6.01900
Si,07/05/08 01:48           ,    -3.02000
Si,07/05/08 02:15           ,     5.50000
Si,07/11/08 02:06           ,    -6.96500
Si,07/11/08 02:27           ,    -4.11800
Si,07/17/08 02:29           ,    -6.75600
Si,07/23/08 02:04           ,    -4.34200
Si,07/29/08 02:24           ,    -4.00800
Si,07/29/08 02:43           ,     8.05100
Si,08/10/08 01:55           ,    -3.47500
P,11/16/06 03:20           ,     4.26500
P,11/30/06 02:31           ,     5.68500
P,11/30/06 03:08           ,     6.64600
P,12/02/06 02:40           ,     4.15900
P,12/02/06 05:11           ,     3.64200
P,12/04/06 02:53           ,     4.05500
P,12/04/06 05:21           ,     3.43900
P,12/08/06 02:45           ,     3.58000
P,12/10/06 03:20           ,     3.89300
P,12/12/06 03:18           ,     5.46700
P,12/14/06 02:50           ,     3.34300
P,12/16/06 02:39           ,    11.27500
P,12/16/06 03:09           ,     6.03600
P,12/18/06 02:36           ,     3.82700
P,12/18/06 03:10           ,     5.48000
P,12/20/06 02:55           ,     7.25300
P,12/20/06 03:26           ,     7.09600
P,12/22/06 02:57           ,     7.80700
P,12/22/06 03:29           ,     6.62600
P,12/24/06 04:00           ,     3.91000
P,12/26/06 02:52           ,     5.85000
P,12/28/06 02:53           ,     3.38100
P,12/30/06 03:04           ,     5.74100
P,01/01/07 03:20           ,    -4.55300
P,01/01/07 03:27           ,    -3.43900
P,01/15/07 02:43           ,    -3.17400
P,01/15/07 03:19           ,    -5.22100
P,01/19/07 03:06           ,    -4.14800
P,01/21/07 02:59           ,    -5.39700
P,01/21/07 03:30           ,    -4.10200
P,01/23/07 05:16           ,    -4.31100
P,01/23/07 07:32           ,    -7.04300
P,01/25/07 05:42           ,    -3.55500
P,01/31/07 02:59           ,     3.57200
P,02/02/07 02:41           ,     5.85400
P,02/02/07 03:13           ,     5.04000
P,02/04/07 02:45           ,     7.34700
P,02/04/07 03:16           ,     7.10100
P,02/06/07 02:47           ,     4.28700
P,02/08/07 02:47           ,     4.22700
P,02/10/07 02:43           ,     5.18900
P,02/14/07 02:34           ,     3.94700
P,03/06/07 00:33           ,     5.90100
P,03/06/07 01:01           ,     4.77500
P,03/08/07 00:13           ,     4.29400
P,03/08/07 00:42           ,     3.18300
P,03/10/07 00:11           ,     4.22900
P,03/10/07 00:43           ,     3.07000
P,03/12/07 00:44           ,     4.37300
P,03/22/07 00:21           ,     3.46200
P,03/26/07 00:47           ,    -3.23500
P,04/23/07 00:42           ,     3.98700
P,04/27/07 01:17           ,    -4.21000
P,05/09/07 00:57           ,     3.47400
P,05/21/07 01:12           ,     4.23000
P,05/25/07 02:08           ,    -3.77800
P,05/31/07 01:09           ,    -4.52900
P,06/04/07 00:54           ,    -4.99700
P,06/04/07 01:06           ,    -3.35800
P,06/06/07 00:44           ,    -5.10600
P,06/06/07 01:35           ,    -4.23500
P,06/08/07 00:33           ,    -4.91100
P,06/08/07 01:20           ,    -3.80700
P,06/14/07 01:54           ,    -4.07000
P,06/16/07 01:14           ,    -6.23900
P,07/06/07 01:10           ,    -4.12700
P,07/18/07 00:40           ,     4.63400
P,07/18/07 01:08           ,     4.76100
P,07/20/07 02:38           ,     4.18400
P,07/30/07 01:08           ,    -3.55800
P,08/13/07 01:19           ,    -3.37300
P,08/21/07 01:36           ,    -7.82900
P,08/27/07 00:47           ,     3.43200
P,10/15/07 04:50           ,     3.49700
P,10/21/07 02:46           ,     3.93100
P,12/08/07 04:07           ,    -5.69500
P,12/14/07 04:26           ,    -3.11000
P,12/20/07 03:20           ,     4.35100
P,12/26/07 03:31           ,    -3.48300
P,01/01/08 03:23           ,    -3.00600
P,01/07/08 02:43           ,    -4.38300
P,01/07/08 03:04           ,    -3.73000
P,01/13/08 02:53           ,    -4.78100
P,01/19/08 02:30           ,    -4.90200
P,01/19/08 02:55           ,    -4.69000
P,01/25/08 03:09           ,    -3.48100
P,01/31/08 03:14           ,    -6.55400
P,01/31/08 03:32           ,    -5.49400
P,02/12/08 04:29           ,     3.36300
P,02/18/08 02:04           ,    -3.62600
P,02/24/08 01:28           ,    -4.32400
P,02/24/08 01:52           ,    -4.42900
P,03/13/08 02:37           ,    -3.17200
P,03/31/08 02:14           ,    -4.71600
P,04/06/08 02:31           ,    -3.33500
P,04/18/08 01:28           ,    -3.47900
P,04/18/08 01:50           ,    -6.84500
P,04/30/08 02:15           ,    -3.00700
P,04/30/08 02:40           ,    -4.14500
P,05/06/08 02:29           ,    -5.01700
P,05/12/08 01:58           ,    -3.27100
P,05/18/08 02:14           ,    -4.02800
P,05/30/08 02:29           ,    -5.09300
P,05/30/08 03:25           ,    -4.80500
P,06/05/08 03:13           ,    -3.23500
P,06/23/08 02:05           ,     4.49400
P,06/23/08 02:27           ,     6.51300
P,06/29/08 01:46           ,     3.85200
P,06/29/08 02:07           ,     4.01300
P,07/11/08 02:27           ,    -4.04400
P,07/23/08 02:29           ,    -3.52600
S,11/12/06 03:20           ,     3.31600
S,11/12/06 06:43           ,     7.07700
S,11/14/06 03:18           ,     3.27900
S,11/16/06 03:20           ,     6.88100
S,11/16/06 04:08           ,     3.97600
S,11/18/06 03:18           ,     7.62000
S,11/18/06 04:01           ,     5.87500
S,11/20/06 02:28           ,     6.75100
S,11/20/06 03:11           ,    11.44700
S,11/30/06 02:31           ,     4.94400
S,11/30/06 03:08           ,     4.93100
S,12/02/06 02:40           ,     3.15600
S,12/02/06 05:11           ,     8.05800
S,12/04/06 02:53           ,     4.42000
S,12/04/06 05:21           ,     3.46500
S,12/06/06 02:55           ,     4.24000
S,12/08/06 02:45           ,     8.76000
S,12/08/06 03:28           ,    11.06700
S,12/10/06 02:48           ,    11.06000
S,12/10/06 03:20           ,    15.54100
S,12/12/06 02:49           ,     9.53900
S,12/14/06 02:50           ,     6.72000
S,12/14/06 03:19           ,     5.94800
S,12/16/06 02:39           ,    14.81100
S,12/16/06 03:09           ,    11.33800
S,12/18/06 02:36           ,    17.73000
S,12/18/06 03:10           ,    15.81600
S,12/20/06 02:55           ,    10.64200
S,12/20/06 03:26           ,    11.31100
S,12/22/06 02:57           ,    19.08000
S,12/22/06 03:29           ,    17.75800
S,12/24/06 04:00           ,    13.39500
S,12/24/06 04:27           ,    10.69600
S,12/26/06 02:52           ,     4.47500
S,12/26/06 03:20           ,     9.89300
S,01/03/07 03:07           ,   -15.54200
S,01/03/07 03:25           ,   -10.62400
S,01/05/07 02:54           ,    -3.94800
S,01/09/07 02:25           ,    12.49200
S,01/09/07 03:02           ,    13.58500
S,01/15/07 02:43           ,   -10.26700
S,01/15/07 03:19           ,    -7.50800
S,01/19/07 03:06           ,    -3.85700
S,01/23/07 05:16           ,    11.34600
S,01/23/07 07:32           ,     5.60200
S,01/25/07 03:02           ,     8.50100
S,01/25/07 05:42           ,     8.50500
S,01/27/07 02:55           ,    15.49100
S,01/27/07 03:15           ,    16.59500
S,01/29/07 03:00           ,     4.88600
S,01/29/07 03:26           ,    14.08300
S,01/31/07 02:59           ,    10.81200
S,01/31/07 03:30           ,    13.35400
S,02/02/07 02:41           ,    12.24400
S,02/02/07 03:13           ,    15.28600
S,02/04/07 02:45           ,    12.21600
S,02/04/07 03:16           ,    16.06200
S,02/06/07 02:47           ,     3.71600
S,02/06/07 03:20           ,     6.99900
S,02/08/07 02:47           ,    13.06300
S,02/08/07 03:14           ,    14.06800
S,02/14/07 03:01           ,     5.13100
S,02/16/07 02:20           ,     4.57000
S,02/16/07 02:51           ,     4.68800
S,02/20/07 02:12           ,     9.70200
S,02/20/07 02:37           ,    13.53500
S,02/28/07 00:09           ,     6.15800
S,02/28/07 00:39           ,     6.65500
S,03/02/07 00:06           ,     4.78300
S,03/02/07 00:30           ,     5.18400
S,03/04/07 00:26           ,     9.50100
S,03/04/07 00:54           ,     4.67000
S,03/06/07 00:33           ,     6.72100
S,03/06/07 01:01           ,     4.68100
S,03/08/07 00:13           ,     3.76500
S,03/08/07 00:42           ,     3.68000
S,03/12/07 00:44           ,     6.20300
S,03/14/07 00:44           ,     6.48500
S,03/16/07 00:10           ,    -5.03800
S,03/16/07 00:42           ,    -8.27000
S,03/20/07 00:53           ,     3.36600
S,03/26/07 00:47           ,   -34.17000
S,03/26/07 01:08           ,   -15.49300
S,03/28/07 00:47           ,    -5.03400
S,04/01/07 00:27           ,    -7.31200
S,04/01/07 00:30           ,    -6.72300
S,04/03/07 00:30           ,   -23.50100
S,04/03/07 00:34           ,   -22.70000
S,04/05/07 00:24           ,    -3.56800
S,04/05/07 00:29           ,    -3.98700
S,04/07/07 00:12           ,   -10.25900
S,04/07/07 00:28           ,    -9.19600
S,04/09/07 00:30           ,   -10.64600
S,04/11/07 00:36           ,    -3.78300
S,04/17/07 00:38           ,   -19.92100
S,04/17/07 01:10           ,    -5.90000
S,04/23/07 00:42           ,    -6.29900
S,04/23/07 01:00           ,    -9.71500
S,04/25/07 00:54           ,   -17.65500
S,04/25/07 01:11           ,   -10.12400
S,04/27/07 00:45           ,   -12.95800
S,04/27/07 01:17           ,   -10.93100
S,04/29/07 00:52           ,   -11.67600
S,04/29/07 01:20           ,    -8.48000
S,05/01/07 00:57           ,   -16.99700
S,05/01/07 01:31           ,   -18.50700
S,05/03/07 01:03           ,    -5.59500
S,05/03/07 01:39           ,    -6.92800
S,05/05/07 00:59           ,   -20.38800
S,05/05/07 01:33           ,    -3.61800
S,05/07/07 00:57           ,   -18.03700
S,05/07/07 01:31           ,    -4.57400
S,05/09/07 01:25           ,    -4.88900
S,05/11/07 01:03           ,    -5.79300
S,05/11/07 01:32           ,    -3.11700
S,05/13/07 01:04           ,   -21.28200
S,05/13/07 01:55           ,    -8.37800
S,05/15/07 01:51           ,   -10.68000
S,05/19/07 01:20           ,    15.42900
S,05/21/07 00:47           ,   -12.74200
S,05/23/07 01:28           ,   -21.61800
S,05/23/07 01:57           ,    -3.78800
S,05/25/07 01:33           ,    -8.58700
S,05/25/07 02:08           ,   -12.71800
S,05/27/07 01:23           ,    -3.76800
S,05/29/07 01:05           ,    -5.89100
S,05/29/07 02:04           ,   -26.87100
S,05/31/07 01:09           ,   -12.78800
S,05/31/07 02:01           ,    -3.78200
S,06/02/07 00:39           ,    -6.14200
S,06/04/07 01:06           ,   -21.68400
S,06/06/07 00:44           ,   -25.86800
S,06/06/07 01:35           ,   -17.06600
S,06/08/07 00:33           ,   -31.72800
S,06/08/07 01:20           ,   -26.25300
S,06/10/07 00:25           ,   -10.63400
S,06/10/07 01:07           ,    -7.35700
S,06/12/07 00:47           ,   -16.95000
S,06/12/07 01:33           ,    -5.43200
S,06/14/07 01:15           ,   -21.85100
S,06/14/07 01:54           ,   -26.44000
S,06/16/07 01:14           ,   -23.91800
S,06/18/07 01:21           ,     5.97000
S,06/18/07 01:52           ,     6.68600
S,06/20/07 01:53           ,     8.50300
S,06/22/07 01:50           ,    15.92500
S,06/24/07 02:16           ,     7.80800
S,06/26/07 01:30           ,     8.23600
S,06/26/07 02:06           ,    11.89100
S,06/28/07 02:38           ,     5.84400
S,06/30/07 02:14           ,     8.26400
S,07/02/07 01:01           ,     7.95900
S,07/02/07 01:02           ,     3.11500
S,07/04/07 01:09           ,     7.09900
S,07/06/07 00:39           ,    -6.37000
S,07/06/07 01:10           ,   -14.92800
S,07/08/07 00:44           ,    -4.53700
S,07/12/07 00:41           ,     5.71500
S,07/12/07 01:09           ,     9.94900
S,07/14/07 00:40           ,     8.91600
S,07/16/07 00:42           ,     4.64300
S,07/16/07 01:19           ,    11.18100
S,07/18/07 00:40           ,    18.38500
S,07/18/07 01:08           ,    19.62000
S,07/20/07 02:14           ,     9.74800
S,07/20/07 02:38           ,    13.09100
S,07/24/07 00:41           ,    14.17400
S,07/24/07 01:19           ,    16.44100
S,07/26/07 00:44           ,     9.92900
S,07/28/07 00:41           ,     6.00500
S,08/03/07 00:44           ,     4.07000
S,08/03/07 01:19           ,     4.89600
S,08/05/07 01:18           ,     4.73500
S,08/07/07 01:31           ,     5.30600
S,08/09/07 01:11           ,     5.65900
S,08/09/07 01:41           ,     8.17900
S,08/11/07 01:27           ,     3.94400
S,08/15/07 00:58           ,     3.19000
S,08/15/07 01:30           ,     5.46800
S,08/19/07 01:28           ,    12.68200
S,08/19/07 01:34           ,     5.37800
S,08/21/07 01:27           ,     4.22700
S,08/21/07 01:36           ,     7.36900
S,08/23/07 01:46           ,     3.61000
S,08/25/07 00:42           ,     4.68100
S,08/25/07 01:15           ,     7.81700
S,08/27/07 00:47           ,     9.25300
S,08/27/07 01:22           ,     9.25800
S,08/31/07 02:13           ,     5.54000
S,09/04/07 01:51           ,    -5.70000
S,09/04/07 02:01           ,   -10.30000
S,09/15/07 01:14           ,    -4.27500
S,09/21/07 01:28           ,   -11.63700
S,09/21/07 01:54           ,    -4.49600
S,09/27/07 01:51           ,     3.24000
S,10/03/07 01:36           ,     3.26100
S,10/03/07 02:00           ,     9.87400
S,10/09/07 02:02           ,    -3.30100
S,10/09/07 02:25           ,    -4.92200
S,10/15/07 04:50           ,     3.38800
S,10/27/07 03:21           ,    -4.21900
S,10/27/07 03:49           ,   -14.42500
S,11/02/07 04:36           ,     3.38100
S,11/08/07 03:53           ,    16.12900
S,11/14/07 04:30           ,     3.72900
S,11/14/07 04:52           ,    12.18100
S,11/20/07 04:37           ,     3.53100
S,11/20/07 05:07           ,     5.13400
S,11/26/07 04:17           ,     3.14600
S,12/02/07 04:06           ,     9.89300
S,12/02/07 04:30           ,     9.47400
S,12/08/07 03:43           ,    -6.61000
S,12/08/07 04:07           ,    -5.34400
S,12/20/07 03:20           ,     6.32300
S,12/20/07 03:43           ,     7.20000
S,12/26/07 03:15           ,    13.74500
S,12/26/07 03:31           ,    14.34400
S,01/07/08 02:43           ,    -3.12700
S,01/19/08 02:55           ,    -3.01800
S,01/31/08 03:14           ,    -3.58600
S,01/31/08 03:32           ,    -3.47000
S,02/06/08 03:34           ,    11.64500
S,02/06/08 03:36           ,     9.45600
S,02/12/08 04:29           ,    18.67900
S,02/12/08 04:53           ,    18.62900
S,02/18/08 02:24           ,     9.01700
S,02/24/08 01:28           ,    14.39300
S,02/24/08 01:52           ,    23.05100
S,03/07/08 01:31           ,    -3.69500
S,03/07/08 01:56           ,    -5.48200
S,03/13/08 02:37           ,   -20.26100
S,03/13/08 02:56           ,   -17.29500
S,03/19/08 02:22           ,    -3.06400
S,03/19/08 02:44           ,    -4.96800
S,03/25/08 02:03           ,   -14.01500
S,03/25/08 02:28           ,   -12.39100
S,03/31/08 01:51           ,   -10.40500
S,03/31/08 02:14           ,   -16.20100
S,04/06/08 02:04           ,    -5.25400
S,04/06/08 02:31           ,   -13.93900
S,04/12/08 01:33           ,    -6.35600
S,04/18/08 01:28           ,   -20.50900
S,04/18/08 01:50           ,   -18.38900
S,04/24/08 02:09           ,    -8.18600
S,04/24/08 02:36           ,   -12.00400
S,04/30/08 02:15           ,   -29.56800
S,04/30/08 02:40           ,   -42.52400
S,05/06/08 02:07           ,   -10.19500
S,05/06/08 02:29           ,   -11.06000
S,05/12/08 01:58           ,   -24.51900
S,05/12/08 02:19           ,   -18.84000
S,05/18/08 01:50           ,   -11.01600
S,05/18/08 02:14           ,   -11.40700
S,05/24/08 01:55           ,   -20.73100
S,05/30/08 02:29           ,   -15.27500
S,05/30/08 03:25           ,   -14.96800
S,06/05/08 03:13           ,    -7.65300
S,06/23/08 02:05           ,    13.15000
S,06/23/08 02:27           ,    15.49300
S,06/29/08 01:46           ,     7.56100
S,06/29/08 02:07           ,     8.42900
S,07/05/08 01:48           ,    15.82600
S,07/05/08 02:15           ,    19.02800
S,07/17/08 02:29           ,     6.43200
S,07/17/08 02:54           ,    10.22900
S,07/23/08 02:04           ,    -6.37000
S,07/23/08 02:29           ,    -8.20900
S,07/29/08 02:24           ,     8.72400
S,07/29/08 02:43           ,    13.30100
S,08/04/08 01:57           ,     5.36500
S,08/04/08 02:22           ,    10.03300
S,08/10/08 01:23           ,     7.59300
S,08/10/08 01:55           ,    12.20000
S,08/16/08 02:27           ,    17.42400
Cl,12/06/06 03:32           ,   -32.39200
Cl,01/03/07 03:25           ,    -5.54200
