**** Analysis Summary ****

Time of run: ,07/07/15 17:06
Concentration file: ,E:\pmf\JFcH.csv
Uncertainty file: ,E:\pmf\JFcHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 25.79000, 34.16000, 61.17500,3318.47000, 100.00 %, 100.00 %
07/16/07 01:19,S                        ,    11.18100
07/16/07 01:19,K                        ,     3.76500
07/16/07 01:19,Ca                       ,    -5.53300
07/16/07 01:19,Fe                       ,    -3.85500
07/16/07 01:19,Zn                       ,    -4.66500
07/16/07 01:19,Br                       ,     9.02500
07/16/07 01:19,BC                       ,   -21.15400
07/18/07 00:40,Si                       ,     6.22500
07/18/07 00:40,P                        ,     4.63400
07/18/07 00:40,S                        ,    18.38500
07/18/07 00:40,K                        ,    16.19400
07/18/07 00:40,Ca                       ,   -24.61400
07/18/07 00:40,Mn                       ,    12.07400
07/18/07 00:40,Pb                       ,    -3.86000
07/18/07 01:08,Si                       ,     8.14300
07/18/07 01:08,P                        ,     4.76100
07/18/07 01:08,S                        ,    19.62000
07/18/07 01:08,K                        ,    15.35100
07/18/07 01:08,Ca                       ,   -24.02100
07/18/07 01:08,Mn                       ,     8.55400
07/18/07 01:08,Zn                       ,     3.36600
07/18/07 01:08,Pb                       ,    -4.84600
07/18/07 01:08,BC                       ,    -8.77500
07/20/07 02:14,Na                       ,     3.61900
07/20/07 02:14,S                        ,     9.74800
07/20/07 02:14,Mn                       ,     4.00400
07/20/07 02:14,Cu                       ,     6.21900
07/20/07 02:14,Br                       ,     3.01800
07/20/07 02:14,BC                       ,    -8.80700
07/20/07 02:38,Na                       ,     5.59100
07/20/07 02:38,Al                       ,     3.69600
07/20/07 02:38,Si                       ,     9.99000
07/20/07 02:38,P                        ,     4.18400
07/20/07 02:38,S                        ,    13.09100
07/20/07 02:38,Ca                       ,   -14.50700
07/20/07 02:38,Mn                       ,     4.70900
07/20/07 02:38,Fe                       ,    -5.60400
07/20/07 02:38,Cu                       ,     4.41100
07/20/07 02:38,BC                       ,    -8.77900
07/24/07 00:41,Na                       ,     5.62500
07/24/07 00:41,S                        ,    14.17400
07/24/07 00:41,Ca                       ,    13.53700
07/24/07 00:41,Mn                       ,     3.38700
07/24/07 00:41,Fe                       ,     6.87700
07/24/07 00:41,Br                       ,     7.02700
07/24/07 00:41,BC                       ,    -8.18100
07/24/07 01:19,Na                       ,     4.55600
07/24/07 01:19,Si                       ,     9.22700
07/24/07 01:19,S                        ,    16.44100
07/24/07 01:19,K                        ,     3.90200
07/24/07 01:19,Ca                       ,   -17.19300
07/24/07 01:19,Zn                       ,    -4.44200
07/24/07 01:19,Br                       ,     6.39900
07/24/07 01:19,BC                       ,   -11.00400
07/26/07 00:44,Al                       ,     3.10700
07/26/07 00:44,Si                       ,    12.06500
07/26/07 00:44,S                        ,     9.92900
07/26/07 00:44,Cl                       ,     3.25700
07/26/07 00:44,K                        ,     3.30700
07/26/07 00:44,Ca                       ,   -18.38000
07/26/07 00:44,Mn                       ,     6.36900
07/26/07 00:44,Fe                       ,    -4.92600
07/26/07 00:44,Zn                       ,    -8.68400
07/26/07 00:44,Br                       ,     4.85200
07/26/07 00:44,BC                       ,   -14.48500
07/28/07 00:41,Na                       ,     5.18200
07/28/07 00:41,Al                       ,    -4.00200
07/28/07 00:41,S                        ,     6.00500
07/28/07 00:41,Ca                       ,    14.15900
07/28/07 00:41,Ti                       ,    -3.19800
07/28/07 00:41,Mn                       ,     3.72200
07/28/07 00:41,Fe                       ,     7.77200
07/28/07 00:41,Br                       ,     9.71000
07/28/07 00:41,Pb                       ,    -3.35800
07/28/07 00:41,BC                       ,    -7.64700
07/30/07 00:40,Na                       ,     4.19000
07/30/07 00:40,Ca                       ,    17.62700
07/30/07 00:40,Ti                       ,    -4.53600
07/30/07 00:40,Mn                       ,     5.06700
07/30/07 00:40,Zn                       ,    -6.73900
07/30/07 00:40,Br                       ,    19.40600
07/30/07 00:40,Pb                       ,    -4.81400
07/30/07 00:40,BC                       ,    -4.10300
07/30/07 01:08,Al                       ,     4.51500
07/30/07 01:08,Si                       ,    26.88200
07/30/07 01:08,P                        ,    -3.55800
07/30/07 01:08,K                        ,     3.91300
07/30/07 01:08,Ca                       ,    -3.62100
07/30/07 01:08,Fe                       ,    -4.45300
07/30/07 01:08,Cu                       ,    -3.32700
07/30/07 01:08,Zn                       ,    22.38600
07/30/07 01:08,Br                       ,    25.41500
07/30/07 01:08,BC                       ,    -9.90400
08/01/07 00:45,Na                       ,     3.12300
08/01/07 00:45,Si                       ,    -4.52700
08/01/07 00:45,K                        ,    -6.94600
08/01/07 00:45,Ca                       ,    32.26700
08/01/07 00:45,Mn                       ,     5.73100
08/01/07 00:45,Fe                       ,    11.74600
08/01/07 00:45,BC                       ,     5.70600
08/01/07 01:12,Na                       ,     4.66000
08/01/07 01:12,Ca                       ,    21.16100
08/01/07 01:12,Br                       ,    10.43100
08/01/07 01:12,BC                       ,    -5.39100
08/03/07 00:44,Na                       ,     3.87900
08/03/07 00:44,Si                       ,    -3.58600
08/03/07 00:44,S                        ,     4.07000
08/03/07 00:44,Ca                       ,    31.34300
08/03/07 00:44,Ti                       ,     3.94000
08/03/07 00:44,Ni                       ,    -3.21000
08/03/07 00:44,Br                       ,    -8.20500
08/03/07 00:44,Pb                       ,    -3.05800
08/03/07 00:44,BC                       ,   -13.76700
08/03/07 01:19,Na                       ,     5.38700
08/03/07 01:19,S                        ,     4.89600
08/03/07 01:19,Ca                       ,    16.17700
08/03/07 01:19,Br                       ,    -6.83400
08/03/07 01:19,BC                       ,    -4.87000
08/05/07 00:45,Ca                       ,    23.30300
08/05/07 00:45,Fe                       ,    -3.19600
08/05/07 00:45,Cu                       ,     4.50800
08/05/07 00:45,Zn                       ,    -6.41900
08/05/07 00:45,Br                       ,    30.99600
08/05/07 00:45,BC                       ,    -8.74000
08/05/07 01:18,Na                       ,     3.58400
08/05/07 01:18,S                        ,     4.73500
08/05/07 01:18,Zn                       ,    -4.45500
08/05/07 01:18,Br                       ,    15.87200
08/05/07 01:18,BC                       ,   -11.14000
08/07/07 01:02,K                        ,    -3.17600
08/07/07 01:02,Ca                       ,    23.55100
08/07/07 01:02,Zn                       ,     4.20300
08/07/07 01:02,Br                       ,    16.46300
08/07/07 01:02,BC                       ,    -9.34500
08/07/07 01:31,Na                       ,     3.73500
08/07/07 01:31,S                        ,     5.30600
08/07/07 01:31,Ca                       ,    14.92800
08/07/07 01:31,Ni                       ,    -3.04200
08/07/07 01:31,Zn                       ,    -3.67800
08/07/07 01:31,Br                       ,    11.61900
08/07/07 01:31,BC                       ,   -13.18300
08/09/07 01:11,Na                       ,    -4.89000
08/09/07 01:11,S                        ,     5.65900
08/09/07 01:11,Ca                       ,    17.99000
08/09/07 01:11,Cu                       ,    16.65900
08/09/07 01:11,Br                       ,     6.94900
08/09/07 01:11,Pb                       ,     6.32600
08/09/07 01:11,BC                       ,   -12.57400
08/09/07 01:41,S                        ,     8.17900
08/09/07 01:41,Ca                       ,     3.24900
08/09/07 01:41,Ni                       ,     3.03100
08/09/07 01:41,Cu                       ,     8.85000
08/09/07 01:41,Br                       ,    17.94400
08/09/07 01:41,Pb                       ,     3.96000
08/09/07 01:41,BC                       ,    -7.35400
08/11/07 00:57,K                        ,    -4.20100
08/11/07 00:57,Zn                       ,     5.95100
08/11/07 00:57,Br                       ,    15.62800
08/11/07 01:27,S                        ,     3.94400
08/11/07 01:27,Br                       ,    10.95700
08/11/07 01:27,Pb                       ,    -3.19700
08/11/07 01:27,BC                       ,    -6.19400
08/13/07 00:52,Ca                       ,     3.41000
08/13/07 00:52,Ti                       ,     5.76800
08/13/07 00:52,Mn                       ,    -3.37800
08/13/07 00:52,Fe                       ,    -6.17500
08/13/07 00:52,Br                       ,    18.73000
08/13/07 01:19,Si                       ,     7.13900
08/13/07 01:19,P                        ,    -3.37300
08/13/07 01:19,K                        ,     5.51300
08/13/07 01:19,Ca                       ,    -7.40400
08/13/07 01:19,Fe                       ,    -3.09600
08/13/07 01:19,Br                       ,     9.07600
08/13/07 01:19,BC                       ,    -5.97000
08/15/07 00:58,S                        ,     3.19000
08/15/07 00:58,Ca                       ,    13.30300
08/15/07 00:58,Ti                       ,     5.17200
08/15/07 00:58,Ni                       ,    -4.82800
08/15/07 00:58,Br                       ,    25.34600
08/15/07 00:58,BC                       ,    -8.05400
08/15/07 01:30,S                        ,     5.46800
08/15/07 01:30,Mn                       ,    -3.08600
08/15/07 01:30,Ni                       ,    -6.41500
08/15/07 01:30,Zn                       ,    -3.72600
08/15/07 01:30,Br                       ,    33.16400
08/15/07 01:30,BC                       ,   -21.42600
08/17/07 01:09,Si                       ,    -3.13100
08/17/07 01:09,Ca                       ,    24.80000
08/17/07 01:09,Ti                       ,     5.50100
08/17/07 01:09,Ni                       ,    -4.22300
08/17/07 01:09,BC                       ,   -16.87600
08/17/07 01:38,Na                       ,     3.79300
08/17/07 01:38,Ca                       ,     4.57700
08/17/07 01:38,BC                       ,   -14.75700
08/19/07 01:28,S                        ,    12.68200
08/19/07 01:28,K                        ,    21.41200
08/19/07 01:28,BC                       ,   -10.87400
08/19/07 01:34,S                        ,     5.37800
08/19/07 01:34,Ca                       ,    10.55000
08/19/07 01:34,Fe                       ,    -3.76500
08/19/07 01:34,Ni                       ,    -3.87800
08/19/07 01:34,Zn                       ,    -3.87600
08/19/07 01:34,Pb                       ,    -4.16500
08/19/07 01:34,BC                       ,   -15.74600
08/21/07 01:27,S                        ,     4.22700
08/21/07 01:27,Mn                       ,     3.11400
08/21/07 01:27,Cu                       ,     8.24200
08/21/07 01:27,Zn                       ,     5.41900
08/21/07 01:27,Br                       ,    31.25300
08/21/07 01:27,BC                       ,    -8.06000
08/21/07 01:36,P                        ,    -7.82900
08/21/07 01:36,S                        ,     7.36900
08/21/07 01:36,Ca                       ,   -18.36600
08/21/07 01:36,Fe                       ,    -3.64600
08/21/07 01:36,Cu                       ,    12.28300
08/21/07 01:36,Zn                       ,     4.74700
08/21/07 01:36,Br                       ,    31.30100
08/21/07 01:36,Pb                       ,     6.58300
08/21/07 01:36,BC                       ,    -7.72400
08/23/07 01:16,Si                       ,    -4.31000
08/23/07 01:16,K                        ,    -7.67400
08/23/07 01:16,Ca                       ,    12.25400
08/23/07 01:16,Fe                       ,     6.86400
08/23/07 01:16,Br                       ,    17.22400
08/23/07 01:46,S                        ,     3.61000
08/23/07 01:46,Ca                       ,     3.56600
08/23/07 01:46,Fe                       ,    -3.11900
08/23/07 01:46,Cu                       ,    -3.42700
08/23/07 01:46,Zn                       ,    -3.69400
08/23/07 01:46,BC                       ,    -3.98700
08/25/07 00:42,S                        ,     4.68100
08/25/07 00:42,Ni                       ,    -3.85100
08/25/07 00:42,Cu                       ,    -3.09800
08/25/07 00:42,Zn                       ,     8.41800
08/25/07 00:42,Br                       ,    28.07400
08/25/07 00:42,BC                       ,   -13.82400
08/25/07 01:15,Na                       ,     4.07500
08/25/07 01:15,Si                       ,     5.12400
08/25/07 01:15,S                        ,     7.81700
08/25/07 01:15,K                        ,     3.10800
08/25/07 01:15,Ca                       ,   -10.40900
08/25/07 01:15,Fe                       ,    -3.77600
08/25/07 01:15,Cu                       ,    -3.14600
08/25/07 01:15,Br                       ,    35.26000
08/25/07 01:15,Pb                       ,     4.04700
08/25/07 01:15,BC                       ,    -5.69800
08/27/07 00:47,Si                       ,    -3.35800
08/27/07 00:47,P                        ,     3.43200
08/27/07 00:47,S                        ,     9.25300
08/27/07 00:47,Ca                       ,    28.14800
08/27/07 00:47,Ti                       ,     3.51200
08/27/07 00:47,BC                       ,    -8.09200
08/27/07 01:22,Na                       ,     4.39700
08/27/07 01:22,S                        ,     9.25800
08/27/07 01:22,Ca                       ,    14.91700
08/27/07 01:22,Fe                       ,    -3.01000
08/27/07 01:22,Cu                       ,    -8.24900
08/27/07 01:22,Zn                       ,    -3.01400
08/27/07 01:22,Br                       ,    -4.27800
08/27/07 01:22,BC                       ,    -4.90000
08/29/07 01:17,Si                       ,    -3.72500
08/29/07 01:17,Ca                       ,    21.22600
08/29/07 01:17,Fe                       ,     3.79000
08/29/07 01:17,Cu                       ,    17.24700
08/29/07 01:17,Pb                       ,     5.02200
08/29/07 02:02,Al                       ,    -3.18600
08/29/07 02:02,Ca                       ,    10.69500
08/29/07 02:02,Cu                       ,    18.80600
08/29/07 02:02,Pb                       ,     8.16000
08/31/07 01:16,Si                       ,    -3.18500
08/31/07 01:16,Ca                       ,    25.05100
08/31/07 01:16,Ti                       ,     4.75300
08/31/07 01:16,Cu                       ,     3.67600
08/31/07 01:16,Zn                       ,     3.95200
08/31/07 01:16,BC                       ,   -14.20100
08/31/07 02:13,Si                       ,    -3.93400
08/31/07 02:13,S                        ,     5.54000
08/31/07 02:13,K                        ,    -3.09900
08/31/07 02:13,Ca                       ,    13.54800
08/31/07 02:13,Ti                       ,     3.50200
08/31/07 02:13,Cu                       ,     3.51100
08/31/07 02:13,Br                       ,     3.02700
08/31/07 02:13,Pb                       ,     4.19100
08/31/07 02:13,BC                       ,    -8.13200
09/04/07 01:51,S                        ,    -5.70000
09/04/07 01:51,Ti                       ,    -3.82400
09/04/07 01:51,Mn                       ,     3.07200
09/04/07 01:51,Fe                       ,     3.58900
09/04/07 01:51,Cu                       ,     4.82100
09/04/07 01:51,Br                       ,    26.03800
09/04/07 01:51,Pb                       ,     8.84200
09/04/07 02:01,S                        ,   -10.30000
09/04/07 02:01,Ca                       ,     3.33800
09/04/07 02:01,Cu                       ,    10.21100
09/04/07 02:01,Zn                       ,     8.83500
09/04/07 02:01,Br                       ,    29.48000
09/04/07 02:01,Pb                       ,     8.11100
09/09/07 02:11,K                        ,     3.19000
09/09/07 02:11,Ca                       ,    21.93100
09/09/07 02:11,Zn                       ,     3.09700
09/09/07 02:11,BC                       ,    -6.70400
09/15/07 01:14,Si                       ,    -3.15000
09/15/07 01:14,S                        ,    -4.27500
09/15/07 01:14,Ca                       ,    29.61700
09/15/07 01:14,Fe                       ,     7.01400
09/15/07 01:14,Ni                       ,     3.16200
09/15/07 01:14,Cu                       ,     3.21800
09/15/07 01:14,Zn                       ,     8.09300
09/15/07 01:14,Br                       ,     3.88500
09/15/07 01:14,BC                       ,     8.22900
09/15/07 01:22,K                        ,   -13.59400
09/15/07 01:22,Ca                       ,    14.06200
09/15/07 01:22,Ni                       ,     3.37200
09/15/07 01:22,Br                       ,     5.65300
09/15/07 01:22,BC                       ,     3.07700
09/21/07 01:28,Al                       ,    -3.15300
09/21/07 01:28,Si                       ,    -3.18400
09/21/07 01:28,S                        ,   -11.63700
09/21/07 01:28,Ca                       ,    10.07100
09/21/07 01:28,Fe                       ,     3.99100
09/21/07 01:28,Br                       ,   -18.70700
09/21/07 01:28,BC                       ,     3.61000
09/21/07 01:54,Al                       ,    -3.44500
09/21/07 01:54,S                        ,    -4.49600
09/21/07 01:54,Ca                       ,     9.09600
09/21/07 01:54,Zn                       ,     3.85200
09/21/07 01:54,Br                       ,   -15.30500
09/21/07 01:54,BC                       ,     5.88200
09/27/07 01:27,Al                       ,    -3.02600
09/27/07 01:27,Si                       ,    -4.44000
09/27/07 01:27,Ca                       ,    26.77200
09/27/07 01:27,Ti                       ,     3.20200
09/27/07 01:27,Fe                       ,     5.47700
09/27/07 01:27,Br                       ,   -12.02800
09/27/07 01:27,Pb                       ,     3.59400
09/27/07 01:27,BC                       ,    10.57300
09/27/07 01:51,S                        ,     3.24000
09/27/07 01:51,K                        ,    -5.55900
09/27/07 01:51,Ca                       ,    18.59300
09/27/07 01:51,Mn                       ,    -3.51000
09/27/07 01:51,Fe                       ,     6.19800
09/27/07 01:51,Br                       ,    -5.64800
09/27/07 01:51,BC                       ,     6.53300
10/03/07 01:36,Si                       ,    -4.49000
10/03/07 01:36,S                        ,     3.26100
10/03/07 01:36,K                        ,    -6.37800
10/03/07 01:36,Ca                       ,    22.12300
10/03/07 01:36,Mn                       ,    -3.98100
10/03/07 01:36,Fe                       ,     4.90000
10/03/07 02:00,Si                       ,    -4.25400
10/03/07 02:00,S                        ,     9.87400
10/03/07 02:00,K                        ,    -9.49400
10/03/07 02:00,Ca                       ,    10.10900
10/03/07 02:00,Fe                       ,     3.22700
10/03/07 02:00,Cu                       ,    -3.15000
10/03/07 02:00,Br                       ,     8.17000
10/09/07 02:02,Na                       ,    -4.91300
10/09/07 02:02,S                        ,    -3.30100
10/09/07 02:02,K                        ,    23.06800
10/09/07 02:02,Ca                       ,    -7.12000
10/09/07 02:02,Fe                       ,     5.88000
10/09/07 02:02,Cu                       ,     3.37200
10/09/07 02:02,Br                       ,    -5.37400
10/09/07 02:02,Pb                       ,     4.10900
10/09/07 02:02,BC                       ,     8.13300
10/09/07 02:25,S                        ,    -4.92200
10/09/07 02:25,K                        ,    15.18700
10/09/07 02:25,Ca                       ,    -3.05500
10/09/07 02:25,Fe                       ,     5.02700
10/09/07 02:25,Br                       ,    -3.42900
10/09/07 02:25,BC                       ,     7.26500
10/15/07 04:50,Si                       ,    -3.22200
10/15/07 04:50,P                        ,     3.49700
10/15/07 04:50,S                        ,     3.38800
10/15/07 04:50,K                        ,    -7.10800
10/15/07 04:50,Ca                       ,    21.14600
10/15/07 04:50,Mn                       ,    -5.33600
10/15/07 04:50,Fe                       ,     7.15800
10/15/07 04:50,Br                       ,    -9.47000
10/15/07 04:50,BC                       ,    14.51400
10/15/07 04:53,Mn                       ,    -4.59100
10/15/07 04:53,Zn                       ,    -4.44500
10/15/07 04:53,Br                       ,    -9.38600
10/15/07 04:53,BC                       ,    10.00700
10/21/07 02:46,P                        ,     3.93100
10/21/07 02:46,K                        ,    -6.82500
10/21/07 02:46,Ca                       ,    20.67800
10/21/07 02:46,Mn                       ,    -6.93000
10/21/07 02:46,Fe                       ,     7.43100
10/21/07 02:46,Zn                       ,     3.38100
10/21/07 02:46,Br                       ,    -7.17300
10/21/07 02:46,Zr                       ,     4.49000
10/21/07 02:46,BC                       ,    10.23100
10/21/07 03:11,K                        ,    -3.48800
10/21/07 03:11,Ca                       ,     4.71800
10/21/07 03:11,Mn                       ,    -6.54400
10/21/07 03:11,Br                       ,    -5.25400
10/21/07 03:11,BC                       ,     7.08800
10/27/07 03:21,Si                       ,    -3.73600
10/27/07 03:21,S                        ,    -4.21900
10/27/07 03:21,Ca                       ,    23.89200
10/27/07 03:21,Mn                       ,    -3.93200
10/27/07 03:21,Fe                       ,     9.52600
10/27/07 03:21,Zn                       ,     7.43900
10/27/07 03:21,BC                       ,    11.09400
10/27/07 03:49,Si                       ,    -3.37700
10/27/07 03:49,S                        ,   -14.42500
10/27/07 03:49,Ca                       ,     3.89600
10/27/07 03:49,Fe                       ,     4.31600
10/27/07 03:49,Ni                       ,     4.81500
10/27/07 03:49,Zn                       ,     3.29100
10/27/07 03:49,BC                       ,     4.33000
11/02/07 04:07,Na                       ,    -3.03000
11/02/07 04:07,Si                       ,    -3.07900
11/02/07 04:07,K                        ,   -18.66000
11/02/07 04:07,Ca                       ,     8.52300
11/02/07 04:07,Mn                       ,    -4.03500
11/02/07 04:07,Fe                       ,     3.97900
11/02/07 04:07,Br                       ,     3.91500
11/02/07 04:07,BC                       ,     7.08600
11/02/07 04:36,S                        ,     3.38100
11/02/07 04:36,K                        ,    -3.82200
11/02/07 04:36,Mn                       ,    -4.55700
11/02/07 04:36,BC                       ,    10.04900
11/08/07 03:30,K                        ,   -27.09900
11/08/07 03:30,Ca                       ,    13.25900
11/08/07 03:30,Mn                       ,    -6.17900
11/08/07 03:30,Br                       ,    25.18400
11/08/07 03:53,S                        ,    16.12900
11/08/07 03:53,K                        ,    -5.29400
11/08/07 03:53,BC                       ,     3.97500
11/14/07 04:30,Si                       ,     9.61300
11/14/07 04:30,S                        ,     3.72900
11/14/07 04:30,K                        ,   -16.36500
11/14/07 04:30,Ca                       ,    10.38500
11/14/07 04:30,Br                       ,    27.94900
11/14/07 04:30,Rb                       ,    -3.88800
11/14/07 04:52,Si                       ,    12.03300
11/14/07 04:52,S                        ,    12.18100
11/14/07 04:52,K                        ,   -14.16400
11/14/07 04:52,Ca                       ,     3.97400
11/14/07 04:52,Ti                       ,    -3.78200
11/14/07 04:52,Zn                       ,    -3.87600
11/14/07 04:52,Br                       ,    25.28300
11/20/07 04:37,S                        ,     3.53100
11/20/07 04:37,K                        ,   -11.15900
11/20/07 04:37,Ca                       ,    13.67500
11/20/07 04:37,Mn                       ,    -4.10100
11/20/07 04:37,Br                       ,    -5.85100
11/20/07 04:37,BC                       ,     3.56600
11/20/07 05:07,Si                       ,     4.15900
11/20/07 05:07,S                        ,     5.13400
11/20/07 05:07,K                        ,    -6.17600
11/20/07 05:07,V                        ,     3.41900
11/20/07 05:07,Br                       ,    -3.00900
11/20/07 05:07,BC                       ,     3.83300
11/26/07 03:53,Si                       ,    -4.89400
11/26/07 03:53,K                        ,    -8.26000
11/26/07 03:53,Ca                       ,    11.09500
11/26/07 03:53,Fe                       ,     7.63700
11/26/07 03:53,Ni                       ,     3.92100
11/26/07 03:53,Br                       ,    -5.51900
11/26/07 03:53,BC                       ,    10.94300
11/26/07 04:17,Al                       ,    -3.02100
11/26/07 04:17,Si                       ,    -3.10000
11/26/07 04:17,S                        ,     3.14600
11/26/07 04:17,Ca                       ,     5.37300
11/26/07 04:17,Ni                       ,     3.33700
11/26/07 04:17,Cu                       ,     7.33100
11/26/07 04:17,Zn                       ,    -5.47000
11/26/07 04:17,Br                       ,    -4.94100
12/02/07 04:06,Si                       ,    -3.62800
12/02/07 04:06,S                        ,     9.89300
12/02/07 04:06,Ca                       ,    18.20100
12/02/07 04:06,Ti                       ,     4.00000
12/02/07 04:06,Mn                       ,    -6.75000
12/02/07 04:06,Fe                       ,     3.52000
12/02/07 04:06,Cu                       ,    -3.76300
12/02/07 04:30,S                        ,     9.47400
12/02/07 04:30,Ca                       ,     8.65100
12/02/07 04:30,Mn                       ,    -5.78800
12/02/07 04:30,Zn                       ,    -3.33800
12/02/07 04:30,Br                       ,     5.17100
12/02/07 04:30,BC                       ,    -4.64400
12/08/07 03:43,Si                       ,    10.09600
12/08/07 03:43,S                        ,    -6.61000
12/08/07 03:43,K                        ,    12.77700
12/08/07 03:43,Ca                       ,    -3.23400
12/08/07 03:43,Mn                       ,    -3.85000
12/08/07 03:43,Rb                       ,    -3.73300
12/08/07 04:07,Al                       ,     3.46400
12/08/07 04:07,Si                       ,    11.81600
12/08/07 04:07,P                        ,    -5.69500
12/08/07 04:07,S                        ,    -5.34400
12/08/07 04:07,K                        ,    11.37400
12/08/07 04:07,Ca                       ,    -6.92300
12/08/07 04:07,Zn                       ,    -3.27400
12/08/07 04:07,Rb                       ,    -3.28000
12/08/07 04:07,BC                       ,     3.52700
12/14/07 04:03,K                        ,    -3.52000
12/14/07 04:03,Ca                       ,     5.76100
12/14/07 04:03,Ti                       ,    -3.15800
12/14/07 04:03,Mn                       ,    -4.76500
12/14/07 04:03,Cu                       ,     4.19200
12/14/07 04:03,Br                       ,    29.80100
12/14/07 04:26,Si                       ,     7.01700
12/14/07 04:26,P                        ,    -3.11000
12/14/07 04:26,Mn                       ,    -3.83900
12/14/07 04:26,Zn                       ,    -3.72400
12/14/07 04:26,Br                       ,    30.94100
12/14/07 04:26,Rb                       ,    -3.08800
12/14/07 04:26,BC                       ,    -5.31700
12/20/07 03:20,Mg                       ,    -3.58500
12/20/07 03:20,Al                       ,    -3.36100
12/20/07 03:20,P                        ,     4.35100
12/20/07 03:20,S                        ,     6.32300
12/20/07 03:20,Ca                       ,    24.41900
12/20/07 03:20,Mn                       ,    -6.47600
12/20/07 03:20,Fe                       ,     3.09400
12/20/07 03:20,Cu                       ,    15.81800
12/20/07 03:20,Zn                       ,    -3.81400
12/20/07 03:20,Br                       ,   -12.90100
12/20/07 03:20,BC                       ,    -3.25200
12/20/07 03:43,Si                       ,     3.22500
12/20/07 03:43,S                        ,     7.20000
12/20/07 03:43,K                        ,    18.52900
12/20/07 03:43,Mn                       ,    -6.49100
12/20/07 03:43,Zn                       ,    -3.89500
12/20/07 03:43,Br                       ,    -9.73600
12/26/07 03:15,Si                       ,     8.55100
12/26/07 03:15,S                        ,    13.74500
12/26/07 03:15,K                        ,    11.17200
12/26/07 03:15,Ca                       ,   -13.52700
12/26/07 03:15,V                        ,    -3.50300
12/26/07 03:15,Zn                       ,     4.12400
12/26/07 03:15,Br                       ,    -9.23500
12/26/07 03:15,Pb                       ,     3.41000
12/26/07 03:15,BC                       ,    -4.74600
12/26/07 03:31,Al                       ,     3.69800
12/26/07 03:31,Si                       ,    12.33500
12/26/07 03:31,P                        ,    -3.48300
12/26/07 03:31,S                        ,    14.34400
12/26/07 03:31,K                        ,    21.46500
12/26/07 03:31,Ca                       ,   -29.64900
12/26/07 03:31,Cu                       ,    -3.06100
12/26/07 03:31,Br                       ,    -8.94900
12/26/07 03:31,Rb                       ,    -9.52000
12/26/07 03:31,Sr                       ,    -3.08900
01/01/08 03:06,Mg                       ,     3.60700
01/01/08 03:06,Si                       ,    11.37600
01/01/08 03:06,K                        ,    15.19200
01/01/08 03:06,Ca                       ,    -3.70500
01/01/08 03:06,V                        ,    -3.98800
01/01/08 03:06,Cu                       ,     5.90300
01/01/08 03:06,Zn                       ,     7.43000
01/01/08 03:06,Br                       ,     3.29100
01/01/08 03:06,Sr                       ,     3.85500
01/01/08 03:06,Pb                       ,     6.79200
01/01/08 03:06,BC                       ,    -7.03400
01/01/08 03:23,mass                     ,     6.51000
01/01/08 03:23,Mg                       ,     3.30600
01/01/08 03:23,Al                       ,     5.13600
01/01/08 03:23,Si                       ,    14.45000
01/01/08 03:23,P                        ,    -3.00600
01/01/08 03:23,K                        ,    19.02600
01/01/08 03:23,Ca                       ,   -18.99300
01/01/08 03:23,Cr                       ,    -3.55300
01/01/08 03:23,Ni                       ,    -5.70900
01/01/08 03:23,Cu                       ,     3.91300
01/01/08 03:23,Zn                       ,    13.95800
01/01/08 03:23,Br                       ,    14.09200
01/01/08 03:23,Pb                       ,     4.06600
01/01/08 03:23,BC                       ,    -6.93500
01/07/08 02:43,Mg                       ,     4.02900
01/07/08 02:43,Si                       ,    -3.94300
01/07/08 02:43,P                        ,    -4.38300
01/07/08 02:43,S                        ,    -3.12700
01/07/08 02:43,K                        ,    27.45800
01/07/08 02:43,Ca                       ,    11.76600
01/07/08 02:43,Mn                       ,    -4.87400
01/07/08 02:43,Br                       ,    15.11200
01/07/08 02:43,Sr                       ,     3.35700
01/07/08 03:04,Na                       ,    -4.55800
01/07/08 03:04,Mg                       ,     3.99600
01/07/08 03:04,Si                       ,    -4.54800
01/07/08 03:04,P                        ,    -3.73000
01/07/08 03:04,K                        ,    28.99600
01/07/08 03:04,Ca                       ,    12.07100
01/07/08 03:04,Mn                       ,    -3.51700
01/07/08 03:04,Br                       ,    15.78200
01/07/08 03:04,Rb                       ,   -13.33100
01/07/08 03:04,Sr                       ,     4.65500
01/13/08 02:53,Al                       ,     4.75500
01/13/08 02:53,P                        ,    -4.78100
01/13/08 02:53,K                        ,    16.55200
01/13/08 02:53,Ca                       ,    -3.38900
01/13/08 02:53,V                        ,     3.40000
01/13/08 02:53,Mn                       ,    -4.54700
01/13/08 02:53,Zn                       ,    -4.95200
01/13/08 02:53,Br                       ,    35.78700
01/13/08 02:53,Rb                       ,    -4.89200
01/13/08 03:21,Na                       ,    -3.59100
01/13/08 03:21,Al                       ,     5.56700
01/13/08 03:21,Si                       ,     3.88800
01/13/08 03:21,K                        ,    16.51300
01/13/08 03:21,Ca                       ,   -13.89400
01/13/08 03:21,Mn                       ,    -6.71300
01/13/08 03:21,Cu                       ,    13.25800
