
Factor Contributions (avg = 1) from Base Run #7 (Convergent Run)

,,Factor 1,Factor 2,Factor 3
7,11/30/06 03:08,3.681741E+001,2.227060E+000,6.205217E+001
7,12/02/06 02:40,4.698975E+001,7.531390E+000,5.199867E+001
7,12/02/06 05:11,3.103990E+001,5.720021E+000,4.922678E+001
7,12/04/06 02:53,6.582867E+001,5.256678E+000,7.575815E+001
7,12/04/06 05:21,4.776272E+001,2.075992E+000,7.342323E+001
7,12/06/06 02:55,1.184074E+002,1.458249E+000,8.247271E+001
7,12/06/06 03:32,1.158157E+002,-2.896800E+000,8.313316E+001
7,12/08/06 02:45,8.413889E+001,-2.896800E+000,8.936740E+001
7,12/08/06 03:28,6.926265E+001,-1.690138E+000,8.426059E+001
7,12/10/06 02:48,1.108721E+002,3.100155E+001,9.897726E+001
7,12/10/06 03:20,7.487364E+001,1.070150E+000,8.822662E+001
7,12/12/06 02:49,8.371126E+001,1.020311E+001,7.103160E+001
7,12/12/06 03:18,6.379096E+001,8.212863E+000,6.945053E+001
7,12/14/06 02:50,8.089929E+001,1.054102E+001,6.337306E+001
7,12/14/06 03:19,6.009328E+001,6.903364E+000,6.186204E+001
7,12/16/06 02:39,6.693014E+001,6.349930E+000,6.458389E+001
7,12/16/06 03:09,5.392703E+001,4.991911E+000,6.162521E+001
7,12/18/06 02:36,6.412011E+001,9.074950E+000,6.004080E+001
7,12/18/06 03:10,5.023583E+001,6.560528E+000,5.776592E+001
7,12/20/06 02:55,6.378772E+001,5.672369E+000,7.565474E+001
7,12/20/06 03:26,4.753400E+001,4.527843E+000,7.185883E+001
7,12/22/06 02:57,5.200012E+001,8.289048E+000,6.334304E+001
7,12/22/06 03:29,4.030840E+001,5.200915E+000,5.484727E+001
7,12/24/06 04:00,4.315406E+001,1.217655E+001,5.936367E+001
7,12/24/06 04:27,2.434689E+001,3.638815E+000,6.382003E+001
7,12/26/06 02:52,3.300958E+001,5.916135E+000,8.360681E+001
7,12/26/06 03:20,1.536154E+001,2.597561E+000,7.025107E+001
7,12/28/06 02:53,3.567966E+001,9.389543E+000,6.764597E+001
7,12/28/06 03:22,2.013476E+001,6.965935E+000,6.499417E+001
7,12/30/06 03:04,7.009846E+001,1.005841E+001,8.106509E+001
7,12/30/06 03:26,4.726836E+001,1.080724E+001,7.316972E+001
7,01/01/07 03:20,2.140857E+002,4.890088E+000,1.309423E+002
7,01/01/07 03:27,2.657120E+002,-2.036885E+000,9.764302E+001
7,01/03/07 03:07,7.212645E+002,-2.896800E+000,5.528090E+001
7,01/03/07 03:25,7.267071E+002,-2.896800E+000,5.759247E+001
7,01/05/07 02:54,1.547298E+002,2.897814E-002,2.138954E+001
7,01/05/07 02:58,6.975507E+002,-2.896800E+000,6.249914E+001
7,01/07/07 02:53,4.256510E+002,3.054676E+000,8.654548E+001
7,01/07/07 03:09,3.987948E+002,5.081856E+000,8.139531E+001
7,01/09/07 02:25,4.656925E+002,1.092630E-001,9.670238E+001
7,01/09/07 03:02,4.561422E+002,8.484148E-001,9.116862E+001
7,01/11/07 02:28,3.877996E+002,7.262712E+000,9.975112E+001
7,01/11/07 02:55,3.731306E+002,9.682409E+000,9.045814E+001
7,01/13/07 02:51,4.949072E+002,1.017197E+000,7.006428E+001
7,01/13/07 03:27,4.570687E+002,6.163377E+000,5.622487E+001
7,01/15/07 02:43,2.562329E+002,-5.419044E-001,3.677165E+001
7,01/15/07 03:19,5.196902E+002,-1.488810E-001,6.115489E+001
7,01/17/07 02:40,3.584229E+002,5.600239E-001,6.859661E+001
7,01/17/07 03:14,3.814759E+002,2.345973E+000,6.846653E+001
7,01/19/07 03:06,4.994232E+002,-2.533686E+000,7.321642E+001
7,01/19/07 03:40,4.692366E+002,-7.326587E-002,6.417361E+001
7,01/21/07 02:59,4.539457E+002,2.365382E+000,7.261268E+001
7,01/21/07 03:30,4.427950E+002,4.190221E+000,6.773603E+001
7,01/23/07 05:16,2.595568E+002,1.050018E+001,6.957061E+001
7,01/23/07 07:32,2.642542E+002,8.164051E+000,7.091152E+001
7,01/25/07 03:02,1.664183E+002,1.591502E+001,5.749574E+001
7,01/25/07 05:42,1.374368E+002,1.642196E+001,5.101800E+001
7,01/27/07 02:55,1.383374E+002,1.512999E+001,3.997049E+001
7,01/27/07 03:15,1.153298E+002,1.317189E+001,4.372638E+001
7,01/29/07 03:00,1.404950E+002,9.280913E+000,5.743903E+001
7,01/29/07 03:26,9.948164E+001,1.277228E+001,4.210528E+001
7,01/31/07 02:59,7.741996E+001,1.359164E+001,5.029751E+001
7,01/31/07 03:30,4.600167E+001,1.109373E+001,3.817594E+001
7,02/02/07 02:41,7.708304E+001,1.089472E+001,5.035422E+001
7,02/02/07 03:13,5.137811E+001,1.039328E+001,4.062761E+001
7,02/04/07 02:45,7.865749E+001,1.584839E+001,4.727212E+001
7,02/04/07 03:16,5.954579E+001,1.185052E+001,4.111127E+001
7,02/06/07 02:47,4.338991E+001,1.909426E+001,3.076724E+001
7,02/06/07 03:20,2.638525E+001,1.668846E+001,2.632722E+001
7,02/08/07 02:47,4.354282E+001,2.505153E+001,2.881625E+001
7,02/08/07 03:14,2.542632E+001,2.034133E+001,2.552568E+001
7,02/10/07 02:43,4.467797E+001,1.772262E+001,3.196972E+001
7,02/10/07 03:08,3.365750E+001,1.711429E+001,3.241069E+001
7,02/12/07 02:42,3.014577E+001,1.470561E+001,2.932793E+001
7,02/12/07 03:09,2.119865E+001,1.239164E+001,3.043635E+001
7,02/14/07 02:34,5.124529E+001,9.508022E+000,3.989044E+001
7,02/14/07 03:01,3.233056E+001,7.744450E+000,3.483367E+001
7,02/16/07 02:20,8.151482E+001,1.087401E+001,3.872632E+001
7,02/16/07 02:51,6.281131E+001,1.047019E+001,3.674497E+001
7,02/18/07 02:08,9.966305E+001,2.028774E+001,3.740875E+001
7,02/18/07 02:34,6.950238E+001,1.694338E+001,2.631088E+001
7,02/20/07 02:12,6.616559E+001,2.962992E+001,2.109900E+001
7,02/20/07 02:37,4.526175E+001,2.548605E+001,1.599220E+001
7,02/22/07 02:11,4.651094E+001,2.767603E+001,2.158433E+001
7,02/22/07 02:35,3.046325E+001,2.143197E+001,1.932913E+001
7,02/24/07 02:17,7.200983E+001,1.662039E+001,4.523074E+001
7,02/24/07 02:38,6.200141E+001,1.315712E+001,4.317267E+001
7,02/26/07 00:17,8.618632E+001,1.707519E+001,4.021066E+001
7,02/26/07 00:46,6.678111E+001,1.362973E+001,3.300543E+001
7,02/28/07 00:09,9.997406E+001,1.810645E+001,3.844946E+001
7,02/28/07 00:39,7.771800E+001,1.578466E+001,3.556417E+001
7,03/02/07 00:06,9.729815E+001,1.231488E+001,3.785572E+001
7,03/02/07 00:30,8.207851E+001,1.044644E+001,3.227727E+001
7,03/04/07 00:26,1.439095E+002,1.013518E+001,4.106124E+001
7,03/04/07 00:54,1.108073E+002,8.244582E+000,3.624797E+001
7,03/06/07 00:33,1.779188E+002,1.551381E+001,3.538738E+001
7,03/06/07 01:01,1.577815E+002,1.251142E+001,3.542074E+001
7,03/08/07 00:13,1.275690E+002,2.031671E+001,2.124777E+001
7,03/08/07 00:42,9.703898E+001,1.871333E+001,1.955796E+001
7,03/10/07 00:11,1.178243E+002,2.029933E+001,2.481653E+001
7,03/10/07 00:43,9.430476E+001,1.787615E+001,2.003328E+001
7,03/12/07 00:18,9.210831E+001,2.154640E+001,2.362772E+001
7,03/12/07 00:44,6.952182E+001,1.670295E+001,2.184084E+001
7,03/14/07 00:44,6.872487E+001,1.725334E+001,1.883146E+001
7,03/16/07 00:10,5.442398E+001,1.376110E+001,3.080760E+001
7,03/16/07 00:42,4.168005E+001,1.213947E+001,2.511473E+001
7,03/18/07 00:15,4.893092E+001,1.762558E+001,2.716279E+001
7,03/18/07 00:52,3.444472E+001,1.499963E+001,2.063702E+001
7,03/20/07 00:26,8.997017E+001,2.301942E+001,2.644230E+001
7,03/20/07 00:53,6.404236E+001,1.937670E+001,2.097192E+001
7,03/22/07 00:21,7.994685E+001,1.625539E+001,2.780556E+001
7,03/22/07 00:46,5.613838E+001,1.293059E+001,2.297128E+001
7,03/24/07 00:07,5.844498E+001,1.800216E+001,1.927343E+001
7,03/24/07 00:30,4.039911E+001,1.467229E+001,1.678507E+001
7,03/26/07 00:47,3.799209E+001,1.713602E+001,2.195759E+001
7,03/26/07 01:08,2.047427E+001,1.171915E+001,1.591648E+001
7,03/28/07 00:47,2.161850E+001,1.208357E+001,2.745532E+001
7,03/28/07 01:29,1.589672E+001,9.230798E+000,2.165772E+001
7,03/30/07 00:36,3.675780E+001,1.676958E+001,2.721416E+001
7,03/30/07 00:38,2.606906E+001,1.721568E+001,2.115404E+001
7,04/01/07 00:27,2.765387E+001,1.689414E+001,1.312859E+001
7,04/01/07 00:30,2.892121E+001,1.385873E+001,1.521200E+001
7,04/03/07 00:30,1.761306E+001,1.269754E+001,2.727020E+001
7,04/03/07 00:34,8.849939E+000,1.180518E+001,2.026043E+001
7,04/05/07 00:24,2.190034E+001,1.091094E+001,1.597519E+001
7,04/05/07 00:29,2.596539E+001,1.177665E+001,1.582575E+001
7,04/07/07 00:12,1.632564E+001,8.371897E+000,2.387689E+001
7,04/07/07 00:28,1.320655E+001,6.429303E+000,2.059033E+001
7,04/09/07 00:30,1.548853E+001,8.115096E+000,2.514876E+001
7,04/09/07 00:46,8.299855E+000,6.587468E+000,1.959565E+001
7,04/11/07 00:36,2.743358E+001,1.326619E+001,1.570634E+001
7,04/11/07 00:50,1.292989E+001,1.035838E+001,1.321098E+001
7,04/13/07 00:28,3.689904E+001,1.833819E+001,2.322078E+001
7,04/13/07 00:45,2.200984E+001,1.591212E+001,1.232504E+001
7,04/15/07 00:33,4.055720E+001,1.631623E+001,1.680509E+001
7,04/15/07 01:15,2.772320E+001,1.569341E+001,1.215559E+001
7,04/17/07 00:38,4.243876E+001,1.951284E+001,1.524769E+001
7,04/17/07 01:10,3.262666E+001,2.204899E+001,1.005783E+001
7,04/19/07 00:42,4.852402E+001,1.970114E+001,2.225679E+001
7,04/19/07 01:21,3.476220E+001,1.304183E+001,1.387543E+001
7,04/21/07 00:40,4.242580E+001,1.624091E+001,1.710863E+001
7,04/21/07 01:15,2.430348E+001,1.302010E+001,1.410158E+001
7,04/23/07 00:42,3.643384E+001,1.034636E+001,1.804359E+001
7,04/23/07 01:00,3.079369E+001,1.008333E+001,1.837315E+001
7,04/25/07 00:54,4.157767E+001,1.745032E+001,1.574270E+001
7,04/25/07 01:11,2.441168E+001,1.649583E+001,8.820327E+000
7,04/27/07 00:45,2.300505E+001,1.901460E+001,1.134938E+001
7,04/27/07 01:17,2.071011E+001,1.195929E+001,1.169228E+001
7,04/29/07 00:52,3.231112E+001,1.419258E+001,1.383273E+001
7,04/29/07 01:20,2.865491E+001,1.327401E+001,9.569503E+000
7,05/01/07 00:57,3.405338E+001,8.922868E+000,2.203331E+001
7,05/01/07 01:31,3.017039E+001,8.497183E+000,2.444027E+001
7,05/03/07 01:03,3.397304E+001,8.857980E+000,2.325847E+001
7,05/03/07 01:39,2.288842E+001,8.474588E+000,1.928944E+001
7,05/05/07 00:59,3.881170E+001,1.537332E+001,1.038372E+001
7,05/05/07 01:33,2.938123E+001,1.028581E+001,1.812732E+001
7,05/07/07 00:57,4.274911E+001,1.693904E+001,1.155719E+001
7,05/07/07 01:31,6.381364E+000,3.289461E+000,1.645785E+000
7,05/09/07 00:57,5.482310E+001,1.235905E+001,2.152096E+001
7,05/09/07 01:25,3.886613E+001,1.362046E+001,2.038018E+001
7,05/11/07 01:03,1.801023E+001,7.650594E+000,2.141922E+001
7,05/11/07 01:32,1.378968E+001,6.121228E+000,2.067572E+001
7,05/13/07 01:04,3.239470E+001,1.380991E+001,1.868003E+001
7,05/13/07 01:55,2.588181E+001,1.193177E+001,1.281604E+001
7,05/15/07 01:10,3.201373E+001,1.091514E+001,1.591148E+001
7,05/15/07 01:51,3.865815E+001,1.360265E+001,1.210423E+001
7,05/17/07 01:01,2.442529E+001,1.402283E+001,2.682823E+001
7,05/17/07 01:54,9.739533E+000,1.239381E+001,2.296360E+001
7,05/19/07 01:01,3.232279E+001,1.083229E+001,3.083729E+001
7,05/19/07 01:20,2.522029E+001,1.193279E+001,1.649254E+001
7,05/21/07 00:47,1.837695E+001,8.871015E+000,2.703204E+001
7,05/21/07 01:12,-5.564596E+000,5.481325E-001,3.137832E+001
7,05/23/07 01:28,2.230270E+001,2.804682E+001,2.731623E-003
7,05/23/07 01:57,1.069262E+001,2.697210E+001,-4.000385E-001
7,05/25/07 01:33,3.315471E+001,2.414628E+001,8.694575E+000
7,05/25/07 02:08,2.057276E+001,2.194326E+001,6.147177E+000
7,05/27/07 01:23,3.025981E+001,8.603206E+000,2.344460E+001
7,05/27/07 01:29,2.809835E+001,1.723161E+001,1.088740E+001
7,05/29/07 01:05,1.044965E+001,1.550223E+001,2.423814E+001
7,05/29/07 02:04,1.259880E+001,1.132620E+001,2.683157E+001
7,05/31/07 01:09,5.056109E+000,1.031174E+001,2.693063E+001
7,05/31/07 02:01,2.238045E+001,1.025931E+001,2.384420E+001
7,06/02/07 00:39,1.802513E+000,1.097293E+001,1.523102E+001
7,06/02/07 01:20,6.149992E+000,1.318783E+001,1.622769E+001
7,06/04/07 00:54,-1.182195E+000,1.551092E+001,1.234405E+001
7,06/04/07 01:06,-1.948295E+000,1.459987E+001,1.025830E+001
7,06/06/07 00:44,4.476544E+000,1.857863E+001,1.702891E+001
7,06/06/07 01:35,4.724179E+000,1.718382E+001,8.220920E+000
7,06/08/07 00:33,1.686341E+000,1.113342E+001,2.477317E+001
7,06/08/07 01:20,1.975184E+000,1.229474E+001,2.142689E+001
7,06/10/07 00:25,1.529869E+001,2.564103E+001,9.883049E+000
7,06/10/07 01:07,7.581960E+000,2.015449E+001,6.079798E+000
7,06/12/07 00:47,1.461578E+001,1.895231E+001,1.094610E+001
7,06/12/07 01:33,9.093557E+000,1.880603E+001,4.468370E+000
7,06/14/07 01:15,1.328690E+001,9.983532E+000,2.102229E+001
7,06/14/07 01:54,3.590837E-001,9.406344E+000,1.652356E+001
7,06/16/07 01:14,1.870869E+001,2.650137E+001,1.062355E+001
7,06/16/07 01:45,9.592456E+000,2.976897E+001,-4.064762E+000
7,06/18/07 01:21,1.761047E+001,3.496582E+001,5.183522E+000
7,06/18/07 01:52,4.197420E-001,2.992250E+001,1.027565E+001
7,06/20/07 01:53,-9.485549E-001,2.271381E+001,1.890084E+001
7,06/22/07 01:10,4.493390E-001,2.291369E+001,4.010392E+001
7,06/24/07 01:38,-6.022676E+000,2.457645E+001,4.338948E+001
7,06/24/07 02:16,-6.401514E+000,2.074109E+001,3.581767E+001
7,06/26/07 01:30,-5.549240E+000,1.662618E+001,4.939690E+001
7,06/26/07 02:06,-8.303743E+000,1.728231E+001,4.016730E+001
7,06/28/07 00:38,1.336076E-001,1.411002E+001,3.113549E+001
7,06/28/07 02:38,-3.628806E+000,1.486638E+001,2.666212E+001
7,06/30/07 00:20,8.338082E+000,3.501797E+001,9.531143E+000
7,06/30/07 02:14,8.418425E-001,3.107832E+001,2.515509E-001
7,07/02/07 01:01,-6.422248E+000,2.415642E+001,3.154677E+001
7,07/02/07 01:02,-2.427173E+000,2.784114E+001,3.756219E+001
7,07/04/07 00:43,5.151936E+000,2.023270E+001,4.135143E+001
7,07/04/07 01:09,-4.040105E+000,1.551961E+001,3.259748E+001
7,07/06/07 00:39,2.062394E+000,1.293305E+001,2.141956E+001
7,07/08/07 00:44,1.606388E+001,3.213855E+001,6.267259E+000
7,07/08/07 01:32,1.694116E+000,2.463584E+001,1.206520E+001
7,07/10/07 00:51,1.804263E+001,2.221266E+001,2.299062E+001
7,07/10/07 01:38,2.086756E+000,1.625974E+001,1.997591E+001
7,07/12/07 00:41,1.204937E+001,1.323504E+001,4.054088E+001
7,07/12/07 01:09,2.198004E+000,8.887093E+000,3.500045E+001
7,07/14/07 00:40,9.751844E+000,3.856655E+001,2.593396E+001
7,07/14/07 01:23,6.176362E-001,3.507880E+001,2.105431E+001
7,07/16/07 00:42,1.047751E+001,2.960240E+001,2.916582E+001
7,07/16/07 01:19,8.143706E-001,2.331345E+001,2.248628E+001
7,07/18/07 00:40,-9.473238E+000,2.226480E+001,4.160160E+001
7,07/20/07 02:14,-5.891472E+000,1.394215E+001,4.575776E+001
7,07/20/07 02:38,-9.870413E+000,1.059041E+001,3.858622E+001
7,07/24/07 00:41,1.560062E+000,2.154640E+001,3.071154E+001
7,07/24/07 01:19,-5.033690E+000,2.309619E+001,2.792798E+001
7,07/26/07 00:44,-8.732018E+000,1.842799E+001,2.801470E+001
7,07/28/07 00:41,1.145393E+001,4.742062E+001,1.409291E+000
7,07/30/07 00:40,1.470584E+001,3.856510E+001,1.060154E+001
7,07/30/07 01:08,-2.126085E+000,3.126371E+001,1.150815E+001
7,08/01/07 00:45,2.019307E+001,2.465756E+001,1.874540E+001
7,08/01/07 01:12,-9.872357E-001,1.952298E+001,1.865368E+001
7,08/03/07 00:44,1.691654E+001,3.149401E+001,1.206787E+001
7,08/03/07 01:19,1.169431E+001,3.025708E+001,6.669532E+000
7,08/05/07 00:45,9.301540E+000,3.411996E+001,1.615798E+001
7,08/05/07 01:18,1.664442E+000,2.954736E+001,1.533642E+001
7,08/07/07 01:02,7.611116E+000,2.002268E+001,3.987043E+001
7,08/07/07 01:31,-1.920176E+000,1.869160E+001,3.858289E+001
7,08/09/07 01:11,1.223338E+001,1.886541E+001,4.054755E+001
7,08/09/07 01:41,2.688155E+000,1.362119E+001,3.058478E+001
7,08/11/07 00:57,1.274264E+001,3.211537E+001,1.295981E+001
7,08/11/07 01:27,6.862121E+000,3.003982E+001,9.284976E+000
7,08/13/07 00:52,6.298560E+000,2.635364E+001,1.522601E+001
7,08/13/07 01:19,2.998444E+000,2.467639E+001,1.420065E+001
7,08/15/07 00:58,1.394324E+001,4.267566E+001,1.155852E+001
7,08/15/07 01:30,6.834908E-002,3.512080E+001,1.575204E+001
7,08/17/07 01:09,9.734998E+000,2.906794E+001,3.203277E+001
7,08/17/07 01:38,1.266230E+000,2.470970E+001,3.144303E+001
7,08/19/07 01:28,-1.851820E+000,2.400868E+001,3.973033E+001
7,08/19/07 01:34,7.665542E+000,2.338876E+001,3.167052E+001
7,08/21/07 01:36,-3.936438E+000,2.391308E+001,2.467210E+001
7,08/23/07 01:16,8.868081E+000,1.742136E+001,3.037631E+001
7,08/23/07 01:46,-3.979136E+000,1.433916E+001,2.540493E+001
7,08/25/07 00:42,4.143448E+000,3.668797E+001,1.370131E+001
7,08/25/07 01:15,-2.476415E+000,2.846396E+001,1.378170E+001
7,08/27/07 00:47,6.297653E+000,2.433602E+001,3.361951E+001
7,08/27/07 01:22,-2.820396E+000,1.664791E+001,2.211236E+001
7,08/29/07 01:17,1.011662E+001,1.661170E+001,3.607118E+001
7,08/29/07 02:02,5.252882E+000,1.398459E+001,3.367622E+001
7,08/31/07 01:16,9.237395E+000,1.868581E+001,2.273979E+001
7,08/31/07 02:13,2.737268E+000,1.698973E+001,1.717367E+001
7,09/02/07 02:18,-1.678113E+000,1.574411E+001,3.728534E+000
7,09/04/07 01:51,-1.717377E+000,1.217583E+001,1.633777E+001
7,09/04/07 02:01,4.974795E+000,1.808762E+001,1.627006E+001
7,09/09/07 02:11,5.337371E+000,2.311646E+001,1.660228E+001
7,09/15/07 01:14,1.327005E+001,1.881327E+001,1.694585E+001
7,09/15/07 01:22,6.944407E+000,1.843524E+001,9.225602E+000
7,09/21/07 01:28,8.953606E-001,8.910267E+000,3.315153E+001
7,09/21/07 01:54,-1.868536E+000,7.309640E+000,2.516577E+001
7,09/27/07 01:27,1.753790E+001,1.030566E+001,2.407036E+001
7,09/27/07 01:51,6.971619E+000,7.765741E+000,1.686713E+001
7,10/03/07 01:36,2.354153E+001,1.584550E+001,2.374313E+001
7,10/03/07 02:00,1.704872E+001,1.580494E+001,1.724205E+001
7,10/09/07 02:02,4.688414E+000,1.918551E+001,1.694051E+001
7,10/09/07 02:25,3.570817E+000,1.363060E+001,1.097779E+001
7,10/15/07 04:50,1.346054E+001,1.144337E+001,1.299817E+001
7,10/15/07 04:53,4.724762E+000,1.201317E+001,1.431973E+001
7,10/21/07 02:46,2.523843E+001,9.078861E+000,2.674884E+001
7,10/21/07 03:11,1.258909E+001,7.540950E+000,2.077045E+001
7,10/27/07 03:21,1.388169E+001,9.644896E+000,2.566544E+001
7,10/27/07 03:49,3.322404E+000,6.411487E+000,2.195192E+001
7,11/02/07 04:07,1.538551E+001,1.064111E+001,3.304846E+001
7,11/02/07 04:36,3.254502E+000,5.704668E+000,3.136865E+001
7,11/08/07 03:30,3.307567E+001,1.635388E+001,4.300923E+001
7,11/08/07 03:53,2.415964E+001,1.405455E+001,2.641161E+001
7,11/14/07 04:30,5.558441E+001,1.789788E+001,3.198240E+001
7,11/14/07 04:52,4.343461E+001,1.582956E+001,1.627272E+001
7,11/20/07 04:37,2.318387E+001,1.299041E+001,2.627686E+001
7,11/20/07 05:07,1.467085E+001,1.141976E+001,3.206079E+001
7,11/26/07 03:53,1.876765E+001,1.320014E+001,2.541827E+001
7,11/26/07 04:17,1.108721E+001,1.153766E+001,3.082528E+001
7,12/02/07 04:06,2.489244E+001,1.635388E+001,3.157012E+001
7,12/02/07 04:30,1.647466E+001,1.358295E+001,3.991379E+001
7,12/08/07 03:43,5.808020E+001,1.008420E+001,4.937689E+001
7,12/08/07 04:07,5.034533E+001,9.316978E+000,3.819262E+001
7,12/14/07 04:03,4.961318E+001,7.331366E+000,5.240895E+001
7,12/14/07 04:26,3.656537E+001,7.153792E+000,4.702862E+001
7,12/20/07 03:20,3.711545E+001,1.174059E+001,5.521752E+001
7,12/20/07 03:43,1.506025E+001,6.069665E+000,5.026749E+001
7,12/26/07 03:15,1.853116E+002,5.376750E+000,7.302629E+001
7,12/26/07 03:31,1.854671E+002,3.182280E+000,7.614508E+001
7,01/01/08 03:06,5.482181E+001,6.530546E+000,7.674548E+001
7,01/01/08 03:23,5.445832E+001,8.175783E+000,7.347993E+001
7,01/07/08 02:43,1.791110E+002,5.658030E+000,7.067136E+001
7,01/07/08 03:04,1.707723E+002,4.727867E+000,6.457722E+001
7,01/13/08 02:53,6.507708E+001,5.478863E+000,6.371997E+001
7,01/13/08 03:21,5.539716E+001,4.253082E+000,6.260588E+001
7,01/19/08 02:30,2.791887E+002,5.678887E+000,6.944719E+001
7,01/19/08 02:55,2.933199E+002,8.921999E+000,6.665529E+001
7,01/31/08 03:14,4.416482E+002,-2.722123E+000,7.324644E+001
7,01/31/08 03:32,4.277373E+002,-9.603761E-001,6.862663E+001
7,02/06/08 03:34,1.386419E+002,1.092572E+001,6.004080E+001
7,02/06/08 03:36,1.087469E+002,8.254287E+000,5.449036E+001
7,02/12/08 04:29,6.061032E+001,9.344497E+000,4.777580E+001
7,02/18/08 02:04,1.600427E+002,1.992564E+001,4.564101E+001
7,02/18/08 02:24,1.192497E+002,1.761110E+001,3.811924E+001
7,02/24/08 01:28,2.971296E+002,1.359830E+001,5.549771E+001
7,02/24/08 01:52,1.066800E+002,3.025852E+000,5.145497E+001
7,03/01/08 02:13,1.503369E+002,1.263222E+001,4.595456E+001
7,03/01/08 02:35,1.104963E+002,9.806827E+000,3.582101E+001
7,03/07/08 01:31,4.751975E+001,1.720844E+001,2.692163E+001
7,03/07/08 01:56,3.989179E+001,1.752129E+001,3.506716E+001
7,03/13/08 02:37,3.340157E+001,6.675820E+000,3.566757E+001
7,03/13/08 02:56,2.376506E+001,5.926563E+000,3.664490E+001
7,03/19/08 02:22,8.652324E+001,2.050500E+001,2.192590E+001
7,03/19/08 02:44,6.744199E+001,1.877271E+001,1.668967E+001
7,03/25/08 02:03,5.620836E+001,1.830053E+001,1.850558E+001
7,03/25/08 02:28,4.831993E+001,1.623512E+001,1.955429E+001
7,03/31/08 01:51,2.684786E+001,1.512419E+001,3.260149E+001
7,03/31/08 02:14,1.793767E+001,1.444142E+001,3.045636E+001
7,04/06/08 02:04,4.613320E+001,1.585708E+001,2.229215E+001
7,04/06/08 02:31,3.954580E+001,1.318942E+001,2.027811E+001
7,04/12/08 01:12,8.559023E+001,1.834109E+001,2.012468E+001
7,04/12/08 01:33,6.108201E+001,1.495908E+001,2.094824E+001
7,04/18/08 01:28,2.977128E+001,1.721858E+001,2.629353E+001
7,04/18/08 01:50,2.154593E+001,1.659577E+001,2.361905E+001
7,04/24/08 02:09,3.783270E+001,2.172310E+001,1.415095E+001
7,04/24/08 02:36,1.787611E+001,1.762413E+001,1.324734E+001
7,04/30/08 02:15,2.784566E+001,1.510826E+001,1.517998E+001
7,04/30/08 02:40,4.153362E+000,1.126290E+001,2.097892E+001
7,05/06/08 02:07,2.306466E+001,7.947660E+000,2.721116E+001
7,05/06/08 02:29,1.149216E+001,7.472875E+000,2.532321E+001
7,05/12/08 01:58,1.343333E+001,1.248984E+001,2.732590E+001
7,05/12/08 02:19,6.197873E+000,1.051350E+001,2.440225E+001
7,05/18/08 01:50,1.887391E+001,9.413876E+000,1.984982E+001
7,05/18/08 02:14,4.286056E+000,8.391595E+000,1.970205E+001
7,05/24/08 01:55,1.474277E+001,1.971997E+001,8.483431E+000
7,05/24/08 02:16,6.494750E+000,1.196118E+001,8.598843E+000
7,05/30/08 02:29,1.879616E+001,1.534145E+001,2.620314E+001
7,06/05/08 02:51,2.653038E+001,1.423473E+001,2.226280E+001
7,06/05/08 03:13,4.595308E+000,1.121771E+001,2.907009E+001
7,06/11/08 02:22,2.094466E+001,1.737356E+001,1.865067E+001
7,06/11/08 02:45,-2.861798E+000,1.200637E+001,2.083249E+001
7,06/17/08 02:15,4.726382E-001,1.494894E+001,2.706739E+001
7,06/17/08 02:36,-6.761693E-001,1.509957E+001,1.934548E+001
7,06/23/08 02:05,8.924450E+000,2.656510E+001,1.865334E+001
7,06/23/08 02:27,-3.669819E+000,2.225756E+001,2.404701E+001
7,06/29/08 01:46,-2.363677E+000,8.209531E+000,3.984041E+001
7,06/29/08 02:07,-1.291369E+001,4.287409E+000,4.183510E+001
7,07/05/08 01:48,3.649993E+000,2.371465E+001,3.123856E+001
7,07/05/08 02:15,-8.687311E+000,1.412538E+001,3.038632E+001
7,07/11/08 02:06,2.793377E+001,3.635049E+001,7.685222E+000
7,07/11/08 02:27,7.700529E+000,2.700976E+001,6.198545E+000
7,07/17/08 02:29,4.063365E+001,2.383632E+001,2.899237E+001
7,07/17/08 02:54,5.280807E+000,2.007338E+001,2.616778E+001
7,07/23/08 02:04,7.841776E+000,9.479199E+000,3.361951E+001
7,07/23/08 02:29,-6.348515E+000,4.638211E+000,2.831257E+001
7,07/29/08 02:24,1.317740E+001,3.112467E+001,2.611708E+001
7,07/29/08 02:43,-9.284694E+000,2.357416E+001,3.301077E+001
7,08/04/08 01:57,5.273680E+000,1.886251E+001,3.603782E+001
7,08/10/08 01:23,8.097704E+000,2.022835E+001,3.616124E+001
7,08/10/08 01:55,-1.268498E+001,5.753334E+001,7.307632E+001
7,08/16/08 02:03,4.174030E+000,4.342738E+001,1.329437E+001
7,08/16/08 02:27,-2.283788E+000,2.974289E+001,1.643183E+001
