**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Mn,  0.35197,  0.27598,  0.34301,  0.34574,  0.34865,  1.07313,  0.43060,  0.24806,  0.57607,  0.70476
Fe,  2.97874,  0.10313,  2.97266,  2.97458,  2.97999,  3.95168,  2.78006,  1.11750,  0.40197,  0.37516
Zn, 11.22763,  9.54480, 11.23540, 11.23975, 12.70927, 13.66737, 11.69157,  1.00777,  0.08620,  0.08976
Br, 20.54569,  0.00000, 20.41304, 20.48370, 22.48570, 27.80764, 20.56845,  5.34323,  0.25978,  0.26007
Pb,  5.87449,  2.80766,  5.87846,  5.88148,  5.88494,  7.06457,  5.86354,  0.94329,  0.16087,  0.16057
BC,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  5.99170,  4.61803,  5.98295,  5.98875,  7.21357, 16.44445,  6.70078,  2.44571,  0.36499,  0.40818
Na, 58.23692, 48.82578, 52.97357, 58.20458, 58.21425, 58.24346, 55.72843,  3.85615,  0.06920,  0.06621
Mg, 19.35469, 12.08579, 18.99791, 19.35016, 19.36196, 19.37497, 18.86025,  1.60986,  0.08536,  0.08318
Al,  0.00000,  0.00000,  0.00000,  0.00000,  0.17328,  3.19373,  0.65560,  1.30198,  1.98594,  0.00000
Si,  0.24142,  0.24067,  0.24094,  0.24148,  1.02737,  3.53021,  0.96513,  1.33291,  1.38107,  5.52116
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S, 16.39938, 13.70153, 15.83766, 16.35996, 16.37420, 16.39938, 15.98636,  0.80909,  0.05061,  0.04934
Cl, 81.78220, 66.89477, 81.77024, 81.78275, 81.79745, 87.67870, 79.29383,  6.50050,  0.08198,  0.07949
K,  6.43550,  4.17629,  6.41590,  6.42399,  7.79715, 16.48463,  7.06795,  2.47540,  0.35023,  0.38465
Ca,  6.80676,  0.00000,  6.80050,  6.80590,  6.81071, 12.59032,  6.22005,  3.70496,  0.59565,  0.54431
Ti,  1.15224,  1.15113,  1.15230,  1.15345,  1.69156,  3.01005,  1.53324,  0.65665,  0.42828,  0.56989
V,  4.72043,  2.38296,  4.72148,  4.72939,  4.73627, 10.89796,  4.76854,  1.88995,  0.39634,  0.40038
Mn,  0.19752,  0.00000,  0.19284,  0.19394,  2.38590,  5.33935,  1.01622,  1.57611,  1.55095,  7.97961
Fe,  0.01079,  0.00000,  0.01078,  0.01199,  0.01353,  3.69874,  0.41690,  1.03209,  2.47562, 95.66335
Zn, 11.64516, 10.15884, 11.63236, 11.63763, 11.78615, 18.58719, 11.87753,  1.64897,  0.13883,  0.14160
Br, 33.23812,  0.00000, 33.20517, 33.22981, 33.25102, 34.24694, 31.31310,  7.52429,  0.24029,  0.22638
Pb, 10.48945,  7.58707, 10.48390, 10.49196, 10.49766, 25.36737, 10.75137,  3.66625,  0.34100,  0.34952
BC,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000, 21.54155,  1.07708,  4.81684,  4.47214,  0.00000

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 23.91828, 23.91828, 23.95085, 23.96535, 24.19753, 24.84856, 24.14884,  0.35467,  0.01469,  0.01483
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 69.23025, 68.86864, 69.22268, 69.23601, 69.72855, 72.66534, 69.50429,  0.80849,  0.01163,  0.01168
Al, 72.59199, 72.44402, 72.58460, 72.59340, 74.02542, 74.61824, 73.06741,  0.88368,  0.01209,  0.01217
Si, 74.63975, 74.38390, 74.62727, 74.63988, 74.64808, 76.66312, 75.00523,  0.82908,  0.01105,  0.01111
P, 18.42982, 18.36228, 18.39452, 18.40785, 21.32759, 22.33044, 19.37730,  1.73765,  0.08967,  0.09428
S,  6.78373,  6.77167,  6.77880,  6.78432,  7.78410,  8.74991,  7.25620,  0.81420,  0.11221,  0.12002
Cl, 10.12486,  6.99036,  9.18897, 10.09255, 10.11017, 12.32130,  9.50263,  1.40932,  0.14831,  0.13919
K, 12.49553, 11.73633, 12.50292, 12.51263, 12.66262, 13.61452, 12.70432,  0.49691,  0.03911,  0.03977
Ca, 47.99943, 47.22901, 47.89005, 47.92518, 49.40288, 59.03932, 48.80500,  2.56238,  0.05250,  0.05338
Ti, 67.29327, 66.96835, 67.26001, 67.27540, 68.73231, 71.87770, 67.86895,  1.25633,  0.01851,  0.01867
V, 25.08461, 24.81506, 25.07449, 25.08822, 26.12363, 29.95408, 25.58248,  1.18766,  0.04642,  0.04735
Mn, 53.34485, 53.29972, 53.35451, 53.37473, 54.42878, 55.44215, 53.75424,  0.71438,  0.01329,  0.01339
Fe, 62.17086, 61.82749, 62.14010, 62.15742, 63.59662, 67.18617, 62.76449,  1.32681,  0.02114,  0.02134
Zn,  4.83359,  4.83359,  4.84515,  4.84923,  5.09863,  5.21503,  4.93618,  0.15967,  0.03235,  0.03303
Br,  2.30463,  2.14736,  2.30210,  2.31663,  2.32431,  6.30792,  2.50489,  0.90124,  0.35979,  0.39106
Pb,  1.38662,  1.19235,  1.37211,  1.37690,  1.38366,  3.08551,  1.44489,  0.39026,  0.27010,  0.28145
BC,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 13.42889,  1.38236, 12.33037, 13.45095, 13.45705, 15.57318, 12.75752,  2.84685,  0.22315,  0.21199
Na,  0.50111,  0.00000,  0.43773,  0.45508,  1.95826, 12.74762,  1.42518,  2.79862,  1.96370,  5.58480
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.28902,  0.21445,  0.95905,  4.47214,  0.00000
Al,  7.03583,  3.10360,  5.59139,  7.10176,  7.12656,  8.47188,  6.62533,  1.30004,  0.19622,  0.18477
