
Residuals from Base Run #7 (Convergent Run)

Base_Run,Date_Time,mass,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Zr,Pb
7,11/12/06 04:19,-7.636000E+000,-1.614000E-001,4.476000E-001,6.345000E-001,5.963000E+000,-1.067000E-002,2.731000E-001,2.493000E-002,-6.547000E-002,5.633000E-003,-4.503000E-002,-3.311000E-004,-1.611000E-004,7.564000E-003,-4.365000E-001,-6.487000E-004,-3.741000E-003,-7.299000E-003,-8.267000E-003,-1.590000E-003,5.018000E-004,-3.322000E-003,-5.346000E-004
7,11/14/06 02:25,-4.927000E+000,-2.664000E-001,3.052000E-001,7.978000E-002,5.303000E+000,1.055000E-002,3.386000E-001,1.376000E-002,-1.868000E-001,3.189000E-001,-9.271000E-002,9.935000E-004,-1.143000E-003,5.243000E-003,-5.758000E-001,3.572000E-004,-8.600000E-005,-2.924000E-003,-7.372000E-003,-3.822000E-003,3.739000E-003,-3.353000E-003,4.572000E-004
7,11/14/06 03:18,-7.623000E+000,-2.687000E-001,3.074000E-001,8.597000E-001,4.288000E+000,1.626000E-003,4.034000E-002,7.364000E-003,-1.171000E-001,3.564000E-002,-3.270000E-002,-4.980000E-004,-2.009000E-004,4.235000E-003,-2.042000E-001,1.174000E-003,-3.081000E-003,-7.323000E-003,-2.141000E-003,-4.904000E-004,2.273000E-003,-2.969000E-003,2.061000E-003
7,11/16/06 03:20,4.287000E+000,-1.556000E-001,1.639000E-001,-1.415000E-001,3.334000E+000,3.445000E-002,3.583000E-001,1.883000E-002,-1.615000E-001,2.807000E-001,-7.388000E-002,-2.017000E-003,-8.229000E-004,1.028000E-002,-4.511000E-001,-6.925000E-004,-1.584000E-003,-1.309000E-003,-7.674000E-003,-1.528000E-004,-4.167000E-004,-2.983000E-003,2.823000E-003
7,11/16/06 04:08,3.210000E+000,-2.827000E-001,3.199000E-001,2.644000E-001,4.480000E+000,5.687000E-003,1.531000E-001,4.601000E-002,-4.538000E-002,4.112000E-002,-6.128000E-002,-8.953000E-004,-8.817000E-004,4.847000E-003,-3.277000E-001,-3.536000E-004,1.336000E-004,-1.444000E-002,-9.432000E-003,9.867000E-004,8.324000E-004,-1.892000E-003,-4.035000E-004
7,11/18/06 03:18,-4.818000E+000,-7.838000E-002,1.965000E-001,5.172000E-002,3.276000E+000,-5.962000E-004,2.449000E-001,1.241000E-002,-2.277000E-001,-2.501000E-002,-3.450000E-002,-5.265000E-003,-8.972000E-004,2.402000E-002,1.343000E-001,2.180000E-004,-1.753000E-004,5.218000E-003,-8.388000E-003,-2.139000E-003,-1.287000E-003,-3.525000E-004,-1.279000E-003
7,11/18/06 04:01,-2.448000E+000,-1.998000E-001,2.511000E-001,8.376000E-001,4.771000E+000,1.437000E-002,1.659000E-001,6.799000E-002,-1.283000E-002,-1.906000E-001,-2.428000E-002,-1.600000E-003,-3.837000E-004,9.713000E-003,-6.577000E-002,-1.670000E-003,-6.698000E-003,-9.822000E-003,-8.693000E-003,1.734000E-003,-1.360000E-003,-1.228000E-003,-3.066000E-003
7,11/20/06 02:28,1.055000E+000,-2.591000E-001,2.775000E-001,4.205000E-001,5.032000E+000,-3.081000E-003,1.705000E-001,5.349000E-002,-8.310000E-002,-8.641000E-002,-2.471000E-002,-1.107000E-003,-1.816000E-003,1.770000E-002,-2.178000E-001,-3.361000E-004,-3.674000E-003,-5.755000E-003,-5.200000E-003,-1.735000E-003,-9.036000E-004,2.397000E-004,-3.387000E-003
7,11/20/06 03:11,5.166000E+000,-3.815000E-001,4.831000E-001,7.754000E-001,6.174000E+000,-2.586000E-002,7.388000E-002,5.456000E-002,-3.354000E-002,-2.182000E-001,-1.621000E-002,-9.582000E-004,-1.677000E-004,1.580000E-002,-1.185000E-001,-5.564000E-004,-4.700000E-003,-8.616000E-003,-3.777000E-003,5.959000E-006,8.851000E-004,-1.228000E-003,-4.127000E-003
7,11/22/06 02:36,-9.867000E+000,-3.073000E-001,1.714000E-001,-1.636000E-001,2.501000E+000,-9.118000E-003,-3.340000E-002,-1.504000E-002,-2.388000E-002,7.345000E-002,-4.903000E-002,-1.043000E-003,-1.364000E-003,7.013000E-003,-5.184000E-001,-1.193000E-003,2.378000E-004,7.880000E-003,7.647000E-003,-1.305000E-003,-4.369000E-004,-1.251000E-003,-1.637000E-003
7,11/22/06 03:22,3.969000E+000,-2.704000E-001,3.159000E-001,4.036000E-001,3.757000E+000,-1.437000E-002,-4.086000E-002,9.801000E-003,6.956000E-002,-1.295000E-001,-3.789000E-002,2.517000E-004,-1.227000E-003,5.616000E-003,-2.314000E-001,-1.449000E-003,-2.970000E-003,5.795000E-003,1.422000E-002,1.492000E-004,-7.014000E-004,-2.618000E-003,-3.509000E-003
7,11/24/06 02:30,9.695000E+000,-2.926000E-001,1.332000E-001,-1.305000E-001,2.029000E+000,7.651000E-003,2.975000E-002,4.213000E-002,3.307000E-002,-2.730000E-002,-5.361000E-002,-8.954000E-004,-3.336000E-004,1.857000E-002,-2.037000E-001,1.025000E-003,1.092000E-003,-5.059000E-003,-9.433000E-003,7.654000E-005,-1.181000E-003,-1.641000E-003,-4.557000E-003
7,11/24/06 03:10,-2.384000E-001,-2.151000E-001,2.237000E-001,1.809000E-001,2.813000E+000,5.469000E-003,2.187000E-002,5.804000E-002,3.686000E-001,-2.650000E-001,-4.022000E-002,-9.002000E-004,-1.888000E-003,8.259000E-003,-1.957000E-002,-5.909000E-004,-2.662000E-003,-1.310000E-002,-7.999000E-003,-8.837000E-004,-5.075000E-004,5.251000E-004,-2.483000E-003
7,11/26/06 02:31,-2.568000E+000,-1.710000E-001,-4.571000E-002,6.999000E-002,1.117000E+000,6.066000E-003,-6.380000E-003,4.965000E-003,-1.599000E-002,5.921000E-003,-1.951000E-002,-2.950000E-004,-5.781000E-004,4.768000E-003,-2.689000E-001,-1.171000E-003,-1.867000E-003,-1.286000E-003,2.315000E-002,-1.588000E-003,-1.955000E-003,-2.843000E-004,-1.877000E-003
7,11/26/06 03:04,-5.365000E+000,-1.664000E-001,7.522000E-002,3.713000E-001,2.074000E+000,5.467000E-003,-1.888000E-002,1.289000E-002,3.312000E-002,-1.109000E-001,-1.621000E-002,-5.602000E-004,-1.175000E-003,3.446000E-003,-1.033000E-001,-6.971000E-004,-5.015000E-003,-2.102000E-003,1.180000E-002,-8.753000E-004,-6.204000E-004,-6.991000E-004,-3.354000E-003
7,11/28/06 02:26,-7.000000E+000,1.534000E-002,-4.237000E-002,-1.396000E-001,3.232000E-001,8.339000E-003,-2.659000E-003,-7.101000E-003,-8.292000E-002,6.828000E-002,-1.722000E-002,7.806000E-004,3.488000E-004,7.843000E-003,-1.207000E-001,-5.681000E-004,1.521000E-003,2.869000E-003,8.229000E-003,-2.712000E-003,-3.014000E-003,-8.063000E-004,4.494000E-004
7,11/28/06 03:01,2.130000E+000,2.662000E-002,2.180000E-002,1.638000E-001,1.303000E+000,6.126000E-003,-3.552000E-003,2.681000E-003,1.848000E-002,-1.271000E-001,-7.571000E-003,1.758000E-004,-1.147000E-003,3.338000E-003,6.443000E-002,-1.598000E-005,-2.796000E-003,-4.546000E-003,4.003000E-002,-9.080000E-004,-1.263000E-003,1.344000E-003,-2.047000E-003
7,11/30/06 02:31,-4.789000E+000,1.434000E-001,-9.418000E-002,-2.257000E-001,-5.357000E-001,2.065000E-002,1.740000E-002,-8.545000E-004,-3.811000E-002,2.435000E-001,-8.420000E-003,-1.849000E-004,-9.541000E-004,8.922000E-003,-1.782000E-001,6.121000E-004,6.077000E-004,3.694000E-003,-8.210000E-003,-4.278000E-004,-1.107000E-003,-9.196000E-004,2.374000E-003
7,11/30/06 03:08,-1.446000E+001,5.903000E-002,-1.045000E-001,3.195000E-003,2.906000E-001,3.077000E-004,-5.561000E-003,4.922000E-003,2.920000E-002,-7.565000E-002,-7.685000E-003,9.699000E-004,1.432000E-003,3.362000E-003,8.513000E-002,-5.629000E-004,-1.155000E-003,3.190000E-002,-9.826000E-003,6.177000E-004,-1.534000E-003,1.422000E-004,2.090000E-003
7,12/02/06 02:40,-4.742000E+000,3.273000E-002,-1.815000E-001,-1.163000E-001,-6.307000E-001,3.133000E-002,5.460000E-002,9.495000E-003,-5.115000E-002,4.659000E-001,9.063000E-003,-2.504000E-004,7.604000E-006,2.197000E-003,-6.556000E-002,-1.208000E-003,-2.668000E-003,2.591000E-003,-5.078000E-003,7.570000E-004,-1.496000E-003,1.879000E-003,-7.398000E-004
7,12/02/06 05:11,-5.561000E+000,7.739000E-002,-6.950000E-002,-6.440000E-002,-4.553000E-002,1.432000E-002,5.185000E-002,2.071000E-003,-3.006000E-002,6.665000E-002,9.264000E-005,-5.898000E-004,-1.126000E-003,-5.013000E-004,7.063000E-002,-4.406000E-004,-1.535000E-003,-5.981000E-003,-7.187000E-004,7.156000E-004,-1.239000E-003,-1.446000E-003,-3.642000E-003
7,12/04/06 02:53,-1.078000E+001,3.191000E-002,-1.901000E-002,-1.909000E-001,1.231000E-001,7.787000E-003,-2.432000E-003,-1.513000E-002,-1.485000E-001,1.323000E-001,-1.815000E-002,1.654000E-003,3.699000E-004,1.491000E-003,9.740000E-002,-2.234000E-004,-1.377000E-003,7.908000E-003,2.899000E-002,-1.536000E-003,-2.442000E-003,-4.657000E-004,1.874000E-003
7,12/04/06 05:21,-5.550000E-001,8.741000E-002,3.263000E-003,9.140000E-002,1.147000E+000,1.418000E-003,2.505000E-003,-2.550000E-003,-4.456000E-002,-9.317000E-002,-1.617000E-002,-1.962000E-004,-6.880000E-004,8.411000E-004,2.412000E-001,-6.825000E-004,-3.923000E-003,-1.517000E-003,1.602000E-002,2.041000E-003,-1.280000E-003,4.389000E-005,4.210000E-003
7,12/06/06 02:55,8.824000E+000,-4.416000E-002,2.143000E-001,2.941000E-001,3.487000E+000,-2.023000E-003,1.372000E-001,6.560000E-003,-1.219000E-001,-2.263000E-002,-4.198000E-002,-7.124000E-004,-8.902000E-004,9.573000E-003,-4.353000E-001,-2.164000E-005,-2.042000E-003,3.818000E-003,-1.229000E-002,-7.846000E-004,-2.029000E-003,-1.380000E-003,-6.911000E-003
7,12/06/06 03:32,1.738000E+001,3.782000E-001,4.191000E-001,3.143000E-001,5.025000E+000,-4.665000E-002,2.413000E-002,1.189000E-003,1.116000E-001,-3.453000E-001,-4.195000E-002,-7.446000E-004,-1.787000E-003,9.495000E-003,1.315000E-002,1.179000E-003,1.594000E-003,2.697000E-003,-7.538000E-003,-5.578000E-004,-1.575000E-003,-1.022000E-003,-4.017000E-003
7,12/08/06 02:45,9.549000E-001,4.117000E-001,3.147000E-001,3.777000E-001,3.345000E+000,-1.264000E-003,5.694000E-002,-5.633000E-003,3.266000E-002,-1.974000E-001,4.789000E-003,2.878000E-004,-8.329000E-004,5.052000E-003,-1.218000E-001,2.229000E-004,-5.081000E-003,-1.427000E-002,2.118000E-002,5.292000E-004,-4.020000E-004,-1.186000E-005,-7.227000E-003
7,12/08/06 03:28,-1.540000E+000,1.432000E-001,2.387000E-001,4.769000E-001,3.845000E+000,-2.200000E-002,4.308000E-002,-8.434000E-004,6.298000E-002,-4.518000E-001,-1.116000E-002,4.498000E-004,8.816000E-004,7.672000E-003,-1.022000E-001,-1.111000E-003,-2.841000E-003,-2.288000E-002,5.221000E-003,1.209000E-003,-8.869000E-004,-1.209000E-003,-5.306000E-003
7,12/10/06 02:48,-8.080000E+001,-6.336000E-001,4.483000E-001,2.400000E-001,4.749000E+000,2.449000E-002,-4.677000E-002,1.542000E-001,9.653000E-001,6.364000E-002,-9.634000E-002,-1.345000E-003,-4.466000E-003,4.991000E-006,-8.865000E-001,-3.427000E-003,-1.234000E-002,1.033000E-002,-2.390000E-002,3.570000E-003,2.633000E-003,-5.761000E-003,-8.054000E-003
7,12/10/06 03:20,-8.467000E+000,2.949000E-001,3.501000E-001,5.154000E-001,4.225000E+000,4.653000E-003,1.262000E-001,1.107000E-002,2.465000E-001,-1.713000E-001,-2.614000E-002,-7.966000E-004,-9.251000E-004,4.371000E-003,-2.355000E-001,-1.439000E-003,-7.617000E-003,-2.411000E-002,-6.600000E-003,1.080000E-003,-1.517000E-003,-7.547000E-004,-1.106000E-002
7,12/12/06 02:49,-1.776000E+001,-7.097000E-002,2.782000E-001,2.992000E-002,3.033000E+000,-1.039000E-002,2.074000E-002,2.252000E-002,1.495000E-001,-3.172000E-002,-4.019000E-002,1.010000E-003,9.977000E-005,9.902000E-004,-4.024000E-001,-1.593000E-003,-1.851000E-003,-8.184000E-003,-1.710000E-003,3.452000E-004,-4.741000E-004,-6.419000E-004,-1.385000E-003
7,12/12/06 03:18,-8.959000E+000,3.670000E-002,3.451000E-001,4.187000E-001,3.893000E+000,-1.666000E-002,-5.960000E-002,5.997000E-003,1.929000E-001,-1.628000E-001,-3.257000E-002,-5.041000E-004,-1.017000E-003,2.988000E-003,-1.625000E-001,-2.069000E-003,-2.989000E-003,5.438000E-004,1.633000E-003,1.072000E-004,-8.511000E-004,-1.483000E-004,4.466000E-004
7,12/14/06 02:50,-9.924000E+000,-1.595000E-001,4.284000E-002,4.262000E-001,2.317000E+000,-3.178000E-003,2.371000E-002,-2.900000E-003,-9.925000E-002,-1.496000E-001,8.181000E-003,-2.310000E-003,-4.485000E-004,3.275000E-003,-7.188000E-002,-1.817000E-004,2.524000E-003,6.285000E-003,6.012000E-002,-4.910000E-004,-1.371000E-003,-6.690000E-004,-3.226000E-003
7,12/14/06 03:19,-9.841000E+000,8.324000E-002,2.243000E-001,6.713000E-001,3.289000E+000,-1.446000E-002,3.551000E-002,5.240000E-003,4.244000E-002,-4.116000E-001,-9.598000E-004,1.214000E-003,-6.739000E-004,3.213000E-003,-5.150000E-003,-1.725000E-003,-4.146000E-003,-6.409000E-003,3.587000E-002,-2.288000E-003,-3.214000E-003,-1.033000E-003,-6.136000E-003
7,12/16/06 02:39,-8.748000E+000,6.944000E-002,-6.102000E-002,9.192000E-001,2.137000E+000,3.066000E-002,9.123000E-002,4.304000E-004,-3.013000E-001,-3.761000E-001,4.869000E-002,2.410000E-003,1.199000E-003,3.101000E-003,4.505000E-002,-1.630000E-003,-2.853000E-004,-3.196000E-003,2.668000E-002,1.752000E-003,-5.164000E-003,1.070000E-004,-1.798000E-003
7,12/16/06 03:09,-9.568000E+000,-2.644000E-002,-1.402000E-002,9.906000E-001,2.626000E+000,1.777000E-002,1.132000E-001,6.260000E-003,-1.938000E-001,-6.050000E-001,3.508000E-002,1.705000E-003,7.187000E-004,3.539000E-003,1.607000E-001,-1.264000E-003,-2.475000E-003,-4.456000E-003,2.364000E-002,2.284000E-003,-4.368000E-003,1.447000E-004,-5.243000E-003
7,12/18/06 02:36,-1.388000E+000,-3.654000E-002,-4.500000E-002,8.903000E-001,2.683000E+000,1.944000E-002,2.048000E-001,2.902000E-002,-3.812000E-002,-2.915000E-001,3.747000E-002,-6.762000E-004,-6.242000E-004,1.929000E-003,-1.708000E-001,-6.037000E-004,1.397000E-003,-7.705000E-003,-3.994000E-003,2.117000E-003,-2.736000E-003,-3.248000E-004,2.093000E-003
7,12/18/06 03:10,-4.087000E+000,-6.906000E-002,-1.247000E-002,9.303000E-001,3.080000E+000,1.793000E-002,2.124000E-001,2.343000E-002,-3.261000E-002,-5.278000E-001,2.303000E-002,1.513000E-004,-7.679000E-004,2.395000E-003,1.743000E-002,-7.822000E-004,-6.360000E-004,-1.342000E-002,-9.050000E-004,2.923000E-003,-2.823000E-003,-6.041000E-004,-3.623000E-003
7,12/20/06 02:55,-8.830000E+000,1.661000E-001,-1.775000E-002,3.431000E-001,1.734000E+000,2.741000E-002,8.390000E-002,-3.861000E-003,-1.456000E-001,-8.753000E-002,1.318000E-002,2.647000E-004,-1.322000E-003,1.684000E-003,-1.558000E-001,-1.583000E-003,8.311000E-004,1.666000E-003,1.289000E-003,1.707000E-003,-2.543000E-003,4.746000E-004,-1.135000E-003
7,12/20/06 03:26,-8.894000E+000,9.234000E-002,4.517000E-002,5.768000E-001,2.516000E+000,6.977000E-003,8.285000E-002,4.184000E-004,-7.298000E-002,-3.241000E-001,1.032000E-002,3.293000E-003,-4.252000E-004,9.288000E-004,8.333000E-002,-6.684000E-004,-1.344000E-003,-1.391000E-002,4.571000E-003,4.346000E-004,-2.599000E-003,-3.432000E-004,6.493000E-004
7,12/22/06 02:57,-6.524000E+000,-2.148000E-001,-1.914000E-001,3.998000E-001,1.008000E+000,1.049000E-002,1.963000E-001,3.366000E-002,-5.512000E-002,-1.703000E-001,2.009000E-002,8.265000E-004,8.671000E-005,3.097000E-003,-1.885000E-003,-1.166000E-004,3.023000E-003,-1.333000E-003,-7.947000E-003,1.073000E-003,-3.412000E-003,-3.885000E-004,-9.591000E-004
7,12/22/06 03:29,-1.030000E+000,7.429000E-002,-5.762000E-002,3.355000E-001,1.092000E+000,3.290000E-003,2.668000E-001,1.336000E-002,-8.789000E-003,-3.746000E-001,7.260000E-003,2.513000E-004,-1.725000E-004,3.953000E-004,6.787000E-002,5.663000E-004,1.116000E-003,-4.434000E-003,-4.148000E-003,-9.951000E-005,-1.717000E-003,5.989000E-004,-1.875000E-003
7,12/24/06 04:00,-4.487000E+000,2.315000E-002,-1.778000E-001,9.395000E-002,5.608000E-003,1.360000E-002,1.984000E-001,2.684000E-002,-1.125000E-002,7.112000E-002,1.800000E-002,-9.844000E-004,-3.696000E-004,-2.539000E-003,-1.330000E-001,-1.627000E-003,1.675000E-004,-8.167000E-003,-5.317000E-003,2.360000E-003,-1.157000E-003,8.875000E-006,-3.045000E-003
7,12/24/06 04:27,-1.682000E+001,3.875000E-001,-2.963000E-002,4.168000E-001,7.174000E-001,-1.790000E-002,2.920000E-001,-2.413000E-003,-7.515000E-002,-2.011000E-002,-8.667000E-005,-8.103000E-004,-8.192000E-004,-1.765000E-003,-2.304000E-001,1.587000E-002,-5.992000E-003,9.837000E-003,-9.685000E-004,3.136000E-003,5.744000E-003,1.968000E-003,5.308000E-003
7,12/26/06 02:52,-1.423000E+001,3.513000E-001,4.767000E-002,-1.729000E-002,-1.061000E-002,-1.388000E-002,-6.541000E-002,-1.526000E-002,1.692000E-001,1.023000E-001,1.418000E-002,-2.548000E-003,-1.282000E-003,-3.559000E-003,-3.863000E-001,5.919000E-004,1.992000E-003,-2.039000E-002,2.906000E-002,-6.349000E-004,3.062000E-003,-2.198000E-004,-4.483000E-003
7,12/26/06 03:20,-4.143000E+000,2.204000E-001,-2.432000E-002,2.315000E-001,6.721000E-001,5.813000E-003,-3.950000E-002,7.670000E-005,1.140000E-001,-8.558000E-002,1.450000E-003,-1.596000E-005,-1.106000E-003,-2.165000E-003,-8.817000E-002,-9.895000E-004,-2.342000E-003,-1.694000E-002,2.865000E-002,3.800000E-004,2.443000E-003,9.900000E-005,-2.972000E-003
7,12/28/06 02:53,-8.049000E+000,6.299000E-002,-8.839000E-002,6.077000E-002,-3.063000E-001,1.635000E-002,-7.918000E-002,-1.429000E-002,3.711000E-002,3.409000E-001,1.540000E-002,-8.763000E-005,-1.079000E-003,-4.322000E-003,-2.043000E-001,-1.542000E-003,2.553000E-003,-3.921000E-003,1.397000E-002,4.202000E-004,-4.164000E-004,1.018000E-003,-1.913000E-003
7,12/28/06 03:22,-7.799000E+000,1.703000E-001,-1.241000E-001,2.126000E-002,1.959000E-001,2.749000E-003,-7.990000E-002,-8.900000E-003,5.643000E-002,-1.755000E-002,-2.750000E-003,6.090000E-004,9.017000E-004,-1.560000E-003,4.520000E-002,-1.305000E-003,4.246000E-004,-1.413000E-003,6.367000E-003,2.030000E-003,1.989000E-004,-2.860000E-004,-2.919000E-003
7,12/30/06 03:04,-1.531000E+000,-2.206000E-001,-3.362000E-001,-3.901000E-001,-1.632000E+000,4.867000E-002,-7.653000E-002,2.485000E-002,5.449000E-002,5.154000E-001,1.653000E-002,2.251000E-003,1.016000E-003,-4.458000E-003,3.580000E-001,-2.979000E-004,-1.426000E-003,3.159000E-002,-7.868000E-003,4.101000E-004,-2.622000E-003,4.373000E-003,6.700000E-004
7,12/30/06 03:26,3.420000E+000,-2.060000E-001,-3.017000E-001,-1.975000E-001,-4.842000E-001,5.333000E-003,-1.098000E-001,3.425000E-002,1.533000E-001,-2.127000E-002,9.580000E-003,1.162000E-003,9.684000E-004,-1.106000E-003,6.939000E-001,-7.442000E-004,-2.393000E-003,1.473000E-002,-6.417000E-003,1.378000E-003,-3.099000E-003,1.674000E-003,1.664000E-003
7,01/01/07 03:20,1.120000E+001,-2.123000E-001,2.792000E-001,-6.616000E-001,4.217000E+000,-7.883000E-002,-6.106000E-001,3.709000E-002,3.413000E-001,-1.449000E+000,-7.715000E-002,-4.423000E-003,-5.308000E-004,1.639000E-002,-2.630000E-001,-1.071000E-004,5.914000E-003,5.287000E-002,3.556000E-002,-2.068000E-003,8.385000E-003,-5.743000E-003,3.676000E-002
7,01/01/07 03:27,4.130000E+001,1.459000E-001,3.037000E-001,-2.566000E+000,1.821000E+000,-4.221000E-002,-1.287000E-001,-2.990000E-002,7.205000E-001,-3.450000E-001,-7.610000E-002,-2.874000E-003,-2.601000E-003,2.403000E-002,-4.160000E-001,7.122000E-004,9.897000E-003,6.534000E-002,4.578000E-002,2.782000E-004,1.261000E-002,-4.577000E-003,4.130000E-002
7,01/03/07 03:07,2.622000E+002,1.903000E-001,-1.236000E+000,-1.692000E+001,-1.487000E+001,-7.247000E-003,-1.174000E-002,-4.300000E-001,1.582000E+000,4.669000E-001,8.693000E-002,8.613000E-003,1.590000E-003,2.352000E-001,3.063000E+000,1.020000E-002,1.182000E-002,-1.255000E-002,1.863000E-002,2.090000E-002,6.231000E-002,3.446000E-002,-1.432000E-002
7,01/03/07 03:25,2.725000E+002,1.903000E-001,-1.348000E+000,-1.728000E+001,-1.662000E+001,1.692000E-002,-1.981000E-002,-4.129000E-001,1.244000E+000,3.259000E-001,5.073000E-002,1.406000E-002,2.225000E-003,2.149000E-001,2.229000E+000,8.728000E-003,1.249000E-002,-4.932000E-003,1.577000E-002,1.980000E-002,5.665000E-002,2.518000E-002,-3.711000E-003
7,01/05/07 02:54,1.002000E+003,5.863000E-002,4.257000E-001,-5.880000E-001,4.146000E+000,1.369000E-002,-5.636000E-003,1.582000E-003,3.474000E-001,1.115000E-002,-9.432000E-002,-2.310000E-003,-1.780000E-003,1.091000E-002,-9.476000E-001,2.025000E-003,2.455000E-004,-1.884000E-002,1.429000E-003,7.799000E-004,2.663000E-003,-2.976000E-003,-5.311000E-003
7,01/05/07 02:58,4.986000E+002,1.903000E-001,-2.110000E+000,-2.088000E+001,-2.541000E+001,-6.943000E-002,-1.048000E-002,-1.470000E-001,3.737000E-001,1.468000E+000,-1.508000E-001,1.642000E-002,-1.692000E-003,1.517000E-001,2.155000E+000,3.880000E-003,2.811000E-002,-1.789000E-002,2.902000E-002,6.390000E-003,8.958000E-002,3.452000E-002,6.462000E-003
7,01/07/07 02:53,7.452000E+001,-1.174000E-001,-6.236000E-001,-5.298000E+000,-4.240000E+000,9.001000E-003,-9.070000E-002,3.858000E-002,8.863000E-001,-4.245000E-001,6.996000E-002,9.422000E-005,2.874000E-003,4.225000E-002,7.595000E-002,4.938000E-003,1.744000E-004,3.552000E-002,-2.612000E-004,1.396000E-004,5.280000E-003,5.839000E-003,1.458000E-003
7,01/07/07 03:09,7.420000E+001,-2.222000E-001,-1.877000E-001,-4.048000E+000,-2.691000E+000,-3.121000E-003,-1.035000E-001,6.741000E-002,1.116000E+000,-7.166000E-001,4.609000E-002,1.207000E-004,2.341000E-003,5.032000E-002,3.812000E-001,3.767000E-003,5.356000E-003,2.421000E-002,5.593000E-003,4.126000E-004,8.630000E-003,2.120000E-003,1.920000E-003
7,01/09/07 02:25,1.028000E+002,3.491000E-002,-1.119000E-001,-4.869000E+000,2.007000E+000,-5.000000E-002,-1.496000E-002,-5.410000E-003,2.027000E-001,-2.626000E+000,1.096000E-001,6.959000E-003,5.096000E-003,7.154000E-002,4.043000E-001,4.419000E-003,1.091000E-002,4.471000E-002,-1.427000E-002,1.368000E-003,5.162000E-003,1.194000E-002,-1.697000E-002
7,01/09/07 03:02,7.747000E+001,-2.833000E-002,-1.823000E-001,-3.813000E+000,4.143000E+000,-5.274000E-002,6.190000E-002,3.441000E-002,6.041000E-001,-2.769000E+000,1.498000E-001,7.168000E-003,2.343000E-003,7.484000E-002,7.812000E-001,6.320000E-003,-4.119000E-003,-5.391000E-002,-1.242000E-002,-2.160000E-003,1.270000E-002,8.272000E-003,-2.238000E-002
7,01/11/07 02:28,9.389000E+001,-3.350000E-001,-3.120000E-001,-3.092000E+000,2.850000E+000,5.878000E-003,-9.150000E-002,9.175000E-002,-1.018000E-001,-2.500000E+000,1.325000E-001,8.100000E-003,-1.696000E-003,5.679000E-002,1.022000E+000,2.980000E-003,1.016000E-002,2.491000E-002,2.008000E-002,4.803000E-003,2.824000E-003,9.269000E-003,-2.160000E-003
7,01/11/07 02:55,9.345000E+001,-4.601000E-001,-2.973000E-001,-2.275000E+000,4.621000E+000,-9.143000E-003,-6.254000E-002,1.201000E-001,1.069000E-001,-2.838000E+000,9.577000E-002,6.127000E-003,-6.731000E-004,5.382000E-002,8.068000E-001,2.994000E-003,-2.697000E-003,1.717000E-003,3.088000E-002,3.507000E-003,-1.766000E-005,1.117000E-002,-8.905000E-003
7,01/13/07 02:51,6.186000E+001,-1.203000E-002,-3.741000E-001,-1.051000E+001,-7.047000E+000,-1.017000E-001,-6.714000E-002,-2.352000E-002,6.297000E-001,2.123000E+000,-3.409000E-001,-5.336000E-004,6.147000E-005,2.991000E-002,-1.418000E+000,5.703000E-003,1.811000E-003,2.208000E-002,9.990000E-003,4.281000E-003,2.694000E-002,-7.603000E-003,-1.568000E-003
7,01/13/07 03:27,5.872000E+001,-9.548000E-002,-3.803000E-001,-9.690000E+000,-5.170000E+000,-9.844000E-002,-4.174000E-002,-2.355000E-002,1.012000E+000,1.088000E+000,-3.469000E-001,-8.934000E-004,1.088000E-003,3.496000E-002,-1.018000E+000,5.902000E-003,5.350000E-004,3.347000E-003,8.267000E-003,2.107000E-003,2.280000E-002,-7.211000E-003,1.055000E-003
7,01/15/07 02:43,2.265000E+002,6.859000E-002,1.582000E-001,-2.756000E+000,2.175000E+000,-2.444000E-002,-1.153000E-002,-4.481000E-003,6.156000E-001,-2.660000E-001,-3.489000E-002,-7.850000E-004,-2.171000E-003,5.184000E-002,-3.545000E-001,4.362000E-003,-2.329000E-004,-3.627000E-003,2.126000E-003,3.423000E-003,5.054000E-003,3.291000E-003,-4.538000E-003
7,01/15/07 03:19,1.713000E+002,4.826000E-002,-1.071000E+000,-9.363000E+000,-3.704000E+000,-1.004000E-001,-3.100000E-002,-2.556000E-002,1.171000E+000,-4.172000E-001,4.870000E-004,1.455000E-003,2.772000E-003,1.354000E-001,1.087000E+000,4.456000E-003,5.749000E-003,5.218000E-004,9.656000E-003,1.481000E-002,2.143000E-002,6.748000E-003,-4.532000E-003
7,01/17/07 02:40,1.257000E+002,1.160000E-002,-7.496000E-001,-3.519000E+000,-2.549000E+000,7.806000E-003,-7.801000E-002,-1.131000E-002,1.724000E+000,-1.705000E+000,2.634000E-001,7.402000E-003,5.806000E-003,6.229000E-002,1.871000E+000,2.038000E-003,7.436000E-003,9.218000E-002,1.036000E-002,7.798000E-003,-8.878000E-003,9.795000E-003,1.098000E-002
