**** Analysis Summary ****

Time of run: ,06/30/15 14:29
Concentration file: ,E:\pmf\RFsH.csv
Uncertainty file: ,E:\pmf\RFsHunc.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,     10.0,  2.45000, 20.81250, 24.50500, 28.85250,115.18000, 100.00 %, 100.00 %
Zn,08/10/08 01:55           ,    -4.04100
Zn,08/16/08 02:27           ,    -7.38900
Br,11/16/06 04:08           ,    -5.67700
Br,11/18/06 04:01           ,    -5.75200
Br,11/20/06 03:11           ,     4.60600
Br,11/22/06 03:22           ,    16.53600
Br,11/26/06 03:04           ,    14.87600
Br,11/28/06 03:01           ,    31.35900
Br,11/30/06 03:08           ,    -6.92400
Br,04/01/07 00:30           ,    -3.76600
Br,04/03/07 00:34           ,    17.50700
Br,04/05/07 00:24           ,    -7.60600
Br,04/07/07 00:28           ,    23.49300
Br,04/11/07 00:50           ,     4.33200
Br,04/13/07 00:45           ,    29.73500
Br,04/17/07 01:10           ,     7.80900
Br,04/21/07 01:15           ,     4.95700
Br,04/23/07 01:00           ,    -3.18800
Br,04/25/07 01:11           ,     7.89000
Br,05/01/07 01:31           ,    -5.45700
Br,05/03/07 01:39           ,     3.24400
Br,05/09/07 01:25           ,    -6.67400
Br,05/13/07 01:55           ,     5.19500
Br,05/17/07 01:54           ,    -7.92900
Br,05/21/07 01:12           ,   -13.09500
Br,05/23/07 01:57           ,   -11.50500
Br,05/29/07 01:05           ,    -8.93500
Br,06/02/07 00:39           ,    -9.75400
Br,06/04/07 01:06           ,   -10.21100
Br,06/06/07 01:35           ,    -3.59900
Br,06/08/07 01:20           ,     6.17600
Br,06/12/07 01:33           ,   -10.98000
Br,06/14/07 01:54           ,     4.52300
Br,06/16/07 01:45           ,     6.62400
Br,06/26/07 02:06           ,     7.97300
Br,06/28/07 02:38           ,     3.48700
Br,06/30/07 02:14           ,    17.57200
Br,07/02/07 01:01           ,     6.08400
Br,07/04/07 01:09           ,     5.08400
Br,07/12/07 01:09           ,    -5.72800
Br,07/16/07 01:19           ,     7.45600
Br,07/18/07 01:08           ,   -13.90700
Br,07/30/07 01:08           ,    20.22900
Br,08/01/07 01:12           ,     5.04800
Br,08/03/07 01:19           ,   -14.01900
Br,08/05/07 01:18           ,    12.31600
Br,08/07/07 01:31           ,     8.48200
Br,08/09/07 01:41           ,    17.87600
Br,08/15/07 01:30           ,    24.15600
Br,08/19/07 01:28           ,    -8.40900
Br,08/21/07 01:36           ,    27.42000
Br,08/25/07 01:15           ,    32.64700
Br,08/27/07 01:22           ,    -8.00900
Br,09/04/07 01:51           ,    19.80500
Br,09/21/07 01:54           ,   -18.31900
Br,09/27/07 01:51           ,    -6.84600
Br,10/03/07 02:00           ,     6.84400
Br,10/09/07 02:25           ,   -14.83900
Br,10/15/07 04:53           ,   -11.75600
Br,10/21/07 03:11           ,    -4.37000
Br,11/14/07 04:52           ,    25.83100
Br,11/26/07 04:17           ,    -4.96200
Br,04/12/08 01:33           ,     4.54600
Br,04/18/08 01:50           ,   -13.45200
Br,04/24/08 02:36           ,    17.18700
Br,04/30/08 02:40           ,     6.64200
Br,05/06/08 02:29           ,   -10.23600
Br,05/12/08 02:19           ,     9.78000
Br,05/18/08 02:14           ,    10.77500
Br,05/24/08 02:16           ,     3.34000
Br,05/30/08 03:25           ,    -9.02300
Br,06/05/08 03:13           ,    -9.36800
Br,06/11/08 02:45           ,    -3.92500
Br,06/17/08 02:36           ,    -9.59000
Br,06/23/08 02:27           ,     6.54400
Br,06/29/08 02:07           ,     6.88500
Br,07/05/08 02:15           ,    -3.78300
Br,07/11/08 02:27           ,    11.86600
Br,07/17/08 02:29           ,     6.01400
Br,07/17/08 02:54           ,     7.15700
Br,07/23/08 02:29           ,   -11.43000
Br,07/29/08 02:43           ,    44.86300
Br,08/04/08 02:22           ,    10.59800
Br,08/10/08 01:55           ,    -5.93300
Br,08/16/08 02:27           ,   -15.81500
Sr,11/30/06 03:08           ,    -3.00800
Sr,05/24/08 02:16           ,     3.02000
Pb,11/28/06 03:01           ,    -4.08000
Pb,04/01/07 00:30           ,     3.70600
Pb,04/09/07 00:46           ,     5.18400
Pb,04/15/07 01:15           ,     8.13100
Pb,04/25/07 01:11           ,     3.80500
Pb,05/21/07 01:12           ,     4.10800
Pb,05/29/07 01:05           ,     5.19200
Pb,06/08/07 01:20           ,     5.05500
Pb,06/26/07 02:06           ,    -3.70900
Pb,06/30/07 02:14           ,    -4.53800
Pb,07/02/07 01:01           ,    -3.24800
Pb,07/18/07 01:08           ,    -5.07000
Pb,07/30/07 01:08           ,    -3.29300
Pb,08/09/07 01:41           ,     3.45700
Pb,08/11/07 01:27           ,    -3.18400
Pb,08/21/07 01:36           ,     6.39400
Pb,08/25/07 01:15           ,     3.78100
Pb,08/29/07 02:02           ,     7.66600
Pb,08/31/07 02:13           ,     4.35700
Pb,09/04/07 01:51           ,     9.10200
Pb,04/06/08 02:31           ,     4.14400
Pb,04/18/08 01:50           ,     5.05500
Pb,05/06/08 02:29           ,     3.91800
Pb,05/12/08 02:19           ,     7.03700
Pb,05/18/08 02:14           ,     7.90300
Pb,06/29/08 02:07           ,    -3.52700
Pb,08/04/08 02:22           ,    -3.08200
Pb,08/16/08 02:27           ,    -3.21600
BC,11/18/06 04:01           ,    -3.05400
BC,11/20/06 03:11           ,   -16.23400
BC,11/22/06 03:22           ,    -7.40600
BC,11/26/06 03:04           ,    -6.53400
BC,11/28/06 03:01           ,    -3.47700
BC,11/30/06 03:08           ,    -5.95300
BC,04/01/07 00:30           ,     6.53400
BC,04/03/07 00:34           ,     8.73000
BC,04/05/07 00:24           ,    13.95700
BC,04/07/07 00:28           ,     6.36500
BC,04/09/07 00:46           ,   -45.68200
BC,04/11/07 00:50           ,     7.71900
BC,04/13/07 00:45           ,     5.84700
BC,04/17/07 01:10           ,     6.92800
BC,04/19/07 01:21           ,     4.74300
BC,04/21/07 01:15           ,     4.04000
BC,04/23/07 01:00           ,     9.50100
BC,04/25/07 01:11           ,    14.10000
BC,04/27/07 01:17           ,    21.15700
BC,04/29/07 01:20           ,    16.59300
BC,05/01/07 01:31           ,     7.17400
BC,05/03/07 01:39           ,    11.75200
BC,05/05/07 01:33           ,    10.64700
BC,05/07/07 01:31           ,    16.01900
BC,05/09/07 01:25           ,     6.78700
BC,05/11/07 01:32           ,     5.55200
BC,05/13/07 01:55           ,    10.07700
BC,05/15/07 01:51           ,    11.69100
BC,05/19/07 01:20           ,    10.97700
BC,05/21/07 01:12           ,    12.65600
BC,05/23/07 01:57           ,    10.43000
BC,05/25/07 02:08           ,     9.31900
BC,05/27/07 01:23           ,     8.42400
BC,05/29/07 01:05           ,    21.78400
BC,05/31/07 01:09           ,    12.56900
BC,06/02/07 00:39           ,     8.52300
BC,06/04/07 01:06           ,     4.27000
BC,06/06/07 01:35           ,    12.64100
BC,06/08/07 01:20           ,    21.80300
BC,06/10/07 01:07           ,     5.02800
BC,06/12/07 01:33           ,    10.69500
BC,06/14/07 01:54           ,    12.47500
BC,06/16/07 01:45           ,    19.81200
BC,06/24/07 02:16           ,    -7.00600
BC,06/26/07 02:06           ,    -9.43300
BC,06/28/07 02:38           ,   -10.99300
BC,07/02/07 01:01           ,   -12.03500
BC,07/04/07 01:09           ,   -21.81000
BC,07/12/07 01:09           ,    -4.83700
BC,07/16/07 01:19           ,   -23.59300
BC,07/20/07 02:38           ,   -14.08800
BC,07/24/07 01:19           ,    -8.32400
BC,07/30/07 01:08           ,    -5.07100
BC,08/05/07 01:18           ,    -8.17300
BC,08/07/07 01:31           ,   -10.65100
BC,08/09/07 01:41           ,    -9.66600
BC,08/17/07 01:38           ,   -13.90500
BC,08/19/07 01:28           ,    -6.12700
BC,08/21/07 01:36           ,    -3.40900
BC,08/23/07 01:46           ,    -3.18000
BC,08/29/07 02:02           ,    -3.25100
BC,09/04/07 01:51           ,    10.79700
BC,09/15/07 01:22           ,     5.92900
BC,09/21/07 01:54           ,     3.35800
BC,09/27/07 01:51           ,     7.04400
BC,10/09/07 02:25           ,     9.30100
BC,10/15/07 04:53           ,     6.37000
BC,10/21/07 03:11           ,     3.22800
BC,11/02/07 04:36           ,     6.32200
BC,11/08/07 03:53           ,     3.18100
BC,04/06/08 02:31           ,     5.57500
BC,04/30/08 02:40           ,    10.19900
BC,05/12/08 02:19           ,     9.72400
BC,05/18/08 02:14           ,     8.72700
BC,05/24/08 02:16           ,     3.12700
BC,05/30/08 03:25           ,     6.05300
BC,06/05/08 03:13           ,     3.44300
BC,06/11/08 02:45           ,     4.88800
BC,06/23/08 02:27           ,   -10.18500
BC,06/29/08 02:07           ,   -16.69900
BC,07/05/08 02:15           ,    -7.30300
BC,07/11/08 02:27           ,     9.40000
BC,07/17/08 02:54           ,    -4.92400
BC,07/29/08 02:43           ,   -10.53600
BC,08/04/08 02:22           ,    -5.54500
BC,08/10/08 01:55           ,   -16.39100
BC,08/16/08 02:27           ,    -5.68000

Scaled residuals beyond 3 standard deviations (species by date):
Dates,Species,   Residuals
11/12/06 06:43,Si                       ,    13.77100
11/12/06 06:43,S                        ,     7.84500
11/12/06 06:43,Fe                       ,    -4.93600
11/12/06 06:43,Zn                       ,    -3.35700
11/14/06 03:18,Si                       ,    13.85100
11/14/06 03:18,K                        ,    -5.26900
11/14/06 03:18,Ca                       ,     7.75000
11/14/06 03:18,Ti                       ,    -4.16400
11/14/06 03:18,Fe                       ,    -5.54700
11/16/06 04:08,Si                       ,    11.72800
11/16/06 04:08,S                        ,     4.73700
11/16/06 04:08,Ti                       ,    -5.49300
11/16/06 04:08,Fe                       ,    -5.65600
11/16/06 04:08,Cu                       ,     4.67300
11/16/06 04:08,Br                       ,    -5.67700
11/18/06 04:01,Si                       ,    12.16000
11/18/06 04:01,S                        ,     7.77500
11/18/06 04:01,Zn                       ,     7.14000
11/18/06 04:01,Br                       ,    -5.75200
11/18/06 04:01,BC                       ,    -3.05400
11/20/06 03:11,Si                       ,    12.05700
11/20/06 03:11,K                        ,     3.05300
11/20/06 03:11,Br                       ,     4.60600
11/20/06 03:11,BC                       ,   -16.23400
11/22/06 03:22,Na                       ,    -3.44100
11/22/06 03:22,Si                       ,    13.39200
11/22/06 03:22,K                        ,     7.66300
11/22/06 03:22,Zn                       ,     8.14900
11/22/06 03:22,Br                       ,    16.53600
11/22/06 03:22,BC                       ,    -7.40600
11/26/06 03:04,Si                       ,    12.10300
11/26/06 03:04,Br                       ,    14.87600
11/26/06 03:04,BC                       ,    -6.53400
11/28/06 03:01,Al                       ,     4.38600
11/28/06 03:01,Si                       ,    11.90800
11/28/06 03:01,S                        ,     8.54600
11/28/06 03:01,Ca                       ,   -10.01700
11/28/06 03:01,Mn                       ,     4.86600
11/28/06 03:01,Ni                       ,    -4.19600
11/28/06 03:01,Cu                       ,    -3.05400
11/28/06 03:01,Zn                       ,    -4.06900
11/28/06 03:01,Br                       ,    31.35900
11/28/06 03:01,Pb                       ,    -4.08000
11/28/06 03:01,BC                       ,    -3.47700
11/30/06 03:08,Si                       ,     5.34600
11/30/06 03:08,P                        ,     8.89600
11/30/06 03:08,S                        ,    16.97900
11/30/06 03:08,K                        ,    11.40500
11/30/06 03:08,Ni                       ,    -5.09300
11/30/06 03:08,Br                       ,    -6.92400
11/30/06 03:08,Sr                       ,    -3.00800
11/30/06 03:08,BC                       ,    -5.95300
04/01/07 00:30,Al                       ,    -3.07400
04/01/07 00:30,S                        ,    -7.56600
04/01/07 00:30,Ca                       ,    12.47800
04/01/07 00:30,Ni                       ,     3.58200
04/01/07 00:30,Cu                       ,    21.26400
04/01/07 00:30,Br                       ,    -3.76600
04/01/07 00:30,Pb                       ,     3.70600
04/01/07 00:30,BC                       ,     6.53400
04/03/07 00:34,S                        ,   -12.35800
04/03/07 00:34,Br                       ,    17.50700
04/03/07 00:34,BC                       ,     8.73000
04/05/07 00:24,S                        ,    -8.63100
04/05/07 00:24,K                        ,     4.93200
04/05/07 00:24,Ca                       ,   -35.51800
04/05/07 00:24,Ti                       ,     4.81200
04/05/07 00:24,Mn                       ,     3.21500
04/05/07 00:24,Br                       ,    -7.60600
04/05/07 00:24,BC                       ,    13.95700
04/07/07 00:28,Al                       ,     4.06600
04/07/07 00:28,Ca                       ,   -18.63600
04/07/07 00:28,Ti                       ,     3.43500
04/07/07 00:28,Zn                       ,    10.92300
04/07/07 00:28,Br                       ,    23.49300
04/07/07 00:28,BC                       ,     6.36500
04/09/07 00:46,K                        ,     5.12700
04/09/07 00:46,Ca                       ,   -11.48000
04/09/07 00:46,Cr                       ,     3.64400
04/09/07 00:46,Ni                       ,     4.70700
04/09/07 00:46,Pb                       ,     5.18400
04/09/07 00:46,BC                       ,   -45.68200
04/11/07 00:50,K                        ,    -3.93900
04/11/07 00:50,Br                       ,     4.33200
04/11/07 00:50,BC                       ,     7.71900
04/13/07 00:45,K                        ,   -18.47800
04/13/07 00:45,Ca                       ,    -8.38900
04/13/07 00:45,V                        ,     4.37000
04/13/07 00:45,Ni                       ,     4.03500
04/13/07 00:45,Br                       ,    29.73500
04/13/07 00:45,BC                       ,     5.84700
04/15/07 01:15,Al                       ,     6.30200
04/15/07 01:15,Si                       ,    11.09500
04/15/07 01:15,K                        ,   -10.00400
04/15/07 01:15,Ca                       ,   -11.80000
04/15/07 01:15,Ti                       ,     3.09000
04/15/07 01:15,Zn                       ,    10.97100
04/15/07 01:15,Pb                       ,     8.13100
04/17/07 01:10,Al                       ,     3.19300
04/17/07 01:10,Si                       ,     6.12400
04/17/07 01:10,S                        ,    -9.25100
04/17/07 01:10,Ca                       ,    -9.50000
04/17/07 01:10,Br                       ,     7.80900
04/17/07 01:10,BC                       ,     6.92800
04/19/07 01:21,Si                       ,     7.06100
04/19/07 01:21,K                        ,    -6.29500
04/19/07 01:21,Ca                       ,    -4.62700
04/19/07 01:21,Ni                       ,     6.02100
04/19/07 01:21,Zn                       ,    17.04300
04/19/07 01:21,BC                       ,     4.74300
04/21/07 01:15,K                        ,   -10.25400
04/21/07 01:15,Ca                       ,     3.27600
04/21/07 01:15,Br                       ,     4.95700
04/21/07 01:15,BC                       ,     4.04000
04/23/07 01:00,Al                       ,    -3.66900
04/23/07 01:00,Si                       ,    -3.43600
04/23/07 01:00,S                        ,    -4.30500
04/23/07 01:00,Ca                       ,     9.44800
04/23/07 01:00,Br                       ,    -3.18800
04/23/07 01:00,BC                       ,     9.50100
04/25/07 01:11,Si                       ,    -3.81800
04/25/07 01:11,S                        ,    -9.25500
04/25/07 01:11,Ca                       ,    14.41100
04/25/07 01:11,Ni                       ,     5.10600
04/25/07 01:11,Zn                       ,     6.56900
04/25/07 01:11,Br                       ,     7.89000
04/25/07 01:11,Pb                       ,     3.80500
04/25/07 01:11,BC                       ,    14.10000
04/27/07 01:17,Si                       ,    -3.15300
04/27/07 01:17,P                        ,    -3.97400
04/27/07 01:17,S                        ,   -12.38300
04/27/07 01:17,Ca                       ,    14.58400
04/27/07 01:17,Ni                       ,     7.40300
04/27/07 01:17,Zn                       ,     7.99800
04/27/07 01:17,BC                       ,    21.15700
04/29/07 01:20,Si                       ,    -3.26600
04/29/07 01:20,S                        ,    -5.13000
04/29/07 01:20,Ca                       ,     7.14000
04/29/07 01:20,Ni                       ,     6.24400
04/29/07 01:20,BC                       ,    16.59300
05/01/07 01:31,Si                       ,    -3.74800
05/01/07 01:31,S                        ,   -10.24500
05/01/07 01:31,Ca                       ,    11.08100
05/01/07 01:31,Ni                       ,     3.17700
05/01/07 01:31,Br                       ,    -5.45700
05/01/07 01:31,BC                       ,     7.17400
05/03/07 01:39,Si                       ,    -3.60400
05/03/07 01:39,Ca                       ,    15.98700
05/03/07 01:39,Br                       ,     3.24400
05/03/07 01:39,BC                       ,    11.75200
05/05/07 01:33,Si                       ,    -3.26200
05/05/07 01:33,Ca                       ,    16.80400
05/05/07 01:33,Ni                       ,     5.02600
05/05/07 01:33,Cu                       ,    -6.71200
05/05/07 01:33,BC                       ,    10.64700
05/07/07 01:31,Si                       ,    -3.95900
05/07/07 01:31,S                        ,    -7.38900
05/07/07 01:31,Ca                       ,    18.00400
05/07/07 01:31,Ni                       ,     6.26600
05/07/07 01:31,Cu                       ,    -4.81600
05/07/07 01:31,BC                       ,    16.01900
05/09/07 01:25,Mg                       ,    -3.04500
05/09/07 01:25,Al                       ,    -3.86800
05/09/07 01:25,Si                       ,    -4.05200
05/09/07 01:25,S                        ,    -3.38900
05/09/07 01:25,Ca                       ,    20.04200
05/09/07 01:25,Fe                       ,     4.59600
05/09/07 01:25,Br                       ,    -6.67400
05/09/07 01:25,BC                       ,     6.78700
05/11/07 01:32,Si                       ,    -3.28000
05/11/07 01:32,K                        ,    -6.32400
05/11/07 01:32,Ca                       ,     9.73600
05/11/07 01:32,V                        ,     3.22100
05/11/07 01:32,BC                       ,     5.55200
05/13/07 01:55,Al                       ,     4.77100
05/13/07 01:55,Si                       ,     7.64000
05/13/07 01:55,S                        ,    -8.65200
05/13/07 01:55,Ca                       ,   -18.89200
05/13/07 01:55,Zn                       ,     4.50300
05/13/07 01:55,Br                       ,     5.19500
05/13/07 01:55,BC                       ,    10.07700
05/15/07 01:51,Al                       ,     5.90100
05/15/07 01:51,Si                       ,     9.65600
05/15/07 01:51,S                        ,   -20.44400
05/15/07 01:51,Ca                       ,   -18.98800
05/15/07 01:51,Ni                       ,     3.72300
05/15/07 01:51,BC                       ,    11.69100
05/17/07 01:54,Na                       ,    -4.61400
05/17/07 01:54,Al                       ,   -12.48000
05/17/07 01:54,Si                       ,   -13.88500
05/17/07 01:54,S                        ,     9.23100
05/17/07 01:54,Ca                       ,     9.82800
05/17/07 01:54,Fe                       ,     9.03600
05/17/07 01:54,Br                       ,    -7.92900
05/19/07 01:20,Si                       ,     6.40600
05/19/07 01:20,S                        ,    19.18200
05/19/07 01:20,K                        ,    -3.60600
05/19/07 01:20,Ca                       ,    -3.76700
05/19/07 01:20,V                        ,     3.23600
05/19/07 01:20,Ni                       ,     5.42700
05/19/07 01:20,BC                       ,    10.97700
05/21/07 01:12,Mg                       ,    -3.61600
05/21/07 01:12,Al                       ,    -8.74400
05/21/07 01:12,P                        ,     4.67400
05/21/07 01:12,K                        ,    -6.10500
05/21/07 01:12,Ca                       ,    18.13000
05/21/07 01:12,Fe                       ,     3.91300
05/21/07 01:12,Zn                       ,    32.99100
05/21/07 01:12,Br                       ,   -13.09500
05/21/07 01:12,Pb                       ,     4.10800
05/21/07 01:12,BC                       ,    12.65600
05/23/07 01:57,P                        ,    -3.63500
05/23/07 01:57,S                        ,   -23.05500
05/23/07 01:57,K                        ,     6.42200
05/23/07 01:57,Ca                       ,    -7.33200
05/23/07 01:57,Br                       ,   -11.50500
05/23/07 01:57,BC                       ,    10.43000
05/25/07 02:08,S                        ,    -6.51200
05/25/07 02:08,Ca                       ,    -6.87100
05/25/07 02:08,Ti                       ,     3.49600
05/25/07 02:08,BC                       ,     9.31900
05/27/07 01:23,Ca                       ,    -8.11700
05/27/07 01:23,Fe                       ,     3.35500
05/27/07 01:23,Ni                       ,     7.40200
05/27/07 01:23,BC                       ,     8.42400
05/29/07 01:05,mass                     ,     3.43600
05/29/07 01:05,Na                       ,    -3.84700
05/29/07 01:05,S                        ,   -14.86200
05/29/07 01:05,K                        ,     4.62100
05/29/07 01:05,Ca                       ,   -27.72700
05/29/07 01:05,Mn                       ,     5.43700
05/29/07 01:05,Fe                       ,     5.17700
05/29/07 01:05,Cu                       ,     7.67100
05/29/07 01:05,Br                       ,    -8.93500
05/29/07 01:05,Pb                       ,     5.19200
05/29/07 01:05,BC                       ,    21.78400
05/31/07 01:09,P                        ,    -3.23100
05/31/07 01:09,S                        ,    -4.47900
05/31/07 01:09,Ca                       ,    -7.82400
05/31/07 01:09,Zn                       ,    15.04200
05/31/07 01:09,BC                       ,    12.56900
06/02/07 00:39,Br                       ,    -9.75400
06/02/07 00:39,BC                       ,     8.52300
06/04/07 01:06,Si                       ,    -3.21200
06/04/07 01:06,S                        ,   -17.58500
06/04/07 01:06,Fe                       ,     3.21500
06/04/07 01:06,Br                       ,   -10.21100
06/04/07 01:06,BC                       ,     4.27000
06/06/07 01:35,P                        ,    -3.50600
06/06/07 01:35,S                        ,   -11.02400
06/06/07 01:35,Ca                       ,    -3.97300
06/06/07 01:35,Mn                       ,     5.73100
06/06/07 01:35,Fe                       ,     4.28100
06/06/07 01:35,Ni                       ,     7.44000
06/06/07 01:35,Cu                       ,     5.38100
06/06/07 01:35,Br                       ,    -3.59900
06/06/07 01:35,BC                       ,    12.64100
06/08/07 01:20,Na                       ,    -3.81400
06/08/07 01:20,S                        ,   -21.23700
06/08/07 01:20,Ca                       ,   -14.21500
06/08/07 01:20,Mn                       ,     6.51100
06/08/07 01:20,Fe                       ,     3.45900
06/08/07 01:20,Ni                       ,     3.24700
06/08/07 01:20,Cu                       ,    11.36200
06/08/07 01:20,Zn                       ,     3.97400
06/08/07 01:20,Br                       ,     6.17600
06/08/07 01:20,Pb                       ,     5.05500
06/08/07 01:20,BC                       ,    21.80300
06/10/07 01:07,S                        ,    -3.86000
06/10/07 01:07,Fe                       ,    -3.51600
06/10/07 01:07,BC                       ,     5.02800
06/12/07 01:33,Si                       ,     3.02600
06/12/07 01:33,P                        ,    -4.38600
06/12/07 01:33,S                        ,   -28.60800
06/12/07 01:33,Cl                       ,     3.13400
06/12/07 01:33,K                        ,     5.50600
06/12/07 01:33,Ca                       ,   -13.67600
06/12/07 01:33,Mn                       ,     5.01400
06/12/07 01:33,Ni                       ,     5.79300
06/12/07 01:33,Br                       ,   -10.98000
06/12/07 01:33,BC                       ,    10.69500
06/14/07 01:54,P                        ,    -3.20800
06/14/07 01:54,S                        ,   -17.77800
06/14/07 01:54,Mn                       ,     3.32200
06/14/07 01:54,Ni                       ,     3.70200
06/14/07 01:54,Cu                       ,     3.92900
06/14/07 01:54,Br                       ,     4.52300
06/14/07 01:54,BC                       ,    12.47500
06/16/07 01:45,S                        ,    -4.41700
06/16/07 01:45,Ni                       ,     4.85900
06/16/07 01:45,Zn                       ,     3.44600
06/16/07 01:45,Br                       ,     6.62400
06/16/07 01:45,BC                       ,    19.81200
06/18/07 01:52,Na                       ,     3.42600
06/18/07 01:52,S                        ,     6.42000
06/18/07 01:52,Ni                       ,     4.15300
06/20/07 01:53,Si                       ,     3.07700
06/20/07 01:53,S                        ,    12.24000
06/20/07 01:53,Ca                       ,    -9.26200
06/20/07 01:53,Ni                       ,     6.43300
06/20/07 01:53,Cu                       ,     3.08500
06/22/07 01:50,Na                       ,     3.76500
06/22/07 01:50,Al                       ,     3.92400
06/22/07 01:50,Si                       ,     6.16500
06/22/07 01:50,P                        ,     3.24500
06/22/07 01:50,S                        ,    21.01400
06/22/07 01:50,K                        ,     9.22600
06/22/07 01:50,Ca                       ,   -13.69100
06/22/07 01:50,Fe                       ,    -3.58000
06/24/07 02:16,S                        ,    11.14200
06/24/07 02:16,Ni                       ,     3.64800
06/24/07 02:16,BC                       ,    -7.00600
06/26/07 02:06,P                        ,     3.09700
06/26/07 02:06,S                        ,    18.14300
06/26/07 02:06,K                        ,     4.10000
06/26/07 02:06,Ca                       ,    -7.85200
06/26/07 02:06,Zn                       ,    -3.94700
06/26/07 02:06,Br                       ,     7.97300
06/26/07 02:06,Pb                       ,    -3.70900
06/26/07 02:06,BC                       ,    -9.43300
06/28/07 02:38,S                        ,    12.72000
06/28/07 02:38,Ca                       ,    -3.20900
06/28/07 02:38,Br                       ,     3.48700
06/28/07 02:38,BC                       ,   -10.99300
06/30/07 02:14,Na                       ,     4.97500
06/30/07 02:14,S                        ,    12.15900
06/30/07 02:14,Mn                       ,     4.87200
06/30/07 02:14,Cu                       ,    -3.25600
06/30/07 02:14,Zn                       ,    -5.68500
06/30/07 02:14,Br                       ,    17.57200
06/30/07 02:14,Pb                       ,    -4.53800
07/02/07 01:01,S                        ,    13.44400
07/02/07 01:01,Ti                       ,    -4.36600
07/02/07 01:01,Zn                       ,    -3.58400
07/02/07 01:01,Br                       ,     6.08400
07/02/07 01:01,Pb                       ,    -3.24800
07/02/07 01:01,BC                       ,   -12.03500
07/04/07 01:09,S                        ,    13.32400
07/04/07 01:09,Ca                       ,     3.08400
07/04/07 01:09,Zn                       ,    -3.15400
07/04/07 01:09,Br                       ,     5.08400
07/04/07 01:09,BC                       ,   -21.81000
07/06/07 01:10,Si                       ,     5.44000
07/06/07 01:10,S                        ,    -3.96000
07/06/07 01:10,Ca                       ,    -9.83600
07/06/07 01:10,Mn                       ,     5.67800
07/12/07 01:09,Al                       ,    -3.73000
07/12/07 01:09,P                        ,     3.03600
07/12/07 01:09,S                        ,    19.25500
07/12/07 01:09,Ca                       ,    12.29400
07/12/07 01:09,Ti                       ,    -3.39900
07/12/07 01:09,Br                       ,    -5.72800
07/12/07 01:09,BC                       ,    -4.83700
07/16/07 01:19,Si                       ,     3.93400
07/16/07 01:19,S                        ,    17.14100
07/16/07 01:19,K                        ,     3.11600
07/16/07 01:19,Fe                       ,    -5.93200
07/16/07 01:19,Zn                       ,    -4.78600
07/16/07 01:19,Br                       ,     7.45600
07/16/07 01:19,BC                       ,   -23.59300
07/18/07 01:08,Si                       ,     6.12700
07/18/07 01:08,P                        ,     5.41200
07/18/07 01:08,S                        ,    18.35400
07/18/07 01:08,Cl                       ,     3.06300
07/18/07 01:08,K                        ,    11.93200
07/18/07 01:08,Ca                       ,   -18.46700
07/18/07 01:08,Mn                       ,     8.66000
07/18/07 01:08,Ni                       ,    -3.41800
07/18/07 01:08,Zn                       ,     3.74500
07/18/07 01:08,Br                       ,   -13.90700
07/18/07 01:08,Pb                       ,    -5.07000
07/20/07 02:38,Na                       ,     3.22000
07/20/07 02:38,Si                       ,     4.19600
07/20/07 02:38,P                        ,     6.17000
07/20/07 02:38,S                        ,    20.99400
07/20/07 02:38,Mn                       ,     3.09900
07/20/07 02:38,Fe                       ,    -5.51000
07/20/07 02:38,Ni                       ,    -3.10900
07/20/07 02:38,Cu                       ,     3.06700
07/20/07 02:38,BC                       ,   -14.08800
07/24/07 01:19,Si                       ,     3.07100
07/24/07 01:19,P                        ,     3.76400
07/24/07 01:19,S                        ,    20.61200
07/24/07 01:19,K                        ,     3.80000
07/24/07 01:19,Ca                       ,    -5.76200
07/24/07 01:19,Zn                       ,    -4.03600
07/24/07 01:19,BC                       ,    -8.32400
07/30/07 01:08,Si                       ,    17.19200
07/30/07 01:08,S                        ,     3.87900
07/30/07 01:08,Fe                       ,    -7.25900
07/30/07 01:08,Cu                       ,    -3.83100
07/30/07 01:08,Zn                       ,    22.45000
07/30/07 01:08,Br                       ,    20.22900
07/30/07 01:08,Pb                       ,    -3.29300
07/30/07 01:08,BC                       ,    -5.07100
08/01/07 01:12,Si                       ,    -3.23300
08/01/07 01:12,S                        ,     4.55100
08/01/07 01:12,Ca                       ,    24.54600
08/01/07 01:12,Br                       ,     5.04800
08/03/07 01:19,Na                       ,     3.93000
08/03/07 01:19,S                        ,     6.16000
08/03/07 01:19,Ca                       ,    19.20700
08/03/07 01:19,Br                       ,   -14.01900
08/05/07 01:18,S                        ,     9.90100
08/05/07 01:18,Ca                       ,    10.32500
08/05/07 01:18,Zn                       ,    -3.97600
08/05/07 01:18,Br                       ,    12.31600
08/05/07 01:18,BC                       ,    -8.17300
08/07/07 01:31,S                        ,    11.60900
08/07/07 01:31,Ca                       ,    20.72100
08/07/07 01:31,Ni                       ,    -5.35400
08/07/07 01:31,Br                       ,     8.48200
08/07/07 01:31,BC                       ,   -10.65100
08/09/07 01:41,S                        ,    16.11300
08/09/07 01:41,Ca                       ,     9.81900
08/09/07 01:41,Cu                       ,     8.13400
