**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 7

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Fe,  4.36751,  4.21622,  4.22321,  4.36518,  4.36736,  4.36792,  4.31100,  0.06732,  0.01562,  0.01541
Ni,  0.00096,  0.00096,  0.00096,  0.00096,  0.00117,  0.00119,  0.00104,  0.00010,  0.09681,  0.10560
Cu,  0.00724,  0.00724,  0.00724,  0.00725,  0.00770,  0.00773,  0.00742,  0.00022,  0.02906,  0.02979
Zn,  0.02202,  0.02202,  0.02205,  0.02209,  0.02615,  0.02637,  0.02366,  0.00192,  0.08127,  0.08728
Br,  0.00111,  0.00111,  0.00112,  0.00113,  0.00393,  0.00408,  0.00222,  0.00132,  0.59509,  1.19116
Rb,  0.00844,  0.00813,  0.00814,  0.00843,  0.00844,  0.00844,  0.00832,  0.00014,  0.01658,  0.01635
Sr,  0.02784,  0.02686,  0.02691,  0.02783,  0.02784,  0.02785,  0.02748,  0.00044,  0.01593,  0.01572
Zr,  0.01962,  0.01888,  0.01891,  0.01960,  0.01962,  0.01962,  0.01934,  0.00033,  0.01697,  0.01673
Pb,  0.00826,  0.00826,  0.00827,  0.00829,  0.01028,  0.01038,  0.00906,  0.00094,  0.10386,  0.11384

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  5.17136,  3.37650,  4.66377,  4.73126,  5.15141,  8.06183,  4.97784,  1.04797,  0.21053,  0.20265
Mg,  0.41031,  0.41031,  0.41426,  0.52281,  0.76024,  0.77265,  0.55722,  0.15365,  0.27575,  0.37449
Al,  0.67523,  0.00000,  0.78282,  1.06723,  3.19288,  3.32216,  1.76664,  1.22930,  0.69584,  1.82056
Si,  1.90679,  0.51170,  2.12904,  2.71740,  7.12270,  7.39009,  4.16743,  2.54612,  0.61096,  1.33529
P,  0.04211,  0.00009,  0.00125,  0.03209,  0.04455,  0.04533,  0.02524,  0.01983,  0.78574,  0.47098
S,  2.16335,  0.85166,  0.89775,  1.97963,  2.10355,  2.16335,  1.62297,  0.55712,  0.34327,  0.25753
Cl, 11.06186,  7.41114,  9.96228, 10.06864, 10.90027, 16.72880, 10.59098,  2.09499,  0.19781,  0.18939
K,  2.06952,  1.11520,  1.14394,  1.74758,  2.08009,  2.09402,  1.68159,  0.41475,  0.24664,  0.20041
Ca,  1.96707,  1.96707,  1.99682,  2.12843,  2.75655,  2.79323,  2.30404,  0.34546,  0.14994,  0.17562
Ti,  0.08903,  0.05183,  0.09596,  0.11407,  0.26385,  0.27270,  0.16466,  0.08350,  0.50708,  0.93785
V,  0.00421,  0.00391,  0.00427,  0.00443,  0.00575,  0.00583,  0.00488,  0.00073,  0.14957,  0.17312
Cr,  0.00850,  0.00776,  0.00826,  0.00848,  0.00869,  0.01010,  0.00857,  0.00053,  0.06206,  0.06261
Mn,  0.01445,  0.00798,  0.01542,  0.01797,  0.03647,  0.03759,  0.02400,  0.01084,  0.45158,  0.74999
Fe,  0.98488,  0.50685,  1.04710,  1.21254,  2.29844,  2.36237,  1.55461,  0.65948,  0.42421,  0.66960
Ni,  0.01014,  0.00712,  0.00776,  0.00937,  0.00995,  0.01320,  0.00915,  0.00164,  0.17905,  0.16150
Cu,  0.02531,  0.01937,  0.02031,  0.02382,  0.02492,  0.03089,  0.02322,  0.00323,  0.13906,  0.12755
Zn,  0.11210,  0.07318,  0.07496,  0.10646,  0.11059,  0.12200,  0.09605,  0.01814,  0.18887,  0.16182
Br,  0.08302,  0.05459,  0.05511,  0.07693,  0.08141,  0.10100,  0.07123,  0.01512,  0.21231,  0.18216
Rb,  0.00231,  0.00174,  0.00241,  0.00268,  0.00494,  0.00506,  0.00344,  0.00126,  0.36610,  0.54461
Sr,  0.01772,  0.01772,  0.01778,  0.02026,  0.02549,  0.02578,  0.02099,  0.00340,  0.16216,  0.19213
Zr,  0.00560,  0.00447,  0.00584,  0.00645,  0.01181,  0.01212,  0.00828,  0.00293,  0.35402,  0.52408
Pb,  0.04997,  0.03114,  0.03194,  0.04745,  0.04926,  0.05377,  0.04219,  0.00861,  0.20412,  0.17234

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.33020,  0.00000,  0.00733,  0.20873,  0.32244,  0.33020,  0.17194,  0.15466,  0.89950,  0.46840
Al,  3.03903,  0.82762,  0.89240,  2.21303,  2.97952,  3.03903,  1.98113,  1.02941,  0.51961,  0.33873
Si,  6.79398,  2.21263,  2.34638,  5.08354,  6.67137,  6.79398,  4.60244,  2.13300,  0.46345,  0.31396
P,  0.09084,  0.09084,  0.09193,  0.10604,  0.13091,  0.13188,  0.11052,  0.01916,  0.17340,  0.21097
S,  1.97353,  1.97353,  2.00766,  2.41188,  3.11108,  3.14285,  2.53482,  0.54380,  0.21453,  0.27555
Cl,  0.82426,  0.82426,  0.82955,  0.89699,  1.01427,  1.01867,  0.91768,  0.09078,  0.09892,  0.11013
K,  2.67448,  2.67448,  2.69969,  3.01322,  3.54529,  3.57220,  3.10456,  0.41746,  0.13447,  0.15609
Ca,  1.98420,  1.24554,  1.27370,  1.69960,  1.96199,  1.98420,  1.63052,  0.34127,  0.20930,  0.17199
Ti,  0.23127,  0.07636,  0.08104,  0.17306,  0.22700,  0.23127,  0.15714,  0.07206,  0.45854,  0.31156
V,  0.00540,  0.00404,  0.00408,  0.00489,  0.00537,  0.00540,  0.00475,  0.00063,  0.13363,  0.11747
Cr,  0.00584,  0.00546,  0.00547,  0.00569,  0.00583,  0.00584,  0.00566,  0.00018,  0.03130,  0.03031
Mn,  0.03609,  0.01681,  0.01736,  0.02891,  0.03558,  0.03609,  0.02686,  0.00898,  0.33423,  0.24882
Fe,  2.43650,  1.29943,  1.33333,  2.01022,  2.40482,  2.43650,  1.89222,  0.52888,  0.27950,  0.21707
Ni,  0.00387,  0.00387,  0.00390,  0.00449,  0.00551,  0.00555,  0.00467,  0.00079,  0.16950,  0.20486
Cu,  0.01348,  0.01348,  0.01357,  0.01483,  0.01705,  0.01714,  0.01523,  0.00171,  0.11226,  0.12683
Zn,  0.07764,  0.07764,  0.07843,  0.08969,  0.10944,  0.11024,  0.09324,  0.01525,  0.16351,  0.19637
