Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  13,      1.487,        244,         70,       0.98
  19,      3.313,        171,         73,       2.50
  20,      3.691,        186,         82,       0.73
  24,      5.412,        924,        186,       2.33
  26,      6.399,       2807,        250,       2.20
  28,      7.472,       1063,        459,       1.66
  29,      8.041,       8594,        460,       2.51
  30,      8.631,       2210,        446,       1.69
  45,      2.696,        700,         66,       1.13
  58,      4.838,        805,        234,       1.54
