Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    13
  12,      1.254,        107,         60,       1.09
  13,      1.487,        197,         62,       1.45
  14,      1.740,        120,         59,       1.73
  19,      3.313,         53,         64,       1.10
  20,      3.691,        109,         72,       1.40
  23,      4.950,        264,        144,       1.96
  24,      5.412,        722,        166,       2.28
  26,      6.399,       2226,        223,       2.52
  29,      8.041,       7772,        412,       1.75
  30,      8.631,       2384,        399,       1.36
  45,      2.696,        597,         58,       2.08
  55,      4.285,        418,        166,       1.94
  58,      4.838,        358,        216,       2.19
