Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  13,      1.487,        169,         60,       1.40
  19,      3.313,        291,         63,       1.94
  20,      3.691,        122,         71,       1.25
  24,      5.412,        930,        159,       2.26
  26,      6.399,       2765,        215,       1.56
  29,      8.041,       7043,        391,       2.08
  30,      8.631,       2495,        379,       1.82
  45,      2.696,        616,         57,       3.06
  58,      4.838,        426,        199,       1.97
  78,      9.434,        634,        361,       2.34
