Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  13,      1.487,        237,         65,       1.21
  19,      3.313,        142,         68,       1.39
  20,      3.691,        102,         79,       1.23
  24,      5.412,        588,        178,       2.11
  25,      5.895,        478,        203,       1.17
  26,      6.399,       3150,        241,       2.93
  29,      8.041,       8033,        440,       2.33
  30,      8.631,       3348,        428,       2.29
  45,      2.696,        684,         61,       1.85
  58,      4.838,        641,        226,       1.70
