Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,          0,          0,       2.07
  13,      1.487,        154,         67,       1.15
  14,      1.740,          0,          0,       1.14
  19,      3.313,         76,         67,       2.24
  20,      3.691,        203,         80,       1.40
  24,      5.412,        416,        178,       1.56
  26,      6.399,       2525,        241,       1.98
  29,      8.041,       7999,        444,       1.43
  30,      8.631,       2002,        430,       1.61
  45,      2.696,        525,         61,       1.84
  46,      2.838,          0,          0,       1.46
  58,      4.838,        578,        224,       1.68

