Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,          0,          0,       2.07
  13,      1.487,          0,          0,       0.84
  14,      1.740,          0,          0,       1.14
  19,      3.313,        109,         66,       1.38
  20,      3.691,        379,         77,       1.50
  24,      5.412,        442,        170,       1.61
  26,      6.399,       2195,        230,       2.05
  29,      8.041,       7278,        423,       1.25
  30,      8.631,       2011,        410,       1.31
  45,      2.696,        551,         60,       1.86
  46,      2.838,          0,          0,       1.46
  58,      4.838,        669,        214,       2.05

