"Sample    : cr_15756",
"Operator  : ",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-08-20 02:24:34",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"9",
"17",
"12",
"10",
"14",
"13",
"9",
"7",
"10",
"14",
"5",
"15",
"8",
"12",
"9",
"12",
"13",
"11",
"8",
"13",
"8",
"8",
"16",
"13",
"18",
"14",
"13",
"14",
"11",
"10",
"14",
"14",
"12",
"16",
"12",
"11",
"10",
"17",
"11",
"16",
"15",
"15",
"10",
"11",
"8",
"17",
"8",
"20",
"15",
"9",
"17",
"4",
"17",
"9",
"14",
"12",
"9",
"11",
"13",
"12",
"18",
"10",
"11",
"21",
"9",
"11",
"12",
"15",
"14",
"9",
"10",
"13",
"5",
"16",
"20",
"18",
"11",
"13",
"12",
"9",
"14",
"20",
"9",
"12",
"14",
"12",
"14",
"14",
"4",
"14",
"11",
"13",
"17",
"23",
"10",
"16",
"11",
"11",
"14",
"9",
"15",
"13",
"13",
"7",
"12",
"16",
"13",
"15",
"9",
"13",
"14",
"16",
"10",
"14",
"11",
"20",
"15",
"21",
"12",
"30",
"20",
"22",
"14",
"11",
"21",
"17",
"24",
"16",
"16",
"16",
"11",
"14",
"20",
"11",
"12",
"13",
"15",
"29",
"15",
"22",
"26",
"23",
"24",
"28",
"23",
"24",
"27",
"22",
"21",
"20",
"18",
"16",
"14",
"22",
"21",
"16",
"20",
"22",
"16",
"22",
"20",
"33",
"29",
"25",
"35",
"44",
"31",
"46",
"56",
"51",
"56",
"52",
"48",
"49",
"62",
"37",
"22",
"28",
"25",
"20",
"16",
"13",
"15",
"14",
"15",
"17",
"14",
"15",
"22",
"31",
"12",
"18",
"15",
"17",
"17",
"16",
"16",
"10",
"22",
"23",
"16",
"30",
"27",
"8",
"20",
"11",
"14",
"25",
"21",
"15",
"10",
"16",
"21",
"13",
"18",
"13",
"14",
"10",
"22",
"16",
"14",
"20",
"16",
"12",
"15",
"16",
"4",
"10",
"7",
"16",
"26",
"16",
"12",
"12",
"29",
"26",
"14",
"14",
"24",
"17",
"13",
"23",
"17",
"15",
"15",
"13",
"9",
"21",
"18",
"20",
"20",
"16",
"18",
"17",
"26",
"22",
"9",
"18",
"22",
"28",
"14",
"18",
"20",
"18",
"11",
"22",
"9",
"16",
"12",
"15",
"20",
"13",
"28",
"17",
"22",
"10",
"23",
"8",
"21",
"17",
"28",
"20",
"15",
"20",
"18",
"22",
"17",
"17",
"15",
"22",
"22",
"29",
"22",
"21",
"24",
"21",
"20",
"20",
"26",
"25",
"16",
"17",
"23",
"31",
"41",
"25",
"36",
"25",
"20",
"22",
"20",
"35",
"27",
"17",
"22",
"33",
"18",
"23",
"25",
"36",
"28",
"41",
"43",
"66",
"74",
"95",
"102",
"131",
"185",
"194",
"278",
"321",
"385",
"515",
"496",
"634",
"581",
"728",
"674",
"683",
"603",
"595",
"555",
"473",
"394",
"331",
"255",
"244",
"177",
"144",
"117",
"116",
"67",
"86",
"52",
"62",
"65",
"68",
"57",
"72",
"54",
"62",
"64",
"77",
"67",
"81",
"72",
"72",
"87",
"105",
"78",
"107",
"102",
"103",
"88",
"87",
"100",
"81",
"54",
"65",
"62",
"53",
"49",
"44",
"64",
"62",
"51",
"62",
"50",
"76",
"56",
"59",
"52",
"51",
"53",
"51",
"53",
"50",
"48",
"40",
"57",
"62",
"56",
"55",
"38",
"50",
"60",
"68",
"51",
"52",
"65",
"57",
"66",
"66",
"68",
"85",
"55",
"88",
"57",
"80",
"65",
"69",
"88",
"93",
"76",
"78",
"88",
"79",
"70",
"98",
"101",
"89",
"78",
"106",
"93",
"88",
"72",
"91",
"91",
"86",
"82",
"88",
"79",
"85",
"82",
"85",
"91",
"100",
"85",
"87",
"83",
"74",
"69",
"60",
"78",
"89",
"85",
"82",
"72",
"91",
"86",
"110",
"79",
"87",
"79",
"101",
"106",
"88",
"92",
"83",
"91",
"105",
"112",
"113",
"105",
"127",
"116",
"142",
"141",
"134",
"117",
"154",
"126",
"166",
"186",
"157",
"192",
"217",
"209",
"255",
"316",
"414",
"472",
"682",
"965",
"1485",
"1992",
"3019",
"3818",
"5750",
"6961",
"9954",
"12201",
"15341",
"17927",
"21914",
"24661",
"28575",
"29274",
"32359",
"33399",
"34314",
"32769",
"32769",
"29184",
"27784",
"23249",
"20880",
"17307",
"14989",
"11246",
"9154",
"6680",
"5328",
"3554",
"2676",
"1796",
"1315",
"822",
"613",
"406",
"278",
"209",
"156",
"171",
"141",
"123",
"125",
"117",
"128",
"136",
"146",
"165",
"183",
"197",
"197",
"260",
"320",
"369",
"434",
"594",
"755",
"934",
"1192",
"1453",
"1774",
"1998",
"2529",
"2843",
"3247",
"3381",
"4033",
"3941",
"4214",
"4248",
"4301",
"3887",
"3821",
"3496",
"3260",
"2896",
"2571",
"2047",
"1739",
"1387",
"1168",
"818",
"692",
"487",
"409",
"253",
"248",
"160",
"121",
"101",
"75",
"74",
"69",
"55",
"51",
"66",
"70",
"56",
"48",
"51",
"60",
"48",
"72",
"69",
"56",
"57",
"75",
"75",
"75",
"69",
"68",
"65",
"78",
"68",
"81",
"61",
"70",
"69",
"82",
"75",
"70",
"81",
"79",
"73",
"81",
"69",
"72",
"70",
"68",
"73",
"72",
"79",
"83",
"73",
"83",
"72",
"77",
"83",
"97",
"97",
"89",
"78",
"77",
"81",
"90",
"73",
"88",
"73",
"105",
"79",
"88",
"87",
"76",
"68",
"79",
"70",
"78",
"77",
"63",
"77",
"79",
"76",
"68",
"68",
"74",
"69",
"70",
"57",
"65",
"59",
"72",
"69",
"53",
"46",
"80",
"61",
"60",
"67",
"79",
"65",
"66",
"80",
"69",
"80",
"65",
"49",
"49",
"60",
"68",
"70",
"66",
"54",
"59",
"48",
"57",
"67",
"66",
"64",
"65",
"74",
"61",
"55",
"75",
"68",
"75",
"49",
"73",
"59",
"52",
"56",
"80",
"69",
"62",
"59",
"70",
"73",
"65",
"62",
"75",
"76",
"73",
"78",
"62",
"54",
"61",
"65",
"80",
"68",
"72",
"75",
"57",
"66",
"73",
"80",
"75",
"79",
"80",
"68",
"74",
"77",
"59",
"82",
"79",
"69",
"57",
"83",
"63",
"75",
"69",
"72",
"74",
"82",
"86",
"80",
"79",
"81",
"61",
"76",
"78",
"74",
"82",
"69",
"91",
"85",
"69",
"65",
"65",
"72",
"79",
"91",
"73",
"82",
"89",
"75",
"104",
"105",
"97",
"91",
"76",
"74",
"83",
"70",
"85",
"75",
"74",
"68",
"75",
"89",
"76",
"69",
"77",
"66",
"76",
"72",
"72",
"74",
"68",
"67",
"65",
"53",
"79",
"65",
"65",
"64",
"88",
"72",
"67",
"74",
"72",
"68",
"72",
"82",
"86",
"88",
"91",
"86",
"66",
"85",
"67",
"79",
"76",
"81",
"99",
"88",
"103",
"94",
"106",
"80",
"107",
"99",
"105",
"98",
"116",
"97",
"132",
"114",
"125",
"107",
"113",
"119",
"147",
"115",
"114",
"103",
"98",
"93",
"106",
"97",
"100",
"98",
"89",
"88",
"91",
"95",
"85",
"70",
"64",
"60",
"82",
"79",
"91",
"69",
"78",
"78",
"90",
"70",
"82",
"73",
"68",
"60",
"77",
"86",
"72",
"55",
"76",
"64",
"70",
"62",
"57",
"78",
"78",
"64",
"72",
"66",
"67",
"67",
"67",
"69",
"72",
"75",
"87",
"69",
"60",
"79",
"86",
"76",
"72",
"62",
"69",
"74",
"75",
"57",
"69",
"81",
"88",
"60",
"83",
"62",
"51",
"66",
"65",
"63",
"62",
"69",
"52",
"67",
"82",
"67",
"60",
"74",
"56",
"61",
"62",
"66",
"63",
"64",
"75",
"68",
"77",
"80",
"75",
"74",
"77",
"73",
"67",
"61",
"78",
"76",
"68",
"77",
"62",
"70",
"80",
"63",
"72",
"74",
"67",
"79",
"66",
"67",
"69",
"86",
"69",
"74",
"63",
"74",
"70",
"66",
"80",
"91",
"66",
"70",
"86",
"69",
"79",
"79",
"94",
"77",
"72",
"81",
"77",
"72",
"73",
"68",
"79",
"81",
"104",
"88",
"74",
"69",
"75",
"63",
"82",
"65",
"65",
"63",
"85",
"68",
"81",
