"Sample    : cr_15756",
"69",
"77",
"70",
"89",
"79",
"78",
"89",
"74",
"74",
"78",
"66",
"75",
"79",
"80",
"76",
"81",
"69",
"68",
"80",
"79",
"68",
"68",
"81",
"93",
"70",
"89",
"56",
"64",
"62",
"78",
"66",
"73",
"60",
"63",
"74",
"91",
"70",
"54",
"64",
"59",
"62",
"68",
"73",
"68",
"74",
"60",
"90",
"69",
"67",
"83",
"70",
"78",
"81",
"87",
"73",
"57",
"80",
"105",
"77",
"86",
"89",
"86",
"103",
"100",
"107",
"125",
"127",
"130",
"123",
"113",
"111",
"91",
"93",
"114",
"101",
"87",
"80",
"86",
"111",
"93",
"108",
"99",
"80",
"104",
"91",
"85",
"60",
"88",
"79",
"67",
"67",
"81",
"78",
"67",
"72",
"63",
"72",
"77",
"74",
"73",
"78",
"67",
"72",
"66",
"79",
"61",
"67",
"66",
"64",
"77",
"74",
"74",
"70",
"87",
"78",
"83",
"94",
"86",
"102",
"63",
"81",
"86",
"85",
"64",
"73",
"83",
"80",
"99",
"74",
"57",
"62",
"72",
"81",
"88",
"79",
"70",
"63",
"81",
"65",
"68",
"64",
"64",
"75",
"66",
"50",
"64",
"60",
"57",
"55",
"72",
"67",
"66",
"62",
"57",
"60",
"79",
"76",
"57",
"55",
"50",
"59",
"79",
"69",
"89",
"61",
"61",
"69",
"67",
"72",
"77",
"54",
"56",
"56",
"74",
"56",
"69",
"61",
"57",
"73",
"72",
"75",
"74",
"60",
"77",
"69",
"50",
"61",
"66",
"64",
"70",
"50",
"76",
"79",
"57",
"49",
"82",
"60",
"61",
"77",
"46",
"55",
"72",
"76",
"56",
"53",
"65",
"61",
"65",
"68",
"72",
"66",
"63",
"66",
"62",
"74",
"69",
"53",
"68",
"54",
"68",
"67",
"64",
"67",
"67",
"63",
"68",
"70",
"57",
"67",
"42",
"62",
"54",
"63",
"62",
"69",
"70",
"59",
"62",
"56",
"48",
"69",
"49",
"62",
"66",
"68",
"70",
"54",
"60",
"50",
"53",
"47",
"51",
"59",
"54",
"61",
"70",
"67",
"57",
"49",
"64",
"59",
"61",
"55",
"60",
"64",
"60",
"61",
"61",
"67",
"82",
"70",
"55",
"52",
"65",
"53",
"69",
"50",
"63",
"67",
"55",
"74",
"69",
"64",
"64",
"56",
"69",
"60",
"50",
"57",
"55",
"51",
"49",
"60",
"66",
"66",
"57",
"62",
"67",
"57",
"59",
"48",
"57",
"63",
"53",
"54",
"44",
"50",
"54",
"62",
"62",
"62",
"53",
"48",
"59",
"76",
"69",
"54",
"55",
"48",
"55",
"66",
"69",
"53",
"54",
"73",
"65",
"60",
"79",
"54",
"70",
"77",
"43",
"53",
"57",
"51",
"59",
"44",
"56",
"64",
"64",
"64",
"77",
"70",
"55",
"49",
"53",
"57",
"73",
"35",
"63",
"49",
"55",
"66",
"54",
"60",
"56",
"47",
"56",
"63",
"72",
"60",
"57",
"67",
"38",
"48",
"72",
"50",
"59",
"64",
"62",
"70",
"60",
"54",
"76",
"63",
"61",
"50",
"53",
"53",
"59",
"54",
"50",
"57",
"60",
"51",
"55",
"67",
"65",
"50",
"76",
"64",
"56",
"52",
"55",
"57",
"81",
"55",
"48",
"59",
"55",
"55",
"62",
"59",
"51",
"63",
"47",
"47",
"64",
"47",
"57",
"64",
"64",
"60",
"46",
"47",
"48",
"56",
"42",
"46",
"55",
"62",
"38",
"68",
"43",
"54",
"52",
"48",
"48",
"51",
"34",
"47",
"59",
"46",
"60",
"46",
"41",
"61",
"62",
"50",
"55",
"31",
"44",
"48",
"53",
"39",
"50",
"53",
"63",
"59",
"38",
"52",
"61",
"55",
"52",
"49",
"42",
"60",
"35",
"47",
"56",
"47",
"50",
"53",
"44",
"52",
"51",
"59",
"52",
"50",
"62",
"64",
"39",
"61",
"44",
"52",
"51",
"62",
"41",
"49",
"48",
"57",
"63",
"47",
"56",
"54",
"44",
"53",
"63",
"63",
"42",
"54",
"53",
"57",
"49",
"52",
"48",
"46",
"49",
"60",
"59",
"43",
"60",
"55",
"50",
"52",
"41",
"53",
"72",
"61",
"49",
"51",
"51",
"41",
"50",
"54",
"38",
"49",
"51",
"53",
"51",
"48",
"51",
"48",
"37",
"46",
"41",
"51",
"56",
"47",
"52",
"59",
"55",
"38",
"42",
"40",
"46",
"50",
"47",
"49",
"56",
"39",
"41",
"59",
"54",
"44",
"40",
"54",
"57",
"59",
"39",
"61",
"54",
"47",
"66",
"42",
"48",
"42",
"55",
"36",
"42",
"50",
"59",
"48",
"57",
"36",
"54",
"46",
"47",
"47",
"66",
"50",
"49",
"37",
"44",
"56",
"46",
"41",
"56",
"39",
"41",
"39",
"37",
"49",
"41",
"36",
"49",
"43",
"34",
"44",
"39",
"44",
"41",
"52",
"44",
"62",
"46",
"47",
"44",
"57",
"36",
"47",
"52",
"40",
"38",
"50",
"43",
"46",
"59",
"46",
"46",
"38",
"50",
"41",
"43",
"40",
"49",
"44",
"56",
"44",
"50",
"47",
"51",
"52",
"53",
"46",
"41",
"35",
"46",
"51",
"46",
"38",
"52",
"52",
"52",
"38",
"49",
"39",
"42",
"50",
"54",
"41",
"40",
"54",
"53",
"48",
"40",
"41",
"36",
"55",
"49",
"59",
"67",
"41",
"56",
"42",
"53",
"44",
"44",
"35",
"42",
"41",
"46",
"40",
"49",
"34",
"54",
"54",
"55",
"42",
"49",
"55",
"44",
"47",
"46",
"50",
"61",
"41",
"48",
"44",
"52",
"50",
"52",
"55",
"48",
"47",
"48",
"34",
"40",
"51",
"57",
"59",
"49",
"38",
"51",
"37",
"59",
"47",
"56",
"50",
"48",
"33",
"49",
"44",
"46",
"34",
"53",
"49",
"40",
"36",
"65",
"35",
"40",
"49",
"39",
"41",
"53",
"41",
"59",
"27",
"37",
"41",
"50",
"49",
"51",
"25",
"46",
"38",
"35",
"51",
"39",
"47",
"44",
"39",
"49",
"33",
"36",
"57",
"44",
"51",
"44",
"47",
"42",
"43",
"34",
"38",
"43",
"52",
"54",
"41",
"37",
"42",
"44",
"39",
"36",
"40",
"47",
"36",
"35",
"37",
"39",
"48",
"48",
"47",
"38",
"56",
"36",
"39",
"41",
"40",
"51",
"50",
"50",
"44",
"50",
"44",
"51",
"38",
"42",
"52",
"64",
"44",
"48",
"39",
"48",
"44",
"52",
"48",
"44",
"49",
"54",
"49",
"44",
"57",
"40",
"53",
"33",
"41",
"60",
"41",
"44",
"40",
"48",
"42",
"50",
"50",
"62",
"57",
"49",
"52",
"40",
"46",
"40",
"52",
"46",
"46",
"61",
"55",
"52",
"56",
"49",
"59",
"61",
"46",
"69",
"55",
"69",
"69",
"65",
"59",
"56",
"65",
"65",
"68",
"69",
"77",
"59",
"59",
"47",
"66",
"89",
"80",
"75",
"82",
"78",
"63",
"78",
"77",
"83",
"86",
"81",
"95",
"90",
"85",
"63",
"86",
"88",
"70",
"102",
"103",
"93",
"80",
"94",
"111",
"110",
"106",
"124",
"125",
"143",
"140",
"138",
"140",
"152",
"160",
"150",
"155",
"191",
"191",
"181",
"194",
"216",
"194",
"221",
"235",
"219",
"233",
"253",
"263",
"236",
"260",
"241",
"292",
"274",
"255",
"280",
"266",
"313",
"308",
"307",
"314",
"317",
"293",
"301",
"300",
"347",
"317",
"329",
"351",
"311",
"299",
"323",
"300",
"271",
"259",
"317",
"266",
"266",
"253",
"270",
"263",
"259",
"252",
"242",
"261",
"279",
"227",
"185",
"232",
"224",
"203",
"217",
"214",
"192",
"179",
"147",
"177",
"138",
"129",
"149",
"130",
"124",
"126",
"127",
"121",
"129",
"104",
"104",
"129",
"95",
"91",
"99",
"94",
"102",
"81",
"88",
"87",
"76",
"64",
"81",
"64",
"79",
"66",
"67",
"56",
"77",
"65",
"59",
"56",
"73",
"60",
"72",
"77",
"61",
"62",
"82",
"90",
"105",
"128",
"101",
"112",
"113",
"97",
"117",
"106",
"125",
"146",
"119",
"155",
"138",
"142",
"146",
"152",
"169",
"142",
"143",
"144",
"150",
"144",
"152",
"166",
"132",
"128",
"120",
"146",
"110",
"120",
"95",
"99",
"89",
"106",
"89",
"83",
"88",
"68",
"73",
"56",
"57",
"35",
"56",
"41",
"63",
"37",
"43",
"47",
"46",
"49",
"47",
"39",
"39",
"31",
"39",
"46",
"44",
"47",
"21484",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Cr, Zn, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         1.99     0.013",
"                      CaKa         3.68     0.246",
"                      CaKb         4.02     0.023",
"                      CrKa         5.41    13.611",
"                      CrKb         5.94     1.751",
"                      ZnKa         8.64     0.028",
"                      CrKaSUM     10.80     0.032",
"                      RuKa        19.20     0.144",
"                      ----        19.44     0.073",
"                      ----        20.03     0.055",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
