"Sample    : ni_15757",
"Operator  : ",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-08-20 02:32:34",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  180   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"7",
"15",
"9",
"18",
"10",
"18",
"12",
"8",
"20",
"14",
"5",
"13",
"11",
"5",
"12",
"15",
"8",
"20",
"8",
"12",
"9",
"9",
"9",
"15",
"10",
"10",
"11",
"8",
"10",
"10",
"14",
"7",
"9",
"16",
"21",
"16",
"8",
"18",
"11",
"22",
"12",
"28",
"16",
"25",
"18",
"14",
"28",
"31",
"31",
"56",
"73",
"80",
"84",
"99",
"130",
"131",
"144",
"147",
"128",
"131",
"94",
"96",
"90",
"60",
"56",
"39",
"26",
"37",
"31",
"20",
"21",
"10",
"20",
"11",
"10",
"10",
"14",
"10",
"11",
"14",
"12",
"11",
"12",
"14",
"15",
"4",
"4",
"8",
"9",
"10",
"13",
"8",
"10",
"16",
"8",
"8",
"11",
"12",
"18",
"7",
"7",
"11",
"10",
"18",
"11",
"12",
"9",
"14",
"8",
"4",
"14",
"11",
"9",
"5",
"5",
"16",
"12",
"20",
"20",
"11",
"22",
"13",
"16",
"19",
"5",
"7",
"18",
"18",
"12",
"12",
"16",
"15",
"14",
"13",
"9",
"11",
"16",
"15",
"21",
"13",
"18",
"20",
"27",
"14",
"25",
"16",
"22",
"23",
"12",
"20",
"20",
"19",
"7",
"20",
"13",
"15",
"13",
"14",
"22",
"21",
"11",
"21",
"19",
"27",
"23",
"25",
"25",
"46",
"31",
"42",
"42",
"56",
"41",
"44",
"35",
"44",
"28",
"21",
"25",
"21",
"24",
"13",
"14",
"14",
"16",
"14",
"12",
"12",
"13",
"10",
"13",
"10",
"13",
"16",
"12",
"22",
"16",
"12",
"12",
"15",
"20",
"23",
"11",
"14",
"20",
"14",
"2",
"12",
"13",
"12",
"8",
"9",
"14",
"8",
"10",
"15",
"8",
"10",
"10",
"11",
"12",
"14",
"10",
"11",
"10",
"11",
"12",
"9",
"11",
"14",
"12",
"13",
"12",
"13",
"10",
"13",
"10",
"19",
"9",
"14",
"10",
"14",
"2",
"16",
"11",
"13",
"15",
"14",
"12",
"8",
"10",
"15",
"13",
"13",
"10",
"10",
"14",
"10",
"12",
"19",
"7",
"14",
"12",
"13",
"12",
"9",
"11",
"16",
"15",
"9",
"11",
"9",
"5",
"14",
"11",
"8",
"15",
"13",
"7",
"9",
"11",
"13",
"10",
"11",
"8",
"10",
"10",
"8",
"12",
"14",
"11",
"15",
"16",
"10",
"16",
"10",
"12",
"15",
"14",
"13",
"18",
"20",
"13",
"8",
"16",
"18",
"13",
"13",
"10",
"8",
"14",
"13",
"18",
"14",
"5",
"18",
"9",
"21",
"12",
"11",
"12",
"22",
"26",
"35",
"37",
"55",
"49",
"92",
"82",
"101",
"106",
"174",
"215",
"258",
"282",
"294",
"381",
"386",
"380",
"382",
"346",
"404",
"351",
"300",
"286",
"243",
"165",
"149",
"111",
"86",
"66",
"70",
"58",
"53",
"39",
"37",
"39",
"31",
"45",
"33",
"48",
"41",
"48",
"45",
"42",
"61",
"74",
"70",
"68",
"63",
"61",
"60",
"70",
"70",
"68",
"51",
"45",
"50",
"38",
"35",
"42",
"33",
"36",
"26",
"30",
"32",
"21",
"24",
"12",
"25",
"16",
"23",
"22",
"21",
"19",
"21",
"27",
"28",
"31",
"22",
"19",
"28",
"31",
"26",
"28",
"37",
"23",
"21",
"27",
"34",
"39",
"31",
"22",
"31",
"28",
"34",
"37",
"23",
"51",
"38",
"33",
"43",
"42",
"41",
"37",
"43",
"45",
"44",
"42",
"47",
"36",
"35",
"45",
"28",
"43",
"28",
"39",
"30",
"27",
"28",
"28",
"42",
"35",
"31",
"33",
"24",
"25",
"42",
"38",
"27",
"26",
"34",
"28",
"34",
"37",
"32",
"22",
"36",
"25",
"21",
"27",
"43",
"24",
"34",
"35",
"27",
"27",
"21",
"21",
"35",
"30",
"32",
"23",
"28",
"25",
"42",
"31",
"30",
"30",
"27",
"30",
"31",
"27",
"24",
"33",
"27",
"22",
"28",
"23",
"26",
"42",
"33",
"31",
"15",
"32",
"31",
"30",
"33",
"33",
"34",
"30",
"38",
"26",
"33",
"35",
"36",
"45",
"33",
"39",
"41",
"37",
"49",
"43",
"43",
"22",
"47",
"34",
"31",
"33",
"20",
"30",
"47",
"45",
"39",
"34",
"37",
"44",
"35",
"47",
"67",
"59",
"70",
"76",
"77",
"67",
"114",
"97",
"114",
"99",
"123",
"113",
"152",
"146",
"119",
"129",
"116",
"97",
"106",
"88",
"96",
"105",
"74",
"59",
"59",
"50",
"55",
"61",
"59",
"45",
"48",
"43",
"43",
"59",
"58",
"56",
"71",
"66",
"67",
"47",
"63",
"63",
"62",
"61",
"69",
"68",
"63",
"57",
"72",
"70",
"71",
"88",
"58",
"77",
"70",
"73",
"84",
"60",
"71",
"82",
"99",
"71",
"90",
"70",
"90",
"90",
"77",
"69",
"72",
"76",
"91",
"74",
"89",
"83",
"90",
"111",
"111",
"105",
"117",
"117",
"117",
"105",
"94",
"97",
"100",
"92",
"114",
"106",
"106",
"117",
"94",
"85",
"92",
"86",
"86",
"74",
"81",
"79",
"85",
"78",
"79",
"91",
"78",
"70",
"69",
"76",
"80",
"68",
"82",
"89",
"77",
"76",
"66",
"69",
"78",
"80",
"79",
"73",
"74",
"92",
"83",
"101",
"96",
"83",
"71",
"80",
"84",
"88",
"99",
"102",
"97",
"100",
"96",
"96",
"101",
"94",
"113",
"105",
"125",
"99",
"125",
"128",
"118",
"97",
"118",
"120",
"142",
"117",
"143",
"129",
"125",
"146",
"150",
"160",
"178",
"146",
"169",
"187",
"208",
"173",
"230",
"246",
"279",
"288",
"358",
"482",
"564",
"727",
"999",
"1392",
"1874",
"2371",
"3334",
"4386",
"5934",
"7325",
"9383",
"12022",
"14868",
"16520",
"19934",
"22597",
"26290",
"27914",
"31189",
"32653",
"34869",
"33715",
"34915",
"33719",
"33738",
"30563",
"29405",
"26021",
"23667",
"19839",
"17742",
"14684",
"12357",
"9774",
"7862",
"6240",
"4895",
"3421",
"2652",
"1951",
"1428",
"1025",
"714",
"531",
"404",
"251",
"247",
"182",
"176",
"142",
"126",
"125",
"116",
"109",
"134",
"128",
"127",
"111",
"106",
"120",
"127",
"128",
"143",
"131",
"139",
"127",
"134",
"169",
"161",
"137",
"163",
"171",
"172",
"143",
"172",
"196",
"212",
"223",
"252",
"282",
"296",
"342",
"425",
"498",
"627",
"713",
"844",
"1095",
"1351",
"1488",
"1852",
"2034",
"2499",
"2731",
"3217",
"3515",
"4062",
"3968",
"4277",
"4430",
"4512",
"4304",
"4355",
"4305",
"4166",
"3762",
"3477",
"3179",
"2874",
"2351",
"2214",
"1723",
"1495",
"1159",
"1071",
"780",
"685",
"462",
"420",
"265",
"255",
"196",
"172",
"113",
"113",
"108",
"91",
"100",
"79",
"113",
"78",
"82",
"108",
"85",
"74",
"82",
"84",
"78",
"91",
"96",
"86",
"73",
"76",
"85",
"68",
"82",
"84",
"62",
"57",
"65",
"59",
"66",
"83",
"65",
"63",
"59",
"73",
"51",
"59",
"66",
"63",
"56",
"65",
"69",
"55",
"66",
"57",
"49",
"57",
"47",
"54",
"56",
"62",
"70",
"60",
"54",
"72",
"61",
"51",
"57",
"58",
"44",
"62",
"54",
"70",
"54",
"62",
"59",
"59",
"58",
"57",
"68",
"53",
"58",
"66",
"47",
"81",
"60",
"69",
"55",
"65",
"48",
"95",
"68",
"59",
"67",
"51",
"63",
"63",
"50",
"62",
"61",
"68",
"48",
"65",
"54",
"66",
"65",
"65",
"69",
"60",
"60",
"62",
"82",
"78",
"63",
"63",
"61",
"88",
"71",
"71",
"72",
"81",
"61",
"71",
"84",
"85",
"65",
"74",
"71",
"54",
"58",
"57",
"56",
"59",
"74",
"71",
"73",
"72",
"72",
"85",
"79",
"61",
"55",
"66",
"68",
"70",
"59",
"62",
"82",
"78",
"60",
"73",
"78",
"66",
"67",
"58",
"67",
"53",
"66",
"70",
"82",
"73",
"68",
"74",
"61",
"54",
"45",
"55",
"57",
"55",
"72",
"63",
"58",
"57",
"63",
