Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         78,         50,       2.03
  13,      1.487,        689,         57,       1.01
  14,      1.740,         67,         50,       0.61
  19,      3.313,         74,         53,       0.82
  20,      3.691,        259,         61,       0.98
  24,      5.412,       2443,        140,       2.08
  26,      6.399,       2437,        180,       1.53
  29,      8.041,       5468,        326,       1.36
  30,      8.631,       1931,        318,       1.34
  45,      2.696,        399,         46,       1.58
  58,      4.838,        463,        164,       1.76
