8                    2,0.00000,0.00002,0.00004,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002,0.00001,0.00002,0.00002,0.00002,0.00003,0.00001,
8                    3,0.00000,0.00002,0.00005,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002,0.00001,0.00001,0.00002,0.00002,0.00004,0.00002,
8                    4,0.00001,0.00003,0.00005,0.00003,0.00002,0.00004,0.00002,0.00002,0.00002,0.00004,0.00002,0.00002,0.00004,0.00003,0.00005,0.00017,0.00010,
8                    5,0.00003,0.00004,0.00003,0.00002,0.00001,0.00003,0.00001,0.00002,0.00001,0.00003,0.00003,0.00001,0.00002,0.00004,0.00001,0.00003,0.00005,
8                    6,0.00141,0.00056,0.00089,0.00073,0.00039,0.00109,0.00118,0.00050,0.00096,0.00270,0.00069,0.00275,0.00087,0.00314,0.00213,0.01306,0.01074,
8                    7,0.00001,0.00009,0.00005,0.00005,0.00002,0.00007,0.00006,0.00002,0.00004,0.00007,0.00004,0.00051,0.00008,0.00014,0.00011,0.00058,0.00011,
9                    1,0.00006,0.00012,0.00072,0.00023,0.00008,0.00056,0.00024,0.00008,0.00016,0.00055,0.00017,0.00007,0.00020,0.00101,0.00071,0.00113,0.00013,
9                    2,0.00005,0.00012,0.00067,0.00019,0.00009,0.00059,0.00024,0.00011,0.00019,0.00055,0.00014,0.00006,0.00016,0.00088,0.00055,0.00111,0.00005,
9                    3,0.00006,0.00012,0.00074,0.00024,0.00009,0.00057,0.00024,0.00010,0.00018,0.00059,0.00016,0.00007,0.00017,0.00094,0.00057,0.00114,0.00006,
9                    4,0.00006,0.00012,0.00070,0.00018,0.00008,0.00046,0.00021,0.00009,0.00013,0.00055,0.00014,0.00007,0.00009,0.00094,0.00048,0.00054,0.00014,
9                    5,0.00003,0.00011,0.00060,0.00018,0.00008,0.00055,0.00023,0.00007,0.00016,0.00052,0.00014,0.00007,0.00012,0.00089,0.00053,0.00108,0.00010,
9                    6,0.00100,0.00039,0.00011,0.00037,0.00022,0.00065,0.00066,0.00034,0.00064,0.00142,0.00039,0.00257,0.00039,0.00163,0.00087,0.00780,0.01096,
9                    7,0.00006,0.00017,0.00042,0.00016,0.00006,0.00048,0.00021,0.00011,0.00014,0.00052,0.00014,0.00053,0.00006,0.00111,0.00044,0.00036,0.00015,
9                    8,0.00005,0.00014,0.00055,0.00021,0.00008,0.00052,0.00023,0.00009,0.00016,0.00055,0.00015,0.00005,0.00014,0.00090,0.00055,0.00105,0.00004,
10                    1,0.00001,0.00003,0.00001,0.00003,0.00002,0.00004,0.00002,0.00001,0.00002,0.00004,0.00003,0.00008,0.00005,0.00009,0.00006,0.00009,0.00009,
10                    2,0.00000,0.00002,0.00001,0.00002,0.00002,0.00005,0.00002,0.00001,0.00003,0.00003,0.00003,0.00008,0.00003,0.00003,0.00003,0.00005,0.00002,
10                    3,0.00000,0.00002,0.00001,0.00002,0.00002,0.00004,0.00002,0.00001,0.00002,0.00004,0.00003,0.00008,0.00004,0.00004,0.00003,0.00006,0.00003,
10                    4,0.00001,0.00002,0.00001,0.00002,0.00002,0.00006,0.00002,0.00001,0.00002,0.00005,0.00003,0.00008,0.00002,0.00005,0.00005,0.00013,0.00011,
10                    5,0.00003,0.00002,0.00002,0.00002,0.00002,0.00004,0.00002,0.00001,0.00001,0.00004,0.00003,0.00008,0.00002,0.00005,0.00001,0.00004,0.00006,
10                    6,0.00142,0.00057,0.00104,0.00068,0.00034,0.00114,0.00115,0.00054,0.00095,0.00272,0.00063,0.00238,0.00072,0.00304,0.00207,0.01269,0.01081,
10                    7,0.00001,0.00007,0.00006,0.00004,0.00002,0.00009,0.00006,0.00001,0.00005,0.00006,0.00003,0.00039,0.00004,0.00011,0.00010,0.00047,0.00012,
10                    8,0.00000,0.00003,0.00004,0.00002,0.00001,0.00003,0.00001,0.00001,0.00001,0.00002,0.00002,0.00006,0.00003,0.00002,0.00001,0.00005,0.00001,
10                    9,0.00006,0.00011,0.00069,0.00019,0.00006,0.00049,0.00021,0.00009,0.00015,0.00055,0.00013,0.00009,0.00009,0.00088,0.00054,0.00093,0.00004,
11                    1,0.00000,0.00002,0.00003,0.00003,0.00001,0.00004,0.00002,0.00001,0.00002,0.00003,0.00003,0.00005,0.00004,0.00007,0.00006,0.00005,0.00006,
11                    2,0.00000,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002,0.00005,0.00002,0.00002,0.00002,0.00003,0.00001,
11                    3,0.00000,0.00002,0.00004,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,0.00003,0.00002,0.00005,0.00002,0.00003,0.00002,0.00004,0.00001,
11                    4,0.00001,0.00002,0.00003,0.00002,0.00001,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00005,0.00003,0.00003,0.00005,0.00015,0.00008,
11                    5,0.00003,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00003,0.00002,0.00005,0.00001,0.00004,0.00001,0.00003,0.00004,
11                    6,0.00140,0.00058,0.00084,0.00072,0.00038,0.00109,0.00113,0.00052,0.00097,0.00267,0.00064,0.00246,0.00081,0.00301,0.00210,0.01287,0.01056,
11                    7,0.00001,0.00006,0.00002,0.00004,0.00002,0.00007,0.00005,0.00002,0.00005,0.00005,0.00003,0.00040,0.00006,0.00011,0.00010,0.00053,0.00010,
11                    8,0.00000,0.00003,0.00004,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00004,0.00002,0.00003,0.00001,0.00003,0.00001,
11                    9,0.00005,0.00011,0.00054,0.00018,0.00007,0.00052,0.00022,0.00008,0.00016,0.00051,0.00013,0.00006,0.00011,0.00084,0.00051,0.00100,0.00005,
11                    10,0.00000,0.00001,0.00003,0.00002,0.00002,0.00003,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,0.00002,0.00003,0.00002,0.00003,0.00002,
12                    1,0.00001,0.00002,0.00002,0.00003,0.00001,0.00004,0.00002,0.00001,0.00002,0.00002,0.00003,0.00000,0.00005,0.00006,0.00006,0.00006,0.00005,
12                    2,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002,0.00002,0.00002,0.00000,0.00003,0.00002,0.00002,0.00004,0.00005,
12                    3,0.00000,0.00001,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00002,0.00002,0.00002,0.00001,0.00003,0.00002,0.00002,0.00006,0.00005,
12                    4,0.00000,0.00001,0.00002,0.00001,0.00001,0.00004,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001,0.00001,0.00002,0.00004,0.00012,0.00002,
12                    5,0.00003,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00002,0.00003,0.00001,0.00004,0.00003,
12                    6,0.00141,0.00055,0.00098,0.00073,0.00038,0.00116,0.00112,0.00053,0.00094,0.00265,0.00065,0.00287,0.00074,0.00312,0.00208,0.01245,0.00954,
12                    7,0.00001,0.00006,0.00005,0.00004,0.00002,0.00008,0.00005,0.00002,0.00004,0.00006,0.00004,0.00053,0.00005,0.00014,0.00010,0.00044,0.00003,
12                    8,0.00000,0.00003,0.00004,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00003,0.00002,0.00001,0.00004,0.00005,
12                    9,0.00006,0.00012,0.00063,0.00018,0.00008,0.00057,0.00022,0.00009,0.00015,0.00050,0.00014,0.00007,0.00010,0.00092,0.00052,0.00091,0.00010,
12                    10,0.00000,0.00002,0.00001,0.00001,0.00002,0.00004,0.00001,0.00001,0.00001,0.00003,0.00003,0.00008,0.00001,0.00004,0.00001,0.00003,0.00006,
12                    11,0.00000,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00002,0.00002,0.00005,0.00001,0.00002,0.00001,0.00003,0.00004,
13                    1,0.00001,0.00002,0.00001,0.00002,0.00001,0.00004,0.00003,0.00001,0.00003,0.00004,0.00002,0.00001,0.00003,0.00008,0.00007,0.00004,0.00008,
13                    2,0.00000,0.00002,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00002,
13                    3,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,0.00002,
13                    4,0.00000,0.00002,0.00001,0.00002,0.00001,0.00005,0.00003,0.00002,0.00003,0.00004,0.00002,0.00001,0.00004,0.00004,0.00007,0.00018,0.00010,
13                    5,0.00003,0.00001,0.00002,0.00001,0.00001,0.00002,0.00002,0.00001,0.00002,0.00003,0.00001,0.00001,0.00001,0.00006,0.00003,0.00002,0.00005,
13                    6,0.00141,0.00058,0.00104,0.00078,0.00039,0.00116,0.00120,0.00055,0.00096,0.00284,0.00068,0.00288,0.00086,0.00319,0.00219,0.01316,0.01078,
13                    7,0.00001,0.00007,0.00006,0.00005,0.00003,0.00009,0.00006,0.00001,0.00004,0.00008,0.00004,0.00055,0.00007,0.00016,0.00013,0.00058,0.00011,
13                    8,0.00000,0.00003,0.00005,0.00002,0.00001,0.00002,0.00001,0.00002,0.00002,0.00003,0.00002,0.00002,0.00001,0.00003,0.00002,0.00003,0.00001,
13                    9,0.00006,0.00011,0.00070,0.00020,0.00009,0.00058,0.00024,0.00010,0.00017,0.00059,0.00015,0.00007,0.00013,0.00094,0.00057,0.00114,0.00005,
13                    10,0.00000,0.00003,0.00001,0.00002,0.00002,0.00004,0.00002,0.00001,0.00003,0.00005,0.00003,0.00009,0.00002,0.00006,0.00003,0.00005,0.00001,
13                    11,0.00000,0.00002,0.00003,0.00001,0.00001,0.00002,0.00002,0.00001,0.00002,0.00003,0.00002,0.00006,0.00001,0.00004,0.00003,0.00003,0.00001,
13                    12,0.00000,0.00002,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00002,0.00003,0.00002,0.00001,0.00002,0.00003,0.00003,0.00004,0.00006,
14                    1,0.00000,0.00001,0.00001,0.00002,0.00001,0.00004,0.00002,0.00001,0.00002,0.00004,0.00002,0.00000,0.00002,0.00007,0.00007,0.00003,0.00006,
14                    2,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00002,0.00001,
14                    3,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,
14                    4,0.00001,0.00001,0.00001,0.00002,0.00001,0.00005,0.00003,0.00001,0.00003,0.00004,0.00002,0.00001,0.00004,0.00003,0.00006,0.00019,0.00008,
14                    5,0.00003,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00003,0.00002,0.00001,0.00001,0.00004,0.00002,0.00003,0.00003,
14                    6,0.00141,0.00057,0.00103,0.00077,0.00039,0.00116,0.00116,0.00055,0.00100,0.00277,0.00069,0.00278,0.00090,0.00309,0.00217,0.01311,0.01039,
14                    7,0.00001,0.00007,0.00006,0.00005,0.00003,0.00008,0.00006,0.00001,0.00005,0.00006,0.00004,0.00051,0.00008,0.00013,0.00012,0.00058,0.00009,
14                    8,0.00000,0.00003,0.00004,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,0.00002,0.00002,0.00001,0.00002,0.00002,0.00002,0.00003,0.00002,
14                    9,0.00005,0.00011,0.00069,0.00019,0.00009,0.00057,0.00024,0.00010,0.00018,0.00056,0.00015,0.00006,0.00015,0.00088,0.00056,0.00113,0.00006,
14                    10,0.00000,0.00002,0.00001,0.00002,0.00002,0.00004,0.00002,0.00000,0.00002,0.00003,0.00003,0.00008,0.00003,0.00003,0.00003,0.00005,0.00002,
14                    11,0.00000,0.00001,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002,0.00004,0.00001,0.00002,0.00002,0.00003,0.00001,
14                    12,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00002,0.00001,0.00002,0.00002,0.00002,0.00004,0.00004,
14                    13,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00002,0.00001,0.00001,0.00002,0.00000,0.00001,0.00001,0.00002,0.00001,0.00001,0.00002,
15                    1,0.00001,0.00002,0.00003,0.00005,0.00002,0.00016,0.00002,0.00002,0.00002,0.00006,0.00005,0.00001,0.00003,0.00010,0.00016,0.00013,0.00004,
15                    2,0.00001,0.00003,0.00002,0.00004,0.00002,0.00012,0.00003,0.00002,0.00002,0.00004,0.00003,0.00001,0.00004,0.00004,0.00005,0.00013,0.00011,
15                    3,0.00001,0.00002,0.00002,0.00003,0.00001,0.00011,0.00002,0.00002,0.00001,0.00004,0.00003,0.00001,0.00003,0.00004,0.00006,0.00013,0.00010,
15                    4,0.00001,0.00003,0.00003,0.00006,0.00003,0.00010,0.00004,0.00002,0.00003,0.00006,0.00004,0.00002,0.00011,0.00005,0.00011,0.00028,0.00005,
15                    5,0.00004,0.00003,0.00003,0.00005,0.00002,0.00015,0.00003,0.00002,0.00003,0.00005,0.00005,0.00002,0.00006,0.00007,0.00008,0.00015,0.00006,
15                    6,0.00146,0.00058,0.00112,0.00091,0.00043,0.00086,0.00120,0.00054,0.00104,0.00275,0.00072,0.00287,0.00119,0.00300,0.00202,0.01348,0.00883,
15                    7,0.00001,0.00010,0.00009,0.00010,0.00004,0.00013,0.00008,0.00002,0.00007,0.00010,0.00006,0.00054,0.00017,0.00015,0.00017,0.00077,0.00007,
15                    8,0.00001,0.00003,0.00006,0.00005,0.00002,0.00012,0.00003,0.00002,0.00003,0.00005,0.00004,0.00002,0.00004,0.00006,0.00007,0.00013,0.00014,
15                    9,0.00007,0.00011,0.00076,0.00025,0.00011,0.00043,0.00025,0.00010,0.00019,0.00056,0.00016,0.00007,0.00028,0.00090,0.00044,0.00123,0.00021,
15                    10,0.00001,0.00004,0.00003,0.00006,0.00004,0.00016,0.00004,0.00002,0.00003,0.00007,0.00006,0.00010,0.00009,0.00008,0.00010,0.00021,0.00016,
15                    11,0.00001,0.00004,0.00005,0.00005,0.00003,0.00013,0.00003,0.00002,0.00003,0.00005,0.00004,0.00006,0.00006,0.00005,0.00007,0.00017,0.00012,
15                    12,0.00001,0.00003,0.00004,0.00005,0.00002,0.00013,0.00004,0.00002,0.00003,0.00005,0.00005,0.00001,0.00008,0.00004,0.00007,0.00022,0.00007,
15                    13,0.00001,0.00002,0.00003,0.00004,0.00002,0.00012,0.00003,0.00002,0.00002,0.00004,0.00004,0.00001,0.00005,0.00004,0.00006,0.00014,0.00015,
15                    14,0.00001,0.00003,0.00002,0.00004,0.00001,0.00012,0.00003,0.00002,0.00002,0.00003,0.00003,0.00001,0.00004,0.00004,0.00006,0.00016,0.00011,
16                    1,0.00044,0.00002,0.00002,0.00004,0.00001,0.00007,0.00004,0.00002,0.00004,0.00007,0.00003,0.00025,0.00003,0.00010,0.00010,0.00020,0.00009,
16                    2,0.00042,0.00001,0.00001,0.00002,0.00001,0.00006,0.00004,0.00002,0.00003,0.00004,0.00001,0.00025,0.00002,0.00003,0.00003,0.00015,0.00002,
16                    3,0.00045,0.00002,0.00002,0.00003,0.00001,0.00006,0.00005,0.00002,0.00004,0.00005,0.00002,0.00025,0.00002,0.00005,0.00003,0.00020,0.00003,
16                    4,0.00044,0.00002,0.00001,0.00003,0.00002,0.00006,0.00006,0.00002,0.00006,0.00008,0.00002,0.00028,0.00005,0.00006,0.00006,0.00023,0.00012,
16                    5,0.00029,0.00003,0.00002,0.00003,0.00001,0.00006,0.00005,0.00002,0.00004,0.00006,0.00002,0.00027,0.00002,0.00005,0.00004,0.00016,0.00007,
16                    6,0.00039,0.00058,0.00099,0.00068,0.00038,0.00101,0.00114,0.00055,0.00102,0.00260,0.00065,0.00210,0.00088,0.00286,0.00197,0.01326,0.01099,
16                    7,0.00044,0.00006,0.00005,0.00005,0.00002,0.00010,0.00006,0.00002,0.00006,0.00008,0.00004,0.00024,0.00008,0.00012,0.00010,0.00066,0.00014,
16                    8,0.00043,0.00003,0.00004,0.00002,0.00001,0.00005,0.00005,0.00002,0.00005,0.00004,0.00002,0.00027,0.00002,0.00004,0.00003,0.00019,0.00002,
16                    9,0.00024,0.00012,0.00066,0.00018,0.00008,0.00036,0.00024,0.00010,0.00019,0.00054,0.00013,0.00032,0.00014,0.00077,0.00047,0.00118,0.00004,
16                    10,0.00043,0.00002,0.00001,0.00002,0.00002,0.00004,0.00005,0.00002,0.00005,0.00003,0.00002,0.00030,0.00003,0.00003,0.00004,0.00020,0.00001,
16                    11,0.00042,0.00001,0.00002,0.00002,0.00002,0.00005,0.00004,0.00002,0.00004,0.00004,0.00002,0.00027,0.00002,0.00003,0.00003,0.00020,0.00002,
16                    12,0.00043,0.00002,0.00002,0.00003,0.00001,0.00006,0.00004,0.00002,0.00004,0.00005,0.00003,0.00026,0.00003,0.00005,0.00003,0.00019,0.00007,
16                    13,0.00043,0.00003,0.00001,0.00003,0.00001,0.00006,0.00004,0.00001,0.00004,0.00006,0.00002,0.00026,0.00001,0.00006,0.00004,0.00016,0.00001,
16                    14,0.00043,0.00002,0.00001,0.00002,0.00001,0.00006,0.00004,0.00002,0.00004,0.00004,0.00002,0.00025,0.00002,0.00003,0.00003,0.00019,0.00003,
16                    15,0.00045,0.00004,0.00002,0.00005,0.00002,0.00011,0.00004,0.00003,0.00004,0.00007,0.00003,0.00026,0.00005,0.00006,0.00005,0.00014,0.00017,
