"Sample    : Cr",
"Operator  : ",
"Comment  : 15756",
"Group     : kerr2007ag180cal_lt",
"Date       : 2008-05-30 20:39:33",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  187-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"7",
"9",
"12",
"10",
"8",
"16",
"14",
"12",
"10",
"16",
"13",
"15",
"8",
"7",
"10",
"5",
"9",
"14",
"8",
"12",
"13",
"15",
"8",
"10",
"12",
"14",
"10",
"19",
"16",
"12",
"12",
"13",
"13",
"23",
"8",
"19",
"13",
"15",
"9",
"21",
"16",
"10",
"17",
"13",
"12",
"9",
"16",
"9",
"8",
"16",
"7",
"7",
"17",
"10",
"12",
"5",
"13",
"15",
"10",
"13",
"10",
"13",
"5",
"6",
"12",
"8",
"3",
"8",
"10",
"13",
"14",
"9",
"12",
"12",
"14",
"13",
"12",
"20",
"9",
"15",
"18",
"19",
"18",
"15",
"8",
"15",
"14",
"16",
"17",
"15",
"12",
"8",
"14",
"15",
"17",
"8",
"13",
"15",
"13",
"14",
"14",
"14",
"12",
"13",
"20",
"20",
"13",
"13",
"18",
"14",
"12",
"16",
"6",
"19",
"17",
"20",
"20",
"20",
"27",
"28",
"18",
"19",
"22",
"12",
"23",
"16",
"21",
"25",
"14",
"13",
"9",
"16",
"18",
"16",
"13",
"12",
"18",
"27",
"15",
"19",
"18",
"31",
"30",
"25",
"22",
"17",
"21",
"37",
"19",
"18",
"18",
"9",
"9",
"20",
"22",
"19",
"22",
"13",
"21",
"25",
"26",
"26",
"25",
"30",
"28",
"33",
"41",
"50",
"40",
"54",
"43",
"73",
"55",
"46",
"40",
"35",
"29",
"37",
"22",
"20",
"24",
"23",
"17",
"22",
"16",
"13",
"13",
"17",
"8",
"16",
"20",
"17",
"23",
"15",
"22",
"15",
"14",
"20",
"17",
"21",
"10",
"21",
"16",
"22",
"15",
"7",
"16",
"19",
"15",
"21",
"10",
"14",
"7",
"12",
"19",
"17",
"25",
"20",
"19",
"13",
"13",
"18",
"10",
"14",
"14",
"10",
"6",
"21",
"5",
"17",
"21",
"6",
"19",
"15",
"16",
"18",
"14",
"15",
"22",
"24",
"22",
"19",
"12",
"21",
"18",
"17",
"20",
"16",
"22",
"22",
"20",
"22",
"13",
"16",
"22",
"23",
"25",
"24",
"14",
"16",
"15",
"22",
"17",
"20",
"22",
"18",
"14",
"24",
"15",
"18",
"21",
"28",
"26",
"18",
"23",
"22",
"13",
"18",
"18",
"15",
"25",
"15",
"14",
"17",
"18",
"18",
"21",
"15",
"19",
"18",
"16",
"14",
"26",
"21",
"25",
"24",
"18",
"28",
"26",
"22",
"23",
"26",
"20",
"39",
"24",
"27",
"29",
"36",
"37",
"22",
"25",
"17",
"31",
"20",
"24",
"31",
"23",
"26",
"17",
"36",
"35",
"26",
"51",
"52",
"63",
"87",
"111",
"144",
"163",
"201",
"251",
"346",
"395",
"464",
"529",
"563",
"649",
"618",
"652",
"702",
"636",
"622",
"525",
"474",
"450",
"383",
"312",
"240",
"186",
"154",
"104",
"105",
"78",
"70",
"77",
"68",
"72",
"67",
"67",
"63",
"49",
"59",
"61",
"72",
"73",
"69",
"76",
"73",
"98",
"88",
"103",
"99",
"92",
"93",
"80",
"89",
"87",
"73",
"72",
"61",
"57",
"51",
"46",
"65",
"60",
"52",
"58",
"70",
"47",
"63",
"44",
"57",
"52",
"48",
"47",
"64",
"47",
"56",
"52",
"51",
"54",
"54",
"46",
"60",
"47",
"49",
"54",
"72",
"44",
"71",
"54",
"64",
"51",
"71",
"70",
"84",
"71",
"59",
"71",
"69",
"65",
"64",
"85",
"83",
"80",
"86",
"78",
"77",
"94",
"78",
"90",
"103",
"91",
"122",
"88",
"84",
"87",
"108",
"99",
"103",
"99",
"93",
"97",
"103",
"85",
"102",
"98",
"82",
"102",
"108",
"70",
"79",
"88",
"70",
"88",
"89",
"69",
"86",
"71",
"82",
"99",
"81",
"79",
"80",
"89",
"104",
"79",
"99",
"101",
"87",
"109",
"109",
"101",
"92",
"130",
"96",
"125",
"126",
"115",
"134",
"130",
"160",
"157",
"149",
"175",
"187",
"170",
"221",
"215",
"295",
"305",
"377",
"436",
"606",
"782",
"1207",
"1558",
"2420",
"3167",
"4730",
"6060",
"8330",
"10407",
"13327",
"16250",
"19862",
"23270",
"26978",
"28556",
"32047",
"32984",
"35456",
"33218",
"34215",
"31513",
"30140",
"25696",
"24017",
"19690",
"17216",
"13161",
"11222",
"8324",
"6497",
"4593",
"3375",
"2307",
"1699",
"1037",
"782",
"509",
"317",
"270",
"209",
"165",
"155",
"145",
"136",
"136",
"142",
"126",
"133",
"175",
"179",
"152",
"196",
"229",
"263",
"325",
"419",
"487",
"657",
"768",
"1089",
"1242",
"1624",
"1734",
"2276",
"2521",
"3099",
"3304",
"3893",
"3835",
"4183",
"4290",
"4366",
"4296",
"4184",
"3702",
"3647",
"3195",
"2986",
"2377",
"2047",
"1673",
"1419",
"1074",
"875",
"672",
"464",
"361",
"311",
"198",
"142",
"126",
"100",
"77",
"67",
"64",
"47",
"51",
"60",
"46",
"52",
"60",
"65",
"42",
"58",
"47",
"49",
"50",
"67",
"62",
"64",
"76",
"67",
"71",
"77",
"75",
"86",
"84",
"79",
"82",
"69",
"70",
"64",
"75",
"73",
"79",
"83",
"64",
"90",
"76",
"64",
"65",
"55",
"72",
"70",
"82",
"77",
"62",
"83",
"105",
"78",
"102",
"89",
"97",
"66",
"84",
"94",
"90",
"84",
"106",
"99",
"81",
"84",
"85",
"81",
"71",
"85",
"86",
"64",
"75",
"79",
"101",
"93",
"76",
"89",
"65",
"94",
"60",
"77",
"87",
"64",
"55",
"71",
"76",
"68",
"80",
"70",
"65",
"73",
"63",
"64",
"70",
"83",
"58",
"75",
"55",
"77",
"60",
"86",
"61",
"64",
"60",
"66",
"68",
"67",
"54",
"62",
"66",
"71",
"67",
"55",
"76",
"65",
"46",
"71",
"49",
"69",
"61",
"59",
"62",
"77",
"66",
"75",
"73",
"75",
"75",
"65",
"64",
"70",
"82",
"76",
"75",
"52",
"67",
"78",
"71",
"71",
"77",
"63",
"78",
"97",
"92",
"81",
"73",
"77",
"73",
"58",
"65",
"68",
"63",
"65",
"67",
"79",
"71",
"83",
"84",
"104",
"72",
"76",
"75",
"80",
"80",
"96",
"87",
"90",
"79",
"69",
"83",
"70",
"76",
"71",
"81",
"86",
"72",
"80",
"70",
"80",
"84",
"81",
"69",
"82",
"96",
"84",
"73",
"81",
"92",
"86",
"99",
"66",
"75",
"94",
"88",
"90",
"89",
"100",
"86",
"97",
"98",
"67",
"87",
"84",
"82",
"67",
"60",
"79",
"82",
"83",
"59",
"79",
"81",
"86",
"72",
"75",
"67",
"66",
"81",
"75",
"80",
"72",
"78",
"80",
"85",
"87",
"73",
"87",
"78",
"92",
"80",
"55",
"70",
"89",
"49",
"80",
"86",
"68",
"81",
"78",
"82",
"88",
"88",
"86",
"92",
"108",
"104",
"121",
"85",
"102",
"116",
"122",
"125",
"93",
"118",
"115",
"107",
"112",
"105",
"125",
"92",
"107",
"119",
"82",
"90",
"82",
"80",
"91",
"94",
"79",
"89",
"81",
"81",
"73",
"68",
"51",
"55",
"73",
"70",
"70",
"64",
"72",
"80",
"85",
"89",
"86",
"88",
"83",
"73",
"79",
"68",
"75",
"63",
"81",
"73",
"69",
"72",
"65",
"80",
"83",
"62",
"59",
"83",
"84",
"78",
"62",
"62",
"66",
"65",
"71",
"89",
"88",
"77",
"69",
"73",
"88",
"67",
"68",
"75",
"84",
"64",
"66",
"66",
"70",
"79",
"76",
"60",
"69",
"64",
"65",
"61",
"82",
"73",
"79",
"67",
"81",
"86",
"82",
"82",
"78",
"81",
"80",
"80",
"67",
"72",
"84",
"64",
"81",
"65",
"71",
"70",
"68",
"81",
"71",
"83",
"69",
"87",
"73",
"83",
"99",
"83",
"78",
"75",
"80",
"62",
"76",
"75",
"82",
"82",
"78",
"66",
"73",
"78",
"75",
"76",
"77",
"65",
"81",
"75",
"81",
"76",
"62",
"76",
"77",
"72",
"75",
"77",
"85",
"85",
"81",
"68",
"83",
"77",
"79",
"76",
"72",
"76",
"83",
"76",
"76",
"72",
"106",
"86",
"106",
"84",
"93",
"83",
"77",
"81",
"84",
"91",
"84",
"83",
"64",
"85",
"77",
"82",
"71",
"84",
"98",
"75",
"76",
"79",
"85",
"70",
"78",
"58",
"97",
"67",
"91",
"79",
"65",
"64",
"69",
"84",
"70",
"64",
"68",
"83",
"82",
"60",
"78",
"83",
"77",
"67",
"88",
"80",
"76",
"72",
"82",
"72",
"76",
"80",
"83",
"71",
"93",
"69",
"79",
"73",
"85",
"71",
"105",
"80",
"90",
"72",
"94",
"94",
"91",
"98",
"82",
"101",
"131",
"121",
"120",
"97",
"114",
"102",
"115",
"105",
"104",
"92",
"91",
"108",
"91",
"105",
"81",
"72",
"76",
"77",
"77",
"72",
"71",
"66",
"91",
"79",
"77",
"75",
"66",
"84",
"63",
"61",
"75",
"58",
"72",
"68",
"68",
"82",
"83",
"66",
"69",
"75",
"69",
"66",
"78",
"68",
"64",
"68",
"83",
"76",
"73",
"85",
"84",
"89",
"105",
"87",
"88",
"94",
"69",
"77",
"70",
"81",
"96",
"85",
"76",
"88",
"88",
"76",
"58",
"81",
"67",
"80",
"68",
"72",
"64",
"61",
"60",
"65",
"72",
"76",
"81",
"97",
"70",
"68",
"61",
"55",
"81",
"49",
"75",
"56",
"81",
"67",
"59",
"70",
"83",
"63",
"62",
"59",
"76",
"62",
"75",
"75",
"59",
"76",
"81",
"77",
"68",
"65",
"78",
"64",
"64",
"62",
"65",
"60",
"79",
"63",
"75",
"62",
"62",
"58",
"77",
"67",
"56",
"72",
"61",
"71",
"90",
"55",
"86",
"68",
"70",
"87",
"61",
"79",
"50",
"68",
"58",
"71",
"73",
"60",
"72",
"51",
"51",
"83",
"63",
"63",
"64",
"75",
"64",
"47",
"66",
"56",
"57",
"55",
"60",
"58",
"75",
"62",
"61",
"72",
"65",
"65",
"58",
"50",
"51",
"73",
"51",
"89",
"61",
"82",
"64",
"65",
"64",
"63",
"72",
"67",
"62",
"54",
"56",
"57",
"47",
"61",
"50",
"61",
"60",
"62",
"61",
"64",
"65",
"56",
"70",
"56",
"58",
"56",
"59",
"50",
"62",
"61",
"70",
"57",
"69",
"55",
"62",
"70",
"66",
"69",
"57",
"65",
"68",
"56",
"39",
"56",
"60",
"59",
"61",
"62",
"77",
"54",
"76",
"65",
"59",
"65",
"82",
"47",
"69",
"71",
"65",
"49",
"70",
"62",
"68",
"62",
"52",
"64",
"61",
"63",
"55",
"56",
"69",
"50",
"54",
"76",
"70",
"54",
"77",
"64",
"50",
"55",
"66",
"51",
"55",
"61",
"76",
"68",
"61",
"65",
"69",
"62",
"58",
"48",
"62",
"70",
"67",
"58",
"45",
"72",
"71",
"52",
"66",
"72",
"56",
"58",
"54",
"58",
"61",
"60",
"60",
"58",
"59",
"62",
"48",
"59",
"63",
"62",
"50",
"67",
"65",
