"Sample    : Cr ",
"Operator  : Luciana",
"Comment  : VIIB",
"Group     : kerr2007ag180cal_lt",
"Date       : 2008-05-29 16:23:56",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"6",
"10",
"12",
"12",
"5",
"7",
"9",
"10",
"10",
"11",
"9",
"10",
"3",
"10",
"12",
"11",
"9",
"5",
"10",
"12",
"10",
"11",
"12",
"10",
"10",
"11",
"7",
"11",
"7",
"14",
"12",
"9",
"1",
"6",
"10",
"9",
"12",
"5",
"2",
"10",
"12",
"4",
"6",
"10",
"9",
"4",
"7",
"9",
"9",
"9",
"9",
"11",
"4",
"10",
"7",
"12",
"2",
"10",
"10",
"17",
"7",
"5",
"5",
"10",
"13",
"7",
"7",
"9",
"7",
"14",
"10",
"7",
"14",
"9",
"13",
"13",
"9",
"18",
"6",
"10",
"10",
"15",
"12",
"14",
"14",
"15",
"13",
"6",
"10",
"12",
"11",
"10",
"9",
"12",
"12",
"15",
"10",
"11",
"13",
"17",
"13",
"15",
"10",
"12",
"3",
"14",
"19",
"16",
"11",
"12",
"13",
"18",
"19",
"16",
"17",
"25",
"27",
"28",
"18",
"26",
"19",
"25",
"18",
"20",
"19",
"23",
"13",
"15",
"18",
"12",
"15",
"17",
"5",
"20",
"21",
"20",
"20",
"23",
"27",
"32",
"27",
"46",
"36",
"38",
"34",
"43",
"48",
"35",
"33",
"33",
"15",
"15",
"18",
"18",
"17",
"18",
"27",
"20",
"20",
"14",
"16",
"15",
"19",
"15",
"26",
"20",
"21",
"26",
"32",
"26",
"29",
"22",
"30",
"27",
"20",
"25",
"19",
"17",
"19",
"16",
"14",
"15",
"17",
"14",
"15",
"16",
"11",
"11",
"14",
"17",
"12",
"19",
"14",
"18",
"25",
"13",
"21",
"15",
"23",
"21",
"15",
"13",
"16",
"16",
"18",
"16",
"9",
"17",
"13",
"15",
"17",
"13",
"15",
"12",
"18",
"12",
"18",
"19",
"15",
"17",
"13",
"12",
"16",
"10",
"13",
"17",
"17",
"18",
"21",
"12",
"16",
"15",
"14",
"18",
"16",
"15",
"16",
"17",
"23",
"17",
"10",
"18",
"15",
"18",
"15",
"14",
"17",
"17",
"13",
"18",
"9",
"17",
"15",
"25",
"11",
"13",
"12",
"15",
"22",
"13",
"15",
"12",
"9",
"23",
"11",
"15",
"7",
"15",
"15",
"13",
"15",
"10",
"13",
"17",
"17",
"13",
"20",
"11",
"15",
"22",
"11",
"17",
"18",
"16",
"22",
"21",
"15",
"20",
"23",
"21",
"14",
"13",
"21",
"18",
"21",
"17",
"15",
"20",
"18",
"23",
"25",
"21",
"25",
"16",
"23",
"27",
"19",
"18",
"20",
"19",
"21",
"22",
"28",
"17",
"21",
"26",
"26",
"10",
"25",
"35",
"33",
"39",
"43",
"43",
"59",
"65",
"74",
"102",
"117",
"141",
"165",
"196",
"218",
"229",
"272",
"297",
"272",
"321",
"220",
"239",
"232",
"206",
"163",
"148",
"126",
"99",
"81",
"57",
"53",
"44",
"45",
"42",
"38",
"54",
"36",
"48",
"33",
"41",
"30",
"41",
"46",
"35",
"32",
"42",
"31",
"31",
"41",
"41",
"29",
"28",
"42",
"42",
"27",
"28",
"38",
"41",
"34",
"25",
"43",
"44",
"43",
"36",
"48",
"41",
"52",
"61",
"66",
"57",
"51",
"50",
"59",
"48",
"63",
"58",
"59",
"58",
"52",
"54",
"57",
"38",
"39",
"51",
"48",
"47",
"47",
"39",
"39",
"31",
"62",
"44",
"55",
"59",
"42",
"71",
"46",
"62",
"59",
"58",
"74",
"65",
"64",
"64",
"68",
"68",
"74",
"61",
"82",
"80",
"70",
"66",
"77",
"99",
"89",
"84",
"86",
"104",
"90",
"86",
"84",
"85",
"68",
"81",
"84",
"84",
"89",
"90",
"98",
"82",
"76",
"71",
"71",
"83",
"69",
"75",
"74",
"91",
"89",
"87",
"80",
"78",
"112",
"83",
"117",
"104",
"96",
"104",
"110",
"102",
"102",
"94",
"108",
"125",
"120",
"100",
"131",
"128",
"114",
"139",
"146",
"170",
"140",
"185",
"190",
"197",
"169",
"213",
"226",
"244",
"257",
"305",
"379",
"463",
"574",
"816",
"1116",
"1609",
"2203",
"3266",
"4454",
"6388",
"8268",
"11078",
"14517",
"18541",
"21823",
"27138",
"31091",
"35452",
"37867",
"41459",
"43831",
"45196",
"43266",
"43491",
"40329",
"37417",
"32434",
"29102",
"24763",
"20736",
"16219",
"13133",
"9943",
"7697",
"5280",
"3969",
"2778",
"1935",
"1236",
"805",
"580",
"383",
"264",
"226",
"160",
"132",
"136",
"154",
"145",
"136",
"145",
"152",
"162",
"203",
"217",
"248",
"287",
"357",
"408",
"539",
"638",
"886",
"1070",
"1354",
"1629",
"2088",
"2330",
"3010",
"3549",
"3964",
"4217",
"5105",
"5203",
"5273",
"5520",
"5667",
"5598",
"5383",
"4800",
"4510",
"4089",
"3496",
"2986",
"2585",
"2052",
"1609",
"1251",
"996",
"744",
"556",
"355",
"275",
"217",
"147",
"87",
"74",
"70",
"39",
"34",
"45",
"35",
"37",
"35",
"30",
"28",
"41",
"33",
"38",
"58",
"39",
"62",
"45",
"49",
"57",
"62",
"60",
"58",
"77",
"75",
"80",
"95",
"84",
"78",
"89",
"83",
"82",
"66",
"74",
"73",
"78",
"61",
"34",
"55",
"51",
"47",
"66",
"66",
"54",
"50",
"61",
"54",
"57",
"45",
"39",
"64",
"57",
"69",
"65",
"68",
"54",
"53",
"64",
"68",
"66",
"49",
"52",
"60",
"58",
"55",
"62",
"49",
"32",
"42",
"44",
"42",
"47",
"51",
"47",
"48",
"42",
"46",
"30",
"42",
"41",
"36",
"19",
"46",
"38",
"42",
"37",
"37",
"42",
"23",
"38",
"39",
"49",
"33",
"38",
"31",
"33",
"35",
"37",
"35",
"36",
"25",
"23",
"28",
"33",
"34",
"42",
"38",
"28",
"39",
"21",
"25",
"29",
"25",
"41",
"35",
"36",
"22",
"47",
"41",
"45",
"36",
"33",
"31",
"31",
"31",
"41",
"30",
"38",
"29",
"28",
"39",
"42",
"44",
"48",
"43",
"43",
"45",
"38",
"46",
"48",
"48",
"28",
"47",
"52",
"47",
"49",
"48",
"45",
"33",
"47",
"49",
"51",
"39",
"41",
"49",
"53",
"39",
"46",
"46",
"43",
"34",
"39",
"45",
"45",
"47",
"51",
"42",
"37",
"41",
"45",
"37",
"58",
"35",
"37",
"43",
"39",
"44",
"37",
"45",
"51",
"37",
"43",
"59",
"54",
"50",
"45",
"46",
"55",
"45",
"41",
"45",
"45",
"48",
"47",
"57",
"54",
"43",
"48",
"34",
"41",
"45",
"38",
"32",
"43",
"48",
"31",
"38",
"39",
"44",
"34",
"38",
"33",
"33",
"36",
"38",
"42",
"42",
"32",
"50",
"37",
"36",
"21",
"47",
"42",
"51",
"49",
"47",
"50",
"34",
"36",
"35",
"33",
"46",
"53",
"42",
"53",
"41",
"49",
"58",
"62",
"43",
"51",
"60",
"74",
"57",
"73",
"80",
"76",
"66",
"63",
"55",
"71",
"65",
"57",
"59",
"65",
"61",
"76",
"55",
"49",
"50",
"46",
"39",
"52",
"48",
"42",
"55",
"46",
"43",
"36",
"39",
"37",
"41",
"37",
"41",
"42",
"38",
"28",
"32",
"41",
"44",
"28",
"32",
"38",
"29",
"33",
"49",
"31",
"31",
"28",
"35",
"29",
"45",
"27",
"30",
"33",
"23",
"36",
"42",
"32",
"41",
"42",
"37",
"36",
"42",
"41",
"39",
