"Sample    : Mn",
"Operator  : Luciana",
"Comment  : 48.9 - 6587D",
"Group     : kerr2007ag180cal_lt",
"Date       : 2008-05-29 16:28:01",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"5",
"18",
"13",
"10",
"12",
"15",
"18",
"18",
"14",
"24",
"12",
"11",
"5",
"11",
"18",
"14",
"6",
"20",
"14",
"18",
"4",
"14",
"20",
"16",
"18",
"13",
"17",
"12",
"13",
"17",
"15",
"15",
"15",
"15",
"16",
"14",
"12",
"19",
"11",
"22",
"16",
"15",
"18",
"13",
"15",
"11",
"11",
"8",
"16",
"7",
"13",
"13",
"10",
"12",
"5",
"19",
"16",
"13",
"12",
"16",
"13",
"7",
"10",
"13",
"10",
"19",
"16",
"17",
"16",
"13",
"8",
"8",
"10",
"11",
"10",
"17",
"11",
"11",
"15",
"11",
"10",
"11",
"7",
"15",
"7",
"17",
"10",
"13",
"14",
"15",
"14",
"14",
"7",
"13",
"16",
"14",
"8",
"14",
"11",
"17",
"11",
"12",
"7",
"10",
"12",
"13",
"10",
"18",
"15",
"13",
"11",
"12",
"17",
"18",
"30",
"24",
"24",
"29",
"29",
"24",
"17",
"17",
"24",
"16",
"16",
"13",
"14",
"13",
"15",
"15",
"15",
"15",
"13",
"19",
"16",
"13",
"17",
"20",
"27",
"19",
"29",
"30",
"34",
"30",
"31",
"30",
"22",
"29",
"18",
"24",
"29",
"24",
"19",
"20",
"12",
"15",
"15",
"11",
"14",
"13",
"15",
"15",
"16",
"11",
"14",
"15",
"16",
"12",
"17",
"17",
"18",
"14",
"13",
"17",
"18",
"17",
"12",
"13",
"16",
"7",
"13",
"16",
"12",
"11",
"12",
"15",
"17",
"21",
"14",
"23",
"18",
"30",
"18",
"30",
"32",
"30",
"41",
"50",
"50",
"66",
"48",
"42",
"49",
"56",
"42",
"53",
"30",
"28",
"29",
"25",
"25",
"20",
"19",
"16",
"20",
"15",
"17",
"18",
"17",
"13",
"16",
"10",
"19",
"19",
"28",
"33",
"35",
"50",
"64",
"65",
"74",
"51",
"77",
"70",
"56",
"51",
"50",
"55",
"50",
"33",
"24",
"30",
"20",
"29",
"23",
"19",
"13",
"29",
"16",
"18",
"15",
"18",
"30",
"17",
"23",
"19",
"28",
"20",
"12",
"19",
"13",
"21",
"24",
"12",
"15",
"20",
"7",
"10",
"15",
"18",
"17",
"12",
"8",
"14",
"10",
"18",
"16",
"16",
"12",
"13",
"7",
"13",
"2",
"17",
"18",
"11",
"11",
"13",
"11",
"7",
"14",
"11",
"11",
"25",
"16",
"14",
"13",
"11",
"21",
"15",
"14",
"13",
"12",
"14",
"20",
"14",
"10",
"18",
"12",
"15",
"13",
"15",
"17",
"16",
"11",
"21",
"20",
"18",
"17",
"18",
"15",
"22",
"12",
"16",
"19",
"10",
"14",
"11",
"22",
"22",
"17",
"20",
"16",
"21",
"18",
"14",
"16",
"30",
"17",
"27",
"20",
"15",
"22",
"15",
"18",
"30",
"20",
"12",
"20",
"17",
"25",
"21",
"17",
"30",
"15",
"19",
"31",
"22",
"23",
"21",
"19",
"27",
"19",
"19",
"32",
"25",
"17",
"19",
"24",
"32",
"33",
"33",
"36",
"40",
"58",
"63",
"93",
"85",
"94",
"127",
"139",
"160",
"172",
"171",
"178",
"169",
"171",
"191",
"150",
"147",
"136",
"104",
"88",
"88",
"59",
"55",
"37",
"51",
"40",
"43",
"33",
"33",
"30",
"23",
"39",
"37",
"32",
"36",
"33",
"27",
"43",
"41",
"31",
"35",
"33",
"40",
"32",
"42",
"28",
"41",
"31",
"36",
"43",
"41",
"31",
"37",
"53",
"37",
"47",
"40",
"40",
"38",
"33",
"55",
"52",
"55",
"49",
"58",
"56",
"39",
"52",
"71",
"72",
"72",
"78",
"57",
"63",
"78",
"58",
"63",
"54",
"59",
"71",
"57",
"69",
"66",
"57",
"63",
"72",
"69",
"69",
"63",
"66",
"65",
"67",
"61",
"73",
"57",
"56",
"73",
"81",
"61",
"69",
"65",
"74",
"71",
"71",
"80",
"69",
"74",
"77",
"77",
"85",
"82",
"67",
"71",
"75",
"72",
"60",
"60",
"59",
"56",
"83",
"63",
"90",
"75",
"84",
"76",
"76",
"78",
"84",
"81",
"92",
"84",
"73",
"93",
"82",
"101",
"78",
"92",
"103",
"83",
"102",
"103",
"92",
"77",
"103",
"98",
"109",
"118",
"107",
"130",
"109",
"154",
"106",
"131",
"140",
"129",
"135",
"179",
"164",
"175",
"178",
"169",
"184",
"216",
"227",
"279",
"319",
"437",
"527",
"738",
"970",
"1425",
"1895",
"2796",
"3721",
"5275",
"6708",
"8839",
"11590",
"14449",
"17281",
"21145",
"23636",
"27622",
"29495",
"32188",
"34586",
"35586",
"34837",
"35951",
"32758",
"31422",
"27470",
"25191",
"21734",
"18995",
"15169",
"12542",
"9664",
"7770",
"5517",
"4080",
"3037",
"2213",
"1429",
"1098",
"732",
"498",
"354",
"249",
"227",
"142",
"136",
"162",
"130",
"137",
"104",
"117",
"131",
"134",
"145",
"156",
"154",
"182",
"181",
"207",
"215",
"249",
"241",
"305",
"392",
"496",
"578",
"736",
"944",
"1098",
"1353",
"1741",
"2051",
"2421",
"2719",
"3051",
"3598",
"3814",
"3984",
"4516",
"4585",
"4567",
"4431",
"4230",
"4046",
"3769",
"3393",
"3063",
"2712",
"2312",
"1908",
"1580",
"1207",
"1015",
"743",
"641",
"464",
"354",
"240",
"198",
"158",
"151",
"104",
"100",
"89",
"76",
"66",
"90",
"81",
"74",
"56",
"63",
"60",
"60",
"65",
"54",
"69",
"69",
"66",
"74",
"64",
"74",
"72",
"77",
"81",
"77",
"59",
"71",
"90",
"65",
"78",
"60",
"64",
"50",
"73",
"77",
"73",
"70",
"88",
"75",
"72",
"65",
"59",
"66",
"66",
"86",
"70",
"61",
"74",
"71",
"65",
"77",
"89",
"72",
"71",
"60",
"66",
"71",
"83",
"83",
"70",
"78",
"73",
"76",
"87",
"72",
"71",
"70",
"81",
"76",
"84",
"59",
"70",
"85",
"71",
"69",
"76",
"71",
"71",
"75",
"94",
"78",
"61",
"85",
"66",
"87",
"75",
"72",
"84",
"89",
"84",
"58",
"81",
"87",
"96",
"78",
"71",
"76",
"74",
"83",
"80",
"76",
"93",
"98",
"86",
"65",
"78",
"95",
"63",
"96",
"84",
"85",
"80",
"84",
"102",
"73",
"87",
"89",
"92",
"70",
"95",
"112",
"89",
"92",
"93",
"100",
"96",
"88",
"99",
"82",
"108",
"117",
"108",
"88",
"98",
"96",
"99",
"95",
"89",
"95",
"100",
"85",
"88",
"93",
"90",
"87",
"88",
"84",
"103",
"72",
"72",
"80",
"75",
"90",
"87",
"73",
"74",
"60",
"81",
"96",
"67",
"75",
"77",
"61",
"75",
"84",
"70",
"77",
"91",
"80",
"77",
"82",
"77",
"87",
"77",
"70",
"70",
"81",
"67",
"75",
"89",
"75",
"74",
"88",
"94",
"102",
"80",
"88",
"109",
"113",
"102",
"93",
"108",
"103",
"101",
"123",
"111",
"104",
"99",
"119",
"127",
"99",
"82",
"93",
"101",
"88",
"91",
"75",
"94",
"94",
"90",
"87",
"104",
"68",
"72",
"75",
"104",
"81",
"78",
"78",
"66",
"88",
"81",
"98",
"87",
"86",
"68",
"78",
"88",
"87",
"89",
"80",
"86",
"87",
"85",
"77",
"63",
"72",
"63",
"68",
"83",
"72",
"77",
"82",
"61",
"85",
"77",
"73",
"83",
"80",
"86",
"69",
"72",
"84",
"61",
"55",
"83",
"75",
"86",
"81",
"86",
"75",
"71",
"74",
"80",
"112",
"76",
"65",
"84",
"69",
"83",
"80",
"72",
"73",
"73",
"84",
"73",
"78",
"81",
"73",
"85",
"68",
"89",
"84",
"85",
"85",
"70",
"87",
"80",
"71",
"74",
"82",
"88",
"58",
"85",
"58",
"86",
"82",
"77",
"71",
"88",
"70",
"73",
"73",
"83",
"71",
"83",
"76",
"80",
"82",
"73",
"78",
"67",
"85",
"69",
"63",
"65",
"83",
"76",
"89",
"87",
"84",
"55",
"81",
"82",
"64",
"77",
"84",
"88",
"91",
"73",
"74",
"77",
"83",
"86",
"84",
"86",
"83",
"74",
"92",
"76",
"89",
"78",
"75",
"70",
"72",
"69",
"74",
"75",
"86",
"78",
"75",
"101",
"76",
"73",
"89",
"96",
"84",
"74",
"80",
"70",
"77",
"75",
"76",
"102",
"82",
"59",
"80",
"72",
"70",
"66",
"73",
"67",
"77",
"76",
"92",
"87",
"72",
"66",
"81",
"98",
"88",
"70",
"85",
"67",
"78",
"75",
"82",
"84",
"81",
"72",
"81",
"96",
"73",
"83",
"95",
"72",
"92",
"72",
"70",
"91",
"77",
"74",
"76",
"76",
"71",
"87",
"75",
"76",
"93",
"90",
"89",
"69",
"74",
"70",
"92",
"64",
"85",
"53",
"70",
"67",
"70",
"83",
"77",
"72",
"73",
"73",
"74",
"71",
"54",
"84",
"76",
"68",
"75",
"84",
"77",
"87",
"70",
"77",
"67",
"69",
"84",
"67",
"71",
"72",
"94",
"78",
"94",
"85",
"83",
"89",
"83",
"84",
"64",
"92",
"95",
"63",
"72",
"69",
"67",
"73",
"60",
"72",
"59",
"64",
"76",
"100",
"73",
"91",
"70",
"71",
"65",
"69",
"87",
"71",
"82",
"71",
"93",
"71",
"87",
"61",
"80",
"74",
"75",
"87",
"78",
"71",
"56",
"77",
"73",
"71",
"64",
"74",
"72",
"77",
"80",
"68",
"80",
"93",
"106",
"93",
"89",
"88",
"86",
"116",
"113",
"111",
"131",
"124",
"139",
"125",
"128",
"131",
"133",
"137",
"140",
"137",
"128",
"119",
"115",
"115",
"121",
"133",
"102",
"103",
"110",
"98",
"110",
"90",
"116",
"86",
"89",
"71",
"91",
"75",
"83",
"66",
"74",
"83",
"64",
"70",
"59",
"71",
"74",
"72",
"75",
"73",
"67",
"69",
"95",
"65",
"73",
"83",
"57",
"70",
"81",
"82",
"61",
"65",
"71",
"82",
"85",
"73",
"81",
"98",
"85",
"74",
"94",
"91",
"83",
"88",
"74",
"80",
"87",
"84",
"73",
"90",
"72",
"88",
"84",
"69",
"92",
"74",
"59",
"73",
"81",
"85",
"73",
"69",
"91",
"74",
"63",
"58",
"78",
"75",
"77",
"74",
"63",
"57",
"64",
"95",
"59",
"63",
"64",
"78",
"70",
"82",
"75",
"69",
"70",
"64",
"63",
"84",
"82",
"63",
"71",
"71",
"57",
"65",
"80",
"64",
"65",
"78",
"73",
"76",
"80",
"71",
"63",
"63",
"53",
"66",
"63",
"55",
"73",
"70",
"68",
"78",
"73",
"67",
"84",
"60",
"61",
"65",
"56",
"69",
"67",
"78",
"66",
"77",
"73",
"69",
"83",
"68",
"98",
"66",
"60",
"50",
"57",
"71",
"61",
"69",
"88",
"63",
"61",
"73",
"60",
"63",
"65",
"65",
"68",
"53",
"69",
"59",
"76",
"66",
"68",
"74",
"68",
"57",
"69",
"69",
"55",
"56",
"67",
"64",
"67",
"56",
"69",
"73",
"68",
"60",
"63",
"56",
"59",
"57",
"77",
"67",
"58",
"64",
"52",
"60",
"70",
"66",
"47",
"68",
"66",
"52",
"51",
"67",
"77",
"65",
"57",
"49",
"61",
"64",
"75",
"66",
"49",
"66",
"78",
"50",
"54",
"63",
"60",
"48",
"59",
"59",
"68",
"53",
"70",
"59",
"67",
"63",
"54",
"64",
"73",
"75",
"48",
"69",
"75",
"65",
"56",
"43",
"68",
"74",
"63",
"69",
"67",
"70",
"68",
"57",
"53",
"60",
"63",
"54",
"64",
"60",
"63",
"50",
"63",
"36",
"57",
"65",
"56",
"73",
"49",
"57",
"42",
"58",
"68",
"49",
"47",
"54",
"55",
"51",
"70",
"64",
"67",
"63",
"51",
"48",
"73",
"54",
"58",
"53",
"55",
"64",
"64",
"51",
"58",
"50",
"64",
"74",
"56",
"58",
"59",
"72",
"53",
"60",
"57",
"57",
"54",
"68",
"59",
"50",
"52",
"65",
"56",
"55",
"59",
"60",
"55",
"67",
"54",
"60",
"57",
"59",
"55",
"48",
"41",
"54",
"54",
"47",
"65",
"56",
"65",
"61",
"52",
"57",
"54",
"65",
"49",
"41",
"56",
"71",
"41",
"54",
"56",
"59",
"55",
"61",
"56",
"54",
"50",
"65",
"51",
"59",
"53",
"56",
"59",
"47",
"63",
"74",
"46",
"70",
"58",
"66",
"50",
"55",
"48",
"52",
"58",
"53",
"48",
"49",
"50",
"42",
"43",
"65",
"57",
"48",
"55",
"42",
"63",
"42",
"59",
"51",
"57",
"39",
"60",
"65",
"39",
"48",
"56",
"60",
"68",
"47",
"55",
"58",
"55",
"49",
"40",
"67",
"56",
"47",
"57",
"65",
"61",
"50",
"60",
"61",
"49",
"51",
"55",
"47",
"51",
"46",
"47",
"66",
"59",
"53",
"55",
"52",
"47",
"65",
"67",
"39",
"58",
"37",
"48",
"56",
"52",
"55",
"35",
"54",
"63",
"46",
"67",
"51",
"53",
"52",
"58",
"58",
"58",
"57",
"45",
"53",
"42",
"53",
"48",
"50",
"40",
"50",
"45",
"50",
"52",
"57",
"54",
"40",
"51",
"57",
"57",
"50",
"47",
"46",
"56",
"53",
"49",
"54",
"51",
"58",
"38",
"60",
"55",
"48",
"54",
"56",
"41",
"47",
"60",
"53",
"49",
"51",
"55",
"50",
"53",
"42",
"45",
"42",
"63",
"53",
"41",
"68",
"59",
"50",
"46",
"54",
"45",
"51",
"55",
"54",
"47",
"52",
"57",
"64",
"47",
"54",
"61",
"45",
"49",
"51",
"57",
"41",
"52",
"51",
"52",
"56",
"54",
"55",
"58",
"52",
"46",
"51",
"59",
"61",
"65",
"59",
"59",
"63",
"43",
"57",
"54",
"50",
"54",
"48",
"48",
"45",
"40",
"52",
"43",
"58",
"52",
"61",
"55",
"56",
"51",
"63",
"43",
"39",
"56",
"70",
"53",
"65",
"43",
"50",
"52",
"36",
"43",
"61",
"53",
"51",
"50",
"57",
"42",
"46",
"57",
"45",
"46",
"43",
"52",
"52",
"60",
"56",
"57",
"47",
"51",
"49",
"45",
"60",
"52",
"50",
"37",
"45",
"58",
"47",
"53",
"46",
"46",
"38",
"57",
"42",
"50",
"54",
"40",
"52",
"56",
"39",
"46",
"56",
"48",
"42",
"41",
"50",
"46",
"51",
"55",
"53",
"42",
"38",
"59",
"42",
"38",
"39",
"46",
"50",
"60",
"41",
"41",
"36",
"41",
"36",
"47",
"46",
"59",
"51",
"49",
"53",
"47",
"46",
"51",
"52",
"47",
"48",
"39",
"53",
"55",
"61",
"47",
"61",
"67",
"53",
"52",
"53",
"50",
"55",
"56",
"60",
"45",
"50",
"49",
"60",
"49",
"51",
"53",
"65",
"55",
"61",
"45",
"52",
"63",
"49",
"57",
"69",
"45",
"76",
"64",
"72",
"65",
"58",
"51",
"63",
"49",
"55",
"54",
"56",
"64",
"48",
"50",
"59",
"65",
"59",
"58",
"52",
"80",
"69",
"52",
"57",
"60",
"65",
"58",
"63",
"64",
"48",
"53",
"71",
"55",
"53",
"84",
"83",
"74",
"78",
"63",
"82",
"82",
"74",
"69",
"82",
"83",
"82",
"72",
"95",
"96",
"72",
"108",
"82",
"93",
"89",
"113",
"117",
"113",
"105",
"102",
"128",
"119",
"119",
"136",
"143",
"141",
"152",
"152",
"164",
"166",
"169",
"163",
"197",
"199",
"173",
"187",
"206",
"223",
"226",
"241",
"236",
"267",
"271",
"246",
"283",
"281",
"285",
"240",
"299",
"334",
"318",
"307",
"339",
"326",
"310",
"329",
"358",
"336",
"349",
"333",
"383",
"342",
"320",
"356",
"350",
"324",
"281",
"379",
"353",
"367",
"341",
"337",
"324",
"302",
"304",
"365",
"320",
"309",
"280",
"286",
"276",
"263",
"280",
"284",
"262",
"259",
"230",
"230",
"236",
"215",
"211",
"179",
"200",
"194",
"165",
"168",
"152",
"158",
"148",
"141",
"150",
"137",
"121",
"111",
"113",
"108",
"124",
"95",
"113",
"105",
"94",
"87",
"98",
"82",
"86",
"76",
"89",
"75",
"77",
"91",
"77",
"81",
"76",
"67",
"94",
"87",
"74",
"72",
"91",
"89",
"89",
"98",
"94",
"103",
"92",
"124",
"116",
"109",
"111",
"123",
"143",
"136",
"123",
"164",
"160",
"155",
"147",
"147",
"172",
"159",
"130",
"140",
"178",
"160",
"166",
"131",
"175",
"138",
"139",
"122",
"119",
"123",
"126",
"113",
"116",
"102",
"89",
"89",
"93",
"76",
"75",
"57",
"88",
