"Sample    : Nb2O3",
"60",
"62",
"53",
"56",
"69",
"50",
"57",
"48",
"45",
"60",
"55",
"45",
"59",
"38",
"46",
"44",
"31",
"53",
"49",
"44",
"42",
"50",
"52",
"38",
"39",
"37",
"40",
"39",
"39",
"51",
"35",
"43",
"40",
"46",
"50",
"50",
"39",
"36",
"41",
"40",
"45",
"43",
"57",
"45",
"41",
"42",
"38",
"52",
"60",
"40",
"43",
"45",
"48",
"43",
"38",
"48",
"42",
"57",
"36",
"42",
"33",
"44",
"46",
"38",
"51",
"42",
"45",
"45",
"55",
"52",
"48",
"45",
"46",
"56",
"48",
"38",
"34",
"50",
"44",
"55",
"58",
"59",
"43",
"49",
"53",
"60",
"39",
"39",
"45",
"56",
"40",
"53",
"63",
"54",
"43",
"60",
"68",
"55",
"46",
"49",
"52",
"48",
"56",
"63",
"46",
"60",
"40",
"55",
"49",
"58",
"45",
"53",
"48",
"55",
"34",
"74",
"38",
"57",
"44",
"44",
"58",
"61",
"52",
"57",
"61",
"53",
"67",
"61",
"56",
"64",
"53",
"68",
"63",
"75",
"70",
"56",
"52",
"70",
"70",
"61",
"62",
"57",
"68",
"49",
"72",
"70",
"69",
"73",
"74",
"91",
"64",
"74",
"71",
"62",
"60",
"61",
"64",
"65",
"62",
"61",
"70",
"87",
"73",
"76",
"70",
"77",
"79",
"78",
"77",
"98",
"88",
"95",
"81",
"80",
"83",
"94",
"96",
"77",
"100",
"91",
"94",
"88",
"73",
"93",
"98",
"91",
"73",
"98",
"82",
"98",
"88",
"82",
"89",
"75",
"84",
"78",
"55",
"74",
"69",
"76",
"77",
"91",
"67",
"75",
"87",
"75",
"77",
"86",
"90",
"84",
"89",
"76",
"77",
"89",
"84",
"106",
"96",
"89",
"87",
"89",
"97",
"89",
"106",
"97",
"96",
"93",
"94",
"73",
"89",
"86",
"83",
"94",
"96",
"96",
"87",
"93",
"99",
"96",
"76",
"79",
"94",
"87",
"94",
"95",
"94",
"97",
"83",
"101",
"92",
"100",
"86",
"80",
"96",
"91",
"98",
"82",
"70",
"91",
"78",
"90",
"92",
"96",
"81",
"76",
"76",
"95",
"95",
"101",
"92",
"89",
"86",
"95",
"103",
"93",
"80",
"100",
"89",
"87",
"97",
"98",
"84",
"97",
"70",
"73",
"105",
"68",
"87",
"83",
"87",
"99",
"77",
"99",
"83",
"79",
"79",
"90",
"78",
"84",
"76",
"91",
"68",
"96",
"84",
"95",
"100",
"98",
"70",
"96",
"87",
"84",
"90",
"79",
"80",
"99",
"79",
"80",
"91",
"80",
"93",
"109",
"84",
"97",
"98",
"88",
"90",
"90",
"91",
"93",
"99",
"101",
"105",
"100",
"95",
"106",
"103",
"111",
"90",
"101",
"116",
"124",
"102",
"100",
"98",
"112",
"109",
"128",
"100",
"119",
"110",
"119",
"118",
"108",
"110",
"98",
"100",
"114",
"110",
"101",
"91",
"92",
"105",
"90",
"87",
"101",
"92",
"76",
"84",
"89",
"88",
"91",
"95",
"102",
"100",
"78",
"92",
"82",
"90",
"95",
"80",
"114",
"88",
"65",
"62",
"90",
"100",
"82",
"86",
"102",
"98",
"107",
"118",
"102",
"96",
"111",
"98",
"107",
"120",
"112",
"127",
"129",
"153",
"114",
"150",
"126",
"133",
"126",
"106",
"122",
"139",
"116",
"112",
"115",
"120",
"120",
"106",
"103",
"111",
"95",
"90",
"105",
"93",
"92",
"96",
"95",
"83",
"84",
"87",
"96",
"93",
"91",
"63",
"75",
"89",
"109",
"83",
"100",
"88",
"109",
"91",
"109",
"97",
"90",
"81",
"101",
"89",
"98",
"77",
"94",
"103",
"84",
"86",
"84",
"97",
"110",
"95",
"93",
"91",
"72",
"89",
"83",
"92",
"90",
"71",
"89",
"88",
"89",
"91",
"78",
"88",
"112",
"88",
"98",
"96",
"81",
"91",
"73",
"83",
"101",
"71",
"76",
"77",
"93",
"87",
"90",
"88",
"82",
"80",
"84",
"83",
"83",
"95",
"94",
"98",
"107",
"88",
"94",
"92",
"83",
"97",
"80",
"93",
"80",
"83",
"94",
"79",
"84",
"80",
"67",
"84",
"87",
"99",
"96",
"91",
"83",
"75",
"93",
"76",
"82",
"59",
"97",
"97",
"83",
"94",
"92",
"92",
"69",
"70",
"98",
"93",
"90",
"88",
"78",
"83",
"93",
"86",
"82",
"68",
"91",
"79",
"90",
"94",
"79",
"77",
"81",
"109",
"78",
"83",
"91",
"90",
"77",
"102",
"74",
"80",
"80",
"86",
"98",
"91",
"93",
"79",
"81",
"83",
"80",
"78",
"91",
"80",
"102",
"74",
"76",
"78",
"84",
"67",
"87",
"82",
"67",
"76",
"84",
"92",
"82",
"98",
"77",
"74",
"81",
"81",
"93",
"81",
"90",
"74",
"89",
"71",
"83",
"73",
"88",
"88",
"89",
"83",
"74",
"90",
"89",
"84",
"83",
"83",
"93",
"88",
"81",
"82",
"90",
"77",
"82",
"89",
"86",
"79",
"106",
"86",
"89",
"89",
"99",
"68",
"99",
"57",
"84",
"101",
"93",
"82",
"82",
"94",
"93",
"79",
"91",
"83",
"76",
"75",
"65",
"78",
"84",
"71",
"75",
"69",
"84",
"73",
"78",
"68",
"83",
"81",
"86",
"75",
"72",
"93",
"84",
"64",
"87",
"78",
"77",
"70",
"74",
"97",
"70",
"75",
"87",
"78",
"83",
"79",
"77",
"73",
"72",
"77",
"84",
"75",
"87",
"91",
"73",
"75",
"71",
"88",
"78",
"72",
"68",
"86",
"77",
"87",
"84",
"65",
"64",
"91",
"93",
"71",
"67",
"71",
"81",
"77",
"72",
"62",
"71",
"74",
"87",
"93",
"59",
"73",
"87",
"98",
"77",
"82",
"82",
"88",
"77",
"99",
"94",
"95",
"83",
"97",
"89",
"72",
"79",
"65",
"76",
"70",
"74",
"82",
"74",
"71",
"73",
"69",
"90",
"64",
"69",
"94",
"76",
"71",
"77",
"61",
"58",
"71",
"89",
"88",
"84",
"75",
"82",
"72",
"84",
"80",
"54",
"81",
"70",
"65",
"84",
"77",
"78",
"55",
"67",
"76",
"75",
"73",
"89",
"83",
"76",
"74",
"76",
"81",
"70",
"68",
"76",
"67",
"97",
"68",
"68",
"84",
"79",
"59",
"75",
"79",
"60",
"82",
"76",
"73",
"55",
"53",
"84",
"88",
"82",
"84",
"73",
"73",
"73",
"68",
"73",
"83",
"73",
"60",
"70",
"78",
"83",
"57",
"56",
"79",
"57",
"75",
"87",
"72",
"64",
"73",
"82",
"82",
"84",
"63",
"72",
"94",
"81",
"81",
"79",
"70",
"64",
"64",
"79",
"81",
"84",
"74",
"75",
"68",
"75",
"78",
"77",
"84",
"81",
"62",
"69",
"72",
"70",
"62",
"86",
"65",
"80",
"60",
"64",
"75",
"81",
"65",
"75",
"75",
"59",
"64",
"83",
"52",
"91",
"87",
"71",
"61",
"70",
"76",
"59",
"62",
"90",
"72",
"84",
"72",
"67",
"86",
"76",
"84",
"98",
"73",
"65",
"58",
"84",
"56",
"79",
"56",
"79",
"71",
"75",
"75",
"84",
"71",
"74",
"74",
"76",
"77",
"74",
"61",
"78",
"70",
"81",
"72",
"64",
"78",
"78",
"63",
"69",
"54",
"79",
"64",
"58",
"67",
"77",
"73",
"73",
"58",
"73",
"53",
"79",
"74",
"79",
"70",
"72",
"67",
"70",
"73",
"70",
"79",
"61",
"60",
"82",
"62",
"73",
"74",
"69",
"70",
"65",
"56",
"52",
"65",
"74",
"67",
"72",
"73",
"67",
"69",
"71",
"59",
"81",
"76",
"59",
"69",
"68",
"72",
"75",
"54",
"64",
"58",
"69",
"65",
"58",
"71",
"70",
"50",
"74",
"76",
"70",
"60",
"81",
"71",
"62",
"59",
"78",
"61",
"67",
"73",
"55",
"60",
"56",
"70",
"57",
"79",
"69",
"67",
"63",
"61",
"72",
"65",
"55",
"77",
"57",
"60",
"65",
"60",
"60",
"51",
"65",
"54",
"65",
"57",
"64",
"73",
"62",
"72",
"63",
"70",
"50",
"70",
"63",
"70",
"65",
"73",
"52",
"75",
"68",
"57",
"55",
"68",
"55",
"69",
"59",
"60",
"62",
"61",
"67",
"64",
"64",
"63",
"63",
"56",
"58",
"59",
"48",
"59",
"64",
"62",
"81",
"72",
"71",
"54",
"55",
"54",
"65",
"62",
"57",
"52",
"79",
"52",
"63",
"75",
"74",
"64",
"81",
"67",
"74",
"68",
"57",
"61",
"53",
"74",
"67",
"62",
"67",
"62",
"64",
"69",
"77",
"58",
"63",
"53",
"53",
"63",
"58",
"62",
"71",
"61",
"65",
"65",
"83",
"60",
"63",
"64",
"69",
"59",
"63",
"63",
"55",
"73",
"70",
"56",
"67",
"60",
"60",
"62",
"46",
"63",
"77",
"70",
"69",
"69",
"74",
"70",
"70",
"64",
"58",
"64",
"64",
"62",
"87",
"53",
"65",
"70",
"78",
"72",
"56",
"64",
"65",
"84",
"77",
"72",
"71",
"71",
"72",
"71",
"86",
"77",
"59",
"74",
"69",
"74",
"70",
"82",
"89",
"89",
"74",
"70",
"73",
"77",
"86",
"65",
"91",
"87",
"68",
"67",
"79",
"65",
"54",
"62",
"92",
"83",
"91",
"84",
"67",
"89",
"79",
"80",
"78",
"79",
"96",
"78",
"89",
"82",
"91",
"87",
"95",
"84",
"69",
"86",
"86",
"73",
"91",
"88",
"98",
"108",
"97",
"98",
"103",
"107",
"126",
"150",
"130",
"149",
"167",
"151",
"200",
"249",
"276",
"301",
"352",
"443",
"552",
"581",
"708",
"951",
"1087",
"1163",
"1469",
"1859",
"2212",
"2448",
"2777",
"3286",
"3847",
"4142",
"4751",
"5354",
"6013",
"6401",
"7249",
"7993",
"8665",
"8898",
"9700",
"10368",
"11205",
"11272",
"11831",
"12577",
"12956",
"12561",
"12852",
"13109",
"13067",
"12534",
"13159",
"12658",
"12416",
"11344",
"11374",
"10562",
"10229",
"9380",
"8672",
"8193",
"7629",
"6638",
"6162",
"5474",
"5088",
"4153",
"3901",
"3272",
"2919",
"2366",
"2108",
"1684",
"1551",
"1171",
"997",
"833",
"710",
"568",
"443",
"404",
"327",
"268",
"189",
"197",
"165",
"128",
"135",
"102",
"103",
"124",
"103",
"76",
"88",
"86",
"76",
"74",
"80",
"73",
"76",
"69",
"79",
"72",
"55",
"71",
"54",
"65",
"71",
"65",
"70",
"65",
"61",
"67",
"73",
"72",
"58",
"57",
"70",
"72",
"69",
"62",
"60",
"61",
"61",
"75",
"60",
"54",
"63",
"61",
"82",
"62",
"56",
"70",
"69",
"42",
"44",
"53",
"52",
"62",
"65",
"65",
"57",
"67",
"56",
"58",
"60",
"59",
"70",
"72",
"59",
"56",
"77",
"74",
"69",
"51",
"49",
"60",
"61",
"61",
"65",
"52",
"51",
"69",
"70",
"61",
"67",
"72",
"80",
"60",
"64",
"70",
"72",
"79",
"68",
"68",
"60",
"72",
"64",
"74",
"67",
"69",
"65",
"72",
"71",
"71",
"76",
"69",
"60",
"79",
"81",
"77",
"80",
"80",
"92",
"70",
"86",
"87",
"83",
"74",
"75",
"95",
"79",
"75",
"61",
"101",
"84",
"82",
"93",
"74",
"88",
"83",
"82",
"94",
"102",
"94",
"112",
"109",
"116",
"122",
"135",
"158",
"167",
"164",
"173",
"225",
"250",
"272",
"303",
"353",
"408",
"446",
"519",
"582",
"645",
"777",
"859",
"964",
"1053",
"1093",
"1271",
"1431",
"1429",
"1494",
"1626",
"1852",
"1873",
"1826",
"2046",
"2117",
"2221",
"2104",
"2168",
"2197",
"2220",
"2100",
"2152",
"2110",
"2048",
"1872",
"1843",
"1808",
"1758",
"1626",
"1523",
"1439",
"1357",
"1212",
"1095",
"1131",
"1068",
"903",
"883",
"853",
"801",
"697",
"702",
"733",
"698",
"631",
"601",
"602",
"571",
"584",
"552",
"607",
"628",
"567",
"562",
"555",
"581",
"542",
"547",
"594",
"546",
"538",
"517",
"497",
"509",
"484",
"430",
"458",
"424",
"414",
"413",
"420",
"360",
"386",
"376",
"395",
"357",
"327",
"343",
"323",
"306",
"327",
"317",
"322",
"324",
"295",
"302",
"279",
"280",
"300",
"306",
"277",
"247",
"232",
"276",
"270",
"223",
"263",
"245",
"225",
"207",
"227",
"213",
"213",
"200",
"183",
"166",
"182",
"166",
"178",
"165",
"148",
"143",
"154",
"151",
"144",
"110",
"124",
"112",
"114",
"99",
"94",
"92",
"83",
"91",
"86",
"81",
"79",
"80",
"72",
"81",
"78",
"81",
"69",
"75",
"82",
"73",
"67",
"82",
"79",
"68",
"65",
"78",
"75",
"65",
"67",
"72",
"79",
"84",
"83",
"106",
"92",
"84",
"99",
"99",
"127",
"116",
"101",
"111",
"122",
"166",
"143",
"112",
"141",
"151",
"143",
"157",
"133",
"145",
"152",
"151",
"148",
"130",
"130",
"135",
"133",
"110",
"131",
"112",
"112",
"133",
"96",
"119",
"105",
"98",
"60",
"86",
"77",
"59",
"63",
"58",
"60",
"51",
"55",
"53",
"49",
"59",
"51",
"43",
"49",
"42",
"43",
"23692",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Nb, Ca, Rh",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.40     0.014",
"                      ----         1.91     0.061",
"                      NbLa         2.17     0.908",
"                      CaKa         3.68     0.197",
"                      CaKb         4.00     0.025",
"                      NbKa        16.60     8.314",
"                      NbKb        18.64     1.323",
"                      RhKaC       19.04     0.192",
"                      RhKa        20.08     0.050",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
