id,ug_cm2,erro
GHA937,7.7324446149,0.1923624549
GHA938,6.3174568644,0.1530592882
GHA939,0.2743162131,0.0412423698
GHA940,6.9000537064,0.1691945743
GHA941,8.8121596046,0.2225520471
GHA942,6.1852455311,0.1494094534
GHA943,9.2568767621,0.2350192579
GHA944,4.8486102142,0.1128787715
GHA945,6.8552151022,0.1679500663
GHA946,5.4334317032,0.1287640724
GHA949,5.0741740247,0.1189830059
GHA950,6.39521087,0.1552079958
GHA951,8.1206124907,0.2032009719
GHA954,5.1853400232,0.1220024467
GHA955,6.0936542605,0.1468839311
GHA956,8.4157387481,0.2114533626
GHA958,11.1235870407,0.2874895134
GHA959,5.8998869251,0.1415496346
GHA960,0.3449149595,0.0401941254
GHA961,10.2371939542,0.2625507129
GHA962,6.9454493261,0.1704549516
GHA963,5.798372053,0.138760019
GHA964,7.0614686069,0.1736779537
GHA965,9.6180891347,0.2451564775
GHA966,6.0219990158,0.1449099009
GHA967,0.2413448581,0.0417558105
GHA968,5.2565762048,0.1239408258
GHA969,8.0581442961,0.2014554699
GHA970,6.1300157585,0.1478862575
GHA971,7.5934810882,0.188487092
GHA972,9.3438880251,0.2374603358
GHA973,10.2371939542,0.2625507129
GHA974,4.9929640072,0.1167816747
GHA975,8.7368105353,0.2204413539
GHA976,8.4157387481,0.2114533626
GHA978,0.2304201851,0.0419291465
GHA979,8.626622276,0.2173556659
GHA980,8.3146917463,0.2086268038
GHA982,8.5196595064,0.2143613978
GHA983,6.76715541,0.1655071487
GHA984,5.683395815,0.1356050082
GHA985,8.3480645846,0.2095602145
GHA986,7.3559339111,0.1818690271
GHA988,8.2816209288,0.2077019576
GHA989,8.1206124907,0.2032009719
GHA990,11.5006532358,0.2981085701
GHA991,7.5663114433,0.1877297159
GHA992,6.9226810257,0.1698227549
GHA993,9.8634363155,0.2520469643
GHA994,7.4074037816,0.1833022404
GHA996,5.8318979798,0.1396809052
GHA997,6.0576510098,0.1458918776
GHA998,9.5709362173,0.2438326478
GHA999,10.4692910178,0.2690771807
