id,ug_cm2,erro
ACC983,6.877565633,0.1685703607
ACC984,7.0379682018,0.1730249098
ACC985,8.5196595064,0.2143613978
ACC986,8.1206124907,0.2032009719
ACC987,8.2488467145,0.2067855225
ACC988,8.2488467145,0.2067855225
ACC990,7.3815782296,0.1825830579
ACC991,6.2982741411,0.152529428
ACC993,5.986691491,0.1439378103
ACC994,9.1301253139,0.2314642944
ACC995,11.1959517894,0.2895270423
ACC996,0.2890661843,0.0410175
ACC997,10.0723103298,0.2579159956
ACC998,1.6312011646,0.0382648997
ACC999,6.5150347325,0.158522332
ACC1001,2.3936729299,0.0512938251
ACC1002,1.6365398075,0.0383291158
ACC1003,0.8684256819,0.0351104929
ACC1004,0.7828409646,0.0355693998
ACC1005,0.7870729285,0.0355429515
ACC1006,0.791309799,0.0355168592
ACC1007,0.7870729285,0.0355429515
ACC1008,7.3051789231,0.1804561375
ACC1009,7.2551192307,0.1790630185
ACC1010,9.4330217218,0.2399615252
ACC1011,10.78181473,0.2778694053
ACC1012,7.3304683001,0.1811600769
ACC1013,9.0888333447,0.2303064577
ACC1014,10.1814020248,0.2609822898
ACC1015,8.4157387481,0.2114533626
ACC1016,7.9064918131,0.1972199039
ACC1017,6.681167904,0.1631233136
