"Sample    : Fe 31500",
"Operator  : thiago",
"Comment  : cubatao-g-policarbonato",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-06-11 00:47:57",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  187-Auto Al  0 - 20    0.8 - 1.2   Live -  180   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"8",
"5",
"12",
"13",
"2",
"12",
"7",
"11",
"10",
"12",
"9",
"12",
"12",
"15",
"9",
"8",
"13",
"13",
"15",
"20",
"9",
"11",
"5",
"9",
"8",
"11",
"7",
"14",
"20",
"12",
"8",
"13",
"10",
"18",
"19",
"21",
"13",
"22",
"20",
"22",
"28",
"27",
"20",
"21",
"25",
"26",
"22",
"20",
"19",
"22",
"21",
"12",
"14",
"13",
"19",
"13",
"9",
"5",
"13",
"19",
"7",
"10",
"14",
"11",
"15",
"10",
"5",
"14",
"10",
"15",
"7",
"18",
"9",
"10",
"5",
"11",
"7",
"14",
"11",
"9",
"14",
"14",
"10",
"7",
"8",
"10",
"14",
"8",
"11",
"16",
"7",
"10",
"14",
"9",
"13",
"16",
"10",
"11",
"8",
"20",
"10",
"7",
"8",
"11",
"14",
"13",
"10",
"9",
"10",
"12",
"15",
"9",
"13",
"22",
"12",
"21",
"16",
"19",
"24",
"13",
"16",
"16",
"11",
"18",
"16",
"22",
"19",
"12",
"13",
"11",
"16",
"16",
"8",
"15",
"14",
"16",
"14",
"15",
"16",
"19",
"14",
"12",
"13",
"27",
"10",
"14",
"18",
"25",
"19",
"18",
"19",
"12",
"25",
"18",
"25",
"8",
"18",
"12",
"23",
"25",
"24",
"35",
"23",
"38",
"24",
"35",
"57",
"72",
"71",
"62",
"48",
"77",
"76",
"48",
"49",
"43",
"48",
"43",
"38",
"34",
"31",
"21",
"28",
"19",
"15",
"12",
"12",
"12",
"20",
"11",
"11",
"14",
"13",
"20",
"20",
"15",
"15",
"20",
"11",
"14",
"11",
"15",
"18",
"19",
"7",
"14",
"7",
"11",
"13",
"13",
"3",
"9",
"10",
"14",
"11",
"8",
"12",
"11",
"9",
"13",
"14",
"11",
"11",
"14",
"11",
"12",
"14",
"14",
"22",
"15",
"11",
"9",
"13",
"15",
"14",
"20",
"10",
"14",
"26",
"24",
"14",
"24",
"18",
"19",
"16",
"19",
"16",
"15",
"9",
"19",
"16",
"18",
"27",
"19",
"9",
"16",
"14",
"13",
"11",
"15",
"13",
"14",
"24",
"20",
"15",
"12",
"18",
"10",
"13",
"12",
"20",
"19",
"14",
"10",
"9",
"13",
"5",
"13",
"12",
"13",
"9",
"14",
"8",
"14",
"14",
"23",
"5",
"14",
"16",
"19",
"13",
"16",
"11",
"21",
"12",
"22",
"11",
"24",
"16",
"18",
"13",
"11",
"19",
"12",
"12",
"22",
"22",
"21",
"15",
"15",
"15",
"18",
"18",
"15",
"18",
"16",
"14",
"24",
"14",
"19",
"24",
"24",
"35",
"47",
"49",
"49",
"73",
"88",
"101",
"153",
"207",
"309",
"335",
"454",
"450",
"564",
"620",
"709",
"710",
"731",
"702",
"678",
"649",
"609",
"492",
"422",
"348",
"255",
"203",
"168",
"124",
"106",
"83",
"64",
"39",
"53",
"50",
"43",
"48",
"54",
"48",
"66",
"68",
"59",
"70",
"72",
"84",
"93",
"88",
"117",
"114",
"115",
"104",
"105",
"101",
"106",
"85",
"90",
"56",
"56",
"51",
"49",
"43",
"22",
"43",
"34",
"21",
"31",
"27",
"21",
"22",
"22",
"20",
"26",
"28",
"26",
"24",
"30",
"31",
"19",
"32",
"32",
"36",
"45",
"25",
"31",
"42",
"46",
"39",
"37",
"31",
"42",
"44",
"37",
"57",
"44",
"42",
"53",
"37",
"58",
"47",
"57",
"66",
"71",
"76",
"93",
"93",
"99",
"110",
"148",
"165",
"162",
"140",
"206",
"193",
"176",
"175",
"172",
"164",
"130",
"130",
"119",
"100",
"100",
"89",
"79",
"76",
"56",
"62",
"37",
"45",
"34",
"50",
"36",
"45",
"41",
"39",
"36",
"37",
"55",
"42",
"39",
"31",
"49",
"43",
"43",
"34",
"54",
"37",
"56",
"42",
"41",
"49",
"49",
"46",
"42",
"41",
"42",
"34",
"41",
"42",
"54",
"45",
"50",
"44",
"50",
"47",
"44",
"59",
"53",
"53",
"61",
"64",
"58",
"65",
"76",
"69",
"55",
"69",
"66",
"64",
"90",
"83",
"83",
"93",
"82",
"83",
"93",
"68",
"92",
"82",
"90",
"77",
"94",
"85",
"80",
"65",
"84",
"84",
"76",
"64",
"78",
"73",
"73",
"71",
"67",
"59",
"76",
"81",
"70",
"61",
"71",
"80",
"81",
"72",
"45",
"88",
"71",
"76",
"83",
"61",
"75",
"67",
"66",
"80",
"94",
"87",
"68",
"88",
"80",
"77",
"72",
"65",
"94",
"66",
"93",
"75",
"84",
"69",
"78",
"99",
"104",
"108",
"116",
"92",
"123",
"98",
"108",
"90",
"102",
"114",
"111",
"126",
"125",
"134",
"127",
"125",
"168",
"149",
"163",
"163",
"172",
"183",
"202",
"227",
"249",
"298",
"335",
"400",
"506",
"714",
"952",
"1350",
"1918",
"2603",
"3825",
"4799",
"6859",
"8708",
"11126",
"13626",
"16976",
"20406",
"24459",
"26334",
"30284",
"32734",
"35856",
"35610",
"39719",
"36789",
"37262",
"33688",
"32641",
"28959",
"26758",
"22323",
"19708",
"15889",
"13327",
"10049",
"8166",
"6088",
"4732",
"3371",
"2605",
"1683",
"1208",
"832",
"653",
"404",
"320",
"245",
"198",
"193",
"179",
"140",
"152",
"149",
"147",
"147",
"136",
"158",
"187",
"169",
"182",
"152",
"167",
"191",
"181",
"207",
"183",
"206",
"226",
"254",
"320",
"300",
"405",
"465",
"614",
"687",
"912",
"1124",
"1395",
"1569",
"1925",
"2443",
"2769",
"2982",
"3476",
"3788",
"4259",
"4326",
"4628",
"4888",
"4939",
"4494",
"4693",
"4336",
"4159",
"3575",
