"Sample    : Cr 31499",
"Operator  : thiago",
"Comment  : cubatao-g-policarbonato",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-06-11 00:43:56",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"4",
"15",
"12",
"13",
"14",
"13",
"20",
"10",
"5",
"7",
"16",
"12",
"11",
"12",
"12",
"7",
"21",
"15",
"9",
"10",
"11",
"16",
"9",
"11",
"10",
"14",
"7",
"15",
"12",
"17",
"21",
"9",
"15",
"8",
"10",
"10",
"9",
"17",
"12",
"9",
"5",
"8",
"20",
"13",
"9",
"8",
"17",
"5",
"12",
"10",
"13",
"13",
"13",
"14",
"16",
"17",
"14",
"12",
"13",
"19",
"5",
"8",
"14",
"9",
"14",
"9",
"19",
"13",
"16",
"9",
"12",
"8",
"14",
"12",
"10",
"15",
"11",
"14",
"9",
"15",
"16",
"12",
"14",
"13",
"10",
"14",
"16",
"14",
"12",
"11",
"7",
"13",
"12",
"9",
"16",
"15",
"14",
"19",
"12",
"11",
"13",
"11",
"16",
"17",
"15",
"11",
"15",
"12",
"15",
"10",
"11",
"14",
"11",
"17",
"20",
"24",
"20",
"22",
"30",
"21",
"21",
"22",
"15",
"13",
"15",
"17",
"5",
"16",
"11",
"12",
"8",
"13",
"10",
"20",
"13",
"15",
"23",
"23",
"20",
"21",
"20",
"13",
"21",
"22",
"26",
"22",
"25",
"26",
"13",
"19",
"24",
"19",
"10",
"26",
"24",
"32",
"21",
"32",
"22",
"23",
"23",
"46",
"30",
"28",
"44",
"54",
"54",
"76",
"83",
"75",
"81",
"95",
"74",
"70",
"75",
"60",
"56",
"53",
"38",
"29",
"27",
"25",
"20",
"28",
"17",
"14",
"16",
"23",
"20",
"20",
"17",
"13",
"12",
"12",
"15",
"12",
"19",
"24",
"15",
"16",
"17",
"11",
"14",
"21",
"20",
"17",
"12",
"13",
"9",
"13",
"19",
"9",
"14",
"16",
"19",
"13",
"20",
"7",
"16",
"13",
"7",
"11",
"21",
"13",
"19",
"23",
"8",
"19",
"13",
"16",
"16",
"16",
"20",
"15",
"20",
"15",
"20",
"30",
"19",
"23",
"23",
"13",
"19",
"19",
"15",
"19",
"11",
"23",
"12",
"14",
"23",
"19",
"22",
"14",
"21",
"27",
"13",
"19",
"22",
"21",
"30",
"16",
"13",
"17",
"19",
"19",
"10",
"27",
"17",
"20",
"13",
"19",
"16",
"17",
"17",
"12",
"14",
"27",
"19",
"15",
"24",
"26",
"21",
"22",
"21",
"16",
"21",
"26",
"23",
"28",
"32",
"24",
"19",
"35",
"13",
"21",
"22",
"19",
"24",
"27",
"21",
"22",
"20",
"23",
"14",
"28",
"22",
"28",
"29",
"11",
"32",
"32",
"21",
"27",
"30",
"24",
"23",
"26",
"29",
"34",
"32",
"40",
"52",
"63",
"67",
"100",
"131",
"169",
"208",
"273",
"380",
"440",
"495",
"636",
"720",
"882",
"887",
"1015",
"1000",
"1011",
"945",
"865",
"849",
"739",
"591",
"509",
"373",
"339",
"278",
"197",
"157",
"109",
"85",
"81",
"83",
"62",
"62",
"61",
"75",
"61",
"65",
"56",
"58",
"79",
"75",
"99",
"87",
"116",
"99",
"171",
"130",
"147",
"114",
"135",
"149",
"110",
"108",
"87",
"88",
"107",
"69",
"59",
"56",
"59",
"60",
"57",
"52",
"64",
"67",
"66",
"60",
"78",
"44",
"44",
"45",
"45",
"56",
"72",
"71",
"52",
"48",
"48",
"63",
"56",
"47",
"64",
"67",
"72",
"57",
"69",
"70",
"77",
"62",
"65",
"52",
"82",
"76",
"75",
"63",
"79",
"67",
"76",
"97",
"94",
"89",
"97",
"97",
"105",
"89",
"107",
"84",
"100",
"89",
"103",
"100",
"99",
"91",
"81",
"98",
"89",
"81",
"84",
"116",
"95",
"91",
"114",
"90",
"101",
"88",
"88",
"89",
"107",
"97",
"77",
"96",
"102",
"86",
"82",
"88",
"99",
"67",
"113",
"85",
"96",
"86",
"110",
"97",
"96",
"82",
"94",
"113",
"102",
"101",
"114",
"119",
"125",
"123",
"136",
"144",
"128",
"131",
"173",
"154",
"168",
"157",
"188",
"186",
"230",
"211",
"334",
"363",
"444",
"481",
"789",
"1056",
"1577",
"2119",
"3250",
"4082",
"5984",
"7424",
"10384",
"12775",
"16828",
"18695",
"23262",
"26499",
"30300",
"31049",
"34336",
"35466",
"36400",
"33901",
"34443",
"30894",
"29070",
"24342",
"21830",
"17993",
"15101",
"11531",
"9471",
"7188",
"5249",
"3696",
"2707",
"1808",
"1260",
"827",
"586",
"351",
"277",
"184",
"186",
"142",
"147",
"133",
"128",
"98",
"136",
"148",
"163",
"171",
"198",
"188",
"205",
"238",
"331",
"379",
"487",
"637",
"843",
"1010",
"1339",
"1482",
"1925",
"2198",
"2668",
"2980",
"3423",
"3714",
"4352",
"4247",
"4575",
"4403",
"4557",
"4276",
"4178",
"3633",
"3444",
"3036",
"2602",
"2083",
"1863",
"1451",
"1225",
"874",
"685",
"506",
"366",
"273",
"208",
"151",
"134",
"88",
"87",
"71",
"82",
"67",
"66",
"63",
"56",
"54",
"63",
"50",
"61",
"81",
"72",
"82",
"56",
"59",
"67",
"66",
"72",
"76",
"63",
"73",
"75",
"63",
"86",
"88",
"90",
"101",
"99",
"86",
"87",
"69",
"72",
"71",
"74",
"99",
"97",
"89",
"94",
"71",
"84",
"99",
"83",
"94",
"76",
"83",
"102",
"79",
"72",
"76",
"85",
"66",
"90",
"90",
"97",
"76",
"97",
"79",
"101",
"78",
"73",
"81",
"86",
"79",
"76",
"96",
"65",
"89",
"65",
"64",
"69",
"61",
"67",
"77",
"77",
"78",
"54",
"81",
"71",
"77",
"66",
"63",
"66",
"66",
"56",
"62",
"70",
"50",
"62",
"73",
"66",
"75",
"77",
"70",
"59",
