"Sample    : Fe",
"74",
"54",
"45",
"56",
"56",
"48",
"47",
"50",
"51",
"45",
"40",
"36",
"48",
"43",
"45",
"43",
"48",
"55",
"55",
"54",
"41",
"47",
"51",
"39",
"40",
"49",
"54",
"42",
"46",
"52",
"40",
"46",
"51",
"45",
"46",
"55",
"48",
"43",
"48",
"53",
"47",
"56",
"43",
"37",
"56",
"46",
"45",
"48",
"46",
"53",
"45",
"49",
"39",
"45",
"48",
"45",
"42",
"47",
"49",
"54",
"60",
"35",
"43",
"38",
"43",
"55",
"38",
"47",
"42",
"33",
"43",
"36",
"42",
"46",
"56",
"43",
"35",
"49",
"47",
"46",
"54",
"39",
"45",
"48",
"41",
"45",
"37",
"29",
"59",
"46",
"34",
"41",
"46",
"40",
"42",
"36",
"46",
"40",
"34",
"52",
"36",
"33",
"43",
"42",
"36",
"45",
"48",
"40",
"37",
"45",
"43",
"37",
"62",
"37",
"40",
"35",
"40",
"40",
"48",
"36",
"43",
"45",
"41",
"43",
"30",
"46",
"56",
"43",
"45",
"37",
"47",
"38",
"40",
"38",
"40",
"28",
"48",
"48",
"45",
"50",
"47",
"53",
"33",
"45",
"39",
"33",
"43",
"40",
"36",
"37",
"39",
"26",
"39",
"47",
"46",
"51",
"47",
"49",
"49",
"37",
"36",
"43",
"49",
"37",
"50",
"38",
"50",
"60",
"37",
"24",
"34",
"42",
"38",
"40",
"36",
"38",
"42",
"26",
"34",
"34",
"45",
"38",
"40",
"45",
"39",
"32",
"45",
"39",
"38",
"35",
"32",
"33",
"35",
"27",
"30",
"41",
"39",
"35",
"38",
"35",
"32",
"34",
"37",
"50",
"34",
"33",
"45",
"30",
"47",
"61",
"49",
"38",
"39",
"36",
"47",
"40",
"35",
"46",
"40",
"36",
"48",
"33",
"46",
"34",
"36",
"35",
"36",
"33",
"34",
"39",
"42",
"32",
"38",
"35",
"35",
"35",
"36",
"32",
"34",
"24",
"29",
"48",
"33",
"37",
"30",
"34",
"38",
"35",
"32",
"32",
"35",
"43",
"35",
"39",
"50",
"36",
"28",
"39",
"37",
"28",
"35",
"43",
"37",
"33",
"30",
"30",
"42",
"35",
"38",
"41",
"34",
"49",
"27",
"40",
"42",
"32",
"40",
"50",
"35",
"37",
"41",
"49",
"35",
"26",
"47",
"28",
"37",
"36",
"28",
"54",
"40",
"40",
"35",
"39",
"39",
"46",
"41",
"41",
"33",
"35",
"28",
"35",
"37",
"36",
"39",
"50",
"40",
"28",
"42",
"36",
"49",
"29",
"40",
"40",
"27",
"38",
"33",
"45",
"41",
"32",
"37",
"32",
"27",
"48",
"40",
"43",
"42",
"47",
"37",
"33",
"45",
"35",
"29",
"33",
"33",
"37",
"42",
"33",
"32",
"42",
"21",
"40",
"42",
"37",
"33",
"30",
"33",
"36",
"29",
"47",
"40",
"48",
"36",
"43",
"39",
"35",
"23",
"41",
"38",
"27",
"34",
"33",
"32",
"41",
"42",
"32",
"34",
"37",
"34",
"38",
"35",
"36",
"41",
"42",
"41",
"27",
"46",
"42",
"41",
"40",
"35",
"41",
"38",
"35",
"38",
"25",
"33",
"27",
"32",
"32",
"32",
"42",
"34",
"35",
"28",
"41",
"34",
"43",
"38",
"38",
"34",
"37",
"47",
"41",
"29",
"37",
"39",
"39",
"29",
"33",
"38",
"29",
"28",
"37",
"26",
"36",
"37",
"37",
"41",
"38",
"30",
"34",
"34",
"34",
"41",
"33",
"35",
"39",
"41",
"35",
"28",
"40",
"23",
"30",
"41",
"27",
"33",
"47",
"42",
"40",
"42",
"39",
"40",
"41",
"35",
"42",
"30",
"37",
"34",
"30",
"34",
"33",
"48",
"37",
"36",
"58",
"48",
"47",
"41",
"39",
"37",
"41",
"38",
"41",
"46",
"45",
"42",
"38",
"41",
"41",
"28",
"41",
"42",
"49",
"39",
"42",
"48",
"47",
"34",
"49",
"34",
"45",
"47",
"40",
"46",
"45",
"53",
"50",
"34",
"51",
"48",
"47",
"42",
"56",
"45",
"38",
"54",
"50",
"51",
"64",
"66",
"64",
"51",
"54",
"58",
"58",
"62",
"68",
"54",
"52",
"79",
"51",
"66",
"53",
"66",
"68",
"60",
"62",
"64",
"63",
"96",
"95",
"99",
"96",
"87",
"89",
"113",
"101",
"93",
"121",
"121",
"106",
"125",
"133",
"122",
"109",
"129",
"141",
"156",
"128",
"173",
"154",
"181",
"165",
"161",
"189",
"159",
"182",
"197",
"197",
"206",
"236",
"204",
"239",
"241",
"219",
"254",
"245",
"229",
"225",
"242",
"252",
"249",
"227",
"251",
"266",
"251",
"235",
"239",
"238",
"256",
"223",
"272",
"242",
"249",
"225",
"245",
"223",
"209",
"205",
"212",
"198",
"227",
"223",
"209",
"185",
"184",
"158",
"148",
"159",
"150",
"171",
"128",
"141",
"130",
"146",
"119",
"153",
"122",
"119",
"106",
"93",
"106",
"104",
"99",
"99",
"83",
"92",
"97",
"87",
"75",
"77",
"66",
"61",
"66",
"55",
"64",
"61",
"55",
"59",
"46",
"65",
"51",
"71",
"52",
"56",
"53",
"58",
"56",
"67",
"72",
"60",
"66",
"70",
"58",
"72",
"70",
"75",
"72",
"77",
"88",
"111",
"114",
"109",
"98",
"114",
"111",
"125",
"130",
"118",
"118",
"105",
"106",
"114",
"134",
"130",
"154",
"122",
"144",
"123",
"118",
"133",
"114",
"89",
"88",
"93",
"89",
"90",
"77",
"70",
"71",
"79",
"66",
"63",
"63",
"56",
"49",
"52",
"50",
"36",
"41",
"42",
"38",
"40",
"34",
"41",
"40",
"34",
"41",
"32",
"28",
"41",
"17117",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Fe, Zn, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.00     0.022",
"                      CaKa         3.68     0.299",
"                      CaKb         4.03     0.041",
"                      FeKaESC      4.64     0.063",
"                      FeKa         6.40    18.167",
"                      FeKb         7.05     2.366",
"                      ZnKa         8.65     0.029",
"                      FeKaSUM     12.82     0.040",
"                      RuKa        19.20     0.139",
"                      ----        19.49     0.053",
"                      ----        20.00     0.044",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
