"Sample    : Fe",
"Operator  : Mariana",
"Comment  : 31500",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-06-25 22:23:12",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"4",
"11",
"10",
"8",
"7",
"10",
"9",
"4",
"11",
"16",
"10",
"9",
"13",
"13",
"10",
"9",
"9",
"11",
"8",
"9",
"11",
"10",
"5",
"21",
"9",
"13",
"13",
"10",
"13",
"5",
"11",
"11",
"8",
"26",
"14",
"13",
"9",
"25",
"21",
"18",
"18",
"22",
"13",
"26",
"17",
"18",
"17",
"16",
"13",
"14",
"14",
"13",
"16",
"16",
"12",
"12",
"9",
"11",
"7",
"10",
"10",
"8",
"8",
"7",
"8",
"10",
"9",
"10",
"13",
"12",
"5",
"9",
"4",
"4",
"11",
"8",
"4",
"17",
"5",
"5",
"15",
"11",
"4",
"4",
"7",
"11",
"8",
"14",
"9",
"14",
"4",
"7",
"8",
"15",
"5",
"9",
"15",
"11",
"12",
"14",
"11",
"8",
"15",
"11",
"7",
"10",
"4",
"10",
"9",
"10",
"10",
"11",
"21",
"8",
"15",
"13",
"13",
"15",
"12",
"20",
"14",
"12",
"13",
"13",
"15",
"16",
"4",
"15",
"12",
"5",
"4",
"8",
"17",
"11",
"16",
"13",
"15",
"12",
"12",
"17",
"10",
"11",
"16",
"13",
"21",
"23",
"17",
"14",
"12",
"15",
"20",
"13",
"23",
"10",
"11",
"15",
"10",
"16",
"18",
"14",
"22",
"25",
"24",
"28",
"42",
"29",
"42",
"41",
"48",
"58",
"67",
"63",
"53",
"59",
"63",
"49",
"36",
"29",
"29",
"28",
"26",
"17",
"11",
"18",
"13",
"13",
"16",
"17",
"15",
"12",
"17",
"17",
"9",
"14",
"16",
"8",
"14",
"10",
"11",
"9",
"13",
"14",
"14",
"4",
"11",
"12",
"13",
"10",
"10",
"17",
"12",
"12",
"10",
"13",
"7",
"8",
"8",
"8",
"9",
"14",
"7",
"11",
"12",
"10",
"9",
"3",
"14",
"8",
"13",
"10",
"7",
"11",
"7",
"14",
"13",
"13",
"11",
"11",
"18",
"15",
"13",
"14",
"16",
"9",
"10",
"11",
"8",
"13",
"10",
"13",
"17",
"17",
"18",
"14",
"16",
"18",
"17",
"11",
"18",
"15",
"13",
"12",
"8",
"12",
"11",
"9",
"10",
"14",
"8",
"13",
"14",
"9",
"12",
"9",
"20",
"14",
"15",
"13",
"16",
"17",
"8",
"16",
"18",
"11",
"10",
"8",
"15",
"21",
"12",
"18",
"15",
"14",
"13",
"12",
"17",
"14",
"13",
"4",
"12",
"13",
"11",
"11",
"18",
"13",
"10",
"12",
"14",
"15",
"15",
"5",
"8",
"16",
"14",
"9",
"18",
"9",
"16",
"17",
"16",
"17",
"24",
"22",
"24",
"29",
"32",
"37",
"65",
"90",
"115",
"149",
"149",
"216",
"282",
"354",
"398",
"477",
"542",
"670",
"629",
"691",
"620",
"675",
"578",
"571",
"439",
"374",
"332",
"291",
"212",
"186",
"114",
"90",
"66",
"61",
"49",
"56",
"35",
"47",
"43",
"34",
"41",
"51",
"51",
"58",
"48",
"59",
"73",
"86",
"85",
"75",
"101",
"113",
"100",
"113",
"109",
"90",
"84",
"80",
"63",
"61",
"47",
"51",
"27",
"38",
"17",
"26",
"29",
"22",
"21",
"26",
"20",
"25",
"18",
"32",
"21",
"15",
"35",
"25",
"23",
"17",
"28",
"27",
"25",
"30",
"25",
"40",
"28",
"29",
"28",
"29",
"26",
"29",
"35",
"30",
"36",
"41",
"39",
"51",
"39",
"38",
"43",
"51",
"62",
"62",
"63",
"77",
"70",
"79",
"95",
"116",
"111",
"139",
"149",
"159",
"163",
"153",
"146",
"159",
"155",
"142",
"131",
"119",
"113",
"110",
"95",
"79",
"71",
"77",
"46",
"50",
"48",
"38",
"43",
"39",
"29",
"39",
"41",
"40",
"34",
"49",
"38",
"36",
"52",
"32",
"35",
"45",
"36",
"51",
"36",
"40",
"59",
"40",
"36",
"32",
"38",
"30",
"51",
"47",
"39",
"42",
"48",
"47",
"43",
"36",
"43",
"53",
"42",
"54",
"41",
"53",
"56",
"46",
"50",
"62",
"50",
"53",
"50",
"64",
"62",
"60",
"71",
"59",
"79",
"75",
"74",
"75",
"77",
"74",
"75",
"73",
"83",
"78",
"81",
"67",
"83",
"96",
"76",
"65",
"70",
"71",
"65",
"51",
"78",
"68",
"79",
"84",
"61",
"74",
"65",
"103",
"60",
"81",
"60",
"62",
"67",
"64",
"63",
"59",
"48",
"55",
"68",
"70",
"80",
"53",
"65",
"73",
"45",
"66",
"61",
"61",
"68",
"67",
"58",
"80",
"65",
"83",
"65",
"67",
"77",
"80",
"84",
"97",
"84",
"78",
"68",
"91",
"89",
"106",
"99",
"106",
"90",
"92",
"110",
"98",
"117",
"126",
"111",
"111",
"139",
"149",
"117",
"167",
"147",
"167",
"169",
"176",
"212",
"264",
"289",
"381",
"507",
"653",
"960",
"1300",
"1747",
"2379",
"3224",
"4460",
"5891",
"7787",
"9723",
"12589",
"15330",
"18770",
"20765",
"24432",
"27254",
"30175",
"30962",
"35068",
"32817",
"34159",
"31528",
"31255",
"28911",
"26872",
"22894",
"20931",
"17302",
"14809",
"11542",
"9629",
"7523",
"5879",
"4093",
"3165",
"2246",
"1675",
"1071",
"833",
"508",
"358",
"315",
"263",
"169",
"177",
"171",
"142",
"140",
"131",
"146",
"139",
"134",
"151",
"117",
"158",
"133",
"146",
"153",
"152",
"185",
"166",
"203",
"222",
"202",
"232",
"247",
"311",
"333",
"452",
"492",
"624",
"823",
"1000",
"1091",
"1401",
"1647",
"2143",
"2296",
"2810",
"3068",
"3447",
"3622",
"3888",
"4248",
"4511",
"4286",
"4188",
"4128",
"4092",
"3591",
"3427",
"3043",
"2702",
"2132",
"1898",
"1614",
"1334",
"1034",
"870",
"676",
"556",
"392",
"291",
"230",
"152",
"138",
"91",
"81",
"85",
"54",
"67",
"65",
"52",
"56",
"46",
"61",
"66",
"54",
"40",
"89",
"59",
"56",
"55",
"72",
"70",
"54",
"80",
"73",
"67",
"46",
"64",
"52",
"51",
"67",
"62",
"51",
"72",
"58",
"64",
"61",
"62",
"59",
"55",
"60",
"45",
"53",
"50",
"64",
"55",
"50",
"62",
"49",
"58",
"65",
"51",
"53",
"55",
"65",
"55",
"75",
"66",
"52",
"63",
"51",
"60",
"54",
"59",
"78",
"48",
"50",
"73",
"67",
"53",
"53",
"62",
"56",
"61",
"74",
"68",
"78",
"76",
"64",
"75",
"60",
"77",
"77",
"62",
"76",
"68",
"56",
"60",
"62",
"58",
"48",
"59",
"65",
"61",
"43",
"48",
"50",
"49",
"55",
"59",
"66",
"42",
"64",
"58",
"66",
"54",
"58",
"61",
"64",
"71",
"63",
"61",
"65",
"54",
"52",
"64",
"83",
"66",
"56",
"53",
"64",
"74",
"68",
"64",
"66",
"63",
"58",
"60",
"64",
"72",
"72",
"83",
"91",
"97",
"77",
"83",
"92",
"100",
"87",
"99",
"98",
"110",
"95",
"106",
"79",
"91",
"81",
"84",
"85",
"91",
"90",
"79",
"75",
"70",
"58",
"70",
"62",
"70",
"53",
"73",
"51",
"62",
"72",
"62",
"48",
"76",
"51",
"67",
"59",
"42",
"58",
"66",
"46",
"59",
"53",
"53",
"47",
"53",
"45",
"46",
"49",
"42",
"58",
"60",
"58",
"48",
"52",
"54",
"32",
"50",
"51",
"54",
"61",
"53",
"43",
"42",
"46",
"56",
"60",
"63",
"59",
"50",
"60",
"63",
"49",
"53",
"70",
"62",
"59",
"50",
"58",
"49",
"65",
"73",
"72",
"54",
"48",
"61",
"53",
"60",
"59",
"51",
"59",
"63",
"50",
"53",
"40",
"62",
"67",
"63",
"65",
"50",
"63",
"61",
"60",
"50",
"77",
"61",
"59",
"58",
"62",
"67",
"53",
"48",
"65",
"55",
"70",
"53",
"75",
"65",
"62",
"67",
"59",
"51",
"53",
"62",
"49",
"62",
"63",
"53",
"70",
"72",
"64",
"61",
"60",
"63",
"56",
"66",
"58",
"62",
"63",
"55",
"51",
"66",
"60",
"39",
"52",
"56",
"61",
"56",
"54",
"71",
"59",
"55",
"61",
"65",
"53",
"75",
"59",
"78",
"51",
"47",
"76",
"51",
"56",
"64",
"70",
"63",
"65",
"50",
"86",
"70",
"64",
"60",
"59",
"66",
"65",
"59",
"47",
"59",
"66",
"60",
"53",
"56",
"65",
"63",
"85",
"73",
"50",
"56",
"50",
"58",
"48",
"64",
"54",
"68",
"66",
"52",
"61",
"53",
"49",
"50",
"49",
"43",
"50",
"42",
"48",
"46",
"43",
"63",
"53",
"63",
"49",
"50",
"68",
"54",
"61",
"46",
"53",
"61",
"64",
"63",
"52",
"62",
"56",
"49",
"51",
"53",
"72",
"43",
"59",
"58",
"49",
"41",
"49",
"58",
"51",
"48",
"52",
"49",
"41",
"51",
"58",
"58",
"59",
"62",
"50",
"58",
"68",
"53",
"68",
"60",
"47",
"49",
"51",
"52",
"61",
"62",
"61",
"49",
"37",
"67",
"60",
"49",
"66",
"58",
"46",
"60",
"49",
"54",
"62",
"58",
"62",
"49",
"39",
"63",
"45",
"71",
"46",
"54",
"55",
"48",
"62",
"43",
"62",
"50",
"65",
"68",
"45",
"55",
"65",
"46",
"46",
"46",
"58",
"61",
"63",
"64",
"48",
"65",
"64",
"56",
"66",
"43",
"55",
"60",
"42",
"48",
"50",
"52",
"51",
"42",
"58",
"50",
"51",
"54",
"51",
"51",
"59",
"43",
"61",
"53",
"48",
"42",
"48",
"60",
"65",
"54",
"64",
"40",
"55",
"54",
"54",
"49",
"49",
"33",
"71",
"65",
"56",
"42",
"48",
"55",
"52",
"61",
"36",
"47",
"50",
"50",
"42",
"39",
"55",
"66",
"51",
"52",
"53",
"54",
"64",
"39",
"49",
"55",
"46",
"43",
"53",
"40",
"35",
"47",
"42",
"49",
"51",
"40",
"58",
"43",
"45",
"50",
"64",
"53",
"47",
"51",
"34",
"50",
"46",
"54",
"43",
"41",
"52",
"64",
"48",
"41",
"50",
"59",
"47",
"45",
"41",
"42",
"64",
"42",
"55",
"53",
"68",
"61",
"48",
"58",
"48",
"53",
"60",
"64",
"58",
"49",
"61",
"67",
"61",
"65",
"60",
"55",
"64",
"74",
"64",
"72",
"67",
"86",
"85",
"92",
"84",
"92",
"96",
"90",
"103",
"99",
"102",
"117",
"88",
"88",
"87",
"73",
"95",
"92",
"84",
"75",
"62",
"67",
"63",
"54",
"67",
"55",
"54",
"56",
"64",
"47",
"50",
"60",
"52",
"36",
"38",
"47",
"51",
"47",
"43",
"52",
"55",
"56",
"43",
"55",
"54",
"47",
"50",
"59",
"63",
"50",
"37",
"47",
"41",
"55",
"43",
"59",
"50",
"54",
"43",
"51",
"65",
"50",
"66",
"50",
"52",
"61",
"43",
"59",
"58",
"72",
"61",
"64",
"54",
"60",
"55",
"64",
"71",
"68",
"58",
"61",
"61",
"60",
"63",
