"Sample    : Ni",
"Operator  : Mariana",
"Comment  : 15757",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-06-25 22:31:14",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"4",
"10",
"11",
"12",
"12",
"15",
"14",
"13",
"8",
"8",
"15",
"8",
"12",
"11",
"7",
"11",
"8",
"13",
"17",
"9",
"12",
"12",
"5",
"3",
"4",
"12",
"8",
"11",
"11",
"3",
"10",
"11",
"5",
"7",
"13",
"5",
"5",
"13",
"10",
"12",
"12",
"13",
"17",
"23",
"30",
"16",
"23",
"28",
"37",
"38",
"60",
"48",
"84",
"89",
"99",
"123",
"110",
"113",
"110",
"110",
"99",
"78",
"75",
"75",
"55",
"38",
"40",
"35",
"30",
"23",
"14",
"14",
"5",
"13",
"7",
"13",
"13",
"4",
"7",
"9",
"9",
"17",
"9",
"15",
"11",
"12",
"13",
"7",
"5",
"2",
"10",
"9",
"11",
"10",
"12",
"12",
"9",
"13",
"13",
"8",
"9",
"9",
"12",
"13",
"5",
"9",
"7",
"7",
"7",
"14",
"8",
"12",
"14",
"12",
"12",
"13",
"7",
"13",
"17",
"17",
"21",
"10",
"15",
"21",
"14",
"11",
"8",
"14",
"14",
"9",
"12",
"12",
"9",
"7",
"14",
"17",
"17",
"8",
"11",
"16",
"16",
"16",
"21",
"30",
"16",
"12",
"13",
"24",
"13",
"15",
"13",
"4",
"15",
"16",
"14",
"15",
"11",
"12",
"15",
"22",
"11",
"15",
"11",
"16",
"22",
"18",
"30",
"27",
"28",
"37",
"36",
"41",
"27",
"31",
"43",
"41",
"22",
"24",
"25",
"18",
"11",
"17",
"9",
"12",
"13",
"10",
"11",
"12",
"9",
"10",
"8",
"10",
"10",
"11",
"7",
"14",
"11",
"11",
"11",
"11",
"9",
"11",
"21",
"17",
"9",
"9",
"7",
"16",
"11",
"10",
"4",
"9",
"7",
"8",
"5",
"8",
"8",
"14",
"11",
"12",
"7",
"9",
"10",
"11",
"7",
"13",
"10",
"16",
"10",
"7",
"5",
"7",
"12",
"14",
"12",
"11",
"16",
"13",
"7",
"12",
"13",
"7",
"14",
"13",
"12",
"13",
"14",
"14",
"14",
"17",
"9",
"13",
"12",
"14",
"9",
"14",
"15",
"5",
"7",
"9",
"10",
"10",
"12",
"4",
"14",
"12",
"10",
"9",
"13",
"8",
"10",
"10",
"10",
"11",
"7",
"9",
"9",
"14",
"9",
"11",
"14",
"9",
"11",
"16",
"14",
"8",
"9",
"9",
"10",
"8",
"8",
"10",
"9",
"8",
"13",
"11",
"10",
"16",
"17",
"15",
"14",
"9",
"11",
"8",
"10",
"11",
"10",
"10",
"15",
"10",
"16",
"15",
"8",
"8",
"12",
"12",
"14",
"11",
"13",
"16",
"20",
"20",
"26",
"27",
"29",
"24",
"48",
"66",
"73",
"86",
"104",
"136",
"160",
"194",
"255",
"275",
"272",
"373",
"328",
"396",
"370",
"388",
"354",
"302",
"272",
"244",
"202",
"144",
"114",
"112",
"94",
"60",
"49",
"46",
"47",
"41",
"35",
"39",
"41",
"42",
"27",
"26",
"43",
"40",
"43",
"38",
"54",
"55",
"53",
"69",
"73",
"75",
"64",
"74",
"61",
"41",
"50",
"50",
"55",
"46",
"34",
"28",
"21",
"29",
"21",
"20",
"22",
"14",
"14",
"30",
"22",
"23",
"22",
"10",
"23",
"11",
"22",
"23",
"15",
"25",
"22",
"27",
"37",
"22",
"16",
"26",
"16",
"29",
"27",
"28",
"40",
"34",
"37",
"29",
"33",
"38",
"39",
"38",
"29",
"49",
"35",
"24",
"31",
"45",
"28",
"30",
"27",
"42",
"37",
"41",
"36",
"37",
"25",
"36",
"33",
"26",
"27",
"27",
"34",
"31",
"16",
"45",
"21",
"28",
"26",
"21",
"33",
"34",
"33",
"31",
"29",
"22",
"26",
"21",
"23",
"25",
"20",
"26",
"21",
"18",
"28",
"22",
"25",
"35",
"27",
"29",
"25",
"33",
"23",
"28",
"26",
"25",
"17",
"24",
"16",
"26",
"24",
"27",
"25",
"31",
"26",
"28",
"26",
"24",
"29",
"34",
"26",
"37",
"33",
"29",
"28",
"33",
"28",
"31",
"23",
"21",
"28",
"36",
"34",
"26",
"37",
"37",
"30",
"30",
"31",
"35",
"33",
"28",
"29",
"34",
"38",
"42",
"35",
"34",
"41",
"37",
"40",
"40",
"29",
"36",
"39",
"35",
"51",
"38",
"40",
"35",
"38",
"38",
"45",
"40",
"48",
"62",
"54",
"74",
"69",
"73",
"72",
"91",
"92",
"123",
"126",
"105",
"117",
"103",
"117",
"124",
"125",
"104",
"77",
"76",
"78",
"93",
"58",
"61",
"67",
"71",
"39",
"60",
"61",
"48",
"56",
"53",
"49",
"49",
"47",
"53",
"51",
"50",
"54",
"62",
"52",
"51",
"50",
"52",
"50",
"56",
"38",
"78",
"66",
"66",
"52",
"81",
"53",
"67",
"74",
"72",
"52",
"74",
"76",
"59",
"59",
"76",
"65",
"85",
"65",
"98",
"61",
"74",
"78",
"71",
"81",
"80",
"88",
"89",
"64",
"98",
"100",
"122",
"81",
"101",
"90",
"105",
"85",
"84",
"92",
"103",
"90",
"96",
"90",
"94",
"67",
"79",
"93",
"75",
"66",
"77",
"87",
"92",
"76",
"79",
"59",
"63",
"84",
"71",
"73",
"66",
"63",
"61",
"63",
"66",
"67",
"74",
"73",
"84",
"64",
"77",
"60",
"72",
"82",
"77",
"82",
"84",
"66",
"82",
"81",
"86",
"79",
"71",
"90",
"74",
"94",
"92",
"75",
"72",
"75",
"89",
"98",
"105",
"102",
"97",
"96",
"77",
"110",
"114",
"124",
"130",
"98",
"112",
"128",
"140",
"130",
"142",
"142",
"129",
"140",
"155",
"155",
"158",
"186",
"196",
"186",
"217",
"203",
"255",
"297",
"414",
"491",
"609",
"873",
"1230",
"1524",
"2306",
"2840",
"4106",
"5241",
"6521",
"8661",
"10651",
"12636",
"15484",
"17780",
"21127",
"22429",
"25807",
"28026",
"30226",
"29764",
"31219",
"31009",
"31615",
"28852",
"28760",
"26229",
"24198",
"20550",
"18611",
"15920",
"13496",
"10749",
"8969",
"7113",
"5563",
"3994",
"3099",
"2320",
"1713",
"1165",
"859",
"669",
"471",
"338",
"254",
"219",
"167",
"143",
"126",
"157",
"143",
"126",
"99",
"107",
"105",
"106",
"109",
"114",
"109",
"105",
"97",
"114",
"120",
"110",
"120",
"118",
"119",
"110",
"138",
"160",
"122",
"132",
"150",
"178",
"176",
"155",
"204",
"210",
"251",
"285",
"272",
"361",
"420",
"512",
"663",
"767",
"978",
"1138",
"1338",
"1585",
"1925",
"2158",
"2415",
"2851",
"3211",
"3375",
"3753",
"3871",
"4076",
"3975",
"3977",
"3946",
"3994",
"3593",
"3514",
"3243",
"2912",
"2463",
"2245",
"1879",
"1572",
"1292",
"1195",
"901",
"722",
"562",
"470",
"372",
"288",
"210",
"182",
"157",
"156",
"104",
"101",
"79",
"72",
"76",
"76",
"73",
"75",
"63",
"65",
"110",
"92",
"82",
"66",
"91",
"96",
"68",
"77",
"80",
"66",
"84",
"81",
"61",
"72",
"56",
"53",
"46",
"47",
"63",
"80",
"39",
"75",
"37",
"67",
"54",
"58",
"56",
"60",
"50",
"58",
"60",
"51",
"50",
"47",
"46",
"53",
"49",
"58",
"47",
"68",
"48",
"49",
"43",
"66",
"54",
"53",
"61",
"40",
"59",
"54",
"41",
"52",
"35",
"39",
"50",
"58",
"60",
"52",
"46",
"53",
"54",
"60",
"54",
"39",
"48",
"62",
"58",
"62",
"49",
"56",
"51",
"53",
"64",
"54",
"45",
"49",
"52",
"47",
"59",
"48",
"72",
"53",
"58",
"71",
"74",
"64",
"52",
"53",
"43",
"59",
"63",
"65",
"64",
"55",
"74",
"82",
"52",
"59",
"47",
"60",
"61",
"52",
"59",
"52",
"61",
"58",
"78",
"72",
"76",
"76",
"61",
"63",
"64",
"49",
"58",
"72",
"69",
"74",
"59",
"62",
"54",
"58",
"62",
"56",
"49",
"56",
"49",
"51",
"61",
"59",
"52",
"55",
"50",
"50",
"63",
"49",
"62",
"66",
"45",
"55",
"59",
"69",
"62",
"61",
"60",
"62",
"49",
"53",
"60",
"45",
"56",
"54",
"47",
"56",
"52",
"51",
"62",
"56",
"50",
"58",
"47",
"47",
"51",
"43",
"64",
"45",
"61",
"52",
"48",
"63",
"48",
"43",
"62",
"60",
"45",
"55",
"49",
"60",
"49",
"53",
"52",
"52",
"41",
"63",
"42",
"50",
"62",
"50",
"59",
"51",
"56",
"63",
"39",
"51",
"63",
"54",
"46",
"65",
"53",
"56",
"45",
"51",
"58",
"63",
"59",
"49",
"33",
"53",
"53",
"54",
"48",
"52",
"41",
"54",
"71",
"50",
"46",
"55",
"42",
"51",
"55",
"50",
"61",
"41",
"53",
"64",
"56",
"59",
"56",
"55",
"69",
"56",
"53",
"40",
"49",
"58",
"53",
"55",
"52",
"73",
"49",
"64",
"51",
"40",
"43",
"56",
"41",
"53",
"49",
"46",
"64",
"56",
"52",
"49",
"45",
"72",
"53",
"61",
"46",
"42",
"47",
"47",
"48",
"51",
"45",
"66",
"58",
"46",
"64",
"61",
"56",
"49",
"54",
"64",
"42",
"48",
"59",
"51",
"60",
"50",
"46",
"61",
"43",
"43",
"58",
"54",
"60",
"58",
"51",
"49",
"60",
"41",
"56",
"48",
"46",
"45",
"48",
"53",
"53",
"47",
"35",
"61",
"54",
"52",
"48",
"49",
"43",
"38",
"53",
"81",
"38",
"62",
"37",
"49",
"42",
"56",
"42",
"52",
"59",
"45",
"43",
"49",
"45",
"61",
"46",
"46",
"47",
"53",
"50",
"53",
"54",
"43",
"45",
"56",
"43",
"35",
"52",
"71",
"51",
"45",
"48",
"59",
"39",
"39",
"45",
"41",
"47",
"37",
"52",
"46",
"38",
"53",
"47",
"55",
"54",
"41",
"43",
"51",
"49",
"50",
"54",
"46",
"49",
"48",
"52",
"63",
"43",
"41",
"50",
"37",
"42",
"52",
"39",
"53",
"48",
"42",
"47",
"43",
"33",
"42",
"37",
"52",
"33",
"51",
"37",
"43",
"49",
"60",
"40",
"46",
"31",
"43",
"54",
"41",
"48",
"51",
"54",
"62",
"30",
"48",
"48",
"54",
"55",
"38",
"73",
"62",
"47",
"41",
"41",
"48",
"46",
"50",
"51",
"38",
"64",
"47",
"51",
"53",
"43",
"45",
"66",
"48",
"46",
"45",
"38",
"50",
"41",
"47",
"59",
"61",
"42",
"39",
"46",
"49",
"51",
"55",
"54",
"46",
"41",
"35",
"48",
"43",
"51",
"58",
"53",
"62",
"42",
"42",
"54",
"51",
"56",
"39",
"54",
"50",
"69",
"43",
"52",
"42",
"50",
"46",
"49",
"47",
"43",
"46",
"46",
"45",
"54",
"50",
"42",
"40",
"31",
"45",
"54",
"53",
"48",
"47",
"62",
"52",
"45",
"50",
"48",
"43",
"46",
"50",
"47",
"46",
"46",
"52",
"47",
"52",
"48",
"46",
"49",
"41",
"49",
"41",
"53",
"48",
"42",
"35",
"29",
"39",
"49",
"51",
"40",
"37",
"39",
"41",
"40",
"42",
"33",
"39",
"42",
"41",
"37",
"42",
"43",
"47",
"38",
"48",
"38",
"40",
"37",
"49",
"42",
"36",
"38",
"43",
"46",
"37",
"39",
"42",
"42",
"46",
"38",
"37",
"46",
"47",
"33",
"41",
"41",
"34",
"39",
"33",
"42",
"61",
"46",
"40",
"40",
"50",
"42",
"52",
"41",
"54",
"39",
"53",
"52",
"50",
"39",
"35",
"46",
"43",
"39",
"45",
"43",
"56",
"37",
"38",
"39",
"42",
"39",
"37",
"49",
"46",
"45",
"37",
"53",
"49",
"48",
"36",
"42",
"38",
"37",
"37",
"41",
"42",
"45",
"45",
"39",
"49",
"36",
"48",
"38",
"34",
"39",
"41",
"41",
"43",
"34",
"36",
"39",
"40",
"37",
"37",
"45",
"46",
"27",
"43",
"49",
"38",
"35",
"42",
"37",
"46",
"54",
"41",
"39",
"66",
"43",
"48",
"50",
"72",
"73",
"59",
"56",
"75",
"68",
"63",
"71",
"78",
"85",
"75",
"79",
"102",
"74",
"80",
"84",
"75",
"80",
"87",
"78",
"77",
"78",
"73",
"66",
"59",
"73",
"53",
"67",
"67",
"54",
"64",
"41",
"66",
"50",
"55",
"50",
"43",
"48",
"46",
"39",
"39",
"41",
"36",
"31",
"39",
"46",
"49",
"40",
"42",
"40",
"38",
"51",
"45",
"28",
"29",
"52",
"35",
"36",
"33",
"39",
"34",
"31",
"47",
"35",
"38",
"30",
"34",
"41",
"37",
"34",
"45",
"36",
"27",
"47",
"30",
"47",
"39",
"48",
"47",
"50",
"41",
"53",
"47",
"42",
"47",
"39",
"52",
"40",
"33",
"45",
"48",
"48",
"46",
"47",
"59",
"42",
"42",
"53",
"52",
"40",
"45",
"46",
"53",
"47",
"58",
"47",
"40",
"38",
"35",
"40",
"48",
"41",
"52",
"40",
"35",
"33",
"23",
"40",
"37",
"56",
"30",
"29",
"28",
"29",
"48",
"39",
"39",
"41",
"34",
"46",
"41",
"42",
"29",
"36",
"39",
"34",
"31",
"24",
"40",
"35",
"31",
"25",
"35",
"47",
"31",
"27",
"34",
"35",
"42",
"34",
"31",
"43",
"28",
"40",
"28",
"30",
"40",
"28",
"24",
"28",
"41",
"38",
"27",
"37",
"43",
"31",
"47",
"31",
"26",
"42",
"34",
"37",
"27",
"39",
"38",
"39",
"31",
"34",
"28",
"51",
"50",
"34",
"41",
"41",
"43",
"43",
"41",
"38",
"28",
"27",
"28",
"30",
"36",
"25",
"39",
"34",
"41",
"35",
"26",
"34",
