"Sample    : Cu",
"Operator  : Mariana",
"Comment  : 31521",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-06-25 22:35:15",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  180   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"7",
"11",
"12",
"17",
"13",
"11",
"13",
"16",
"13",
"13",
"13",
"16",
"7",
"10",
"11",
"10",
"17",
"14",
"5",
"10",
"14",
"15",
"12",
"4",
"12",
"13",
"13",
"12",
"16",
"10",
"5",
"10",
"13",
"10",
"14",
"12",
"7",
"9",
"13",
"7",
"13",
"9",
"10",
"17",
"9",
"22",
"13",
"17",
"22",
"23",
"18",
"34",
"38",
"35",
"48",
"49",
"53",
"56",
"106",
"125",
"162",
"179",
"219",
"251",
"230",
"250",
"232",
"217",
"198",
"181",
"158",
"134",
"87",
"77",
"55",
"40",
"23",
"30",
"20",
"24",
"21",
"17",
"22",
"14",
"11",
"16",
"8",
"5",
"8",
"4",
"12",
"9",
"10",
"13",
"3",
"13",
"14",
"3",
"10",
"9",
"12",
"7",
"7",
"7",
"9",
"9",
"10",
"8",
"9",
"9",
"7",
"10",
"7",
"13",
"11",
"8",
"17",
"21",
"10",
"3",
"10",
"9",
"15",
"10",
"9",
"10",
"10",
"13",
"14",
"13",
"9",
"7",
"10",
"8",
"10",
"12",
"11",
"10",
"8",
"17",
"13",
"12",
"20",
"16",
"17",
"15",
"13",
"14",
"8",
"18",
"13",
"11",
"11",
"12",
"15",
"15",
"16",
"12",
"17",
"24",
"20",
"26",
"21",
"23",
"25",
"26",
"29",
"53",
"59",
"48",
"55",
"62",
"52",
"51",
"52",
"53",
"52",
"25",
"16",
"22",
"13",
"12",
"15",
"16",
"13",
"15",
"11",
"16",
"14",
"12",
"11",
"16",
"12",
"8",
"8",
"8",
"13",
"22",
"15",
"15",
"25",
"14",
"11",
"18",
"10",
"13",
"15",
"20",
"10",
"12",
"10",
"18",
"14",
"7",
"14",
"13",
"9",
"9",
"16",
"11",
"8",
"10",
"8",
"15",
"4",
"4",
"9",
"7",
"7",
"8",
"9",
"5",
"15",
"5",
"12",
"9",
"14",
"11",
"11",
"9",
"8",
"13",
"9",
"10",
"15",
"8",
"12",
"14",
"15",
"8",
"14",
"13",
"8",
"10",
"11",
"14",
"8",
"17",
"12",
"7",
"10",
"15",
"11",
"12",
"3",
"15",
"11",
"12",
"9",
"10",
"10",
"7",
"9",
"4",
"10",
"12",
"8",
"14",
"11",
"9",
"9",
"7",
"13",
"12",
"9",
"11",
"9",
"9",
"13",
"11",
"8",
"13",
"9",
"11",
"13",
"8",
"14",
"14",
"12",
"12",
"13",
"11",
"13",
"9",
"12",
"12",
"9",
"16",
"9",
"14",
"15",
"15",
"11",
"16",
"8",
"8",
"15",
"11",
"13",
"15",
"20",
"12",
"22",
"27",
"30",
"48",
"55",
"62",
"73",
"112",
"151",
"202",
"268",
"288",
"376",
"434",
"502",
"500",
"539",
"643",
"540",
"601",
"524",
"480",
"438",
"353",
"304",
"234",
"169",
"131",
"117",
"81",
"63",
"59",
"28",
"40",
"36",
"29",
"30",
"34",
"28",
"36",
"45",
"42",
"41",
"56",
"59",
"72",
"65",
"98",
"75",
"103",
"86",
"85",
"93",
"89",
"58",
"80",
"49",
"60",
"35",
"32",
"36",
"35",
"24",
"14",
"27",
"20",
"20",
"14",
"24",
"22",
"33",
"17",
"18",
"26",
"21",
"22",
"14",
"17",
"23",
"21",
"23",
"24",
"26",
"25",
"29",
"22",
"27",
"34",
"37",
"30",
"22",
"22",
"37",
"24",
"29",
"29",
"29",
"27",
"39",
"33",
"37",
"36",
"41",
"35",
"23",
"38",
"26",
"29",
"32",
"34",
"32",
"35",
"33",
"35",
"29",
"30",
"27",
"35",
"28",
"28",
"32",
"30",
"27",
"28",
"20",
"29",
"27",
"24",
"12",
"21",
"22",
"22",
"26",
"18",
"28",
"28",
"28",
"25",
"17",
"28",
"23",
"20",
"27",
"21",
"23",
"21",
"23",
"26",
"24",
"26",
"32",
"24",
"37",
"25",
"35",
"22",
"20",
"23",
"29",
"26",
"20",
"20",
"24",
"22",
"37",
"23",
"27",
"21",
"21",
"33",
"22",
"26",
"36",
"32",
"35",
"23",
"28",
"25",
"20",
"17",
"27",
"32",
"15",
"28",
"35",
"29",
"26",
"32",
"32",
"29",
"39",
"26",
"26",
"27",
"23",
"41",
"27",
"24",
"33",
"38",
"29",
"29",
"36",
"32",
"29",
"36",
"21",
"30",
"48",
"37",
"38",
"30",
"35",
"37",
"40",
"23",
"37",
"28",
"36",
"27",
"29",
"28",
"25",
"33",
"30",
"39",
"23",
"49",
"42",
"34",
"23",
"37",
"39",
"46",
"42",
"46",
"37",
"39",
"48",
"51",
"47",
"52",
"61",
"47",
"54",
"60",
"50",
"62",
"49",
"64",
"48",
"64",
"49",
"65",
"52",
"62",
"59",
"50",
"66",
"61",
"60",
"71",
"74",
"70",
"78",
"81",
"101",
"71",
"101",
"101",
"100",
"79",
"122",
"118",
"134",
"121",
"125",
"125",
"118",
"114",
"121",
"153",
"110",
"96",
"100",
"96",
"78",
"89",
"101",
"88",
"55",
"76",
"68",
"66",
"62",
"81",
"66",
"76",
"54",
"62",
"70",
"48",
"52",
"66",
"76",
"72",
"58",
"61",
"46",
"54",
"51",
"55",
"76",
"71",
"61",
"64",
"73",
"78",
"55",
"53",
"64",
"66",
"63",
"61",
"68",
"63",
"56",
"67",
"61",
"76",
"68",
"68",
"64",
"72",
"68",
"80",
"96",
"78",
"67",
"89",
"73",
"73",
"63",
"85",
"75",
"77",
"80",
"97",
"78",
"87",
"86",
"79",
"87",
"93",
"85",
"77",
"98",
"83",
"84",
"76",
"77",
"106",
"83",
"104",
"89",
"86",
"88",
"84",
"98",
"79",
"85",
"111",
"84",
"83",
"88",
"98",
"92",
"100",
"88",
"90",
"70",
"84",
"83",
"83",
"88",
"97",
"84",
"74",
"93",
"90",
"78",
"101",
"84",
"89",
"95",
"71",
"113",
"87",
"80",
"90",
"90",
"75",
"90",
"97",
"103",
"104",
"104",
"98",
"95",
"98",
"100",
"93",
"106",
"114",
"116",
"100",
"150",
"105",
"115",
"141",
"130",
"158",
"152",
"173",
"184",
"201",
"216",
"225",
"308",
"361",
"434",
"651",
"804",
"1066",
"1438",
"2056",
"2688",
"3636",
"4563",
"5992",
"7575",
"9564",
"11291",
"13624",
"16145",
"18727",
"20424",
"23661",
"25944",
"28347",
"28227",
"30179",
"30316",
"31466",
"29145",
"29216",
"27284",
"25976",
"22432",
"20671",
"18329",
"16086",
"13140",
"11369",
"9099",
"7653",
"5696",
"4552",
"3507",
"2590",
"1903",
"1421",
"1004",
"769",
"558",
"401",
"302",
"223",
"191",
"150",
"151",
"115",
"127",
"109",
"110",
"99",
"88",
"92",
"97",
"136",
"111",
"101",
"81",
"102",
"91",
"101",
"109",
"97",
"85",
"122",
"128",
"129",
"102",
"115",
"135",
"128",
"142",
"147",
"136",
"166",
"172",
"169",
"162",
"181",
"190",
"229",
"229",
"277",
"307",
"344",
"404",
"484",
"503",
"630",
"853",
"1065",
"1137",
"1459",
"1660",
"2023",
"2214",
"2483",
"2778",
"3086",
"3370",
"3529",
"3877",
"3957",
"3812",
"4086",
"3908",
"3885",
"3579",
"3561",
"3136",
"2970",
"2622",
"2323",
"1974",
"1791",
"1454",
"1311",
"1019",
"848",
"629",
"521",
"399",
"320",
"235",
"214",
"148",
"128",
"111",
"105",
"81",
"85",
"66",
"79",
"66",
"58",
"47",
"71",
"58",
"64",
"52",
"47",
"83",
"59",
"49",
"54",
"54",
"61",
"47",
"65",
"59",
"39",
"62",
"64",
"61",
"56",
"55",
"54",
"67",
"63",
"60",
"63",
"62",
"81",
"54",
"66",
"62",
"71",
"53",
"55",
"61",
"55",
"60",
"66",
"50",
"58",
"55",
"56",
"54",
"73",
"50",
"61",
"51",
"61",
"51",
"50",
"48",
"62",
"50",
"55",
"48",
"63",
"54",
"50",
"52",
"50",
"46",
"64",
"51",
"61",
"49",
"49",
"50",
"43",
"46",
"42",
"65",
"58",
"58",
"52",
"40",
"65",
"47",
"58",
"48",
"64",
"48",
"48",
"50",
"46",
"40",
"56",
"54",
"40",
"54",
"49",
"43",
"43",
"47",
"58",
"53",
"63",
"49",
"48",
"50",
"54",
"42",
"43",
"43",
"53",
"65",
"46",
"45",
"50",
"47",
"48",
"54",
"52",
"63",
"56",
"52",
"51",
"62",
"46",
"51",
"53",
"47",
"65",
"54",
"61",
"55",
"56",
"48",
"39",
"43",
"48",
"51",
"54",
"47",
"61",
"42",
"54",
"54",
"43",
"60",
"51",
"49",
"71",
"60",
"62",
"63",
"43",
"58",
"54",
"42",
"47",
"45",
"34",
"48",
"56",
"52",
"54",
"46",
"49",
"58",
"54",
"53",
"42",
"42",
"50",
"45",
"63",
"53",
"47",
"40",
"49",
"52",
"55",
"49",
"56",
"49",
"51",
"46",
"58",
"55",
"51",
"34",
"49",
"48",
"50",
"51",
"46",
"58",
"61",
"54",
"41",
"48",
"45",
"39",
"48",
"49",
"61",
"43",
"49",
"40",
"46",
"38",
"56",
"52",
"61",
"51",
"49",
"48",
"49",
"41",
"58",
"52",
"47",
"49",
"56",
"55",
"52",
"52",
"51",
"42",
"55",
"55",
"46",
"49",
"53",
"35",
"53",
"43",
"64",
"52",
"54",
"50",
"38",
"48",
"46",
"63",
"54",
"49",
"42",
"51",
"47",
"50",
"56",
"63",
"48",
"41",
"54",
"51",
"46",
"32",
"45",
"29",
"39",
"50",
"47",
"42",
"58",
"42",
"48",
"45",
"56",
"49",
"48",
"52",
"52",
"48",
"49",
"39",
"55",
"43",
"50",
"35",
"47",
"45",
"42",
"43",
"51",
"32",
"47",
"36",
"54",
"41",
"40",
"35",
"40",
"38",
"50",
"41",
"48",
"50",
"52",
"41",
"43",
"40",
"49",
"45",
"45",
"40",
"58",
"49",
"30",
"43",
"42",
"61",
"37",
"45",
"49",
"40",
"47",
"35",
"46",
"52",
"58",
"55",
"50",
"51",
"48",
"52",
"49",
"45",
"45",
"41",
"36",
"59",
"47",
"33",
"46",
"43",
"41",
"49",
"53",
"54",
"47",
"47",
"41",
"38",
"49",
"38",
"65",
"45",
"51",
"42",
"43",
"30",
"49",
"63",
"53",
"53",
"51",
"40",
"42",
"42",
"49",
"42",
"52",
"40",
"41",
"48",
"49",
"50",
"52",
"53",
"33",
"42",
"51",
"51",
"54",
"45",
"49",
"49",
"41",
"38",
"53",
"35",
"43",
"54",
"40",
"40",
"39",
"35",
"42",
"42",
"47",
"39",
"48",
"41",
"45",
"50",
"41",
"39",
"53",
"41",
"56",
"32",
"39",
"50",
"58",
"49",
"40",
"46",
"50",
"45",
"40",
"56",
"41",
"45",
"37",
"42",
"49",
"47",
"39",
"38",
"41",
"36",
"35",
"47",
"30",
"29",
"46",
"52",
"29",
"37",
"43",
"41",
"52",
"46",
"40",
"53",
"42",
"32",
"45",
"43",
"32",
"52",
"39",
"36",
"30",
"37",
"17",
"45",
"37",
"40",
"42",
"42",
"39",
"34",
"47",
"42",
"39",
"36",
"45",
"51",
"35",
"47",
"37",
"46",
"38",
"35",
"48",
"52",
"53",
"39",
"36",
"43",
"42",
"48",
"33",
"46",
"47",
"38",
"36",
"30",
"41",
"50",
"42",
"45",
"59",
"43",
"37",
"43",
"38",
"41",
"43",
"51",
"51",
"37",
"46",
"33",
"36",
"27",
"46",
"36",
"46",
"42",
"40",
"36",
"42",
"24",
"35",
"40",
"41",
"52",
"32",
"41",
"45",
"37",
"35",
"29",
"38",
"36",
"30",
"41",
"32",
"42",
"41",
"40",
"36",
"40",
"38",
"45",
"39",
"43",
"46",
"41",
"39",
"39",
"34",
"29",
"37",
"29",
"38",
"28",
"33",
"36",
"40",
"33",
"36",
"36",
"37",
"36",
"46",
"46",
"32",
"46",
"49",
"29",
"30",
"38",
"37",
"35",
"48",
"46",
"39",
"30",
"30",
"34",
"40",
"43",
"28",
"34",
"46",
"39",
"29",
"33",
"38",
"37",
"30",
"35",
"54",
"32",
"39",
"35",
"33",
"43",
"43",
"41",
"34",
"42",
"38",
"35",
"45",
"38",
"42",
"40",
"41",
"43",
"37",
"33",
"42",
"38",
"38",
"43",
"42",
"37",
"32",
"39",
"51",
"33",
"41",
"35",
"35",
"35",
"28",
"38",
"42",
"35",
"50",
"41",
"37",
"40",
"34",
"41",
"29",
"38",
"35",
"43",
"23",
"46",
"32",
"45",
"43",
"35",
"29",
"39",
"45",
"34",
"38",
"32",
"43",
"26",
"36",
"29",
"37",
"43",
"37",
"37",
"28",
"38",
"38",
"23",
"33",
"36",
"32",
"47",
"39",
"38",
"39",
"39",
"37",
"37",
"34",
"33",
"45",
"35",
"47",
"50",
"47",
"34",
"29",
"36",
"42",
"41",
"33",
"46",
"42",
"39",
"40",
"38",
"34",
"35",
"36",
"43",
"55",
"48",
"54",
"53",
"62",
"60",
"56",
"58",
"66",
"71",
"83",
"90",
"66",
"58",
