Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  13,      1.487,        204,         62,       2.15
  14,      1.740,        381,         62,       1.33
  16,      2.307,        556,         63,       1.48
  17,      2.622,       1116,         82,       1.36
  19,      3.313,       2341,         81,       3.07
  20,      3.691,       1182,         82,       2.18
  24,      5.412,        343,        162,       2.83
  26,      6.399,       6304,        231,       1.77
  29,      8.041,       7429,        405,       2.06
  30,      8.631,       3195,        393,       2.25
  45,      2.696,        543,         69,       1.81
  58,      4.838,        517,        207,       1.74
