Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  13,      1.487,        197,         57,       0.94
  14,      1.740,        273,         57,       1.77
  19,      3.313,        341,         62,       1.24
  20,      3.691,        720,         74,       1.06
  24,      5.412,        383,        150,       1.86
  26,      6.399,       3867,        208,       1.30
  29,      8.041,       6842,        372,       1.63
  30,      8.631,       3074,        360,       1.69
  45,      2.696,        541,         54,       0.79
  58,      4.838,        378,        192,       1.58
