Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         45,         53,       1.40
  13,      1.487,        141,         55,       1.34
  14,      1.740,         93,         53,       2.15
  19,      3.313,        246,         59,       0.77
  20,      3.691,        403,         69,       0.88
  24,      5.412,        797,        148,       2.65
  26,      6.399,       2851,        201,       2.10
  29,      8.041,       6445,        366,       1.94
  30,      8.631,       2565,        355,       2.02
  45,      2.696,        555,         52,       3.02
  58,      4.838,        480,        185,       1.35
