Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    13
  14,      1.740,        293,         97,       1.25
  15,      2.013,        280,         93,       1.67
  19,      3.313,        896,        107,       1.58
  20,      3.691,        557,        157,       6.88
  22,      4.509,     117383,        389,       4.38
  24,      5.412,        765,        236,       3.21
  25,      5.895,      41713,        352,       3.86
  26,      6.399,       6367,        346,       4.82
  27,      6.925,       5729,        370,       4.10
  29,      8.041,      11249,        648,       6.21
  30,      8.631,       2675,        653,       3.00
  45,      2.696,       1322,         91,       2.90
  51,      3.604,       6502,        141,       5.88
