**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 12.01800,  1.06490,  8.42923, 12.25150, 14.38725, 16.64900, 11.20343,  4.44669,  0.39690,  0.37000
Na,  0.07889,  0.07710,  0.07862,  0.08154,  0.08360,  0.12741,  0.08473,  0.01161,  0.13700,  0.14715
Mg,  0.14601,  0.03071,  0.11389,  0.14711,  0.16696,  0.18592,  0.13589,  0.04259,  0.31343,  0.29171
Al,  0.93711,  0.30894,  0.74647,  0.95642,  1.05098,  1.15500,  0.88113,  0.23594,  0.26777,  0.25178
Si,  2.20660,  0.37873,  1.69085,  2.24515,  2.51028,  2.79370,  2.03702,  0.66223,  0.32510,  0.30011
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00044,  0.00365,  0.00044,  0.00092,  2.09268,  0.00000
S,  0.04347,  0.03807,  0.04436,  0.05437,  0.07068,  0.18909,  0.06630,  0.03461,  0.52205,  0.79626
Cl,  0.44674,  0.40298,  0.43759,  0.45288,  0.45815,  0.46385,  0.44655,  0.01622,  0.03633,  0.03631
K,  0.09076,  0.00000,  0.05786,  0.09577,  0.14649,  0.17461,  0.09962,  0.04960,  0.49790,  0.54651
Ca,  0.40811,  0.15146,  0.33207,  0.41691,  0.45616,  0.49797,  0.38606,  0.09648,  0.24992,  0.23642
Ti,  0.05766,  0.00907,  0.04379,  0.05863,  0.06533,  0.07281,  0.05313,  0.01755,  0.33035,  0.30441
V,  0.00100,  0.00038,  0.00079,  0.00102,  0.00115,  0.00126,  0.00095,  0.00026,  0.26864,  0.25752
Mn,  0.00887,  0.00000,  0.00642,  0.00899,  0.01012,  0.01146,  0.00801,  0.00313,  0.39098,  0.35305
Fe,  0.49128,  0.05932,  0.36783,  0.49931,  0.56084,  0.62835,  0.45145,  0.15674,  0.34719,  0.31904
Zn,  0.00353,  0.00268,  0.00348,  0.00384,  0.00436,  0.00673,  0.00391,  0.00090,  0.23031,  0.25532
Br,  0.00000,  0.00000,  0.00000,  0.00016,  0.00446,  0.00690,  0.00168,  0.00252,  1.49478,  0.00000
Pb,  0.00250,  0.00227,  0.00248,  0.00263,  0.00312,  0.00345,  0.00277,  0.00036,  0.13100,  0.14498
BC,  0.57555,  0.51597,  0.58113,  0.61418,  0.65551,  1.09530,  0.64894,  0.12736,  0.19626,  0.22129

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,107.58000, 62.85700,106.12750,109.15500,111.96250,114.51000,106.58185, 10.77221,  0.10107,  0.10013
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  6.56740,  0.32837,  1.46852,  4.47214,  0.00000
Mg,  0.89099,  0.33982,  0.88177,  0.90333,  0.92714,  0.94711,  0.87695,  0.12819,  0.14618,  0.14388
Al,  5.53580,  2.38460,  5.48973,  5.62890,  5.76518,  5.87320,  5.46143,  0.73757,  0.13505,  0.13324
Si, 14.51200,  6.30880, 14.38575, 14.74900, 15.11275, 15.40400, 14.32909,  1.91989,  0.13399,  0.13230
P,  0.01444,  0.00624,  0.01444,  0.01480,  0.01517,  0.01531,  0.01378,  0.00272,  0.19716,  0.18820
S,  0.18462,  0.03663,  0.16030,  0.17160,  0.18714,  0.20657,  0.16013,  0.04916,  0.30697,  0.26625
Cl,  0.45471,  0.22499,  0.46263,  0.46980,  0.47469,  0.49766,  0.45847,  0.05577,  0.12165,  0.12265
K,  1.57220,  0.84660,  1.52560,  1.57740,  1.62290,  1.68730,  1.53512,  0.17791,  0.11589,  0.11316
Ca,  2.16890,  1.11470,  2.15020,  2.20330,  2.25798,  2.30170,  2.14979,  0.24905,  0.11585,  0.11483
Ti,  0.39376,  0.21197,  0.39098,  0.40059,  0.41010,  0.41768,  0.39087,  0.04322,  0.11057,  0.10976
V,  0.00626,  0.00360,  0.00618,  0.00636,  0.00652,  0.00666,  0.00621,  0.00064,  0.10282,  0.10192
Mn,  0.06895,  0.03647,  0.06853,  0.07018,  0.07177,  0.07313,  0.06843,  0.00772,  0.11275,  0.11191
Fe,  3.50580,  1.88730,  3.47865,  3.56535,  3.65180,  3.72030,  3.47891,  0.38473,  0.11059,  0.10974
