Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,         40,         62,       0.63
  13,      1.487,        269,         63,       0.83
  19,      3.313,        235,         68,       1.77
  20,      3.691,        183,         76,       1.00
  23,      4.950,        237,        144,       1.55
  24,      5.412,       1171,        168,       2.25
  26,      6.399,       3643,        230,       3.25
  29,      8.041,       8147,        429,       2.69
  30,      8.631,       2684,        415,       1.81
  31,      9.243,        313,        400,       1.60
  35,     11.908,        899,        406,       1.08
  45,      2.696,        576,         59,       1.28
  56,      4.464,        502,        190,       2.06
  82,     10.542,        859,        399,       1.86
