Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,        106,         65,       1.64
  13,      1.487,        341,         67,       1.15
  19,      3.313,        252,         72,       1.49
  20,      3.691,        521,         84,       1.10
  23,      4.950,        506,        153,       1.41
  24,      5.412,       1248,        178,       1.41
  26,      6.399,       8489,        258,       3.10
  29,      8.041,       8758,        452,       1.87
  30,      8.631,       2865,        438,       2.26
  31,      9.243,        221,        424,       1.45
  35,     11.908,       1041,        429,       1.79
  45,      2.696,        699,         63,       1.68
  56,      4.464,        470,        202,       2.26
  82,     10.542,        796,        424,       2.54
