Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    13
  12,      1.254,         51,         53,       0.97
  13,      1.487,        211,         57,       1.18
  14,      1.740,        539,         60,       1.05
  16,      2.307,        579,         60,       1.40
  17,      2.622,       1231,         78,       2.37
  19,      3.313,       1004,         69,       1.79
  20,      3.691,       3274,         91,       1.70
  24,      5.412,        928,        151,       1.91
  26,      6.399,       3848,        207,       2.04
  29,      8.041,       6739,        372,       2.15
  30,      8.631,       4790,        364,       1.50
  45,      2.696,        477,         65,       1.77
  58,      4.838,        550,        191,       1.80
