Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         12,         47,       1.18
  13,      1.487,        167,         50,       1.15
  14,      1.740,         98,         48,       1.32
  19,      3.313,        107,         52,       2.17
  20,      3.691,        137,         60,       0.93
  24,      5.412,        583,        135,       1.20
  26,      6.399,       1537,        180,       2.01
  29,      8.041,       5847,        334,       1.61
  30,      8.631,       2141,        321,       1.27
  45,      2.696,        408,         47,       1.77
  58,      4.838,        491,        171,       1.03
