Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,         69,         57,       1.06
  13,      1.487,        256,         58,       1.72
  19,      3.313,         95,         58,       0.87
  20,      3.691,         85,         69,       1.28
  23,      4.950,        166,        130,       1.17
  24,      5.412,        838,        150,       1.31
  26,      6.399,       2545,        204,       1.68
  29,      8.041,       7373,        388,       1.24
  30,      8.631,       2478,        365,       1.42
  31,      9.243,        255,        361,       1.96
  35,     11.908,        992,        366,       1.17
  45,      2.696,        531,         53,       2.14
  56,      4.464,        360,        167,       1.78
  82,     10.542,        696,        359,       1.31
