**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 19

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Zn, 20.42084, 20.27014, 34.48319, 34.54186, 34.65689, 35.09624, 33.19863,  4.39964,  0.13252,  0.21545
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Pb,  6.58399,  6.48496, 13.91164, 13.94295, 14.00476, 14.24148, 13.24273,  2.29628,  0.17340,  0.34877

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  4.07255,  2.89265,  2.90708,  2.91970,  2.97644,  4.07255,  3.04870,  0.34580,  0.11342,  0.08491
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.24153,  0.01283,  0.05391,  4.20306,  0.00000
Mg,  7.46964,  0.00000,  0.00000,  0.00000,  0.00000,  7.46964,  0.72390,  2.22938,  3.07967,  0.29846
Al,  5.67086,  0.58796,  0.86527,  0.89310,  0.92206,  5.67086,  1.32679,  1.44267,  1.08734,  0.25440
Si,  3.95854,  0.12620,  0.20331,  0.21857,  0.23370,  3.95854,  0.56798,  1.12022,  1.97230,  0.28299
P,  3.69225,  3.69225,  7.46057,  7.53321,  7.55907,  7.59387,  7.14372,  1.14364,  0.16009,  0.30974
S, 80.43992, 68.27192, 68.91388, 69.01682, 69.10111, 80.82225, 70.08205,  3.61635,  0.05160,  0.04496
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K, 40.96111, 33.43243, 33.65150, 33.70799, 33.74402, 41.01356, 34.38895,  2.25898,  0.06569,  0.05515
Ca,  0.00000,  0.00000,  0.71289,  0.73735,  0.75611,  1.15060,  0.69472,  0.25798,  0.37135,  0.00000
Ti,  1.99328,  0.00000,  0.00000,  0.00000,  0.00000,  1.99328,  0.19750,  0.58916,  2.98306,  0.29557
V,  5.37579,  3.85923,  3.87762,  3.89004,  3.95414,  5.37579,  4.05452,  0.44401,  0.10951,  0.08259
Mn,  2.52258,  0.43167,  0.44859,  0.45916,  0.52763,  2.52258,  0.67938,  0.60947,  0.89709,  0.24161
Fe,  2.22030,  1.03527,  1.04259,  1.05041,  1.08010,  2.22030,  1.17371,  0.34559,  0.29445,  0.15565
Zn, 26.26271, 26.26271, 31.09965, 31.13027, 31.15849, 31.54777, 30.70361,  1.41961,  0.04624,  0.05405
Br, 67.73813, 60.47498, 60.80449, 60.87149, 60.91334, 68.09980, 61.51843,  2.19376,  0.03566,  0.03239
Pb, 34.90105, 34.10674, 34.14898, 34.15958, 34.17345, 35.26265, 34.25350,  0.29179,  0.00852,  0.00836

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na, 11.35799, 10.50686, 10.59305, 10.61173, 10.61877, 11.35799, 10.65667,  0.19923,  0.01870,  0.01754
Mg,  1.23832,  1.21839,  1.23354,  1.23669,  1.23831,  1.23975,  1.23436,  0.00623,  0.00505,  0.00503
Al,  0.00000,  0.00000,  0.35616,  0.35908,  0.37468,  0.40414,  0.33150,  0.11432,  0.34485,  0.00000
Si,  1.04159,  1.04159,  1.97429,  1.97992,  2.01235,  2.08601,  1.91116,  0.28089,  0.14697,  0.26967
P,  0.00655,  0.00000,  0.00000,  0.00000,  0.00000,  0.00655,  0.00051,  0.00163,  3.22211,  0.24905
S,  0.88299,  0.75209,  0.76270,  0.76508,  0.76613,  0.88299,  0.77296,  0.03182,  0.04116,  0.03603
Cl, 23.27526, 21.44732, 21.62684, 21.66095, 21.67732, 23.27526, 21.76002,  0.42523,  0.01954,  0.01827
K,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Ca,  3.14381,  3.10396,  3.10467,  3.10526,  3.10883,  3.14381,  3.10959,  0.01143,  0.00368,  0.00364
