SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,28,28erro,29,29erro,30,30erro,31,31erro,34,34erro,35,35erro,37,37erro,38,38erro,39,39erro,40,40erro,45,45erro,56,56erro,58,58erro,72,72erro,82,82erro
GHA244        ,3480.459473,1097.989014,13043.217773,808.301697,81449.398438,1896.684692,203977.09375,4519.453125,719.233032,61.489132,11571.666992,236.070206,21729.359375,379.78653,29545.140625,417.261658,39018.820313,514.251099,5409.613281,144.89595,92.646347,9.16246,76.535522,8.839177,930.195618,23.623131,53556.511719,1392.477417,31.382284,9.347361,128.42157,16.09712,538.295166,22.247881,3.230079,9.228985,0,0,190.814651,11.283801,93.316666,13.871729,349.117249,13.722077,42.090149,12.183035,245.591309,14.336349,0,0,375.512085,35.81345,0,0,67.198936,25.650478,266.704132,24.822502
GHA245        ,61949.109375,3980.043945,22219.115234,1148.187012,62661.441406,1454.063965,169379.921875,3756.840088,464.96283,68.29937,18304.179688,368.257996,150140.59375,2566.399414,30565.898438,431.537323,37508.058594,494.492981,4109.75293,110.546082,74.032761,8.562494,74.0345,8.774846,746.683472,19.484997,38784.648438,1008.925903,23.303261,9.623692,124.658844,16.34585,1434.994141,35.082516,6.762597,9.705694,0,0,976.271851,21.467384,83.084946,14.881118,393.699921,14.647977,27.222128,12.611831,186.544952,13.977781,0,0,377.116943,34.85685,0,0,51.346859,26.74258,331.30957,26.385286
GHA246      ,,,185.293442,350.70105,207.303238,106.674583,0,0,0,0,,,0,0,33.207401,7.343174,0,0,0,0,11.298443,3.628436,4.706006,6.743416,0,0,29.192652,7.722042,0,0,0,0,0,0,8.344956,6.256001,,,18.94607,7.416962,,,,,,,,,25.789125,28.840885,39.150581,14.279582,0,0,,,28.284756,16.554525
GHA247        ,13184.571289,1603.159668,11842.527344,811.638916,66382.53125,1555.062134,178747.140625,3963.346924,666.041626,63.897213,13482.670898,273.783447,55593.828125,955.946533,37282.03125,525.210632,37783.6875,498.184845,4415.770996,118.590897,79.751579,8.579474,77.996773,8.694285,794.839233,20.503786,40921.101563,1064.384277,29.34672,9.491242,101.635895,15.981351,988.493958,28.027981,1.87078,9.400156,0,0,535.015625,15.02287,106.947441,14.515072,343.104004,13.926645,31.475233,12.447924,179.372879,13.711986,0,0,358.683167,34.69471,0,0,79.069481,26.076403,639.525452,28.684868
GHA248        ,41477.429688,3218.766602,16582.378906,1060.143921,73191.804688,1757.472534,191071.140625,4243.371094,667.233459,83.403503,16911.158203,346.350616,119556.335938,2048.034424,35948.882813,508.209839,50897.828125,670.597168,5341.661133,143.709045,99.708443,11.264693,96.479469,10.367857,893.531677,23.638041,54962.753906,1429.186646,15.604724,12.746614,157.735611,18.616791,1259.346802,33.436672,14.639443,12.745085,0,0,1034.620239,24.502104,107.672661,19.537437,464.977417,18.869329,39.750584,16.626425,203.049576,18.047632,0,0,567.968445,45.068569,0,0,123.36496,35.300167,448.670441,34.646832
GHA249        ,2893.645996,1115.743896,11527.835938,772.514587,75379.007813,1758.792969,186735.71875,4140.455078,690.959045,61.085503,10752.789063,220.945328,20914.5,366.083191,24295.3125,344.129181,40212.714844,529.801086,5121.421875,137.328995,89.837502,9.290141,90.631294,9.137027,995.058105,25.209558,49767.941406,1294.119385,46.488468,10.135854,162.100159,16.788172,596.442261,23.135557,15.043813,9.851064,0,0,167.896866,11.859277,100.441826,14.919289,330.462799,14.372388,34.019077,13.16775,214.573349,14.847693,0,0,406.215454,36.989761,0,0,78.641083,27.561243,231.234222,26.237564
GHA250        ,1674.144165,872.343994,9944.897461,659.571899,57413.6875,1339.166016,141506.34375,3139.270996,517.605774,45.912682,10412.371094,205.99292,9637.673828,168.755936,21869.384766,309.197449,22826.814453,302.137695,3427.089844,92.125282,63.511257,7.190784,68.22728,8.157167,817.712402,20.670704,32101.923828,835.285889,36.181816,8.532189,98.588715,15.490236,449.240265,20.973722,0,0,0,0,150.116104,9.994761,54.669704,12.574924,199.111771,11.489155,15.560792,11.142391,129.784943,11.940004,0,0,254.878067,29.322439,0,0,64.096893,23.179897,177.880096,21.997221
GHA251        ,4341.959473,834.094299,3207.216797,469.741028,18465.734375,484.100677,46324.695313,1046.896973,244.483566,37.430988,10139.37207,204.915268,12366.550781,219.107574,34285.441406,482.223663,6272.55957,85.184006,937.106384,26.501556,25.723509,5.072617,20.099052,7.223721,220.253525,7.181083,8612.617188,225.463303,39.912273,7.13754,47.076149,14.399713,732.713989,23.706978,5.751102,7.044052,0,0,557.658875,13.533083,55.11898,11.25653,77.954613,9.397091,8.162176,9.664538,37.820679,9.747368,0,0,105.790024,22.45698,0,0,69.765663,19.622564,518.412476,22.019762
GHA252        ,220.636948,820.965088,4213.667969,528.099548,23273.734375,582.054871,53617.316406,1209.700317,511.344879,47.008858,11914.371094,239.392639,11680.149414,207.870956,49921.367188,700.824829,19553.486328,259.906738,1232.280762,34.371216,39.573517,5.934728,18.987597,7.630782,445.296539,12.180061,10964.128906,286.518127,54.704628,8.358637,90.028549,15.345388,393.726196,20.458858,6.563244,8.345805,0,0,743.384521,17.113838,101.619408,13.343287,177.675232,11.656244,0.36823,11.388844,48.47773,11.547168,0,0,101.220757,26.257757,0,0,100.64006,23.042149,238.685318,22.571384
GHA253        ,10.363461,722.038513,3639.416016,491.936584,22787.626953,569.195984,53104.964844,1183.46875,368.383392,40.828869,11098.101563,219.121841,10441.928711,183.975815,45288.117188,636.055725,15691.166992,209.459229,1207.748779,33.56786,17.19734,5.289453,21.102743,7.29958,418.381378,11.353446,10609.6875,277.293243,36.580219,7.290377,60.531315,14.59226,377.645508,19.929703,3.767336,7.261998,0,0,664.927063,15.22182,82.85582,11.71532,146.408661,10.15279,1.500787,9.847322,47.179512,10.079669,0,0,76.95443,23.771507,0,0,57.334145,20.34046,222.32634,19.643267
GHA254        ,15910.958008,1639.63623,10010.498047,693.036743,52727.773438,1253.035645,140334.59375,3113.082031,195.647141,49.909103,13878.091797,277.494659,38403.886719,661.817932,29629.480469,417.495209,18892.90625,250.995728,3010.839111,81.105972,54.463078,6.845555,53.685997,7.930758,614.928772,16.009815,27235.779297,708.934631,22.563837,8.219132,89.463531,15.225657,1402.713501,34.013412,4.240528,8.135625,0,0,498.239655,13.433406,69.022865,12.553071,201.611893,11.270502,17.482853,10.854237,109.415726,11.485473,0,0,265.055328,28.366386,0,0,78.46772,22.66349,304.889709,22.423769
GHA255        ,2757.892334,923.19574,10761.438477,694.312134,64418.890625,1508.790283,161982.75,3590.211914,364.656372,48.015907,11575.866211,228.48587,8936.993164,158.60054,28441.591797,400.987,23084.826172,305.717499,3754.872803,100.822357,69.487946,7.498545,51.514526,8.168057,749.14502,19.149282,35731.878906,929.544128,37.202557,8.67497,103.266487,15.594643,431.278503,20.853865,6.347662,8.458218,0,0,184.773026,10.477592,91.291718,12.96289,214.395569,11.790544,25.877516,11.320021,155.910492,12.347794,0,0,274.83313,30.482088,0,0,71.42868,23.728685,250.830582,22.781023
GHA256        ,12078.4375,1509.381836,9859.402344,732.621155,49781.671875,1189.103638,126692.46875,2817.282471,1032.349976,65.353104,12598.692383,255.951126,60453.929688,1037.949463,36211.78125,509.770233,43694.90625,574.966309,3493.478271,94.015251,45.848831,7.450351,75.555717,8.326318,605.516785,15.945508,30197.128906,785.862915,25.360548,8.677096,98.766861,15.646141,1343.717773,33.219559,0,0,0,0,1292.619629,25.975939,90.755363,13.741444,400.816864,13.742774,23.333672,11.447262,126.607414,12.215622,0,0,434.259766,31.652754,0,0,40.041992,23.742336,320.196808,23.75104
GHA257        ,3226.424805,1040.750366,9610.25293,691.355042,74072.640625,1724.496704,158964.359375,3528.56958,852.53717,57.519932,9948.686523,199.612869,19834.892578,346.882813,22031.996094,312.165375,41050.25,540.376465,5152.618652,137.988968,71.630394,8.55956,95.151436,8.674296,660.30249,17.336853,45281.460938,1177.567261,21.052532,8.928482,81.072372,15.495313,977.828735,27.638348,5.530648,8.703845,0,0,386.452545,12.59082,82.106712,13.292555,362.595032,13.378345,41.091541,11.477302,226.270569,13.465436,0,0,478.442841,34.312214,0,0,44.220463,24.449581,246.959015,23.385878
GHA258      ,,,448.086182,372.315613,238.176849,112.083626,0,0,0,0,,,0,0,0,0,0,0,0,0,11.13622,4.095225,14.786831,7.027602,0,0,12.387335,7.841436,0,0,0.806078,14.134633,0,0,2.34776,7.02521,,,20.76705,8.315269,,,,,,,,,12.955039,29.751554,39.459229,16.525024,0,0,,,30.50325,18.428183
GHA259        ,2583.979736,844.950195,7548.160156,588.685425,54754.164063,1294.235352,128886.726563,2862.201172,542.965149,45.41243,11317.474609,223.197983,9925.100586,175.020233,23026.203125,325.330566,19653.587891,260.902313,3247.577637,87.312469,69.181229,6.750551,45.814491,7.705622,641.937866,16.497297,28779.707031,749.010864,27.750298,7.425261,97.553444,14.889549,476.443848,20.826822,5.45422,7.218428,0,0,615.440369,14.399972,46.227146,11.277686,183.16983,10.059142,7.943255,9.654392,120.520638,10.437409,0,0,232.584778,26.775751,0,0,36.01384,20.535866,220.09819,19.612091
GHA260        ,13730.902344,1452.329468,8592.229492,660.502747,50876.839844,1196.830322,131143.046875,2913.246826,735.244507,54.538425,14023.696289,276.47464,40677.179688,700.833496,35629.707031,501.349396,27153.667969,358.939392,3282.860107,88.331551,63.122337,7.166239,60.105164,8.054909,574.092834,15.134723,30097.046875,783.230225,16.574045,8.249802,537.924133,20.647051,841.353882,25.503067,8.907013,8.174008,0,0,784.981567,17.56868,88.308876,12.803174,272.569092,11.878254,8.820814,10.868243,132.29686,11.664359,0,0,322.594543,29.358606,0,0,67.488953,23.345491,654.212891,26.058624
GHA261        ,1842.59668,841.391724,6823.02832,575.077454,47011.699219,1121.40918,114244.414063,2540.165283,304.172546,42.085796,9558.203125,189.610016,6805.419434,122.23999,19438.994141,275.304138,15970.28418,212.891891,2738.677734,73.918648,52.520042,6.753455,47.614883,7.924213,487.257294,13.180114,24634.208984,641.389465,37.648647,8.337224,74.737976,15.210665,430.014435,20.721867,2.274961,8.117167,0,0,412.819275,12.369729,55.922947,12.506206,164.484711,11.043008,18.430717,10.907578,101.240501,11.505993,0,0,195.599945,27.810854,0,0,76.975937,22.858356,188.825104,21.573317
GHA262        ,5941.120117,1038.219971,7181.907715,607.195618,45718.164063,1091.009155,113173.960938,2516.782471,441.939484,47.928875,14876.365234,292.239471,22110.982422,384.965485,40991.84375,576.133484,15490.760742,206.829697,2570.25415,69.469193,53.680065,6.64267,57.260117,7.912838,476.514801,12.884264,22723.09375,591.763794,30.133406,8.123173,662.918884,22.542553,786.087219,24.704952,9.773234,7.991627,0,0,885.926575,19.040058,81.720802,12.650671,179.010574,10.937137,20.668736,10.72526,88.826294,11.129319,0,0,227.11377,27.680622,0,0,59.273464,22.675425,783.043701,27.469879
GHA263        ,1886.985596,690.267639,1628.916748,430.451111,15142.073242,427.244141,35120.671875,800.903687,92.849487,35.324257,8831.029297,179.828766,11662.681641,207.047058,30293.064453,426.657623,4989.858398,70.58046,748.506409,21.499557,25.839512,4.611539,14.786831,6.986164,171.025925,6.023112,6483.566895,170.212234,33.574116,6.473083,14.064445,13.896442,541.979858,21.264585,1.346777,6.606534,0,0,1067.744263,21.268906,56.845146,10.647762,100.805946,8.745244,15.876749,8.72171,30.25104,8.904113,0,0,85.078392,20.21129,0,0,51.516193,18.345942,222.707016,17.578442
GHA264        ,1076.111938,684.253906,2445.892822,448.222107,19515.146484,506.624207,45353.011719,1024.913818,122.822044,31.790403,7135.26709,142.991547,1190.916016,29.168724,14436.0625,205.453812,4687.059082,66.431602,1019.054504,28.672354,25.866484,5.309226,17.610474,7.339967,215.566254,7.238244,8799.393555,230.324554,50.64941,7.519603,35.486145,14.509546,532.877319,21.476242,0,0,0,0,329.586182,10.800603,44.548351,11.440315,71.954277,9.710665,11.20176,9.992207,41.359604,10.179275,0,0,119.752411,23.028852,0,0,65.806465,20.626177,163.67952,19.66749
GHA265        ,2596.232422,875.289063,8100.332031,608.357727,59216.921875,1380.837769,142889.359375,3170.906494,581.515137,49.745708,9281.78125,189.574493,15990.837891,277.991272,19727.611328,279.349915,28404.185547,374.881866,3893.672363,104.416473,66.701317,7.06008,57.43148,7.833441,623.257935,16.106236,36518.800781,949.960876,21.857584,7.404884,62.946823,14.644959,511.437347,21.189941,4.222328,7.207484,0,0,363.253845,10.951498,62.40197,11.129009,242.21431,10.546252,19.64188,9.61948,159.595551,10.828654,0,0,263.002014,28.0086,0,0,56.68771,20.339293,194.059677,19.314341
GHA266        ,7723.033203,1149.240723,6973.526367,606.299622,47994.808594,1136.646362,118184.40625,2627.424805,342.156433,49.95541,12916.321289,259.064117,28128.269531,487.112335,32105.425781,452.079224,19176.955078,254.821716,2784.562256,75.121887,60.118191,6.693514,44.065243,7.782317,513.504944,13.683692,25959.808594,675.800842,27.743013,7.974411,53.803738,14.912305,906.679199,26.309612,4.71372,7.844532,0,0,460.498718,12.696648,89.831406,12.225219,178.460541,10.744164,29.857765,10.472337,103.029694,11.013167,0,0,230.416901,27.597336,0,0,38.438244,21.95093,299.750336,21.573
GHA267        ,15055.232422,1599.015991,7035.269043,622.003601,43295.160156,1023.965576,111749.757813,2485.310059,228.807693,47.870773,13555.664063,271.514526,37856.964844,652.58905,23568.179688,332.741821,14559.574219,192.837418,2472.229492,66.904488,77.402527,6.793352,47.125278,7.922464,490.674408,13.282102,21646.513672,563.821838,41.198013,8.525735,81.555038,15.366763,1415.895264,34.298241,0,0,0,0,343.101318,11.87162,68.45536,12.928342,164.259689,11.425472,22.143192,11.305322,97.689651,11.749125,0,0,187.386703,28.066343,0,0,84.037041,23.270506,254.257217,22.674404
GHA268        ,43454.097656,3140.784668,12047.391602,831.062866,42731.789063,1022.165405,113686.476563,2530.71582,307.53009,59.937283,14940.704102,302.533508,112224.5,1920.236328,21639.007813,306.633911,24973.050781,330.63858,2876.181152,77.871223,57.12178,7.830843,47.568462,8.513061,504.643372,14.080348,25691.742188,668.937866,27.721189,10.11911,114.610603,16.518799,1288.574097,32.800961,0,0,0,0,594.072632,16.347986,64.075577,15.378027,271.729187,14.159369,27.324518,13.489042,136.903488,14.230989,0,0,332.460266,33.103836,0,0,76.998032,27.918976,225.648682,26.773001
GHA269        ,26284.552734,2284.576172,8619.386719,737.467346,52505.1875,1243.165527,129894.8125,2887.985107,594.396973,62.67548,13442.785156,273.292572,81688.90625,1400.036621,27769.771484,392.186798,37592.027344,495.339691,3710.729004,99.849953,78.598724,8.014296,60.204323,8.420424,586.974731,15.739485,36934.578125,960.83844,18.599602,9.287937,95.930138,15.854537,1024.872681,28.487473,2.057916,9.23926,0,0,579.092224,15.359692,89.29245,14.193601,314.889038,13.494293,27.632122,12.233201,138.699753,13.046882,0,0,316.718658,32.690533,0,0,61.557232,25.642899,246.118271,24.747553
GHA270        ,3741.937744,991.569885,8833.451172,655.32373,64720.820313,1524.039307,149972.546875,3327.89624,599.620544,53.923134,9858.932617,201.650421,20038.492188,349.815613,21124.197266,299.132538,34267.921875,451.582458,4486.912598,120.25943,82.274063,8.010335,62.110317,8.301447,722.302002,18.625053,40286.339844,1047.832153,20.902641,8.73041,109.377083,15.584274,564.2901,22.245125,9.000285,8.543862,0,0,505.821808,13.84501,55.389744,13.029338,267.193024,12.27221,39.696049,11.352939,182.111069,12.703336,0,0,282.669312,31.700346,0,0,28.888994,23.895018,246.837906,22.97592
GHA271        ,3972.279785,1021.301941,7381.077637,630.04718,66652.71875,1567.928955,156836.015625,3479.395996,671.852112,53.021809,10403.681641,207.559814,18867.195313,329.885162,21906.904297,310.107025,35465.753906,467.25351,4683.249512,125.449371,81.544281,8.038366,89.670723,8.419757,758.519836,19.431036,42050.488281,1093.638916,20.565821,8.512377,122.630081,15.55967,607.713745,22.627998,13.321218,8.286964,0,0,527.430054,13.968807,78.854713,12.764054,275.973633,12.049368,26.099142,11.018421,205.511154,12.71378,0,0,302.106476,31.445267,0,0,59.790966,23.2805,228.407074,22.174141
GHA272      ,,,12.233212,355.209808,105.614388,107.369919,0,0,0,0,,,0,0,0,0,0,0,12.918726,3.667125,6.50933,6.801024,0,0,0,0,0,0,0,0,1.083109,17.630901,6.66804,6.359471,23.610056,7.500295,,,0.09416,28.929356,,,,,,,,,32.529758,14.752697,0,0,35.727486,16.54829,,,,
GHA273        ,1104.912109,641.487915,2247.667236,432.057434,13176.954102,363.42926,30023.654297,688.267395,267.417084,30.926474,8199.105469,163.045654,473.477417,18.714226,12791.308594,182.29071,3170.804199,45.134449,674.47467,19.788185,33.431801,5.085599,27.277769,7.29688,189.899597,6.684732,6126.089355,160.990646,52.569988,7.43956,30.258282,14.42506,298.324188,19.313215,0,0,0,0,471.788879,12.509993,28.274858,11.445252,56.794136,9.802062,3.866419,9.942565,34.976559,10.248827,0,0,91.143265,22.064888,0,0,81.962532,20.719732,146.462753,19.422316
GHA274        ,2312.012207,867.743042,2066.486816,491.804443,11427.686523,348.350677,27660.392578,626.039063,305.060272,42.04578,13355.239258,263.195129,24120.591797,419.13562,49285.308594,691.718994,11304.654297,150.626068,616.862793,18.552258,25.493921,5.268706,15.906294,7.406587,204.812515,7.113654,5747.638184,151.188263,58.575916,7.907841,67.292969,14.928633,760.607666,24.314556,0,0,0,0,617.430176,14.92345,92.855858,12.50139,152.699799,10.728672,3.103656,10.599983,19.385592,10.682876,0,0,149.378647,23.814684,0,0,80.521973,21.507133,312.701019,21.64003
GHA275        ,27785.464844,2304.284424,8191.150391,679.104797,41081.667969,971.7724,108198.046875,2407.615479,433.176788,55.801296,15916.748047,317.966064,75060.929688,1286.348511,31999.310547,450.646851,24154.757813,319.698181,2823.059082,76.195358,38.569889,6.891669,44.913059,8.013573,516.142639,13.883909,25946.070313,675.455933,24.63265,8.551756,87.577858,15.473231,1120.832642,29.646927,4.242309,8.503331,0,0,516.471252,13.895741,79.83828,13.020267,245.448395,11.955631,27.790878,11.20121,104.687561,11.816484,0,0,316.829102,29.168161,0,0,49.575523,23.567007,178.535202,22.429712
GHA276        ,1918.75061,1075.561035,8155.00293,687.697205,66365.882813,1554.694458,151231.0625,3360.11377,806.442139,59.448814,12518.124023,248.316956,12181.044922,215.094193,24160.898438,342.19281,36841.894531,485.844238,4820.850098,129.364471,98.852211,9.341629,89.056389,9.225972,811.371826,21.090015,45344.480469,1179.253784,27.094584,10.68065,159.218964,17.14669,695.578003,24.553015,0.692882,10.439425,0,0,364.251648,14.150908,58.244942,15.972056,266.069,14.609418,33.446609,14.085132,196.73381,15.484224,0,0,334.665283,37.455532,0,0,65.628304,29.264757,294.097168,28.099087
GHA277        ,1673.38147,846.047119,6750.937988,576.187195,53418.824219,1264.004761,127073.03125,2822.923096,670.967712,48.277866,10961.285156,216.58252,9875.639648,174.279083,20871.785156,295.339447,26319.425781,347.761414,3726.260986,100.027512,71.768158,7.277894,53.661411,8.008316,590.286987,15.480198,36537.652344,950.458679,27.892792,8.111118,83.498802,15.133588,502.182709,21.3258,9.484802,7.908928,0,0,693.400757,16.002579,57.635349,12.39497,215.529663,11.140821,30.681444,10.583694,172.669693,11.836014,0,0,280.952545,29.155064,0,0,42.556458,22.131727,219.746567,21.363657
GHA278,5084.977539,1241.958008,4468.82959,626.917786,37355.140625,878.835938,89657.398438,1944.834961,413.240875,55.020065,14886.272461,293.562622,18221.976563,317.833588,33033.949219,450.909149,16268.453125,216.597565,2179.589355,56.54147,73.42308,7.548986,52.035667,8.985691,454.115265,11.611645,22173.167969,406.855042,53.923225,10.162603,92.393677,17.176432,1532.19165,32.828869,,,,,442.11026,13.681813,,,169.353333,13.087808,,,67.413452,13.502824,0,0,192.504745,32.100998,0,0,102.106049,27.327765,304.952454,26.275562
GHA279        ,3007.976807,859.40033,4063.327148,514.349548,32210.916016,790.510132,77812.765625,1738.812988,352.340118,42.503963,14694.884766,287.710693,10403.124023,183.257919,35686.96875,502.020966,10292.322266,139.225906,1817.2854,49.583134,49.452412,5.993264,33.098003,7.539598,398.744385,11.062599,16695.291016,435.262634,35.601425,7.676099,121.665321,15.266083,781.837952,24.526548,2.127146,7.599645,0,0,742.495422,16.600853,71.171387,12.074823,122.179825,10.168212,13.466712,10.261889,69.953117,10.524556,0,0,155.799698,25.421701,0,0,45.352604,21.192585,455.931244,22.605375
GHA280        ,20449.082031,2022.207397,7214.757813,710.759827,49827.894531,1185.451172,120276.9375,2678.789795,1090.303589,65.326302,15870.636719,313.712433,60743.34375,1043.726685,29944.832031,422.819275,37627.425781,496.134003,3604.556152,97.189201,72.648651,8.481345,65.477043,8.749544,615.717834,16.568548,37378.824219,972.413757,25.325048,10.081843,117.825439,16.469446,1473.72876,35.754032,0.946938,9.931318,0,0,490.052246,15.009936,77.539894,15.254433,315.564331,14.453147,32.043255,13.282729,155.235291,14.172935,0,0,359.023102,34.919598,0,0,82.792625,27.782465,279.784851,26.793102
GHA281        ,6781.456055,1133.980347,5438.114258,590.644653,41322.351563,986.106506,106660.328125,2374.248535,539.950012,50.55941,13147.383789,259.506927,28446.705078,492.638824,30191.716797,425.447235,23716.041016,314.040649,2865.273682,77.336372,57.357342,7.175442,51.434544,8.171804,519.82782,14.052627,26984.503906,702.423279,39.836185,9.035272,153.153687,16.246965,845.027649,25.798628,0,0,0,0,608.376709,15.565076,64.113998,13.820895,221.93541,12.419652,9.910131,12.01093,112.881462,12.573386,0,0,288.992798,30.092749,0,0,69.445885,24.650282,408.114746,25.068407
GHA282        ,2157.686279,813.056335,5615.185059,542.810547,41656.371094,988.441345,94981.101563,2116.804443,512.78241,43.255741,12811.950195,251.652527,3140.432617,61.228458,21866.757813,309.172028,16176.009766,215.580505,2550.077881,68.936989,62.902245,6.646933,49.181622,7.848813,591.692505,15.462075,23679.244141,616.591736,34.044952,8.185104,81.877106,15.195578,493.718048,21.296209,3.330544,8.008091,0,0,385.22879,11.972683,67.438576,12.502948,138.133163,10.810393,4.002099,10.821803,91.441261,11.333631,0,0,215.508102,27.484865,0,0,68.074974,22.49305,224.84845,21.551748
GHA283        ,2197.883057,725.843689,4399.624023,490.398041,30147.769531,739.636902,69488.453125,1555.694336,397.624939,37.414104,11665.391602,229.490372,1054.439453,27.982388,18944.560547,268.353699,9127.216797,123.955528,1711.3573,46.787804,44.080875,5.810318,29.768763,7.456534,349.953888,9.98157,15866.341797,413.742371,34.932297,7.520351,47.952873,14.584204,368.122253,19.882227,0,0,0,0,792.390076,17.234303,30.834471,11.648447,105.181213,9.78893,24.828812,9.966743,57.777004,10.204745,0,0,135.339798,24.801821,0,0,55.494282,20.684427,175.024887,19.694166
GHA284      ,,,0,0,147.387589,114.30555,0,0,0,0,,,0,0,28.024672,7.738453,0,0,0,0,8.111702,4.232826,18.180588,7.130454,0,0,26.92705,8.005934,0,0,11.70519,14.380683,0,0,4.945159,7.381922,,,28.090988,8.736262,,,,,,,,,40.774387,30.02751,48.15789,17.136141,0,0,,,32.610657,19.313301
GHA285        ,8345.885742,1101.174805,3712.735596,510.441406,30668.341797,742.861206,76332.109375,1706.323242,285.482025,43.520901,14288.921875,284.288086,18686.166016,323.856323,32138.330078,452.281464,9440.566406,126.244034,1723.253174,47.050945,52.143036,5.723252,27.247292,7.359096,383.783234,10.628716,15550.941406,405.548706,27.272179,7.197466,37.127911,14.371585,1014.1073,27.633883,0,0,0,0,333.247559,10.496848,74.508751,11.014844,113.956726,9.436125,9.583974,9.507195,66.860573,9.815936,0,0,133.822144,23.910116,0,0,45.94688,19.626816,179.260132,18.920084
GHA286        ,5984.530762,1688.471802,16723.164063,1078.446289,46835.640625,1135.314087,116620.164063,2591.873291,3529.423828,125.623711,22470.484375,451.028381,79806.265625,1371.640381,96716.875,1356.71167,96350.1875,1264.634033,3964.126465,107.407379,17.886053,10.485902,45.315823,9.72726,943.955627,24.568676,32178.201172,837.570801,77.677551,12.518713,237.686264,19.062927,2002.591064,45.571648,0,0,0,0,1030.018311,24.296045,204.910812,19.813267,1294.682983,30.535433,11.572955,16.515045,117.44931,17.29505,0,0,1035.898804,46.532532,0,0,76.541557,33.920681,417.585114,33.744297
GHA287        ,2328.759033,953.398193,7115.090332,615.664063,48545.601563,1141.893433,109706.265625,2442.351074,651.402954,50.047573,9207.064453,183.896088,11290.556641,198.755676,17700.691406,251.419128,28031.167969,370.224365,3428.401855,92.307236,75.642639,7.859237,68.377701,8.497445,514.294312,14.144438,31926.976563,830.788391,38.120079,9.62787,108.59404,16.086702,553.851196,22.502068,0,0,0,0,516.254944,14.871881,52.388714,14.573151,210.214828,13.092258,13.049571,12.793353,145.249161,13.636518,0,0,244.185654,32.122826,0,0,105.926308,26.306774,228.77153,25.331505
GHA288        ,12021.581055,1377.410767,5200.582031,581.103271,35652.230469,839.200745,84471.34375,1873.378784,2015.306396,69.362122,15988.303711,312.937653,37290.542969,640.561523,33687,474.228302,44837.480469,589.569092,2834.844238,76.475983,54.782112,6.762759,55.139942,7.870307,482.372467,13.012897,25984.878906,676.454956,31.229376,8.052876,118.163071,15.402065,1117.412109,29.433409,0,0,0,0,520.213318,13.566113,72.775482,12.388747,345.378632,12.62986,16.711721,10.580388,121.408684,11.331685,0,0,379.258026,28.517624,0,0,46.11327,21.958914,370.755829,22.489836
GHA289      ,,,378.625549,364.93399,185.240662,111.216339,0,0,0,0,,,0,0,17.043198,7.375914,0,0,0,0,8.613171,3.94789,10.086619,6.950604,0,0,5.60249,7.72614,0,0,0,0,11.063017,17.819002,3.803735,6.825232,,,17.334129,8.037428,,,,,,,,,34.206299,29.539116,35.620438,15.987913,0,0,,,49.823563,17.830702
GHA290        ,10300.873047,1474.361084,5221.575195,599.642578,27979.423828,693.486572,72430.585938,1608.851318,709.93689,51.624424,15664.944336,306.749634,38643.667969,663.645935,43335.53125,608.932739,24549.931641,325.15155,1965.945679,53.614807,47.38694,6.565837,33.56321,7.912388,371.503021,10.753339,18862.591797,491.548218,40.18391,8.703362,124.604454,15.830861,2414.635254,51.824123,0,0,0,0,639.243774,15.734906,96.523247,13.554255,228.338486,12.318179,16.798283,11.616909,84.146881,11.935578,0,0,228.809967,28.12678,0,0,77.125122,24.444437,297.133057,23.561043
GHA291        ,11991.629883,1382.234497,3145.859863,501.000854,22138.158203,555.587524,54547.035156,1228.05188,441.780273,44.045471,19119.09375,376.452057,13485.078125,235.474243,26463.347656,373.069458,8014.395508,107.703049,1311.348145,36.309158,45.135826,5.664671,29.30751,7.452271,335.764526,9.674561,11982.62207,312.931,36.867737,7.607203,86.6325,14.937044,1907.170288,42.529575,0,0,0,0,316.875641,10.803465,69.612373,9.72691,99.077545,10.073904,17.359432,10.13314,56.946896,10.40799,0,0,127.796776,24.234596,0,0,64.228821,21.075485,221.239075,20.402458
GHA292        ,10188.986328,1239.420776,4772.628906,559.435608,35055.898438,842.54895,88891.46875,1984.033813,767.920776,54.809349,16266.602539,323.058167,27611.072266,478.79071,36130.546875,508.289886,23242.982422,307.907318,2548.360596,68.896584,57.477207,6.62029,44.347202,7.795832,468.487305,12.703322,25113.613281,653.831665,21.038849,8.009896,174.464783,15.902151,870.844055,25.82564,0,0,0,0,662.286926,15.632234,78.682999,12.536981,205.622757,11.147086,12.414625,10.73457,92.665886,11.116344,0,0,232.049713,27.748806,0,0,45.749992,21.986773,1159.865112,33.447105
