SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,28,28erro,29,29erro,30,30erro,31,31erro,34,34erro,35,35erro,37,37erro,38,38erro,39,39erro,40,40erro,45,45erro,56,56erro,58,58erro,72,72erro,82,82erro
GHA022      ,25719.880859,2084.55249,3901.822754,564.610352,20278.015625,516.522339,47145.957031,1053.095215,489.871552,48.132591,15549.927734,309.522675,52821.84375,907.222656,16113.332031,228.857452,24135.326172,319.026733,1929.390015,52.663475,39.440781,6.573285,38.630627,7.976794,304.485107,9.528859,19825.927734,516.564331,48.658932,9.102707,137.272354,16.009764,761.140259,24.724188,,,,,337.78244,12.389338,46.346287,13.719056,185.760986,12.334654,7.345958,12.191616,97.111618,12.63055,0,0,226.399582,28.477776,0,0,101.739517,24.898125,493.762451,26.119183
GHA023      ,22645.441406,1855.817017,3527.507324,548.108337,16117.282227,428.152313,36405.652344,817.403992,305.981293,44.47665,14129.798828,282.287231,43631.742188,748.358704,13396.952148,190.936432,17551.990234,231.770981,1554.576294,42.861214,42.775848,6.466751,37.847256,7.95784,273.218628,8.932685,14992.505859,391.097809,69.266983,9.36662,138.023849,16.14101,666.140808,23.630613,,,,,309.259521,12.332969,18.9405,13.979407,131.43277,12.291019,5.950489,12.428222,37.545418,12.651051,0,0,210.955124,28.09927,0,0,83.440331,25.399195,341.674469,25.252264
GHA024      ,22605.478516,1847.935913,3323.185303,520.946411,18085.007813,464.78302,41813.992188,935.620667,413.472595,45.402065,15445.040039,307.459778,50203.417969,860.226379,15763.78125,223.870605,21290.306641,280.505737,1691.478271,46.203663,40.587482,5.593374,49.311523,7.457907,269.477814,8.229891,17013.484375,443.518097,26.266903,7.188122,89.295723,14.73862,583.813721,21.927378,,,,,323.141663,10.43864,41.124916,10.940739,146.33107,9.735591,4.944808,9.574574,71.080505,9.883394,0,0,137.42836,23.622736,0,0,58.416935,19.677391,487.258392,21.619833
GHA025      ,35770.347656,2699.722656,6298.214844,627.772827,18124.34375,476.027985,43933.507813,983.244568,517.605774,54.742657,19038.271484,377.43219,90610.148438,1548.569824,27547.476563,388.346191,27079.664063,356.149719,1625.445923,44.644787,39.150776,6.112176,49.793629,7.755249,371.332123,10.594151,16854.582031,439.41333,22.111109,8.073908,71.535225,15.119599,917.978027,26.538521,,,,,426.678101,12.471863,55.852009,12.364728,242.664322,11.568739,18.930981,10.776414,70.108635,11.104321,0,0,279.517792,26.803114,0,0,51.814552,22.216864,317.452728,22.280359
GHA026      ,23297.101563,1986.657959,4133.634766,576.942993,34655.628906,822.29657,73180.867188,1625.177002,695.090576,55.187008,17491.349609,347.356415,59989.28125,1027.010742,20859.992188,295.127991,36591.074219,480.293274,3145.963379,84.690498,62.800434,6.963554,67.76297,8.056059,522.823425,13.984922,29132.503906,758.189453,21.855082,8.329011,136.597244,15.723399,899.338013,26.318569,,,,,340.807312,11.655149,36.196854,12.545588,262.351532,11.90603,22.981939,11.010426,148.295792,12.049842,0,0,262.147461,28.614315,0,0,51.131039,22.817669,374.309235,23.235498
GHA027      ,9955.232422,1098.223877,1837.298706,466.468079,21573.275391,536.697815,51003.0625,1136.965088,440.130707,40.845203,11176.998047,225.188293,22129.056641,382.18158,13442.366211,191.475815,19097.634766,251.87294,1792.712769,48.876316,52.694042,5.696803,40.319759,7.398127,325.906036,9.375763,19670.980469,512.507874,20.517517,7.0415,68.314575,14.529094,630.612549,22.42643,,,,,329.030579,10.349045,34.97253,10.708435,130.632721,9.396027,13.191129,9.324947,79.247261,9.727773,0,0,183.547913,23.708778,0,0,31.128513,19.309916,242.455627,18.886749
GHA028      ,9706.833008,1042.352173,2563.769287,463.052856,18356.931641,461.870636,43295.15625,967.597412,467.377655,39.476902,10457.928711,211.171387,19406.988281,335.831665,13211.535156,188.197052,15167.729492,200.613373,1469.085449,40.354671,33.518715,5.401851,31.068254,7.321969,261.029297,8.033628,16131.058594,420.606842,27.641756,7.100634,47.363579,14.388066,467.324677,20.660595,,,,,287.87442,9.897985,38.550182,10.678144,114.936951,9.479828,8.258882,9.391537,77.514877,9.787513,0,0,162.042404,22.854666,0,0,45.998367,19.606522,176.268692,18.655174
GHA029      ,,,262.391541,381.692535,219.744095,115.989014,14.49123,47.808334,0,0,,,0,0,3.743945,7.588416,0,0,0,0,0,0,2.211619,7.206957,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,0,0,0,0,8.993894,31.012634,,,,
GHA030      ,10104.850586,1140.113525,2879.208252,501.754028,25917.15625,624.663452,56155.980469,1250.361938,541.119629,43.989044,8516.205078,175.096008,20810.130859,359.790283,11928.78125,170.504471,23343.947266,307.291931,2140.697021,58.149551,33.698669,6.387274,55.889217,7.891074,454.688049,12.472466,21929.6875,571.174255,44.294659,8.49765,127.789314,15.691355,553.942261,22.033379,,,,,274.824371,11.202079,13.312735,12.747712,159.609436,11.376764,27.461771,11.310656,79.852829,11.69603,0,0,211.580048,27.035141,0,0,62.853737,23.078484,194.916245,22.252657
GHA031      ,,,328.459534,394.927826,185.184219,121.047646,89.818542,51.015007,0,0,,,0,0,11.357574,8.016325,0,0,0,0,0,0,0,0,0,0,17.075743,8.338033,0,0,12.776196,14.894117,4.588641,18.499622,0,0,,,0,0,,,,,,,,,62.707989,31.252289,0,0,10.392099,32.223682,,,,
GHA032      ,31288.335938,2321.737549,4141.076172,542.61853,7745.490723,269.888824,22014.644531,502.75824,341.553528,43.400154,18189.996094,359.782593,43599.886719,750.689514,18131.160156,256.870361,10703.105469,142.59465,739.069153,21.83791,33.959675,5.955508,28.177546,7.799803,267.153259,8.710551,8083.380371,211.813934,72.45417,9.164949,217.824478,16.776295,717.14679,24.189398,,,,,588.237305,15.407606,24.379091,13.982415,98.030792,11.976483,9.031053,12.297439,26.094618,12.353458,0,0,153.283936,26.245684,0,0,89.705811,24.917759,266.725006,24.21771
GHA034      ,7791.180664,975.212646,1152.874268,459.445801,12561.051758,343.906006,30317.507813,683.027161,265.911377,36.26598,9834.825195,199.175705,14414.498047,253.579605,10539.378906,151.020615,11824.128906,157.044617,1057.169556,29.7274,34.561642,5.605681,30.383524,7.516543,205.580566,7.267057,11559.411133,301.965637,42.204327,8.088158,47.059727,14.858953,359.560638,20.060848,,,,,116.174332,9.60925,23.243492,12.14936,93.25827,10.569541,8.285184,10.811645,45.288048,11.017814,0,0,127.529228,24.145378,0,0,72.524422,22.08271,136.907715,20.987547
GHA035      ,7877.59082,926.561401,1345.619507,442.783691,8540.912109,258.997253,21175.082031,482.705383,286.389252,33.664043,8848.228516,179.991318,9376.800781,165.359024,9343.232422,134.308609,8543.717773,114.33461,740.43042,21.528595,18.541033,5.228014,27.840223,7.417994,157.769638,6.330774,8164.220215,213.865112,50.145908,7.860445,53.744568,14.817612,229.401764,19.026218,,,,,98.710075,9.316785,28.345722,11.79926,81.120209,10.309859,10.836494,10.497126,54.389645,10.778083,0,0,95.691513,22.958906,0,0,92.195435,21.487989,124.357849,20.479044
GHA037      ,15224.807617,1416.797729,2582.071289,505.239349,22064.933594,552.683594,53175.929688,1185.01062,586.037048,44.820061,16675.763672,330.186096,31595.345703,545.82843,17664.652344,250.364334,21160.304688,278.825592,1952.314087,53.106895,62.119232,5.990178,60.001907,7.565842,355.250397,10.086844,21214.875,552.598022,21.151333,7.403843,79.568962,14.789235,573.777832,21.900478,,,,,403.198608,11.561493,57.436295,11.331276,158.059341,10.003326,20.484426,9.830708,99.61647,10.377382,0,0,209.169632,24.725327,0,0,42.913589,20.267857,250.735779,20.03426
GHA038      ,16372.996094,1400.290405,2389.125,464.710419,9659.581055,290.470612,23348.919922,530.587769,274.629517,37.522472,11657.217773,234.310852,29909.984375,517.155029,13944.334961,198.370331,11499.358398,152.826996,826.10144,23.637373,26.129517,5.044615,25.093027,7.206322,175.489502,6.397072,8754.699219,229.159653,34.008736,7.266041,159.083328,15.307648,784.724182,24.449772,,,,,308.433075,10.40753,24.615555,11.052505,100.630943,9.599603,18.272739,9.697169,54.859253,9.86562,0,0,130.876083,22.127121,0,0,60.41716,19.999147,192.251373,19.212839
GHA039      ,22477.099609,1699.515015,3654.851807,497.954529,2564.955811,172.97731,6249.268555,164.053925,179.368332,36.069607,11560.830078,233.011108,28084.318359,486.850464,11328.947266,162.065094,4376.452637,60.573658,239.293533,10.120712,22.678448,5.413404,47.27216,7.809665,146.615005,6.520705,2650.58667,71.220161,84.840752,8.970928,236.683212,16.9097,287.631958,19.846348,,,,,291.226105,11.80818,10.853544,13.432531,76.104492,11.56954,7.951539,11.954847,23.231916,12.0191,0,0,117.038582,24.3381,0,0,121.28186,24.411852,198.056992,23.387274
GHA040      ,18324.628906,1537.327148,3268.959473,517.683533,10435.900391,313.04187,26415.101563,598.452148,280.357269,41.416344,13243.881836,265.295776,35124.054688,606.240112,15879.15332,225.488434,13146.702148,174.351593,930.959534,26.595917,26.825531,5.767466,25.068548,7.695291,192.874008,7.218904,10103.740234,264.20636,52.262623,8.592362,133.532822,15.847048,503.295044,21.580839,,,,,348.038818,12.062742,33.34095,13.044207,121.007156,11.344298,3.89678,11.532665,42.527618,11.65001,0,0,169.353302,25.376181,0,0,74.887444,23.498133,241.503891,22.885679
GHA41      ,27716.400391,2211.364746,3722.942139,591.079285,17673.78125,470.400513,37881.109375,838.562256,223.395279,47.115353,12229.632813,243.767502,47625.914063,812.245117,14663.899414,202.605804,16853.617188,223.147186,1450.103882,37.768402,32.511311,6.753211,59.693008,8.715986,240.231766,8.017898,14490.504883,266.570557,54.326618,9.759546,142.721466,16.95862,456.538483,22.326452,,,,,817.69281,17.599316,,,150.757385,12.343011,,,,,292.109192,77.051918,,,,,,,227.159042,24.619192
GHA42      ,30217.292969,2382.506104,4570.922852,614.100952,20089.005859,523.859436,46218.914063,1014.956726,371.379974,49.775532,13569.797852,268.609589,54881.496094,934.427979,16295.842773,224.579895,20977.912109,276.490356,1813.325073,46.785671,37.245068,6.786402,66.464584,8.66114,282.896118,8.521072,18025.328125,331.079895,41.768032,9.345343,117.658699,16.602875,591.124329,23.05711,,,,,897.354858,18.31143,,,184.292816,12.033089,,,,,237.015488,79.687622,,,,,,,235.755646,23.588556
GHA43      ,20220.474609,1803.931641,4046.567139,611.530396,25070.369141,606.767944,56521.6875,1235.358154,479.782806,52.137714,15398.657227,302.807465,40198.238281,687.149963,19912.882813,273.470642,23745.175781,312.543762,2211.25,56.76828,46.524338,7.282274,72.141037,8.858852,367.144714,10.003417,22656.089844,415.647858,45.563282,9.755417,159.12973,17.05928,667.951965,23.774847,,,,,300.282532,12.052273,,,212.022491,12.641558,,,,,168.041565,74.591858,,,,,,,255.655777,24.572641
GHA44      ,16364.674805,1603.006714,2843.730957,589.947021,23280.162109,572.249939,53049.496094,1162.089233,470.235291,50.837425,15166.34082,298.462494,37916.546875,648.871826,19496.460938,267.871948,22031.707031,290.418793,2116.145508,54.340561,24.984058,6.774234,102.092224,8.800637,358.39389,9.589067,21312.425781,391.094421,34.41634,8.960355,121.544357,16.547565,599.805847,22.96077,,,,,296.940369,11.172288,,,184.564224,11.616567,,,,,101.217712,72.602592,,,,,,,288.446259,22.699657
GHA45      ,23964.099609,1907.132568,3749.43335,573.84021,9854.40625,302.229279,24529.154297,556.5271,231.526978,43.756256,12459.938477,248.046875,43418.40625,741.836487,12104.469727,168.122589,11830.633789,158.331543,917.974854,24.51021,28.70174,6.166331,47.088245,8.448684,195.438507,7.080845,9633.202148,177.947998,57.294048,9.089087,141.969971,16.720438,525.550964,22.483618,,,,,308.470001,11.447167,,,105.404411,11.280951,,,,,206.991562,73.63163,,,,,,,223.216537,22.73822
GHA46         ,27385.109375,2031.201294,3782.196289,526.250549,9853.329102,298.891968,25562.964844,579.618042,229.109146,40.080582,12312.71875,247.672211,45126.609375,776.450989,11908.667969,170.215073,12595.722656,168.660309,933.9245,26.668968,27.869553,5.71175,27.418655,7.605578,201.715759,7.321995,9708.598633,253.950989,52.027206,8.501946,146.522781,15.778307,507.778687,21.58655,0,0,0,0,308.221191,11.555839,32.986263,12.52429,118.682014,11.163788,0,0,50.179836,11.537468,0,0,182.565887,25.305407,0,0,79.860046,23.261007,194.059677,22.249092
GHA47         ,17766.443359,1544.207031,3111.165527,506.671936,17634.46875,454.664276,42469.882813,949.911743,470.389069,42.415573,14047.47168,280.167999,34061.796875,587.945068,16585.847656,235.393921,14837.608398,197.919189,1428.052979,39.333508,31.577698,5.569756,37.450954,7.430729,259.55719,8.130234,14389.171875,375.399384,35.14917,7.621062,228.050705,16.151424,602.249207,22.286123,0,0,26.162437,8.457303,280.52887,10.397059,43.321712,11.297126,132.04512,10.117462,0,0,55.04958,10.37272,0,0,182.375717,23.859917,0,0,64.526871,20.927505,330.24234,21.136913
GHA48         ,18104.396484,1587.432739,3203.357666,520.084534,19112.039063,485.932861,47267.847656,1055.375977,536.89917,44.549538,14135.3125,282.282471,37833.171875,652.268188,16650.90625,236.382858,17279.298828,229.803864,1611.6698,44.208031,45.124893,5.92817,39.732231,7.641008,271.766357,8.535013,16459.558594,429.156738,35.964508,8.063143,220.347336,16.381729,626.128906,22.703577,0,0,33.534138,8.936819,286.776001,10.868242,56.821491,10.130291,142.308411,10.758071,0,0,73.989799,11.016088,0,0,203.098984,25.336208,0,0,49.875237,22.114706,370.94046,22.359535
GHA49         ,12331.973633,1374.802368,1823.627563,460.187134,9062.642578,275.414917,20966.736328,478.554504,331.259888,37.388336,10201.546875,206.87471,26461.478516,458.606934,12997.411133,185.237061,9993.740234,133.233582,708.536133,20.698626,22.162329,5.031703,24.269827,7.28932,190.155624,6.688848,8321.975586,217.934662,45.207298,7.43286,85.828178,14.836312,2002.106567,44.173141,0,0,0,0,212.788727,9.548807,37.69981,9.31052,100.026611,9.905882,0,0,41.053459,9.993466,0,0,142.511688,22.207218,0,0,75.802925,20.902433,180.119232,19.510014
GHA50         ,15139.506836,1327.327271,1937.630737,458.309113,8023.390625,255.474945,21033.574219,479.86792,267.695953,36.606529,9594.133789,195.273743,26623.525391,461.504242,12154.998047,173.594193,10532.444336,141.887222,700.054688,20.437548,21.083418,4.890559,25.215429,7.221125,178.415405,6.394616,8290.205078,217.109024,34.316586,7.086741,55.449856,14.449203,379.223755,19.859562,0,0,30.447062,7.946791,193.875244,9.130818,32.395111,10.540291,96.380692,9.387183,0,0,31.462183,9.64724,0,0,151.498459,21.619915,0,0,56.4888,19.446199,149.994141,18.704735
GHA051      ,42045.824219,3057.400391,6147.716797,619.31543,26078.822266,643.203369,62674.597656,1394.400879,892.621216,56.819702,30074.017578,587.386597,75887.53125,1300.380005,26482.132813,373.461151,29851.677734,392.314392,2585.331787,69.834412,61.24921,6.469774,81.226311,7.949358,433.288452,11.903544,25582.488281,666.004578,13.889616,7.811262,159.387527,15.661451,832.824707,25.254169,,,,,514.21759,13.290427,64.199066,11.955682,239.239151,11.13118,16.719294,10.274767,122.518082,11.03911,0,0,247.646835,26.829824,0,0,43.709209,21.460686,254.923416,21.067263
GHA052      ,,,100.783028,359.755676,229.659683,110.478516,70.31633,45.641232,0,0,,,0,0,1.905223,7.242573,0,0,0,0,0,0,0.857553,6.89803,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,0,0,0,0,0.525307,29.440552,,,,
GHA053      ,32302.599609,2451.391357,4827.964355,566.61908,19349.640625,496.73761,44692.472656,999.19696,719.583618,50.242966,26670.650391,521.804932,55761.503906,957.672729,22428.78125,316.793243,19462.332031,256.716125,1840.802979,50.192707,58.436161,5.97513,63.576023,7.597382,325.564331,9.490934,18377.076172,478.926331,26.167532,7.610565,153.125137,15.401908,762.413574,24.245293,,,,,452.933594,12.383328,56.70327,11.65956,159.659424,10.25095,4.897305,10.058452,77.898483,10.498395,0,0,218.811264,25.096134,0,0,58.030312,20.936924,278.288605,20.706583
