SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,28,28erro,29,29erro,30,30erro,35,35erro,37,37erro,38,38erro,40,40erro,82,82erro
AFR159      ,2638.099609,796.585449,1589.853271,446.435547,2433.372559,164.921783,5054.653809,151.241577,48.010063,33.101326,4949.443848,102.396935,13533.049805,227.458572,23103.505859,305.059418,4499.195801,61.901489,146.097641,6.690139,23.933828,5.16323,28.03718,7.405066,36.861122,4.861395,1261.549438,24.178139,61.28307,8.056171,0,0,341.383667,19.242514,69.95787,9.567876,179.960922,10.956298,35.807331,10.594105,17.337463,11.06069,144.118301,21.218309
AFR160      ,1903.172607,717.859863,1928.460815,436.642975,5722.862305,205.259369,12425.804688,290.817902,11.02934,29.520489,2339.830078,56.307533,5006.157227,90.196938,7943.376465,108.054955,7600.782227,99.740036,317.58667,10.179478,16.633549,5.061098,34.37212,7.36962,51.156052,4.82051,2615.076904,45.669434,53.006603,7.690073,0,0,42.590282,18.147297,60.595478,8.971958,32.4678,9.694706,111.168396,10.16814,23.479559,10.395324,34.260429,19.730888
AFR161      ,2157.655518,971.047974,2911.647461,543.079285,8613.526367,277.981873,14858.806641,346.993164,96.993309,39.945282,4375.283691,94.249527,7945.354492,138.600708,18507.673828,245.601501,8383.188477,110.05732,585.322327,17.27125,17.249605,6.999579,28.192324,8.513968,111.887001,6.989161,3261.855469,56.592365,85.870705,10.909613,11.758565,16.648552,192.400513,20.042543,244.917572,13.520104,81.567802,14.137186,111.499702,14.574562,18.119183,15.079993,188.578781,28.746569
AFR162      ,3012.108887,640.68988,691.425293,392.353638,2500.841797,144.643051,4644.879395,134.705551,50.228432,24.000122,2404.052734,55.831181,3312.419678,63.289169,1439.712158,24.522665,2406.839844,35.537659,189.655396,6.989288,24.493542,4.484871,34.993385,7.077584,32.062717,4.198872,1083.962158,21.293304,44.144737,6.854404,0,0,45.567741,17.822617,44.316788,7.949708,16.638994,8.613218,33.04591,8.852211,14.112106,9.20746,51.38586,17.586664
AFR163      ,952.614441,369.643677,569.164551,375.873932,471.175293,48.839058,116.373596,58.631084,7.129197,18.147581,5.929874,15.949672,7.413777,11.610872,19.91872,8.692291,74.969788,10.453203,0,0,0,0,14.510236,7.056221,0,0,25.003183,7.793732,0,0,0,0,5.083449,17.820759,0,0,0,0,0,0,0,0,,
AFR164      ,2813.605225,699.18396,1483.783447,418.964691,4147.779785,177.021515,12533.433594,291.975586,77.529762,30.854521,3357.147217,73.478912,7546.413574,130.800369,6022.595703,83.086143,12202.461914,156.493073,436.002258,12.82992,26.675283,4.830695,22.788235,7.100772,101.233231,4.87444,2387.049561,41.8638,42.070503,7.00631,0,0,171.135559,18.180956,134.974487,8.548555,36.016323,8.879021,76.125633,9.215488,41.012451,9.607804,112.395683,18.222052
AFR165      ,3205.897705,757.52655,5542.996094,505.605774,13436.132813,357.397339,29042.599609,629.257751,55.471088,32.781567,4375.692871,91.323555,7003.803223,122.146309,3316.3396,48.460209,14418.220703,183.812149,738.563721,20.502356,89.389923,5.787503,24.055225,7.318403,129.013947,5.446791,6920.14502,116.178551,123.905266,7.801956,0,0,75.011482,18.091169,69.481087,8.533352,27.688152,9.112024,269.994934,10.743483,29.063284,9.898638,63.786869,18.791979
AFR166      ,2866.060547,658.746094,3303.731934,438.264587,9944.132813,278.329437,16963.439453,382.131958,259.567566,31.200581,4306.724121,89.403587,5512.772949,98.335304,8509.34082,115.231133,7286.601563,95.682953,657.821167,18.3221,23.908897,4.728804,28.148447,7.048682,101.868729,4.731382,3607.353271,61.69957,39.239765,6.643412,0,0,93.065636,17.832111,54.448818,7.725954,53.534153,8.413912,65.226219,8.65131,26.718178,8.994798,66.255592,17.075718
AFR167      ,2035.25647,622.890991,1308.360107,403.675171,4942.108398,187.038162,9266.739258,225.878174,21.734287,24.981821,2254.678467,53.537415,3223.314941,61.793896,4826.333496,67.640625,2905.742676,41.949192,256.01059,8.557389,12.598373,4.503295,27.520046,7.064586,38.232178,4.244152,2184.672119,38.624966,34.166012,6.773018,0,0,40.348007,17.792446,37.579597,7.820948,35.00246,8.49254,43.249142,8.721754,11.753739,9.132125,49.682499,17.261644
AFR168      ,1256.118896,665.715393,1940.699829,424.99054,5844.947266,205.288361,11937.691406,280.378174,31.141663,26.607136,2223.155762,53.380833,2585.485352,51.960266,1526.802612,25.905167,5462.603027,72.79496,314.55835,10.024998,36.655415,5.036244,34.294552,7.275228,54.370163,4.679859,2871.036865,49.792648,73.967461,7.457717,0,0,56.282913,18.024385,51.103058,8.48449,11.514603,9.150879,91.034737,9.606559,24.512548,9.81052,52.513138,18.629347
AFR169      ,3455.451904,829.088196,1283.882568,454.017944,2871.983154,166.222168,6749.378906,181.645248,64.878464,31.815741,2802.023682,65.539185,5629.423828,101.080299,4895.320801,68.917564,5189.079102,70.142372,251.506912,9.225554,25.25835,5.902002,26.796051,7.821133,57.898941,5.617095,1375.08252,26.201704,73.130516,9.112927,0,0,143.731949,18.989845,141.887909,10.901434,35.00246,11.528981,52.831749,12.113649,478.915985,16.111359,116.885651,23.563341
AFR170      ,644.692566,618.490417,4774.184082,636.024597,15230.337891,839.855408,42227.511719,909.23877,1482.117554,70.775543,4329.143555,101.58326,46912.007813,766.85022,45175.527344,593.306152,53160.296875,668.327454,2502.117188,66.176109,21.551123,7.991917,42.170841,8.682969,1094.772949,22.682096,10802.09082,180.463715,67.18792,10.765112,40.485081,16.622448,421.945251,20.883322,228.719589,13.284937,278.103271,14.79878,425.481201,16.288998,228.774841,15.740083,118.302338,28.341637
AFR171      ,0,0,447.562378,400.21048,2556.679199,152.182373,3907.966309,125.270126,98.290878,27.316624,2161.543457,53.11272,6824.006836,119.08876,13651.03418,182.026245,1555.389404,26.521717,240.286545,8.244843,0,0,25.865206,7.166448,133.19455,5.28557,650.292603,15.028074,33.422058,7.068796,0,0,127.815422,18.128283,91.348328,8.726373,113.504532,9.597719,35.246651,9.550509,17.951672,9.972794,64.518929,18.987837
AFR172      ,678.831665,727.811829,3488.10498,738.987061,19360.542969,1693.304077,84742.9375,1788.779785,1988.985596,95.050537,8394.830078,180.051147,112169.554688,1822.385132,78871.554688,1033.275391,60477.554688,760.779297,4123.226563,108.455696,20.054434,10.33637,24.661493,9.788465,2158.131836,43.001137,10584.251953,177.207642,67.792931,13.360188,89.910446,18.851854,652.439697,23.560701,481.895508,18.005089,441.879181,19.01899,598.027283,21.099205,265.058197,19.758402,226.69545,36.312351
AFR173      ,3955.186768,588.642273,4077.835938,603.864563,10867.072266,976.386719,49569.011719,1055.644653,1412.206787,68.294075,4307.03418,101.027321,59960.0625,976.64386,53353.925781,699.414246,45708.886719,574.986511,2659.964355,70.145958,2.29168,7.751385,22.140966,8.33503,2407.103271,47.17318,6413.47168,108.098427,59.947582,10.157827,43.794228,16.219765,218.671036,19.755735,131.408478,12.335301,276.417236,14.115919,520.085693,16.540409,132.811981,14.546859,237.559219,27.612455
AFR174      ,0,0,1512.340698,452.128937,6209.789551,216.766937,14186.270508,328.408508,633.538208,38.692165,2173.006104,55.252712,8717.751953,149.540878,16174.269531,214.988602,10800.845703,139.610764,812.680176,22.399935,11.48947,5.363941,67.598213,7.574467,372.140076,9.072407,2035.837524,36.356384,69.987312,7.889755,0,0,180.141464,18.513233,84.391563,9.248432,80.264267,10.032737,114.43055,10.428885,74.096016,10.840662,68.569656,20.211109
AFR175      ,170.510925,631.021851,6139.958496,648.766724,16010.038086,618.398254,31879.46875,696.822205,2101.45166,76.252792,5879.17334,126.159081,50733.042969,828.009644,51319.855469,672.96521,38262.035156,482.288116,2500.290039,66.051376,4.381152,7.819094,18.633028,8.515511,1180.448242,24.16906,7286.13623,122.483521,65.889427,10.632714,62.950249,16.612301,232.968323,20.039438,366.080017,13.945769,285.581848,14.739641,335.021942,15.451777,151.597488,15.212518,101.986534,28.067257
AFR176      ,445.117798,488.578156,2729.105713,498.589386,6495.131836,353.418854,17396.414063,395.179504,693.152405,45.488525,3594.730713,81.48909,21559.263672,356.571991,27514.541016,362.576416,16417.390625,209.619446,743.069092,20.778145,22.4319,5.984037,40.727634,7.810378,450.696716,10.674215,3579.949463,61.474888,58.48806,8.836761,5.531728,15.177603,242.958511,19.163294,205.173523,10.912299,186.043228,11.786072,135.875214,11.837667,40.049377,12.128004,62.940372,22.808817
AFR177      ,380.614563,623.17981,23.066103,396.513702,3272.927734,160.514481,5990.297363,162.146133,57.357632,24.006229,832.636108,30.681158,2312.119385,47.326706,4767.89502,67.062263,1869.46167,29.815693,279.014526,9.189748,5.10795,4.708885,26.598652,7.165192,64.956192,4.659507,1047.697388,20.845602,41.617931,7.201889,0,0,39.912796,17.960926,41.394085,8.335037,45.40757,9.049679,32.867695,9.258585,18.574432,9.684115,50.264542,18.363739
AFR178      ,1729.409668,629.009583,11446.193359,710.515137,32556.746094,878.40448,44458.601563,949.656128,2164.994385,69.259331,3414.051514,81.210197,33522.390625,549.275696,32931.730469,433.097992,25622.462891,324.146515,3260.116699,85.512543,13.922896,6.689218,41.431046,7.679572,994.059143,20.301054,8683.714844,145.2939,36.21188,8.110785,22.311462,14.786023,156.818054,18.581814,206.579453,10.056008,165.018509,10.728924,218.641373,11.332986,100.3116,11.246702,71.595512,20.800028
AFR179      ,2667.250732,600.842529,239.502197,375.247345,1420.985962,130.080582,2619.905518,97.290924,41.522217,23.046156,2013.75647,48.940498,3831.178467,71.208084,4526.598145,63.684311,2194.663818,33.325451,99.546722,5.057356,35.823734,4.120002,34.81168,6.865992,23.802397,3.758776,812.222473,17.094481,45.009121,6.234293,0,0,60.4734,17.637539,127.865997,7.618636,33.505802,7.840626,38.58527,8.156428,3.880688,8.375912,65.006966,15.972754
AFR180      ,1101.643311,565.257324,1043.185425,380.542419,2260.216797,136.469437,3051.586182,104.178566,5.839062,20.761421,787.858032,28.350019,934.409851,25.294531,985.30658,19.073576,2400.372559,35.534138,132.547791,5.790404,3.419118,4.189671,23.357086,6.955236,15.755883,3.877667,623.54126,14.499516,37.92297,6.574275,0,0,24.100637,17.642941,26.981894,7.3789,18.708212,7.996138,34.609509,8.430886,5.164945,8.766997,44.118847,16.718512
AFR181      ,465.009338,701.010193,1571.703369,425.113281,2932.951904,161.531281,4909.89502,145.133469,396.642609,34.266483,1918.211914,51.023598,16266.386719,270.946045,11857.3125,158.744583,9233.771484,119.976227,189.267548,7.17778,17.047012,4.626452,21.226023,7.095744,107.908554,4.902022,1048.637451,20.729406,45.055126,7.133127,0,0,159.768311,18.138067,83.849007,8.294556,61.757191,8.979976,61.661942,9.377004,17.48674,9.65551,86.146889,18.620628
AFR182      ,0,0,561.013794,405.992828,1827.558105,141.127609,3876.568115,123.543594,135.454758,26.704082,1403.130859,40.17873,3719.61792,69.772919,5748.677734,79.663002,3930.947266,54.516163,140.282944,6.249552,5.446429,4.709015,32.203747,7.237212,35.902164,4.520657,707.152771,15.887427,45.519615,7.429676,0,0,110.305878,18.215067,46.092056,8.858229,47.433189,9.653247,49.467033,9.837881,10.960588,10.293351,116.812653,19.810963
AFR183      ,201.087677,740.157837,892.239929,443.030823,627.093018,136.862625,1422.020874,89.537689,158.303467,29.68148,1123.347534,37.430504,2093.425293,45.075008,4724.152344,66.771202,4824.102051,65.857925,98.964355,6.222672,13.399247,5.550093,37.733517,7.738944,72.778252,5.549507,244.95726,10.734351,63.552124,8.854631,0,0,49.813374,18.687592,54.137161,10.410543,31.357376,11.284995,42.535545,11.593133,9.241064,12.117955,73.059631,22.992817
AFR184      ,1383.170166,722.533813,1132.93689,422.921844,1063.078369,136.325958,1383.041626,84.778748,19.463539,24.981106,432.513458,25.9582,441.36969,20.464437,1338.426147,24.513659,325.543701,13.618456,82.735603,6.024838,10.688595,5.640416,36.363102,7.753084,21.667149,5.275778,215.662857,10.675216,65.672386,8.840043,0,0,52.129169,18.663889,63.282829,10.313416,18.925468,11.132719,32.162888,11.430697,13.400938,11.9798,60.224174,22.58544
AFR185      ,1601.875977,615.675781,684.17981,381.681,321.46756,119.122437,85.672592,59.596886,0.648785,18.814758,31.727205,16.998968,13.162675,12.744362,48.47266,9.120707,121.740334,10.943,19.68416,4.571109,4.558824,4.652003,31.993284,7.193463,14.025208,4.301357,72.655167,8.816835,41.419548,7.20905,106.092224,14.956144,89.862022,18.014776,26.67848,8.114606,14.773452,8.766053,15.112988,9.203917,6.812144,9.465298,53.830841,18.387592
AFR187      ,1832.288208,737.078613,3103.388916,459.31427,4410.778809,183.04718,8415.013672,212.230606,57.741833,30.513763,2697.835693,62.791771,5653.928711,100.833176,5263.430664,73.487099,7108.211914,93.592323,344.065186,10.874335,10.072537,5.239824,32.458706,7.461968,72.306244,5.134805,1694.777588,30.976612,51.983669,7.984255,0,0,79.312256,18.337292,55.935955,9.289411,57.259197,10.062103,72.251808,10.394755,10.636995,10.778486,89.116158,20.443281
AFR188      ,427.86203,827.549866,1494.271484,476.936096,2444.047363,167.010818,5585.800293,161.984802,221.005096,35.58519,2143.342773,56.322701,10434.682617,177.771454,12537.297852,167.885315,6650.25293,88.423393,204.471008,8.222604,5.723365,5.87818,40.236858,7.913157,65.248085,5.750469,941.743469,19.710424,66.254265,9.256491,0,0,87.90641,18.956833,86.057266,10.98234,67.496437,11.892127,57.028381,12.182755,204.764999,13.567513,105.940681,24.145411
AFR189      ,1382.606689,414.466797,1002.389404,425.297791,512.79895,54.461243,17.604353,68.420311,3.568316,24.329525,23.334845,20.678106,8.961821,15.543832,18.185596,9.942066,13.557263,10.974356,0,0,0,0,21.728104,7.813152,0,0,15.82853,8.457024,0,0,40.829479,15.098446,0,0,0,0,0,0,0,0,0,0,,
AFR190      ,2800.982178,841.386536,1434.828125,476.930664,4719.319336,200.148849,8765.245117,222.324844,7.785416,33.412754,4056.374268,86.876595,3200.490234,63.287544,10998.62207,147.981735,2856.682373,42.243137,268.783905,9.844465,28.030611,6.335991,52.808075,8.195959,52.257393,6.039617,2437.608643,43.205215,88.083954,9.974017,4.417434,16.102474,77.345665,19.27186,124.571823,11.884033,104.017654,12.836077,51.608437,13.307073,17.086195,13.907269,106.880821,25.921677
AFR191      ,475.062225,820.367676,51.840096,459.96936,1513.947266,153.835541,3491.411865,127.034721,17.192793,32.440975,2284.563232,57.397453,3048.979736,61.057426,10203.28125,137.850922,3335.37915,48.253944,131.577179,7.224422,5.729333,6.069097,34.087692,8.09943,59.022755,5.929965,694.744812,16.496592,74.711418,9.706577,0,0,136.306671,19.285696,88.335899,11.858868,95.568787,12.698521,46.664223,13.098262,305.792633,15.328889,83.650108,26.12472
AFR192      ,1502.46228,646.456909,912.638062,404.56543,3299.133789,159.168777,5432.811035,153.27803,73.312668,24.69544,1105.744141,35.03846,1123.168335,29.701736,3188.307861,47.149757,1616.179199,27.121466,158.210968,6.718314,15.67866,4.8448,39.827919,7.350201,35.040546,4.589481,1311.908569,24.9821,43.409618,7.452705,23.834749,14.522309,98.61058,18.161806,31.142956,8.658961,29.643463,9.402961,35.858307,9.856391,9.185226,10.331367,53.293995,19.166229
AFR193      ,651.206299,779.488098,911.494873,455.266907,1665.327393,152.68927,2979.816895,116.137993,18.147049,30.463181,1534.406006,45.172226,4416.513184,82.031723,6787.679688,93.62075,3243.686279,47.056797,119.921165,6.597166,4.061743,5.570022,24.893873,7.762561,16.996834,5.264037,794.26416,17.689569,54.697853,8.79369,0,0,64.331894,18.724373,93.916092,10.630714,40.753475,11.449896,36.992073,11.956923,12.271397,12.468808,94.873711,23.24943
AFR194      ,391.56778,575.092957,949.354553,390.807098,3260.727295,154.598221,6274.646484,166.708527,33.088017,22.068161,1152.004517,34.689781,1611.727539,36.519352,2380.041016,36.480076,1274.303955,22.725861,180.807007,6.833424,7.762322,4.37638,25.529064,7.046171,37.535416,4.175434,1470.033936,27.280428,35.858498,6.701082,0,0,55.492592,17.793571,34.567165,7.753151,23.656836,8.38548,35.832821,8.78827,8.0964,9.186516,52.366722,17.265396
AFR195      ,2464.657471,810.55072,1377.713501,451.389587,1881.192749,153.045319,2977.118408,116.185265,21.734287,26.603563,437.630707,28.140179,597.08136,24.133112,955.937317,20.443949,631.933411,16.990334,88.598145,6.623503,1.940581,6.129877,43.241028,8.13654,23.847351,5.772007,721.095703,17.286268,76.868874,9.6739,0,0,20.149073,19.012886,45.901726,11.202593,24.04307,12.172796,34.405624,12.476244,13.735962,13.068525,68.520859,24.788439
AFR196      ,1348.529541,753.363525,1153.335083,444.112854,2048.121582,151.123123,3555.989014,122.470329,13.94887,27.574694,1933.51709,50.194763,2528.773926,52.085571,5210.581055,73.25602,1202.023071,22.860626,112.66951,6.550719,2.864667,5.606374,28.580177,7.789595,18.632851,5.293956,807.657166,17.868843,63.719517,8.854934,0,0,38.510059,18.634127,70.911446,10.410079,40.023502,11.147816,31.831572,11.659546,15.271486,12.175983,58.272011,23.216499
AFR197      ,862.767151,820.634583,1447.066895,467.425049,3090.578369,173.747452,8709.976563,221.40181,144.67897,34.178425,1834.446411,50.823467,7568.958008,131.916504,6510.783203,89.829758,9614.939453,124.908066,425.325439,13.102101,3.881161,5.914589,14.462319,7.803546,89.95015,5.876914,1378.726929,26.255783,57.247128,9.121394,0,0,133.053528,18.987787,72.991982,10.82282,52.189873,11.715062,90.499535,12.127537,21.218151,12.569859,77.549606,23.82728
AFR198      ,697.915955,819.259399,928.956421,468.294647,1059.938721,147.62207,2066.051025,102.970894,42.81979,30.180096,1481.967529,44.305508,1756.236816,41.25317,4380.822754,62.947651,2008.900757,32.359951,80.21199,6.58802,14.29253,6.197059,40.83633,8.185417,41.693527,5.920343,534.236511,14.556895,80.830421,9.866382,0,0,85.303932,19.225201,76.849625,11.56162,50.355263,12.483545,52.525921,13.07927,11.977088,13.62619,100.438698,25.763609
AFR199      ,1471.024292,674.101501,786.170044,404.072998,2714.20459,153.813217,5306.564941,148.390579,21.409895,26.279112,1969.338257,49.627357,9296.629883,158.820068,5644.236816,78.16468,3291.915527,46.521751,191.406158,7.163632,6.561011,4.591243,26.459911,7.137234,29.893475,4.330934,1505.515625,27.814501,39.299286,7.076375,14.272898,14.180405,372.536713,19.006247,94.209061,8.497362,29.836578,8.993338,43.78434,9.230479,19.180092,9.638828,73.108437,18.419012
AFR200      ,1870.099976,1396.916992,24238.408203,1272.027466,128282.070313,2956.829834,356968.6875,7639.44043,8.094874,71.336281,12571.713867,248.253159,15123.413086,265.153168,33186.367188,454.818604,46650.523438,611.385376,7308.911621,185.708847,147.187042,12.209015,111.4776,10.868014,1315.500366,28.684237,67851.390625,1241.487915,30.260088,12.287754,136.747208,18.525337,504.066315,23.765245,1100.610107,22.824846,0,0,458.372833,17.101,291.269012,16.744701,277.736603,30.366978
AFR201      ,1740.226929,637.156067,659.702087,386.967743,637.107178,124.330956,779.154175,69.346794,19.787933,19.791712,47.693153,17.624325,50.410248,13.327574,116.236137,10.001225,162.167603,11.42018,38.125935,4.800778,0,0,22.374527,7.237323,12.384439,4.366839,268.424744,10.914813,47.687344,7.440758,0,0,37.591091,17.976608,23.557684,8.329116,20.084171,9.034261,12.997681,9.457765,12.926321,9.746699,58.662441,18.638016
AFR202      ,3773.723389,920.018738,10619.004883,681.850586,56549.125,1357.334229,154563.875,3209.088867,315.628998,47.070023,15178.024414,283.617615,5776.871582,104.371933,20645.242188,273.192749,19850.125,252.197403,3265.834961,86.018127,63.233955,7.052569,56.948837,7.869388,560.513855,12.4918,28474.636719,472.096954,26.754385,7.889068,87.135178,14.582704,494.952576,19.89654,684.453003,13.852178,0,0,194.940338,10.517554,122.658188,10.66118,260.732086,20.964586
AFR203      ,1403.435303,1417.17334,23147.492188,1221.500854,124637.992188,2949.916016,356218.78125,7373.278809,151.225403,75.933731,14502.007813,280.452148,21657.009766,363.919891,42537.960938,560.712036,44398.1875,560.610596,7526.935547,196.729004,99.116936,12.098801,129.585175,10.334358,1287.882813,26.885799,63674.574219,1054.167236,28.911413,11.277802,95.766647,17.123756,659.635071,22.518526,283.733337,13.456334,193.778488,14.050632,428.209656,16.072552,289.189575,15.816281,390.104797,29.847843
AFR204      ,2943.200684,1567.505371,17222.330078,1068.033569,97502.242188,2314.829346,280209.34375,5812.321289,184.28833,78.419434,12044.311523,238.810379,23338.984375,391.491425,24762.679688,329.964905,52541.578125,662.088257,6988.734863,182.904755,76.097481,12.814527,113.334488,11.17014,1155.483887,24.990622,58133.066406,962.700928,29.856344,14.095992,78.516731,19.236715,301.110107,22.180119,194.168915,16.247036,152.151886,17.458786,453.481934,19.686853,274.33606,19.482584,190.942932,35.852131
AFR205      ,3638.513672,1066.273682,15643.536133,874.108765,78738.710938,1857.526855,218001.765625,4519.222656,333.944519,56.165493,13794.383789,261.356171,10291.18457,177.567764,22674.636719,300.370697,30881.207031,390.220032,4825.20166,126.266487,63.673775,8.751433,74.8498,8.615424,794.903748,17.10194,40428.96875,669.747498,17.262499,9.073503,43.749256,15.38467,286.990021,19.358961,181.852493,10.594234,122.603157,11.158809,283.193878,12.412106,172.181274,12.378008,159.116089,22.968197
AFR206      ,3832.465332,2778.590088,40638.898438,2161.985352,225157.46875,5372.425781,691738.5,14314.519531,29.589842,145.758499,17288.144531,354.486053,42050.636719,705.634338,51390.976563,683.322632,135066.453125,1696.673218,17285.027344,451.3591,239.762863,25.573709,263.945587,18.81798,3133.621094,64.266808,151716.609375,2510.267578,63.085144,23.646633,283.327209,28.449215,725.832764,30.781456,551.908997,27.753305,391.45343,29.101337,1230.285278,37.340569,653.729614,34.482712,546.242371,61.664577
AFR207      ,2844.590576,1721.073975,25896.765625,1381.020386,138547.578125,3345.712891,389342.3125,8061.348145,214.517487,87.738525,13861.667969,273.353394,17065.685547,293.168396,36044.933594,477.722137,53444.4375,674.394226,8664.891602,226.614151,116.442291,14.876184,141.212738,12.273432,1428.740356,30.379391,72947.054688,1207.67334,45.259602,15.35326,181.194473,20.645498,532.460876,23.865564,1945.954102,34.410183,186.352097,19.034409,507.863129,21.448778,328.550385,21.312775,339.168335,39.75267
AFR208      ,3478.325928,1225.721802,13979.50293,858.246155,75398.421875,1804.387817,208043.453125,4317.407715,171.712234,60.9953,8622.935547,172.35881,20031.554688,334.436035,19017.710938,253.431595,42483.519531,535.103088,5164.100586,135.195648,77.107567,9.86334,112.018402,9.550961,829.542358,18.205992,43752.113281,724.763123,29.850237,10.994864,94.50605,16.863941,431.923523,20.923721,324.32016,13.475189,125.79673,13.597178,347.262726,15.156751,216.615005,15.096568,177.78157,27.947468
AFR209      ,2219.776367,919.761475,10354.106445,678.245911,54171.878906,1292.362671,145166.3125,3015.887939,332.155792,47.434452,13701.689453,257.365845,7444.271484,130.629761,22697.34375,299.869415,18858.994141,239.870071,3181.284912,83.512291,46.310024,7.190397,62.321465,7.988951,515.158997,11.779172,26497.435547,439.435852,20.678911,8.292897,53.327782,14.939452,426.872864,19.660782,685.535461,14.199969,90.911591,10.428721,178.086411,10.943179,105.729233,11.116105,228.798721,21.593287
AFR210      ,5397.334473,1657.942871,17786.980469,1097.92041,102861.570313,2447.732666,291274.46875,6040.047363,319.270355,82.756561,13641.44043,267.587097,31709.810547,526.333496,29476.460938,391.352814,58734.789063,739.422791,7442.982422,194.707413,99.16362,13.313662,115.628044,11.368528,1196.724854,25.816166,63085.519531,1044.54834,39.090126,14.402917,157.200714,19.732355,603.070435,23.81653,663.853882,19.459644,183.715271,17.916615,512.216797,20.341402,251.218597,19.595715,308.749725,36.834412
AFR211      ,4152.379395,2076.496094,34265.269531,1767.769897,178311.046875,4269.422852,523301,10830.963867,71.229004,108.997849,14516.861328,292.877045,20491.201172,353.187897,40729.417969,541.208435,78331.453125,986.575256,11887.058594,310.720276,138.04248,19.078341,192.858109,14.871517,2032.737183,42.508907,101841.953125,1685.572266,39.116543,18.559946,154.146011,23.192902,426.209808,25.293375,185.016403,20.813343,270.197784,22.53842,778.121277,27.23987,457.702881,26.090164,252.412399,47.187489
AFR212      ,2392.10791,2897.900146,41092.195313,2243.780762,234132.9375,5622.135254,702360.5,14542.308594,75.239281,157.885986,17735.791016,367.809998,39995.960938,675.852783,56178.226563,747.328369,146958.8125,1846.419678,18851.126953,492.325745,228.73764,27.501881,273.249969,19.76063,3283.932129,67.533371,161564.890625,2673.27002,65.414063,24.560972,314.35788,29.560801,910.99939,32.703285,1995.820313,41.593143,406.335083,30.748787,1319.827026,39.324112,724.610229,36.16745,631.854431,64.389275
AFR213      ,1206.421387,949.750732,7546.312012,618.377869,41771.554688,1012.936646,110914.140625,2312.039551,123.079231,43.929283,7919.975586,155.124268,7647.871094,133.53421,14390.387695,191.964447,16336.124023,208.423157,2451.171631,64.706085,31.548853,7.451794,63.172455,8.426944,396.294983,10.235291,21125.460938,350.738831,43.297123,9.764554,62.901287,15.939401,333.557312,19.875633,364.731598,12.637748,69.300957,12.18413,162.454926,12.775886,87.559105,13.233437,153.208221,25.043081
AFR214      ,6665.185547,2739.173096,36355.324219,2015.434814,200872.4375,4820.203613,620368.9375,12845.791992,19.772812,143.902634,17884.582031,365.083557,53521.453125,889.885254,56750.90625,752.876892,120532.171875,1515.533936,15282.737305,399.43869,180.348068,23.913366,230.18634,17.819286,2714.667969,56.364143,131439.6875,2175.171631,54.226757,22.878277,231.805099,27.569395,893.125366,31.341906,417.874481,26.31768,372.916168,28.142328,1158.777466,35.791138,549.565735,32.634102,517.775391,59.739098
AFR215      ,4782.509766,1606.079346,25816.695313,1342.166016,138607.65625,3312.795166,393931.65625,8154.088379,146.809952,82.750603,14296.052734,279.595886,19740.691406,335.246918,33089.859375,439.019684,50757.574219,640.578979,8504.774414,222.383133,90.277969,13.859497,129.561813,11.447023,1442.258667,30.277555,72454.867188,1199.48645,43.115421,13.28667,123.627419,18.717354,484.810303,22.419851,477.388092,16.858583,207.238235,16.107903,506.036194,18.901062,328.402405,18.572355,358.314178,34.550789
AFR216      ,847.352112,685.034851,3238.016113,454.92038,24013.617188,604.414063,59987.464844,1262.885132,91.803032,32.488838,4068.451172,85.430023,3715.794922,69.95388,11478.167969,153.790924,7783.150879,101.927864,1459.928101,38.928394,27.044916,5.41383,44.689011,7.28434,213.434906,6.379423,11217.584961,187.027405,17.259693,6.849819,0,0,210.540939,18.214794,66.577003,7.92586,36.474976,8.494216,84.357491,8.808523,56.786476,9.193056,153.635086,17.788202
AFR217      ,7325.093262,2423.308594,43179.996094,2141.65625,222129.078125,5289.785156,667665,13810.317383,1.940446,130.009857,15034.061523,308.970795,29814.675781,506.038818,48940.847656,649.759827,126142.484375,1584.126099,16453.382813,429.413025,233.821091,23.075413,239.962799,16.771397,2924.723145,59.639538,142133.46875,2351.63623,59.075928,20.047585,186.437271,24.713919,483.39856,26.745295,203.597244,22.363363,355.508118,24.602636,1184.381836,32.959667,665.758362,29.720011,389.003723,51.639843
AFR218      ,2747.850586,2642.60791,40969.675781,2144.443359,216420.234375,5198.763184,655359.5,13566.140625,183.018646,142.514526,15966.639648,330.735657,37082.941406,625.341003,50381.203125,670.126343,130923.4375,1645.027588,16589.330078,433.311768,207.294983,24.755884,261.499664,18.248516,2917.742188,60.114704,143200.671875,2369.521729,68.677353,22.646309,246.9935,27.347157,738.872253,30.08816,1207.200195,31.811203,373.430237,27.842791,1199.891846,35.840717,654.106812,32.820278,440.720184,58.497391
AFR219      ,2661.063721,2899.314697,41852.277344,2265.160156,239508.953125,5759.863281,712525,14754.113281,92.507317,160.356216,17802.724609,369.630005,41404.230469,698.991882,57283.589844,761.841003,153334.5,1926.169922,19434.087891,507.433197,279.685364,28.239098,333.517151,20.24852,3395.544434,69.617538,166735.359375,2758.717285,93.701225,24.513357,318.195923,29.325941,967.18573,32.925159,1994.501953,41.996761,438.918976,30.602013,1324.769043,39.055218,814.947693,36.375565,594.369995,63.85688
