SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,27,27erro,28,28erro,29,29erro,30,30erro,34,34erro,35,35erro,37,37erro,38,38erro,39,39erro,40,40erro,41,41erro,45,45erro,56,56erro,58,58erro,71,71erro,90,90erro,82,82erro
ACC147MS      ,3767.279297,774.622131,1187.568359,433.391266,8198.549805,249.930573,16941.015625,390.157318,170.147141,30.02537,7240.616211,148.626678,2257.104004,45.550999,6952.645996,100.096237,3028.485596,43.233215,502.397522,15.762319,33.460773,5.545455,26.88649,7.632532,85.445221,5.687737,4741.328125,125.186897,,,77.190689,8.820375,79.911926,15.361231,193.104172,19.214193,,,131.267685,10.49534,11.314667,13.064404,37.313301,11.262054,22.54096,11.740671,47.020374,11.897579,,,0,0,86.327484,23.753143,,,,,121.453568,23.894712,108.955727,22.421446
ACC148MS      ,3868.455322,698.440979,459.662964,408.649445,8224.87793,250.321747,16258.780273,375.087402,352.104584,31.326748,9916.373047,199.26889,3709.978271,69.482819,11829.140625,168.752457,4900.124023,67.158447,605.21228,17.933611,16.646328,4.796822,23.820055,7.188742,134.398865,5.682689,6764.26123,177.528671,,,47.644825,7.340685,67.097885,14.539803,324.792328,19.493008,,,161.85585,9.105827,24.520971,11.05243,56.153316,9.462983,17.140568,9.801468,71.429893,10.164948,,,0,0,84.989113,20.745953,,,,,84.385124,20.05508,157.417709,19.248577
ACC149MS      ,2374.670898,700.755432,1158.128052,395.261688,7140.112305,227.426849,14809.115234,342.982269,207.102615,27.177855,6490.95459,133.798523,3008.579102,57.415306,8360.910156,120.409943,3154.183105,44.678352,461.845917,14.190131,20.503407,4.42738,19.413607,6.995646,139.03331,5.486527,5120.518066,134.886505,,,44.457638,6.739028,39.954929,14.069471,1214.005981,30.627003,,,91.650505,7.992422,12.130432,10.028552,38.777294,8.608187,15.876749,8.9585,20.782104,9.019954,,,0,0,71.955063,18.863924,,,,,66.682648,18.377455,233.7948,18.148592
ACC150MS      ,0,0,15.886708,397.151733,4609.247559,182.44632,11655.173828,275.003784,145.906357,28.201586,6317.763672,131.66124,4995.74707,94.225914,11318.785156,161.718903,4255.754395,58.855511,638.839233,18.736423,32.596645,4.772448,18.385433,7.119155,176.386505,6.266922,6500.643066,170.678696,,,44.638729,7.026267,49.86739,14.360585,1357.070068,32.988861,,,143.207886,8.557995,16.315784,10.574287,47.60281,9.171791,12.901503,9.324761,29.425259,9.614729,,,0,0,83.828552,20.38851,,,,,74.787994,19.387056,261.538025,18.735435
ACC151MS      ,1079.438721,564.936096,340.036316,382.013855,1804.232178,134.190186,4230.24707,116.973854,14.771511,21.104422,1445.222656,35.0672,955.224182,23.464144,1934.164673,30.700209,2167.050781,32.088245,278.018738,10.178353,11.890235,4.70419,13.489376,7.196128,54.075634,4.768435,2818.397461,75.446724,,,65.029488,7.639057,33.549397,14.437278,82.46051,18.247122,,,45.306072,8.768834,0,0,36.227139,9.750741,19.299595,10.066373,18.717657,10.225698,,,0,0,112.307045,20.415476,,,,,103.430206,20.704309,76.472275,19.439648
ACC152MS      ,856.191772,540.119995,555.364197,377.375275,2726.412842,148.718109,6506.293945,164.261353,175.567749,25.859819,7554.731934,153.81842,2910.879395,55.683838,9155.163086,131.398483,2762.108398,39.718056,330.934357,10.967487,24.856573,4.230418,22.362356,6.919193,77.85009,4.495255,4036.820313,106.82196,,,39.382267,6.518897,34.959106,13.933653,240.670883,18.630098,,,146.466873,8.166169,24.637156,9.884729,27.148296,8.40813,10.41566,8.787749,16.525873,8.783945,,,0,0,73.574562,18.222263,,,,,69.643318,17.82177,116.276489,17.065443
ACC153MS      ,5764.984375,857.745789,3187.922119,466.683289,23084.300781,563.496155,50667.1875,1129.246582,285.783508,34.883121,8156.325684,166.692001,15599.046875,273.03299,9279.422852,133.400589,13639.243164,181.813995,1713.490601,46.748215,47.93795,5.565464,38.189976,7.331789,230.654343,7.449559,16581.265625,432.291412,,,28.503593,7.217927,54.179485,14.413841,329.885742,19.501648,,,149.289658,8.773076,31.331039,10.633579,115.856842,9.493347,9.82094,9.507305,84.587296,9.977,,,0,0,170.51387,22.712824,,,,,56.339626,19.793074,130.102798,18.727755
ACC154MS      ,12394.530273,1199.161987,2327.38208,473.016449,13000.470703,354.620026,28616.142578,645.717712,139.274246,33.88908,4097.458984,91.934898,24879.259766,430.888123,7279.859863,105.651291,9132.202148,123.246925,989.897095,28.041019,20.445404,5.670079,44.750687,7.736852,149.583618,6.522887,12187.316406,318.268463,,,56.319042,8.587461,93.381996,15.3731,283.758057,19.683969,,,181.669296,10.565925,19.082376,12.797602,76.40451,11.099299,23.038397,11.411358,44.399387,11.628167,,,0,0,161.407898,24.476934,,,,,107.159653,23.47991,113.875633,22.219732
ACC155MS      ,3830.48999,825.432495,2081.90625,462.001556,25191.916016,616.943054,51064.648438,1138.104736,364.084778,36.343189,6017.198242,126.43235,11699.894531,206.925369,7982.375488,115.492897,14360.186523,191.317581,1794.529541,49.013561,32.823421,6.148377,36.86404,7.755562,237.24115,8.032882,16586.199219,432.444946,,,49.042408,8.520106,90.064301,15.305103,312.173157,19.850191,,,167.33931,10.316503,20.90497,12.59642,106.120621,11.080724,18.595634,11.290638,87.056435,11.671159,,,0,0,207.881561,25.849396,,,,,92.443802,23.21764,149.885437,22.016411
ACC156MS      ,4166.836914,857.324768,2072.693115,439.215637,16300.073242,417.049896,36134.246094,810.107605,298.143341,33.150345,6350.843262,132.171341,11189.490234,198.290924,8647.892578,124.653732,10542.414063,141.636581,1258.804077,34.842178,32.422642,5.318332,40.760403,7.369923,217.733429,7.241179,13158.597656,343.445343,,,35.529896,7.37774,63.698303,14.546239,1353.303711,33.008804,,,102.839272,8.739232,25.53775,10.911512,88.830246,9.605207,13.322777,9.798755,46.628986,9.968485,,,0,0,149.177322,22.327677,,,,,65.141136,20.157389,236.221741,19.674408
ACC157MS      ,5472.569336,1005.332764,2879.871582,477.639771,24330.285156,590.41687,50697.738281,1130.30481,466.474182,39.76408,8258.928711,169.177277,15082.822266,264.589264,13060.59668,186.213211,15423.814453,205.357773,1874.680542,51.106033,45.599358,6.209978,42.146271,7.740428,315.752655,9.503462,17849.835938,465.24649,,,49.946918,8.415197,91.976799,15.277698,1584.200806,37.086773,,,145.979996,10.067244,32.007046,12.463181,126.900192,10.942849,25.986544,11.113421,79.989632,11.523184,,,0,0,210.289459,25.498869,,,,,77.19381,22.934177,256.606934,22.342516
ACC158MS      ,1987.184937,603.413635,707.564575,385.759155,4156.365234,172.106705,9104.47168,219.499313,96.26593,23.925159,3075.778809,65.53186,2845.623779,54.540634,6863.79834,99.632042,2919.943848,41.693348,307.989441,10.495229,15.879874,4.279498,26.359053,7.001119,90.60495,4.788124,3449.299316,91.656883,,,39.446354,6.80194,22.930382,14.015816,217.707443,18.588467,,,74.224236,8.045927,13.089925,10.252418,32.060322,8.75657,13.152184,9.123887,25.26766,9.175729,,,0,0,79.894508,18.533018,,,,,77.852737,18.672247,99.798782,17.570484
ACC159MS      ,4707.113281,762.671326,860.991028,412.638916,10275.607422,297.062134,18831.990234,431.112244,151.935532,29.114325,5592.11084,117.460045,6823.36377,121.887985,9854.310547,141.248871,5181.34668,70.762466,752.664612,21.685198,29.580587,4.965951,37.210762,7.284683,152.680359,6.022985,8244.158203,215.915298,,,42.990807,7.415835,59.046249,14.526844,319.035339,19.480446,,,180.355484,9.357262,20.950415,11.120701,55.603287,9.561136,25.829336,9.915329,30.801558,10.056842,,,0,0,105.254379,21.120457,,,,,72.20224,20.222431,144.902344,19.436449
ACC160MS      ,4020.793701,716.494263,478.957581,405.972656,7012.82959,231.885391,12835.600586,300.584717,84.710091,27.189224,5635.266113,117.986214,4679.505859,85.65741,10186.634766,145.898941,2902.871826,41.598644,491.3508,15.066667,16.24032,4.651602,15.30092,7.098786,101.188911,5.127499,4390.956543,116.028114,,,52.661022,7.232999,53.785843,14.374735,273.96579,19.072699,,,216.719009,9.450635,19.271544,10.859652,49.827946,9.225932,26.329597,9.653071,24.222851,9.740526,,,0,0,80.793221,20.207827,,,,,72.152512,19.628134,124.915802,18.85218
ACC161MS      ,5058.394043,744.509644,660.326904,403.781494,3718.405029,169.429962,7353.852539,182.811996,50.94664,25.043846,2735.125,63.904709,4875.336426,91.37693,5643.750488,82.801453,2202.335205,32.733368,251.081039,9.646916,21.22842,4.804151,17.25934,7.261877,65.074425,4.967134,3276.641113,87.267021,,,60.628994,7.798872,55.968727,14.67916,162.358994,18.654066,,,154.926422,9.57184,10.049579,11.706343,42.577515,10.034384,9.399667,10.481109,14.919074,10.550795,,,0,0,85.79258,20.746603,,,,,107.607193,21.260374,135.289764,20.062151
ACC162MS      ,12574.698242,1133.750732,1740.825684,433.992615,6485.836426,221.40477,15444.021484,357.538574,102.19474,29.620363,3929.020996,87.89209,22929.021484,397.680756,7412.618652,107.292023,5257.12207,71.669777,506.86261,15.495411,8.729173,4.730361,27.516579,7.227052,75.11216,4.946891,6170.529785,162.142593,,,48.043224,7.431571,31.545444,14.350771,193.798294,18.676298,,,102.436653,8.841277,17.048815,9.274855,55.853302,9.56168,12.980492,9.614311,26.094618,10.046302,,,0,0,139.446411,20.44841,,,,,104.673355,20.363192,102.502342,19.260273
ACC163MS      ,0,0,0,0,226.053574,119.392738,0,0,0,0,0,0,,,7.164426,7.823527,0,0,0,0,0,0,8.691243,7.352086,0,0,5.430963,8.098913,,,19.249886,8.323355,13.491868,14.63073,0,0,,,,,,,,,,,,,,,40.956688,30.812191,,,,,,,,,,
ACC165MS      ,4484.300293,697.251648,548.418213,390.222321,2334.936523,146.485367,4816.938965,129.941269,15.675889,24.118982,3327.890381,74.485306,5734.855957,105.786568,7648.572754,110.565643,1413.892334,23.134817,159.239746,7.369295,9.07718,4.209054,13.024251,6.996681,43.418545,4.311435,1823.331299,49.813347,,,47.916462,6.983547,30.060364,14.130577,192.022766,18.50359,,,101.525444,8.403018,23.409605,8.807453,26.726578,9.015339,3.765133,9.321025,18.08456,9.400129,,,0,0,53.028923,18.405554,,,,,94.877327,19.147699,110.021088,18.053038
ACC166MS      ,1355.763916,555.173767,814.683899,378.442596,1641.496826,127.954163,2558.473877,84.031296,21.102158,19.298456,583.260071,19.653225,351.479828,13.962318,1056.375488,18.940329,425.87384,12.275548,71.882072,6.228961,9.425187,4.383198,16.794214,7.101697,17.982494,4.292734,869.088501,25.92775,,,57.71344,7.252556,13.867631,14.261131,51.057098,18.036194,,,37.634983,8.3979,2.246376,10.971857,25.826525,9.563597,12.559218,9.771974,6.964069,9.828724,,,0,0,56.064251,19.477692,,,,,102.18705,19.812643,34.690903,18.716993
ACC167MS      ,3199.734619,721.459656,1073.231812,421.824951,7463.870605,238.736679,13109.713867,306.77829,55.167068,27.457098,3599.368896,80.222626,4179.527832,79.911446,5598.123047,82.258179,3711.255371,51.834496,504.150726,15.654076,21.25742,5.17982,21.274105,7.435753,94.8032,5.541051,4993.26416,131.687866,,,70.715714,8.303459,50.386261,14.882639,175.540909,18.904291,,,182.834793,10.230833,10.569792,12.368505,43.952599,10.584759,13.375436,11.03581,30.003304,11.152469,,,0,0,109.003891,22.370943,,,,,127.994873,22.611797,113.161827,21.177887
ACC168MS      ,1354.450684,541.410767,444.227264,372.305695,3033.679932,146.851608,6334.319824,159.329071,31.05032,19.304346,585.161194,19.673998,1284.858521,28.22175,1188.495117,20.633881,1371.960938,22.256111,188.166153,7.834431,2.407048,4.118366,12.999772,6.928425,36.733841,4.129912,2263.698242,61.097828,,,41.686958,6.64038,0.126168,13.804048,40.045273,17.793247,,,29.306967,7.710444,7.070174,9.932245,24.151426,8.563234,11.084761,8.74464,19.708591,9.045522,,,0,0,68.116272,17.96958,,,,,89.009644,18.241016,32.168793,17.193232
ACC169MS      ,6613.55957,910.336731,1586.468628,438.667023,13013.055664,357.12381,29654.095703,668.124084,254.130295,32.989319,6479.35791,134.885574,14722.102539,258.234009,10995.628906,157.292862,8517.246094,115.40831,991.921936,27.906065,30.653608,5.227673,36.941483,7.327738,166.861328,6.314831,11445.728516,298.991119,,,40.980705,7.445989,56.040298,14.527357,516.728027,21.283033,,,233.290253,9.826443,29.392059,11.198372,83.179909,9.660244,32.727692,9.872114,47.427242,10.026024,,,0,0,155.247971,22.069298,,,,,67.22963,20.310461,142.142288,19.473722
ACC170MS      ,4243.895508,776.426636,1243.024414,428.243591,8471.646484,260.633331,15278.793945,354.083008,120.885216,29.951555,5261.697754,111.785957,6295.168945,113.047752,9473.729492,136.039978,4149.236328,57.539043,595.088013,17.927889,17.806353,5.319204,26.978008,7.526254,129.892563,6.07632,6738.417969,176.90451,,,67.383652,8.414021,90.877037,15.22518,265.715881,19.461607,,,181.224289,10.342041,2.76659,12.55617,53.003132,10.774433,28.462296,11.180332,33.609207,11.270315,,,0,0,108.557526,22.994022,,,,,109.795151,22.846033,137.907059,21.765917
ACC171MS      ,7774.067383,991.616272,2917.797363,472.470764,22738.53125,561.673279,43452.992188,971.046448,430.785492,37.867336,7229.345215,149.629715,20316.003906,353.306,12475.241211,177.958176,13284.40625,177.378571,1671.691895,45.679459,29.667587,5.600067,39.854637,7.441511,258.653198,8.103602,16412.177734,427.909698,,,29.680679,7.526919,62.266899,14.612368,652.815491,22.847195,,,234.667664,9.875387,30.905409,11.270669,110.606537,9.884453,2.948915,10.005446,52.87738,10.292642,,,0,0,179.441315,23.347542,,,,,54.648941,20.583746,183.305023,19.776598
ACC172MS      ,12910.417969,1272.309448,3361.734375,503.241119,29281.759766,709.754761,58975.386719,1312.220703,446.297485,41.420704,7435.086426,154.704865,32845.828125,566.482971,12558.65332,179.190903,19118.455078,253.358902,2349.374023,63.599979,50.958874,6.341177,74.255394,7.877374,331.348267,9.799185,25898.447266,674.20697,,,33.394424,8.121252,105.525208,15.213989,485.365997,21.176811,,,225.278305,10.298756,25.770985,11.962363,157.145432,10.800547,17.622456,10.659044,77.954826,11.107515,,,0,0,215.372803,26.038622,,,,,74.759766,22.137012,197.612991,21.309746
ACC173MS      ,12185.855469,1194.645142,3188.263672,486.616119,18187.367188,463.529907,38937.167969,872.038513,273.440033,36.88538,5921.481934,125.801453,28192.625,487.292877,9876.62793,141.781876,12770.889648,170.64003,1448.460815,39.903522,35.60458,5.809514,44.493927,7.638253,212.087616,7.434533,14686.785156,383.133148,,,44.574139,8.184373,71.618446,15.005079,322.295593,19.811043,,,211.687943,10.341993,21.967934,12.195727,121.480515,10.79793,22.856588,10.873791,68.440765,11.19321,,,0,0,198.606705,24.505539,,,,,89.214973,22.369211,146.415207,21.206039
ACC174MS      ,6652.601074,867.916992,1793.053955,434.589081,18219.681641,462.694305,34380.238281,771.557983,243.229904,32.092701,4340.003906,94.94133,15298.498047,267.765839,6822.961426,99.235306,10686.788086,143.348038,1348.688843,37.146187,32.920982,5.267435,42.140808,7.304099,189.825699,6.643938,13026.050781,340.002655,,,32.684643,7.198322,39.498253,14.295756,310.077087,19.343098,,,160.858078,8.947908,22.463541,10.731248,80.613815,9.365652,9.883905,9.569956,54.475643,9.792332,,,0,0,144.775299,21.72217,,,,,77.753181,19.761288,112.231941,18.691778
ACC175MS      ,2500.882813,660.963806,166.384735,397.31015,3153.936523,158.946945,5509.267578,144.474182,70.541496,25.365602,4188.14209,90.91124,3013.780518,57.611938,5827.395996,85.39283,2040.037964,30.715111,222.443893,8.974376,9.831195,4.615339,10.869987,7.162681,62.618378,4.786585,2172.884033,58.831944,,,56.011189,7.477703,45.913128,14.562953,189.978226,18.672699,,,102.288315,8.92363,16.76506,11.307258,38.60228,9.82893,11.479705,10.034581,11.505854,10.32731,,,0,0,71.597969,20.379324,,,,,101.192535,20.697172,97.505714,19.389809
ACC176MS      ,6470.584473,878.04248,2230.908936,446.132568,19790.949219,491.588745,42267.695313,944.812927,367.479004,34.922577,6200.085449,129.81517,12961.453125,228.297485,9896.952148,142.049728,13240.868164,176.767075,1567.629395,42.931808,33.176659,5.521673,48.373772,7.427362,256.517548,8.009498,17404.291016,453.660767,,,29.84366,7.346899,70.908989,14.573438,470.815552,20.770018,,,165.288757,9.065828,33.601059,9.17303,94.7556,9.577247,8.293823,9.664591,69.971008,10.075917,,,0,0,167.210724,22.796785,,,,,65.290314,20.058588,164.841278,19.231396
ACC177MS      ,4021.895264,738.968262,1046.219238,416.158997,9687.693359,280.464691,20592.607422,469.549835,230.917908,30.233368,3394.239014,76.762772,9155.640625,163.379379,6948.813965,100.861771,7657.181152,102.763969,766.04303,22.054327,18.067358,4.972425,27.02697,7.284246,130.063431,5.7328,8260.320313,216.336395,,,48.459728,7.522519,50.028412,14.501125,269.62561,19.152708,,,79.614082,8.827146,9.694887,11.138803,64.978836,9.707133,9.452326,10.007291,37.875729,10.185429,,,0,0,115.431641,21.308954,,,,,95.026497,20.530142,101.645775,19.399929
ACC178MS      ,1145.637451,582.674988,0,0,227.255585,117.712486,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,9.499091,7.353253,0,0,5.526256,8.099338,,,0,0,15.477955,14.640078,0,0,,,,,,,,,,,,,,,29.70603,30.531902,,,,,,,,,,
ACC179MS      ,6805.69873,934.433105,2643.813721,466.948547,16628.908203,429.310333,38953.941406,872.431091,355.119171,37.521721,7545.30957,155.889481,22851.261719,396.453339,15201.355469,215.961594,12494.466797,167.206696,1287.404907,35.651943,30.885612,5.545098,42.841232,7.497088,247.718506,7.936557,15298.568359,399.002228,,,34.370914,7.717204,210.399078,15.997881,521.94696,21.430981,,,189.128494,9.750106,36.178482,11.58312,116.30687,10.152514,10.531839,10.32366,50.069733,10.554258,,,0,0,162.925568,23.412523,,,,,63.599628,21.195263,271.05542,20.93458
ACC180MS      ,1710.630615,587.959778,467.380798,382.311005,4371.37793,177.743881,8554.863281,207.837662,118.172089,25.143101,4560.379395,97.526917,5152.046875,96.047874,9450.276367,135.577637,1639.889771,25.889935,298.70108,10.254133,8.58417,4.208634,15.717083,6.933546,92.154953,4.725014,3381.253662,89.876282,,,39.242241,6.632808,180.46489,15.216129,271.203857,18.870543,,,146.55603,8.355001,17.758196,10.05518,28.626692,8.618281,4.818316,8.978985,14.341027,9.010027,,,0,0,68.830475,18.237555,,,,,57.781681,18.209288,246.97641,18.095201
ACC181MS      ,2651.580566,634.833069,655.591736,395.584503,6012.826172,206.480469,10858.875,257.362335,179.482651,26.169582,5144.928223,108.529762,1572.152954,33.901043,7821.995605,112.989311,3101.692383,44.039089,381.286072,12.325439,29.578743,4.472306,11.871255,7.020018,118.257889,5.217824,4546.371582,120.037239,,,45.333923,6.806664,32.081409,14.128719,304.325989,19.153421,,,132.707169,8.393042,13.98389,8.602262,33.142403,8.989028,14.88703,9.10612,15.068518,9.386152,,,0,0,59.662277,19.637743,,,,,70.239403,18.762585,155.257156,17.772112
ACC182MS      ,2754.591797,589.204773,428.791565,377.194275,2617.481689,145.980423,4963.74707,132.053818,69.637123,23.258097,4654.104004,99.142014,3356.417969,63.087585,7150.440918,103.557892,1539.187988,24.572653,185.4543,7.649486,14.094279,3.925351,3.91759,6.769866,44.806744,3.968627,1886.681885,51.355,,,41.614525,6.263903,92.970474,14.327147,187.718475,18.235064,,,101.461868,7.598316,14.353162,9.462315,21.801289,8.236269,8.636108,8.427496,13.047309,8.595941,,,0,0,52.314732,17.423962,,,,,63.251553,17.379129,138.192566,16.458168
ACC183MS      ,3413.92749,683.128906,603.264832,406.51889,3055.649902,160.24675,5894.09375,152.716064,127.348671,27.290169,5859.813477,122.867561,5743.835938,103.666557,8851.646484,127.371788,2148.089111,32.181377,221.44545,8.907764,17.360447,4.542284,17.85553,7.163574,76.858147,4.867281,2263.993652,61.145538,,,60.402229,7.360043,50.047947,14.524363,234.781052,18.871002,,,122.674706,8.912975,17.326988,11.153729,42.772125,9.64607,10.806403,9.807558,15.678625,10.094658,,,0,0,69.79599,20.310053,,,,,93.731911,20.596884,140.004105,19.439119
ACC184MS      ,5803.832031,841.09198,1123.397827,439.072205,6366.004395,221.124115,14104.327148,328.609741,121.789597,30.25354,4720.452637,102.246864,12978.74707,228.983337,6786.916504,98.744026,5274.183105,71.94017,506.030945,15.69671,23.026457,5.154001,26.880091,7.418499,86.025528,5.380331,5434.164551,143.091934,,,60.973064,8.067763,125.856934,15.341228,235.765182,19.140802,,,110.192513,9.575115,2.411899,11.964995,61.328625,10.393407,6.977344,10.717186,17.148678,10.800956,,,0,0,111.860664,22.551832,,,,,99.899651,21.976803,128.342072,20.700294
ACC185MS      ,10421.219727,1035.879028,1997.098511,444.050964,6064.15625,217.982697,14235.196289,331.801849,167.737961,32.413284,6475.836914,135.551849,22655.34375,393.436523,10925.030273,156.217896,5872.754395,79.721527,513.125244,15.83512,11.617116,4.959453,20.895069,7.29632,112.326874,5.5496,5729.68457,150.725815,,,42.837486,7.658964,98.804634,14.964291,349.402313,19.821028,,,167.741516,9.552521,26.3379,11.278411,63.162868,9.965312,0,0,20.347998,10.409724,,,0,0,122.26754,22.272345,,,,,84.545593,21.072309,190.43483,20.347008
ACC186MS      ,5590.760254,775.702637,988.33551,407.71521,7941.972656,245.261154,15743.597656,363.501343,166.405594,28.550459,4725.39502,101.4618,12531.823242,220.855652,6070.456055,88.616974,6410.540039,86.533005,618.337646,18.183104,16.327322,4.593871,20.931383,7.054327,116.651299,5.237383,6025.742188,158.364227,,,43.570297,6.897365,33.692535,14.105334,216.485519,18.599697,,,108.942245,8.227288,0,0,55.028248,8.889359,17.535513,9.038836,31.407127,9.263421,,,0,0,112.128502,19.703289,,,,,78.31855,18.802588,105.738258,17.804893
ACC187MS      ,2691.881592,713.126526,452.609741,406.118439,4785.166016,191.618851,9689.607422,233.105469,88.721573,27.825256,6465.377441,133.929108,3882.159424,72.383324,10969.618164,156.85556,2300.852295,34.185005,318.015656,11.163713,15.270225,4.828921,26.530594,7.285718,90.262886,5.189613,3440.408691,91.466263,,,65.568687,7.755823,66.902397,14.75993,660.973999,23.003881,,,266.201782,10.403152,32.59462,11.756837,42.021297,10.118752,12.545971,10.33546,12.399615,10.614291,,,0,0,75.694244,21.117462,,,,,82.681198,21.012018,151.484543,20.231606
ACC188MS      ,9265.486328,971.519287,1825.721802,426.219971,6444.400879,220.597992,15732.220703,363.574402,119.076462,29.347597,4625.587402,100.460579,20455.400391,355.736816,7802.723633,112.753838,6037.533691,83.130051,582.613586,17.268032,17.806353,4.509367,20.711058,7.012286,97.536888,4.898206,6633.367188,174.111389,,,37.358906,6.717102,85.026199,14.381572,328.343414,19.313311,,,160.944626,8.460685,21.707088,10.034321,69.829124,8.730433,6.951014,8.926971,32.866009,9.048342,,,0,0,114.985268,19.261694,,,,,72.20224,18.390911,158.369446,17.709671
ACC189MS      ,10160.830078,1057.440796,1569.002686,441.674988,8300.754883,259.248199,19306.644531,441.898895,192.833633,32.541134,4921.018066,106.47197,20556.673828,357.494263,8888.712891,127.874611,7524.290527,101.088737,716.096252,20.88843,14.602516,5.117883,24.423094,7.33993,119.680634,5.70012,7948.131348,208.246918,,,56.124043,7.825409,99.393303,15.005769,438.173767,20.607025,,,179.589142,9.720172,9.065897,11.599933,78.61161,10.125643,19.477884,10.366707,42.186249,10.53781,,,0,0,128.599792,22.058363,,,,,87.609222,21.272413,160.58313,20.218071
ACC190MS      ,0,0,0,0,217.639297,115.224152,0,0,0,0,0,0,,,5.103387,7.591949,0,0,0,0,0,0,0.465869,7.222705,10.208591,4.34224,11.968046,8.030426,,,0,0,3.454178,14.386333,17.483595,18.166574,,,,,,,,,,,,,,,36.956459,30.155544,,,,,,,,,,
ACC191MS      ,8043.097168,920.249146,1320.202881,442.910614,2386.52417,158.926498,5435.05127,145.285873,67.526901,29.576815,3826.931641,86.21946,12706.848633,224.757111,6749.035645,97.259262,2650.341553,38.497547,175.149261,8.717622,11.252223,5.225019,14.321705,7.530617,58.453789,5.33145,2242.581299,60.733879,,,75.043762,8.642149,86.099724,15.324527,192.148315,19.148262,,,115.532608,10.279305,14.542331,12.842754,54.253204,11.150059,7.26697,11.586066,10.817705,11.674976,,,0,0,95.255653,23.338909,,,,,139.630768,23.589809,123.155098,22.479496
ACC192MS      ,9119.609375,1046.887329,1964.643066,470.300049,2777.10376,172.458557,6709.737305,172.647949,54.564148,31.9751,4424.82959,97.730843,15670.826172,275.10968,7751.624023,112.262161,3403.223633,48.078362,218.394211,9.928761,6.090121,5.656441,23.330446,7.837537,72.357124,5.894985,2707.362549,72.738808,,,95.470741,9.535872,128.433426,16.110939,237.361359,19.771446,,,142.275482,11.335038,6.006101,14.117158,66.628937,12.243615,11.163749,12.693112,13.23999,12.777477,,,0,0,154.712326,25.357761,,,,,144.40448,25.821182,151.13623,24.398092
ACC193MS      ,6176.57666,988.565796,1727.255005,483.515503,9309.543945,288.857361,23982.642578,544.971497,168.340271,36.608566,5164.489258,111.970833,17832.369141,311.693817,10196.251953,146.447769,7479.759277,102.329674,752.67511,22.33333,28.912426,6.255779,30.774799,8.068154,156.532242,7.147724,9710.601563,254.04245,,,80.790627,9.848039,293.808716,17.944513,429.396729,21.358547,,,346.406128,13.177541,38.928123,14.758121,69.931213,12.659958,6.181011,13.151751,30.576994,13.254133,,,0,0,187.548248,27.682447,,,,,113.605042,26.781401,280.137909,26.064367
ACC194MS      ,5620.632324,860.129333,1254.601196,439.693878,8885.299805,267.200165,20561.1875,469.155273,116.966248,30.846176,3094.434326,72.602646,15102.321289,264.681335,5904.436523,86.523071,6641.743652,89.59922,690.508972,20.363052,22.069437,5.354579,29.279158,7.516698,120.83725,5.913633,8969.355469,234.759598,,,59.379471,8.222486,97.389915,15.200391,265.267548,19.380898,,,106.886742,9.68747,4.563691,12.178029,66.078903,10.577984,13.954687,10.904539,47.509819,11.091191,,,0,0,150.87352,23.574429,,,,,100.048836,22.372427,118.586739,21.239246
ACC195MS      ,5947.877441,872.477112,1486.136597,440.933105,9853.548828,290.653503,23663.664063,537.170227,235.439774,33.524746,5198.581543,111.619049,15831.157227,277.240417,10436.162109,149.467773,8111.28125,108.743973,779.638367,22.585693,29.232576,5.368476,27.859297,7.466784,167.886475,6.547966,10674.257813,278.984436,,,44.385204,7.904761,136.520859,15.377332,443.375671,20.721676,,,237.295319,10.356652,8.394354,11.942316,74.75441,10.302393,11.953637,10.613908,39.940182,10.739001,,,0,0,159.800949,23.141701,,,,,87.716766,21.646416,213.522736,21.03253
ACC196MS      ,4798.067871,747.886047,981.834167,407.895782,1607.022827,141.63028,3222.755127,100.224243,59.147717,26.886412,4338.291016,94.278694,5289.285645,98.943886,8504.461914,122.599388,1538.645508,24.856092,131.100922,7.481318,10.944629,4.737158,17.144861,7.279236,53.04174,4.849004,1604.71875,44.333416,,,62.795113,7.833286,95.882706,15.000107,239.466827,19.096445,,,132.984207,9.514062,33.896511,9.891464,37.441254,10.112033,5.930343,10.464531,13.887568,10.615749,,,0,0,89.278099,21.217121,,,,,110.0093,21.438177,192.547333,20.490402
ACC197MS      ,2939.393311,756.629333,486.675415,425.425049,1574.962402,146.276245,3148.416016,100.395119,3.014594,27.432878,3620.091064,81.149498,3926.223633,73.268265,6560.983887,94.628609,1121.923584,20.099379,109.630997,7.828042,11.252223,5.31194,17.944788,7.632107,65.757843,5.522572,1405.872681,39.461685,,,97.951675,9.073653,134.445328,16.019283,250.184555,19.629875,,,133.099838,10.740296,15.322651,13.528648,30.051775,11.740066,16.350679,12.064025,10.597498,12.362753,,,0,0,107.307686,23.794668,,,,,143.012146,24.782761,128.246902,23.201475
