SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,27,27erro,28,28erro,29,29erro,30,30erro,34,34erro,35,35erro,37,37erro,38,38erro,39,39erro,40,40erro,41,41erro,45,45erro,56,56erro,58,58erro,71,71erro,90,90erro,82,82erro
ACC039MS      ,4580.275391,809.121033,3064.436523,465.35376,24498.923828,595.235413,47916.292969,1068.913574,289.702484,34.897285,5252.572754,112.629799,15682.008789,274.648193,10864.432617,155.595139,12082.077148,161.876617,1816.143188,49.473068,41.093819,5.65795,35.105465,7.336716,244.984818,7.746048,16567.085938,431.927856,,,27.833559,7.198558,64.020378,14.50191,339.462799,19.551138,,,126.276367,8.634138,33.104492,10.706314,100.080917,9.426101,7.925208,9.480171,73.962273,9.883068,,,0,0,166.228699,23.594763,,,,,53.753868,19.689219,160.701202,18.840528
ACC040MS      ,1648.532349,639.45166,1014.097778,410.327515,11848.24707,326.538818,21451.078125,488.041565,92.451637,27.472473,4710.407715,100.928375,3783.013184,70.657326,10273.709961,147.154953,3681.424561,51.498116,814.693787,23.24563,34.387821,4.887355,23.976372,7.172154,146.782303,5.798255,6698.430664,175.818436,,,41.354092,7.04473,55.156601,14.41574,235.40358,18.776295,,,127.30912,8.549123,12.802818,10.585168,42.033657,9.152154,6.286219,9.390838,36.18644,9.541018,,,0,0,74.37719,21.072653,,,,,78.932404,19.328262,150.788635,18.36142
ACC041MS      ,5136.688965,835.200439,2940.950928,464.070221,21237.005859,524.744263,43495.789063,971.790161,211.021576,33.45343,5105.807129,109.773773,14479.071289,254.152054,10736.292969,153.680618,9098.524414,121.558945,1526.951538,41.87822,39.788788,5.481975,40.197357,7.353227,228.475952,7.440604,15283.569336,398.60965,,,30.296385,7.257692,61.891167,14.470182,386.989441,19.970682,,,117.757652,8.61538,24.639198,10.76903,81.629822,9.384091,9.031053,9.559596,66.998199,9.870713,,,0,0,147.748932,23.303757,,,,,52.510719,19.786278,168.838577,18.781048
ACC042MS      ,7190.621582,946.888855,3670.287598,486.520477,25852.445313,626.573425,53742.582031,1196.911011,271.614929,35.726044,6214.533691,130.920532,17323.417969,302.735962,9046.667969,130.31041,10930.488281,146.829041,1997.222168,54.261494,36.569725,5.789141,42.54747,7.496063,315.120819,9.226723,18243.228516,475.445984,,,26.529709,7.394585,205.120789,15.874576,458.745605,20.671219,,,274.633636,10.057611,30.101442,10.962895,99.455872,9.570535,10.110566,9.744351,61.107651,10.030198,,,0,0,191.939682,24.254124,,,,,54.251133,20.235779,268.866394,19.963873
ACC043MS      ,1367.970459,759.330566,2447.008789,468.121277,25964.478516,627.920471,55843.398438,1243.07959,351.501678,36.620419,8283.509766,169.178238,7339.206055,130.896225,8533.75293,123.248619,13771.962891,183.866653,1841.779053,50.234669,43.790867,6.038847,48.887863,7.688806,360.803192,10.302842,19948.759766,519.733093,,,33.881973,7.824233,169.962006,15.724483,547.683105,21.727413,,,164.271606,9.541843,26.578176,11.668324,85.33004,10.086301,3.106893,10.347746,59.511139,10.592967,,,0,0,208.009048,25.344053,,,,,72.898399,21.363194,279.430695,21.078032
ACC044MS      ,2101.911621,738.851013,2558.91748,454.66629,22679.861328,551.356323,46595.558594,1039.727173,353.91333,33.683811,6124.421387,128.4104,7684.834473,139.299332,6502.421387,94.933388,10143.595703,136.507156,1665.183594,45.573456,34.713688,5.784505,52.290623,7.60898,288.915955,8.807668,26917.292969,700.655151,,,22.418966,7.568347,129.453323,15.143028,641.534668,22.697777,,,177.643036,9.400086,35.138054,9.410941,80.529762,9.750565,9.504985,9.902016,74.705475,10.291321,,,0,0,198.903091,24.531237,,,,,61.461407,20.695313,269.151917,20.421003
ACC045MS      ,7275.211914,1226.361328,7425.333496,659.365295,53783.300781,1240.416138,134442.296875,2975.297119,514.929382,54.632584,10882.640625,223.206238,22552.349609,393.734741,14144.405273,202.504654,38977.699219,511.963226,4163.58252,111.98761,77.580215,8.824827,111.268829,9.215971,649.487793,17.368383,50190.257813,1305.07373,,,29.208834,10.133041,268.413269,17.880264,927.998962,27.364861,,,192.922943,12.127754,52.183388,14.886508,219.714767,13.5331,24.25798,13.175018,178.604401,14.38905,,,0,0,483.871124,36.21619,,,,,60.075134,27.55571,409.562012,27.462311
ACC046MS      ,1929.700439,749.473083,1482.27771,438.047791,12228.899414,335.374847,22457.775391,510.55777,225.491638,31.407015,6816.994629,141.015381,3439.769287,65.209175,12220.241211,174.356873,4902.118164,67.258087,845.879822,24.232325,32.219639,5.375404,22.645,7.39311,171.538498,6.551037,7495.576172,196.519058,,,52.751568,7.948735,73.199242,15.000032,890.197327,26.072189,,,231.383087,10.274259,29.013723,12.001086,46.602753,10.389719,9.899929,10.61294,22.846552,10.781822,,,0,0,112.039223,23.353586,,,,,87.617317,21.695618,176.166977,20.820337
ACC047MS      ,2292.585938,777.524536,1950.839355,458.128082,13921.34082,368.848785,25114.214844,568.627441,222.245285,31.662735,6503.374512,135.215347,2623.156006,51.625351,6663.620117,96.09697,3856.334717,53.761749,919.731689,26.275305,37.42971,5.814163,34.981026,7.749972,180.640381,6.99928,9367.542969,245.106247,,,66.191872,8.650084,114.944748,15.67209,637.919678,23.028555,,,191.641083,10.673303,19.747519,12.926312,49.651157,11.27983,5.523456,11.547258,26.507391,11.627789,,,0,0,136.447357,25.133007,,,,,107.942169,23.803465,193.952621,22.599768
ACC048MS      ,1911.109375,644.427429,1509.290161,410.481659,10458.814453,300.509125,18129.369141,415.395569,120.583763,26.348145,4999.345215,106.017899,1757.13916,37.057892,8934.164063,128.667526,3001.579346,44.677834,658.581543,19.226486,31.900631,4.713074,15.912925,7.071713,117.377434,5.246551,5671.768066,149.194229,,,42.628628,6.894374,44.35648,14.255428,465.847687,20.577515,,,432.590363,11.523329,17.285275,10.551202,38.802296,9.0068,5.292249,9.1634,22.378611,9.242659,,,0,0,86.774597,20.390938,,,,,75.533882,18.844698,157.560471,18.07984
ACC049MS      ,3410.236816,720.365051,1976.219971,427.334564,10817.300781,302.528076,19360.716797,442.310516,217.955154,27.809584,5458.272461,114.885071,1067.572876,26.19673,6117.718262,89.655769,2690.057373,40.800968,698.969971,20.441742,31.175615,5.171348,26.317041,7.401914,132.903885,5.859157,5882.364746,154.693253,,,57.876419,7.770389,55.092003,14.771153,462.350433,20.850689,,,331.46756,11.077682,14.045764,11.731452,50.177963,10.047494,16.245363,10.327048,22.433664,10.368982,,,0,0,84.007095,22.438841,,,,,88.214027,21.202641,155.847336,20.179953
ACC050MS      ,2723.823486,759.048218,1964.643066,452.681854,14387.738281,379.687164,30314.462891,682.545471,217.955154,31.980331,7151.209961,147.461166,2134.885742,43.749443,6851.589844,99.904099,6534.838379,90.058792,953.522095,27.100363,38.512764,5.67931,30.038044,7.580962,212.266068,7.441596,10350.681641,270.60257,,,63.164253,8.361686,116.499123,15.456364,548.597717,21.920382,,,208.221451,10.427151,13.951179,12.440624,67.453987,10.705291,18.483377,11.065495,31.544758,11.183272,,,0,0,172.745743,24.669851,,,,,91.197594,22.694227,177.356659,21.714199
ACC051MS      ,4583.097656,860.284424,3034.067383,473.37088,22777.232422,556.311279,45356.449219,1012.73114,397.210754,36.788177,6876.173828,143.130981,13902.959961,244.622253,11981.808594,171.206161,12676.047852,169.70047,1758.373169,47.987663,54.898842,5.841688,40.703438,7.47159,267.579041,8.303364,15888.279297,414.313965,,,33.394424,7.635054,75.64006,14.806717,814.032776,24.930342,,,204.300018,9.683648,35.621124,11.405413,93.607925,9.906979,5.865385,10.100813,71.850433,10.42674,,,0,0,141.976608,24.250134,,,,,64.675896,20.828762,175.175323,20.001585
