SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,28,28erro,29,29erro,30,30erro,35,35erro,37,37erro,38,38erro,40,40erro,45,45erro,56,56erro,58,58erro,82,82erro
GPE56       ,301.877594,516.35614,1058.207764,521.121216,7545.894043,258.468933,12380.302734,302.571564,277.066528,42.152473,2379.106445,54.711109,20744.869141,341.538513,31306.947266,411.992767,6386.23291,83.504715,887.54071,24.649574,14.18533,6.95918,37.834679,8.358133,211.39389,7.666064,2964.789063,51.769562,69.338448,10.222114,9.656816,16.267551,194.45079,19.599733,153.582458,12.155765,209.964798,13.518467,77.039238,13.582282,30.455378,14.151855,123.551109,63.722271,0,0,0,0,126.709541,27.052366
GPE58       ,0,0,618.906006,436.006165,9854.796875,368.981354,17347.080078,394.089111,84.342003,31.185284,1417.694214,36.395222,8971.342773,151.399628,16846.472656,223.607727,4733.78125,62.752251,842.963623,23.192081,10.257355,5.517,30.571156,7.490821,122.09124,5.591388,4009.732178,68.454597,31.283195,7.771513,0,0,65.619629,18.241259,74.704086,9.123339,111.597504,10.018499,52.984657,10.234107,31.464285,10.709564,24.598896,47.518536,0,0,0,0,56.515064,20.14476
GPE59       ,1383.828003,760.878479,10668.025391,818.969299,26154.794922,943.874878,48616.824219,1052.028564,2624.266113,93.939003,10862.462891,206.789764,40770.71875,666.60199,29847.875,394.748474,84772.992188,1061.265625,3299.260986,87.007355,3.946048,9.235723,30.965534,9.324275,806.251526,17.882799,8058.536133,135.462845,69.704567,12.241843,82.129501,18.181374,420.001068,21.801222,676.277649,18.414583,184.98735,16.728119,557.84259,19.916563,183.888321,18.184259,0,0,0,0,0,0,123.379494,33.297619
GPE60       ,980.810669,385.773621,630.294922,376.068115,1266.169312,65.10347,1293.25061,76.2901,15.878667,19.121729,98.558594,12.59826,5.875069,9.372614,375.573761,12.428834,338.335632,11.417993,94.982841,5.266107,0,0,26.23703,7.074573,19.489103,4.103415,211.147598,9.937901,39.871464,6.736838,0,0,9.434822,17.746092,35.158993,7.767271,11.767867,8.394072,18.610603,8.585567,5.661576,9.036852,24.936779,30.696062,0,0,0,0,47.63187,17.192335
GPE62       ,477.28244,596.295532,9275.839844,637.067444,7606.757813,260.095581,12902.28125,311.466522,1132.777954,51.110443,3575.553467,74.160645,16058.602539,265.834564,21488.730469,284.167511,22711.404297,286.152252,771.215393,21.432184,0,0,29.200741,7.637418,376.860077,9.32592,2761.148193,48.16581,45.232304,8.529792,0,0,198.796524,18.91967,194.96315,10.674395,109.159401,11.200742,185.586472,11.87142,26.438932,11.820277,0,0,0,0,0,0,78.525681,22.417336
GPE63       ,851.517212,481.717346,2511.845459,493.838379,8974.490234,428.901428,21515.533203,481.51889,494.698303,42.317738,3069.555908,65.211708,18408.982422,303.539307,22489.734375,297.097687,17807.621094,225.036087,1105.380249,29.875811,0,0,20.512827,7.490116,670.198242,14.318157,3505.841309,60.22834,37.458,7.852541,0,0,244.542801,18.74848,171.990601,9.646098,114.590813,10.241101,151.206345,10.885442,33.027729,10.93424,27.872696,57.569698,0,0,0,0,67.593582,20.793697
GPE64       ,246.52684,535.398193,4898.41748,565.397156,28734.427734,899.420349,45108.445313,967.416199,1025.079834,52.924015,4167.112793,84.75061,18573.234375,306.277985,23483.087891,310.135834,26321.396484,331.172455,2823.609375,74.216934,0,0,34.81168,7.888069,933.418091,19.267603,9258.749023,154.828323,40.024635,8.578904,4.656017,15.159,395.45575,19.679157,114.754318,10.235038,179.067749,11.464745,199.221283,12.106473,74.179771,12.198547,0,0,0,0,0,0,88.579315,22.969948
GPE65,0,0,10691.017578,695.163025,36495.9375,813.055969,61623.925781,1346.785889,1967.351929,65.623932,2216.536133,60.471687,8140.367188,146.41243,15389.824219,212.48056,36913.546875,482.908417,3837.830566,97.782097,16.784164,7.053597,35.73418,8.288846,777.367065,17.082827,11281.663086,207.963272,46.585991,8.391354,18.03857,15.686313,231.597733,20.599936,77.441978,9.301208,,,245.522186,11.445081,147.433395,11.453837,0,0,300.89743,28.708057,0,0,38.418846,20.496237
GPE66       ,0,0,1606.171753,500.604126,7365.203125,246.662338,11191.849609,256.22406,324.716705,41.042934,4187.581543,86.450447,40719.992188,665.276611,38974.382813,511.509277,6222.504395,81.40992,754.83136,21.12224,4.528021,5.945548,22.839949,7.780173,188.104126,6.825653,2623.266602,45.930099,45.957657,8.994127,4.656017,15.32052,251.030701,19.340689,366.845337,12.399982,244.7034,12.76881,63.484749,12.153855,41.12413,12.754896,379.678528,74.539192,0,0,0,0,83.259674,24.079706
GPE67       ,216.939987,493.871826,4188.084961,508.393494,27679.753906,923.729431,44416.34375,949.677612,185.359131,36.474545,1906.76123,45.307678,8891.776367,150.322983,22388.21875,295.735107,7441.421387,96.23394,1856.45105,49.234638,13.323749,6.312857,38.506252,7.737128,268.177246,7.6895,10640.095703,177.580063,36.675804,8.214095,0,0,213.159851,18.777157,136.284409,9.85534,132.436737,10.689905,87.222878,10.972029,51.037857,11.197969,21.163269,49.392296,0,0,0,0,94.678696,21.210234
GPE68       ,0,0,5171.751953,534.903015,10226.193359,425.299835,20458.4375,441.249939,565.091492,40.776463,2276.171143,51.886204,13198.241211,219.478867,20333.921875,268.944305,18697.435547,236.111115,1136.28479,30.732542,4.343204,5.8839,33.130985,7.644894,324.625153,8.529742,6558.180664,110.300354,66.751129,8.528241,9.299293,15.089306,429.972229,19.817734,206.276031,10.531702,105.345337,11.023952,148.887146,11.596171,87.46904,11.953827,0,0,0,0,0,0,104.196609,22.175413
GPE69       ,525.322571,607.743896,9479.820313,625.477966,5067.449219,214.337814,9799.068359,227.129303,2254.851074,64.701202,2301.552734,52.121555,17056.164063,281.562531,22105.025391,291.892944,21692.505859,273.426331,504.605621,14.677337,0,0,29.174883,7.407172,526.327393,11.703071,2094.906982,37.277245,44.878925,7.82525,0,0,183.229202,18.552237,125.1353,9.493579,132.381714,10.369747,192.951828,10.953517,19.794304,10.75526,0,0,0,0,0,0,59.784935,20.392738
GPE71       ,0,0,4571.168945,538.358398,32799.496094,1040.865723,51010.921875,1066.78894,393.402039,39.004169,2125.757568,49.631718,9556.77832,161.000626,24873.525391,327.997314,9508.499023,121.881042,2241.773193,59.231529,16.770075,6.930421,49.096539,8.074971,306.751282,8.602078,12213.102539,203.562836,50.294533,9.194233,20.16206,15.594571,299.030609,19.506777,167.827911,11.009778,134.172974,11.901849,104.585976,12.047222,71.313553,12.595646,0,0,0,0,0,0,114.131218,23.726627
GPE72       ,726.658081,576.245911,47.081303,572.396729,1949.373291,110.042053,2658.481201,111.046036,133.663589,48.642941,5893.631836,128.198593,88482.929688,1437.58374,77421.648438,1012.680237,3481.71582,49.136177,139.224731,7.953687,2.39029,6.733359,17.72304,8.406466,93.864838,6.729548,989.071899,20.624889,56.754684,10.750296,4.507899,16.579239,270.305725,20.237606,480.508026,15.104692,485.350098,16.653772,36.963047,14.386745,42.627663,15.034625,581.01355,108.242393,0,0,0,0,185.144791,28.87241
GPE73       ,683.946289,531.800476,4441.501465,540.139099,6294.214355,186.750961,8078.163574,195.165619,777.892822,45.74588,2094.199951,51.390232,17880.232422,297.493317,21021.041016,278.061615,16072.166016,203.455704,570.064209,16.595694,12.937204,6.165253,33.906696,7.974173,323.388947,8.811164,2773.943115,48.506374,53.620361,9.226976,4.527554,15.638971,154.373611,19.091125,204.954025,11.402482,115.363289,12.051108,129.645493,12.606319,4.550735,12.703267,3.445223,58.682938,0,0,0,0,94.631012,24.05092
GPE74       ,0,0,2813.736816,468.382141,11781.619141,436.862549,20834.851563,447.837524,214.747711,31.101915,2143.121338,48.121765,6089.276855,105.074699,15900.308594,211.207245,5195.210938,68.400627,754.443054,20.984322,4.250796,5.514278,39.879635,7.559597,142.477234,5.884535,4408.959961,74.972702,36.360668,7.981094,0,0,160.163101,18.532242,145.290451,9.680464,108.845589,10.366768,70.034561,10.466309,16.416149,10.864831,0,0,0,0,0,0,54.904533,20.581137
GPE75       ,0,0,394.527405,547.18158,13194.324219,413.218292,24435.484375,525.458313,0,0,4624.597656,105.299683,69184.421875,1125.749634,89125.398438,1164.961304,7906.397949,102.702713,1144.010986,30.968859,11.859104,6.318424,51.360092,7.943929,290.730896,8.184084,5648.794434,95.40905,47.929127,8.774339,0,0,205.688797,19.048847,369.641113,11.950153,244.968933,12.130666,88.74102,11.517134,28.812017,12.073286,260.56311,97.357086,0,0,0,0,81.453934,22.957481
GPE76       ,0,0,1098.961426,494.58963,18355.916016,472.094513,31603.207031,668.922974,241.096497,36.598862,1732.545532,42.848858,9231.691406,155.814484,14970.115234,198.239761,5429.182617,71.409805,1561.72876,41.748924,14.800745,6.959622,47.210953,8.231995,230.456406,7.698275,6579.222656,110.793022,64.675011,9.641557,0,0,135.000366,19.14896,88.893379,11.05158,59.996834,11.977378,69.376045,12.581462,49.643375,13.142045,92.859917,50.09346,0,0,0,0,57.675026,24.554886
GPE77       ,445.531342,437.942596,626.219604,432.731781,1137.974609,75.115799,1742.497803,74.667824,11.665959,25.277273,104.89743,17.279282,1133.468628,30.45079,1032.256104,18.658936,444.502747,12.981028,70.936546,6.138732,1.630851,5.846527,31.842133,7.896051,16.637587,5.37568,336.104034,12.133565,64.340584,8.97616,0,0,147.925964,18.958033,45.659061,10.391228,29.829617,11.248052,33.987896,11.82719,23.482992,12.056557,88.080132,36.40765,0,0,0,0,74.153603,22.922001
GPE78       ,0,0,1757.11731,491.656311,19537.142578,493.433624,33191.855469,701.304382,302.982422,36.171417,2070.865234,49.298885,11555.426758,195.307373,18561.900391,246.026657,5570.726074,73.182007,1572.946899,41.99688,23.903027,6.637465,33.286129,8.008456,254.836243,7.785818,6978.994629,117.309853,54.382919,9.024423,0,0,135.883957,18.922085,98.131744,10.542209,74.398338,11.387404,73.704491,11.891757,49.220528,12.319813,42.982471,51.603951,0,0,0,0,55.490177,23.01833
GPE79       ,0,0,4176.32666,556.140686,18043.869141,460.999115,32159.773438,681.157898,452.202881,43.087643,2994.024658,66.022728,16187.708984,270.260193,31843.388672,418.898926,11477.272461,146.442795,1323.342529,35.674618,14.939391,6.966969,28.321606,8.326793,363.666443,9.691078,6938.186523,116.695358,54.996674,9.895779,3.518134,16.100685,172.293472,19.460308,153.937668,11.913385,179.671249,13.036702,107.294579,13.377887,43.413456,13.649284,88.059944,59.189278,0,0,0,0,171.643768,25.988987
GPE80       ,0,0,11353.290039,756.402405,35039.023438,795.52063,61743.105469,1290.038818,2684.222168,81.310005,2837.016846,65.54631,22357.980469,367.995789,34797.972656,457.83316,41250.007813,517.651306,3401.883301,89.367981,42.901588,8.362199,44.687939,8.727016,925.634888,19.538427,13377.21875,222.915848,42.59005,10.481015,42.027203,16.669701,315.615143,20.260618,124.057953,12.460095,153.157227,13.703062,301.059692,15.116503,129.849075,14.868404,0,0,0,0,0,0,90.826752,27.250238
GPE81       ,0,0,2594.618896,472.205475,9500.939453,283.636292,14678.263672,323.438812,315.304962,34.57954,2292.203125,52.218632,10157.714844,172.909348,16587.564453,220.245728,7387.475098,95.45472,752.144653,20.925873,6.461864,5.54004,32.358727,7.540336,172.056442,6.18174,3583.950195,61.508472,45.835464,7.892558,0,0,246.667252,18.775049,214.634415,9.917187,98.387093,10.208887,85.211609,10.513384,23.985003,10.942212,0,0,0,0,0,0,82.002869,20.893801
GPE82       ,0,0,639.304077,454.674103,5681.849609,211.666977,9024.137695,209.445328,146.625336,29.981434,439.063538,22.894663,3614.274414,68.334045,5349.01416,73.325394,2974.808594,41.224823,568.045349,16.549044,14.754573,6.105114,37.655941,7.981704,126.856216,6.286691,1724.892822,31.847822,63.9613,9.169546,0,0,116.218033,18.941023,58.124847,10.674286,48.062,11.613949,50.079296,12.135681,17.532894,12.707348,8.985475,40.996037,0,0,0,0,60.224174,23.559948
GPE83       ,0,0,4171.783691,545.992554,19501.242188,486.967438,34685.75,732.250732,410.252869,40.022419,2945.920654,63.100632,5769.177734,100.661545,18115.773438,240.321884,11633.504883,148.245148,1406.863037,37.801624,37.324955,7.019248,35.949093,8.29903,284.320892,8.520511,7902.896484,132.572983,54.95797,9.848482,4.321709,16.057432,337.660522,19.988276,175.080536,11.899069,128.988358,12.765243,123.043831,13.252653,47.607441,13.807155,0,0,0,0,0,0,172.488785,25.96512
GPE84       ,0,0,1573.53479,455.582245,5485.522461,204.604736,8839.131836,205.566147,213.125748,29.491114,738.118103,25.604252,2353.738281,45.909927,4795.128418,67.512215,4453.171875,59.105625,444.660156,13.547496,0.400437,5.914155,27.313189,7.822006,102.244675,5.950106,1687.609131,31.146976,58.028282,9.011614,0,0,35.734779,18.736168,74.465691,10.523067,44.223797,11.393002,56.399734,11.71187,15.215648,12.203869,80.001396,38.960209,0,0,0,0,61.200253,23.122614
GPE85       ,0,0,1293.583374,460.612854,5636.60791,216.766068,10055.076172,230.406967,205.554672,31.432106,1864.843018,43.843445,7729.368652,131.499054,14886.764648,198.156906,4440.788086,59.18634,449.282928,13.533598,6.012829,5.613084,33.180107,7.716034,93.351494,5.645169,2553.51416,44.860416,75.943733,8.648434,0,0,84.388695,18.60294,202.78154,10.631798,117.175247,11.186382,54.034946,11.491895,10.703994,11.991318,16.949667,46.706615,0,0,0,0,85.34964,22.306314
GPE86       ,0,0,4188.084961,536.573303,16896.515625,443.559387,22160.296875,476.510925,487.377838,41.296921,2898.686035,62.730301,16023.131836,265.047394,23867.146484,314.942688,11187.662109,142.735611,1297.879028,34.952053,18.339386,6.501554,48.037506,8.036876,197.832367,7.109619,4108.29834,70.173752,58.859646,9.243947,0,0,142.142532,19.062506,242.735626,11.566655,136.680878,12.099066,121.007103,12.292464,32.351864,12.648935,60.659317,56.424438,0,0,0,0,163.4207,24.151783
GPE87       ,0,0,3352.63623,536.902466,20679.841797,515.253418,33347.3125,704.641663,305.259247,38.061062,1466.110107,39.6609,11827.073242,197.463348,18690.167969,247.647171,9071.101563,116.460533,1564.482544,41.884544,18.83172,7.239579,48.812408,8.475148,258.253052,8.391195,7373.187012,123.872383,68.89254,10.406108,8.336797,16.277409,148.366623,19.59775,94.370728,12.200563,76.684052,13.226764,104.102257,13.659755,57.759235,14.293832,145.689026,52.747658,0,0,0,0,96.970093,26.751186
GPE88       ,0,0,7032.054688,584.721802,32934.148438,766.921631,52452.835938,1096.536987,1028.648071,47.894794,2056.127441,49.099339,14394.084961,238.770721,24975.337891,329.374359,26064.482422,327.968933,2799.848633,73.634071,27.044916,6.918083,45.51643,7.911696,522.371643,11.923045,11163.821289,186.22699,38.518131,8.688489,0,0,190.544205,18.908009,90.2864,10.119042,89.799416,11.058442,194.965195,11.792601,97.519745,11.954345,0,0,0,0,0,0,86.18792,22.284739
GPE89       ,0,0,818.806885,384.852234,768.812317,121.769257,488.846008,52.344482,17.841579,18.817986,40.938328,12.099184,24.224922,9.669875,69.04644,8.146437,412.888,12.048573,25.624352,4.590877,5.359699,4.529115,27.209763,7.199419,16.92465,4.260354,113.002472,9.120058,43.186436,7.100568,0,0,23.843332,17.899811,22.972536,8.198844,15.859735,8.887212,25.995361,9.134594,8.878121,9.521747,46.256241,30.729961,0,0,0,0,40.751366,18.127954
GPE90       ,0,0,2903.488037,523.1521,9561.146484,300.796356,17137.056641,375.193298,419.114868,42.641197,4393.705566,88.460083,21691.107422,356.464508,31849.123047,418.837067,11960.375,152.385468,882.953064,24.378319,6.037362,6.253986,29.355885,7.895309,552.916931,12.500415,3759.258545,64.481407,56.038208,9.138021,0,0,235.114151,19.276991,211.195618,11.50989,199.127777,12.529464,138.234161,12.507579,28.281563,12.798038,25.354399,61.875767,0,0,0,0,137.139313,24.389694
GPE91       ,0,0,680.100159,418.184723,3077.419434,160.962143,4892.919434,127.678268,0,0,1789.619019,40.838734,2956.140625,54.913483,3462.879883,48.884319,3200.879639,43.667942,212.876251,7.85822,12.968007,4.965101,19.788836,7.311663,46.00898,4.691039,1411.805664,26.578943,42.758659,7.470284,0,0,113.075157,18.207651,57.864784,8.709281,20.13245,9.396151,37.718761,9.883838,7.175085,10.302875,14.525725,37.784389,0,0,0,0,68.228035,19.139931
GPE92       ,0,0,1787.697388,417.879181,6997.791504,221.472412,13330.521484,293.783752,49.256275,24.646954,1706.372437,39.014725,718.716736,20.290789,1920.285889,29.230862,4092.012207,54.421875,407.856079,12.265751,15.939264,5.055075,24.454765,7.316228,52.202957,4.710042,2992.912354,51.810379,42.231056,7.350791,0,0,45.512661,18.025305,36.977566,8.460317,22.956989,9.147183,57.766697,9.69901,12.04828,9.903438,0,0,0,0,0,0,56.4562,18.664116
GPE93       ,0,0,2874.930664,484.433105,7867.82959,250.082031,17146.949219,372.97998,69.419952,31.819401,2335.122314,51.392689,6716.884766,115.023918,4710.768066,65.11834,11468.043945,145.938171,488.959259,14.53844,37.086651,5.954086,46.705849,7.828181,86.758507,5.730107,3601.553711,61.860752,87.451599,8.923978,0,0,51.155067,18.66293,67.443893,10.232647,39.00964,11.074547,77.425392,11.468122,20.659779,11.899821,9.992807,43.782471,0,0,0,0,72.18116,22.455938
GPE94       ,0,0,1618.410522,446.609711,620.0354,139.618896,453.357422,59.387962,52.551559,24.675211,50.763523,15.787625,17.643585,12.465787,61.704124,9.135483,574.477905,13.994416,28.691511,5.948116,0.492846,6.006566,30.984867,8.022002,19.23971,5.586272,16.929823,9.507438,76.459702,9.451698,0,0,48.986298,18.953339,46.42186,10.900193,21.918781,11.689139,45.033138,12.15538,9.213144,12.732097,102.162384,33.916611,0,0,0,0,68.716072,24.106716
GPE95       ,0,0,496.5177,423.602783,1799.782349,145.743912,4099.953613,113.805817,32.763626,26.283583,648.463074,23.197916,2097.90625,41.477871,2574.153564,37.630196,4814.874023,63.431099,180.108139,7.49658,10.442173,5.486336,32.355278,7.660187,21.667149,5.029341,628.747314,15.110169,59.10701,8.606517,0,0,206.865067,18.8557,55.805923,10.045115,23.149904,10.748878,38.687214,11.182137,15.57859,11.701653,36.434887,37.258942,0,0,0,0,67.300758,22.20528
GPE96       ,0,0,3129.134521,558.481079,13083.000977,371.623566,57532.46875,1201.890015,973.176941,54.187119,6508.408691,126.297829,31952.345703,521.974487,41708.523438,547.220032,25273.882813,318.247467,2994.444092,78.721825,48.053719,7.512972,46.73468,8.253767,328.435181,9.131129,8655.844727,144.921417,93.069107,10.055518,299.729004,17.339169,688.106567,22.054504,147.768997,11.915498,201.861862,13.235826,183.980148,13.484699,98.320877,13.874619,29.343262,70.287209,0,0,0,0,106.127831,26.055647
GPE97       ,0,0,4184.010254,539.717224,6069.091309,234.001617,26604.53125,567.406677,136.42691,45.122452,3990.19165,81.738655,21578.988281,354.516937,14941.234375,197.978119,49109.1875,615.368835,1298.809692,34.944271,14.800745,6.43696,44.369652,7.99271,155.508682,6.612838,6534.99707,109.950653,75.766937,9.385329,54.097782,15.691927,412.533508,20.120111,137.020493,11.324723,76.925201,12.099442,346.880249,13.917873,54.105705,12.981599,0,0,0,0,0,0,316.213196,25.562019
GPE98       ,0,0,500.59726,432.651031,4606.288574,199.448578,8684.37793,202.749741,95.046959,29.901882,2617.80127,56.057667,11734.383789,195.780579,20077.322266,265.49527,3600.091309,48.917091,306.793365,9.81608,9.086846,4.777423,34.191124,7.275007,57.561798,4.650136,2021.840942,36.089222,40.526802,7.263354,0,0,122.908119,18.156616,139.937408,8.923666,92.358223,9.512358,38.33041,9.706516,18.175022,10.000842,0,0,0,0,0,0,73.596474,18.954802
GPE99       ,0,0,3147.660156,472.077484,8512.162109,258.201508,18736.722656,404.965454,131.191299,32.250504,2556.193604,54.811905,7197.266113,122.641426,5745.683594,78.414169,12334.774414,156.69957,512.944336,14.891079,38.667114,5.382534,34.293114,7.436417,86.714081,5.114253,3920.962158,66.962822,73.039284,7.70222,0,0,41.796043,18.096119,74.08783,8.787057,51.785225,9.48675,84.726181,10.028587,17.467352,10.318074,0,0,0,0,0,0,49.490089,19.474022
GPE101      ,0,0,3553.150635,579.53186,6311.546387,575.71051,23700.005859,509.365479,19.640303,44.519672,5077.633301,100.841072,22129.158203,363.709808,27440.492188,360.650238,19220.808594,242.780258,1100.805786,30.088755,40.220898,7.280633,39.063721,8.555819,160.237167,7.360168,5175.960938,87.810471,106.86338,10.812125,26.547445,16.767372,341.495148,20.450802,140.005493,12.866627,147.103134,14.045731,161.966309,14.436034,47.019348,14.8174,173.173233,63.842129,0,0,0,0,161.48175,28.142994
GPE102      ,0,0,3050.354004,461.72403,17030.484375,446.363556,27331.003906,580.335327,160.249802,30.976097,1616.859253,39.395718,11144.724609,186.146988,17804.111328,235.93399,5722.552246,74.858009,1069.079102,28.906622,3.942767,5.267798,40.215775,7.366881,175.539871,5.959681,6515.650879,109.527809,29.627901,7.231578,0,0,347.20993,18.916189,43.86454,8.432771,125.260529,9.495745,60.910698,9.435897,34.842438,9.793962,13.770237,48.570545,0,0,0,0,68.667267,18.65416
GPE103      ,0,0,683.274658,403.512024,320.6698,402.813873,735.323669,59.644318,15.230557,23.00979,1210.921265,30.855539,1954.439453,39.092869,5474.391602,74.71946,1296.872925,21.443485,31.609232,4.764001,3.015537,4.677494,22.98246,7.2356,19.219669,4.393739,168.22197,9.549993,42.937073,7.536834,0,0,66.920677,18.184822,54.773556,8.933277,34.821312,9.662777,25.382723,9.887582,6.972385,10.347868,0.534773,36.493603,0,0,0,0,66.79187,19.701117
GPE104      ,0,0,6836.259766,652.472778,12195.645508,624.882751,26682.279297,571.713318,363.432953,49.842182,5296.675781,105.662033,18854.816406,311.436127,22190.246094,292.607544,31105.451172,391.074188,1138.067139,31.219404,22.984198,7.695704,34.588478,8.770341,323.127502,9.66457,5699.855469,96.493324,83.043472,11.369916,29.356911,17.28232,278.052094,20.567171,317.874786,14.390079,152.893112,14.872177,243.703033,15.968314,172.551727,16.219187,0,0,0,0,0,0,93.549957,29.704533
GPE105      ,0,0,2348.661133,458.046509,2318.672852,450.959686,3043.441406,97.128059,489.507996,32.578842,846.19519,26.830252,1238.831665,28.901485,2430.748779,35.871422,4998.493652,65.710991,173.818542,7.581973,7.454294,5.792593,27.520046,7.805032,143.084106,6.331877,619.957031,15.283123,68.257629,9.048041,0,0,57.624607,18.782867,44.818115,10.509404,25.901821,11.401863,61.216526,11.744266,11.725821,12.31413,45.500751,36.730564,0,0,0,0,77.012756,23.24229
GPE107      ,0,0,1083.981567,422.693878,879.326355,429.660797,1079.352539,64.550842,49.632027,23.700508,56.904278,14.773218,133.167053,12.922668,398.685944,11.631363,255.644455,11.432493,43.94965,5.743878,11.674286,5.70265,37.293945,7.893137,26.971558,5.396584,203.368469,10.875499,70.991653,9.053317,0,0,16.693752,18.713751,144.531921,10.887445,16.270109,11.397045,26.020845,11.910042,13.428856,12.454324,65.395279,33.075775,0,0,0,0,59.00407,23.168646
GPE108      ,0,0,271.663116,416.973785,477.258911,419.634399,674.881592,59.335983,35.970043,22.694704,41.713596,14.5373,5.595304,11.330851,44.978844,8.598621,981.048096,17.728476,34.595627,5.38871,0,0,30.137354,7.60233,20.993446,5.045472,46.526009,9.130035,57.391872,8.446956,0,0,74.815575,18.557236,29.919786,9.795218,26.284786,10.402327,32.562187,10.910592,15.7297,11.410744,77.011177,32.467655,0,0,0,0,50.264542,21.673981
GPE109      ,0,0,574.030273,386.69751,679.533875,388.453674,1235.851318,62.271271,23.031855,19.793053,310.721924,16.143265,686.979614,19.208359,746.834167,14.83622,548.697327,13.254753,65.691528,4.924402,1.940581,4.466561,26.201345,7.151877,13.463301,4.210959,257.872375,10.409386,37.960167,7.018948,0,0,18.256001,17.867071,33.656929,8.184943,15.063128,8.814446,29.792721,9.087063,6.505039,9.437304,0,0,0,0,0,0,40.116913,18.127285
GPE110      ,0,0,618.068848,394.879242,1934.901733,396.712402,2627.625488,85.365417,20.739483,21.715431,1189.041992,29.856661,1019.74408,24.322916,1810.877075,27.757626,1058.190308,18.540611,158.70549,6.691163,5.50797,4.770567,32.694515,7.253648,25.237041,4.494158,538.030518,13.811222,52.412582,7.459527,0,0,31.136608,18.042711,45.875561,8.59895,14.420461,9.311211,32.027546,9.562727,12.271397,10.015064,59.653057,34.006721,0,0,0,0,59.868919,18.960958
GPE111      ,0,0,663.781738,386.981354,1082.995972,388.725067,1515.105713,66.50106,33.736801,20.123135,215.540283,14.645039,204.161484,12.350338,326.180542,10.44272,522.67865,13.016397,72.835289,5.135641,5.267291,4.621465,26.304771,7.197771,15.35131,4.280592,349.720062,11.484845,47.575752,7.292568,0,0,15.554234,17.879719,34.870575,8.229271,19.118586,8.91307,26.861874,9.389865,8.375587,9.577411,22.836103,31.534353,0,0,0,0,56.612675,18.342844
GPE112      ,0,0,1410.350464,418.529053,1388.577759,418.505432,2754.296631,92.166435,19.463539,28.873425,1720.433105,42.151337,16496.191406,274.122986,20382.947266,269.405914,6169.812012,80.380638,149.708344,6.307049,10.626989,4.501544,39.052216,7.14874,46.863075,4.297712,727.683411,15.960119,37.439404,6.981184,0,0,142.978394,18.026892,97.936684,8.164497,136.654434,9.06966,53.927628,9.093888,8.0964,9.409835,114.753868,53.85397,0,0,0,0,69.643349,17.974951
GPE114      ,0,0,1218.608643,426.299072,555.985107,131.387482,311.403168,55.745823,72.663887,23.075621,48.307228,14.763333,17.643585,11.485866,30.116865,8.646897,241.35498,11.158784,0,0,0,0,18.85799,7.896578,0,0,46.284252,8.650195,0,0,37.562683,15.179903,10.371252,18.798492,0,0,0,0,0,0,0,0,68.165405,31.876486,0,0,17.601206,32.786083,,
GPE115      ,0,0,4270.157715,459.881775,4642.89209,447.379608,8764.663086,202.958466,336.719238,29.295664,1526.7948,36.685978,5157.948242,89.690598,7651.825684,102.992386,5740.354492,74.8339,378.036835,11.445373,8.316774,4.653794,33.389553,7.150946,85.792023,4.701441,1783.641724,32.22105,39.206291,7.076246,0,0,91.920509,18.01775,74.790771,8.370808,39.154476,9.051154,60.248066,9.308001,18.342533,9.694041,15.533059,40.034451,0,0,0,0,54.074863,18.193117
GPE117      ,0,0,2268.590332,442.061371,9334.486328,437.128937,16596.136719,360.778839,102.077133,26.970446,1708.417114,39.683567,970.785156,24.432867,2606.000977,37.994095,3278.420898,44.634659,622.527405,17.734768,18.431698,5.733583,38.118809,7.71932,72.230927,5.476264,4739.921875,80.449165,59.825779,8.561973,0,0,134.027298,18.698851,78.566498,9.959075,30.070761,10.694155,46.615612,11.026938,18.407097,11.551576,2.79887,35.279472,0,0,0,0,81.222824,21.864092
GPE118      ,0,0,451.641968,441.731934,1512.477295,441.474915,2511.112793,87.507523,15.570831,26.926281,1142.793335,31.082384,2805.330078,52.95594,4579.906738,63.266476,773.101379,16.170586,126.297005,6.74982,10.842609,5.702084,33.958405,7.834201,18.969995,5.316818,594.507202,15.175801,65.002831,8.857273,0,0,42.95787,18.681225,53.573685,10.301875,31.888447,11.188944,32.111916,11.736143,13.652205,12.007814,4.704371,39.644154,0,0,0,0,71.449097,22.795656
GPE119      ,0,0,973.832153,449.532593,1490.148315,448.033722,2202.1875,83.465538,43.792961,26.938169,839.849731,26.597,1155.094727,27.77487,1885.582031,29.111546,1298.29834,21.588287,127.811172,7.144368,19.159386,6.14008,41.431046,8.06083,29.601284,5.781759,510.628784,14.376614,76.459702,9.654634,0,0,24.082256,19.015495,56.391071,11.255859,27.567453,12.174816,41.923889,12.559244,12.423786,13.095964,64.387962,37.108231,0,0,0,0,73.498863,24.843882
