SampleID,11,11erro,12,12erro,13,13erro,14,14erro,15,15erro,16,16erro,17,17erro,19,19erro,20,20erro,22,22erro,23,23erro,24,24erro,25,25erro,26,26erro,28,28erro,29,29erro,30,30erro,35,35erro,37,37erro,38,38erro,40,40erro,45,45erro,56,56erro,58,58erro,82,82erro
GPE120      ,0,0,1559.477295,455.225037,4725.317383,451.89502,17120.357422,372.424866,59.950069,32.750469,2159.292236,48.705013,5408.840332,94.218605,10309.083984,137.642258,17998.058594,227.302689,576.994568,16.615522,28.493742,5.778396,30.137354,7.669434,97.063812,5.678733,4585.921387,77.907394,67.480507,8.705294,0,0,338.780518,19.460295,74.561317,10.253975,65.422592,11.144715,155.198669,11.782269,31.515179,11.979616,0,0,0,0,0,0,109.402161,22.649191
GPE121      ,0,0,769.851563,442.603424,5400.952148,441.158569,8987.485352,208.276031,94.398163,29.253574,2639.498535,55.946522,463.074097,18.26351,4647.822754,64.198563,2868.471191,39.845901,426.218445,13.100748,14.415742,5.950973,41.353477,7.919413,55.538933,5.608358,2224.018311,39.646198,70.452286,9.292249,0,0,64.976349,18.89749,63.022766,10.788081,42.558163,11.728621,51.608437,12.035866,19.403442,12.596704,0,0,0,0,0,0,66.275871,23.811192
GPE122      ,0,0,1434.828125,454.798798,1479.949585,445.248749,3490.829834,105.200768,162.520554,30.335327,1633.644043,39.481438,4971.850098,87.234161,9408.62793,125.879013,3046.970215,42.152142,120.900368,6.855014,2.864667,5.914389,30.752153,7.950591,63.922588,5.706817,708.24054,16.503487,72.479561,9.480752,0,0,85.267174,19.04891,122.708015,11.323142,63.366524,12.138765,51.404552,12.442339,8.598934,12.927356,74.712975,42.631645,0,0,0,0,65.934242,24.541517
GPE123      ,0,0,5135.035156,522.247559,5100.888184,202.557922,12535.179688,280.485687,923.869324,45.577904,1982.847778,46.898098,6323.544922,109.00898,9893.985352,133.469559,33468.144531,421.332397,706.028625,19.908323,0,0,32.949989,7.866985,324.917328,8.689275,2404.429688,42.414341,65.505005,9.17228,0,0,191.959396,19.164843,113.974121,11.003915,70.294601,11.860748,264.974274,13.134398,251.016312,13.832211,0,0,0,0,0,0,74.865372,23.969292
GPE124      ,0,0,1194.131104,435.162384,1631.269897,148.791626,2578.017334,88.331284,109.969002,28.303896,1515.946289,37.230518,4440.862305,78.651871,11486.657227,152.836182,2733.436035,38.355198,119.230888,6.389298,15.771068,5.367689,33.544704,7.612241,65.675743,5.254692,630.549438,15.174142,56.131203,8.583019,0,0,70.416649,18.606676,82.050957,10.19042,59.311062,11.026754,55.584198,11.253559,5.304538,11.782089,54.56662,41.621815,0,0,0,0,70.033783,22.257963
GPE125      ,0,0,153.830383,438.146332,1964.832397,162.323273,4062.137939,115.000641,0,0,1816.638184,42.634556,8706.829102,147.153152,23333.257813,307.807953,2979.571777,41.576164,452.852203,13.570751,9.086846,5.57787,30.597013,7.656827,71.654434,5.370109,1803.484985,32.820171,57.451717,8.677686,0,0,82.602165,18.698862,166.724258,10.721357,171.27066,11.690014,46.817131,11.470791,23.898338,12.041508,203.901474,47.925762,0,0,0,0,82.86924,22.86257
GPE126      ,0,0,1369.554321,448.25708,1701.704102,155.667984,2539.619873,90.341225,218.31604,31.111406,1726.369263,41.406021,7429.489746,126.763649,12807.662109,170.047775,3494.94458,47.625347,148.737717,6.953578,2.187004,5.390655,24.624077,7.579278,94.243111,5.517682,652.635376,15.508207,55.21986,8.378039,0,0,87.858665,18.544767,63.304504,9.903368,77.295082,10.79311,48.677586,10.964719,14.573521,11.477901,22.584274,46.259266,0,0,0,0,91.068314,21.759239
GPE127      ,0,0,5498.120605,602.913452,9832.994141,321.604828,18769.533203,410.612244,1177.86853,58.565857,6215.666016,123.187866,45623.652344,745.222351,56641.53125,741.801819,26153.255859,329.258545,878.76001,24.289526,2.587441,6.314771,43.551308,8.012344,595.374634,13.241053,4918.578125,83.430443,54.847881,9.080667,14.639958,15.565222,304.698456,19.530989,478.478882,13.155278,328.564484,13.180037,230.543152,12.847595,40.87286,12.475949,125.582527,81.375412,0,0,0,0,124.157455,23.871834
GPE128      ,0,0,871.841797,430.764893,1475.427856,147.079926,2512.858154,87.528831,105.427505,27.326792,1496.7052,36.559586,2871.563232,54.016453,11969.873047,159.108963,2266.051758,32.900726,120.27916,6.436437,11.089033,5.36365,22.710667,7.559566,54.774734,5.20872,594.046692,14.755563,53.229786,8.374808,0,0,60.381516,18.511017,66.967102,9.951555,62.690613,10.815523,45.619308,11.265985,11.586227,11.727891,0,0,0,0,0,0,55.294964,21.799765
GPE129      ,0,0,7301.308105,572.498535,52967.066406,1226.530884,82185.273438,1707.037964,350.992523,33.474445,1330.495605,35.316444,3109.891846,57.763336,7939.628906,106.864555,8940.180664,114.581757,3186.155518,83.63324,60.558437,7.295009,56.350468,8.04517,394.841125,9.863436,19713.507813,327.383087,61.878235,8.81469,0,0,139.192245,18.763563,57.431339,9.917455,36.330139,10.758737,108.543365,11.239277,73.286377,11.752934,3.948897,40.603786,0,0,0,0,100.877922,22.071033
GPE130      ,0,0,1296.12146,454.078461,4374.254395,196.045258,9653.041016,222.708527,61.31015,32.785538,2400.009277,52.817314,11822.461914,197.227158,15814.036133,209.187897,12524.272461,159.197113,773.855469,21.49613,12.043921,5.702914,33.311985,7.645254,160.41333,6.187373,2424.773682,42.700764,47.185173,8.58803,0,0,212.21347,18.988068,217.675598,10.99422,84.826653,11.359191,101.228989,11.698182,30.515053,12.130573,109.213615,49.93288,0,0,0,0,84.772598,22.865868
GPE131      ,0,0,1475.624146,401.882782,522.57489,122.617531,245.080261,51.59269,47.036888,20.457392,56.494892,12.731411,33.606831,10.236465,29.963898,8.049441,48.983204,9.71493,0,0,0,0,17.229008,7.452717,0,0,35.731869,8.194023,0,0,13.630569,14.413761,16.436441,18.260696,0,0,0,0,0,0,0,0,43.737946,30.593458,0,0,0.891458,31.174231,,
GPE132      ,0,0,7053.063965,599.729309,13556.619141,375.855927,24081.076172,516.493103,1315.660889,54.993622,4078.526855,84.72834,28947.863281,475.055359,34496.6875,453.22345,22135.185547,279.052887,1131.843262,30.708958,12.369854,6.496694,37.36974,8.048168,499.194977,11.638805,6186.691406,104.252449,58.246529,9.501821,15.835284,15.668149,323.890381,19.791159,310.044312,12.341522,239.890884,13.030509,192.470795,13.046106,37.483536,13.07176,217.38562,66.115662,0,0,0,0,96.482559,24.85528
GPE133      ,0,0,1092.140869,411.07431,3423.424316,164.799591,5249.550293,133.863098,20.436716,24.332705,2007.410889,44.340309,163.413208,13.424442,3491.637451,49.175755,1194.223511,20.17091,238.733551,8.448098,24.303461,5.163825,39.103931,7.476225,30.657667,4.778663,1287.600098,24.693806,50.29118,8.018547,0,0,78.135986,18.272287,48.068947,9.366618,30.995283,10.12734,37.005161,10.391782,12.1446,10.890712,3.948897,33.009655,0,0,0,0,40.507343,20.662876
GPE134      ,0,0,761.692383,442.576752,4650.049805,190.359451,8734.992188,203.669708,178.740158,29.725792,1452.696533,36.123154,3130.335938,57.844868,2472.202393,36.416142,5278.269043,69.171249,401.914093,12.55154,24.365068,6.023564,37.216377,7.892975,50.93129,5.636583,1744.99646,32.048454,88.437332,9.238811,0,0,167.239151,19.055336,67.552261,10.664337,26.481171,11.498713,63.790573,11.900504,20.04557,12.373823,86.045303,39.721657,0,0,0,0,69.789764,23.523716
GPE135      ,0,0,4204.884277,537.124451,3462.962646,189.236084,5133.775879,139.598099,895.322815,44.165417,1230.196655,35.545929,7707.025879,131.456253,11443.673828,152.426239,8500.898438,109.268257,339.289703,11.384876,2.125398,6.43792,29.200741,8.217691,505.761658,11.91406,1070.14502,21.961798,79.323914,9.826422,10.345399,16.077354,129.120346,19.301039,91.023254,11.518584,74.301773,12.491815,89.811417,13.137968,23.367886,13.631534,0,0,0,0,0,0,87.359207,25.351719
GPE136      ,0,0,2142.253906,503.612335,5751.458008,231.987152,11722.995117,266.290863,418.678284,42.278809,4140.687988,83.835823,21696.626953,356.539124,27998.246094,368.717926,9728.02832,124.6408,599.722168,17.281361,6.492634,5.970748,96.262009,8.132731,279.852722,8.039302,2453.802002,43.267433,73.927574,8.976243,0,0,132.852249,18.894487,142.281342,10.785284,191.155502,11.994239,103.567619,11.868406,25.853601,12.169777,82.545647,61.175713,0,0,0,0,70.887146,23.208984
GPE139      ,0,0,3841.679443,532.429993,6078.472656,240.764359,9326.234375,220.33812,995.495178,47.289448,5018.30957,99.346962,22454.933594,368.8797,31037.167969,408.374634,14928.731445,189.746231,544.105469,16.049936,0,0,31.480513,7.983405,279.4935,8.169619,2369.791016,42.000954,56.574375,9.499287,8.960142,15.737279,211.011703,19.406372,329.702179,12.487896,206.82991,12.876331,135.977051,13.063684,32.491314,13.373374,77.262756,62.998486,0,0,0,0,157.521561,25.195429
GPE140      ,0,0,1887.665039,486.003357,5973.974609,227.889786,10049.234375,232.213638,290.006744,36.771629,3393.37793,70.201035,9386.806641,158.26535,21215.306641,279.490112,6928.283691,89.927139,523.435669,15.490047,6.530208,6.22336,42.49118,8.063199,273.446625,8.185305,2159.622559,38.674072,86.391464,9.62039,0,0,112.854599,19.134695,157.318527,11.455002,114.614952,12.311514,79.464249,12.510389,12.758809,13.040254,0,0,0,0,0,0,113.615776,24.720926
GPE142      ,0,0,1234.927124,485.669464,4260.147461,202.503708,7916.429199,190.616104,310.119049,36.834305,2444.2229,54.29792,13273.4375,220.79187,19191.732422,253.137344,4591.720215,61.249996,364.409363,11.895824,5.298093,6.407752,36.595814,8.194795,153.490631,6.904601,1551.049072,29.15337,82.169533,10.016667,0,0,96.680748,19.325668,92.952072,11.8232,137.595886,13.016337,69.524841,13.127629,23.619154,13.687497,184.258789,53.931034,0,0,0,0,78.86731,25.874199
GPE146      ,0,0,537.313782,406.136688,2682.455078,155.518692,5617.234863,141.247314,71.690704,25.341387,1286.077515,32.694832,3555.742676,64.30645,10490.854492,139.849396,2725.100342,38.122475,218.389389,7.824237,8.131957,4.77683,26.097918,7.243649,75.520355,4.829051,1290.92395,24.564642,40.991776,7.393688,0,0,195.616898,18.41889,93.862305,8.924689,51.151871,9.548141,34.966309,9.702833,28.951611,10.149407,13.014748,39.271187,0,0,0,0,107.856911,19.419662
GPE147      ,0,0,2586.468262,439.049622,1364.830078,144.067078,2882.179688,94.166245,604.361511,34.796741,2761.072021,58.217728,4556.115723,80.45089,15159.442383,201.453842,8587.133789,110.232285,131.323761,6.181717,5.384887,4.801283,28.561728,7.292135,281.806152,7.514124,525.488892,13.38905,43.531616,7.611699,0,0,397.312897,19.360434,134.292648,9.467895,96.265015,10.131954,80.909019,10.453048,10.151792,10.767094,0,0,0,0,0,0,111.693558,20.280945
GPE148      ,0,0,1055.424438,402.369446,4156.446289,171.245972,10159.771484,229.544266,174.523071,25.853113,826.340149,24.792345,648.891846,19.446121,3520.700684,50.850922,8934.286133,114.32621,437.594055,12.884658,1.940581,4.651372,21.960814,7.099408,87.050697,4.730939,2842.343506,49.278416,34.073017,6.921228,0,0,202.950256,18.237467,30.947906,8.031229,34.32655,8.732672,75.055229,9.086763,15.38316,9.413123,0,0,0,0,0,0,63.347626,17.817965
GPE149      ,0,0,5526.677734,577.618164,3915.057617,208.754288,9007.265625,215.526093,1857.794922,64.683578,6620.546387,127.706161,19556.933594,322.339874,28487.490234,375.309448,38304.113281,480.634735,466.751495,14.097957,0,0,25.865206,7.942218,885.184021,18.432467,2157.500244,38.522156,54.048138,9.190566,5.57366,15.653111,626.355652,21.351175,246.542984,11.821501,174.819183,12.548429,269.510742,13.664017,11.530391,13.123584,0,0,0,0,0,0,233.966522,25.117594
GPE150      ,0,0,16482.289063,917.317322,20215.443359,488.243286,36460.03125,772.726257,3493.689697,96.180176,4784.884277,98.40303,37997.101563,620.29895,45342.167969,595.132324,46486.390625,583.004272,2821.793945,74.357742,10.874138,7.846789,50.646332,8.548843,1225.057861,24.949192,8038.530762,134.896774,53.075386,10.218766,38.908703,16.473289,242.544434,19.845913,186.982666,12.588027,211.938324,13.746459,371.162445,15.395833,103.838181,14.567487,0,0,0,0,0,0,77.610382,27.362389
GPE151      ,0,0,442.828278,414.376831,638.605469,138.055649,2495.11792,87.678528,81.985771,28.885344,3284.741211,67.086746,9374.512695,157.901062,12470.521484,166.679352,3034.682861,41.962383,93.276321,5.453066,0,0,31.015572,7.234801,76.901123,4.768342,666.787415,15.339843,44.051838,7.279492,0,0,291.319336,18.740934,77.137627,8.774536,80.518257,9.616817,25.560936,9.684245,21.196049,10.104059,69.464157,47.099842,0,0,0,0,68.644501,19.169424
GPE152      ,0,0,707.726807,445.230865,3616.299561,180.247101,9727.245117,223.304916,25.6003,28.521179,2248.44458,49.395065,6121.262207,105.446434,10149.250977,136.432709,3305.602295,45.133312,248.374893,8.501372,11.569814,4.682087,30.912251,7.17347,62.845623,4.627207,1815.958252,32.781853,32.569744,7.190189,0,0,399.405945,19.194616,69.235504,8.567167,64.626808,9.34471,36.762939,9.491452,17.430962,9.906335,34.999458,42.766205,0,0,0,0,77.810089,18.846043
GPE153      ,0,0,349.651733,360.259735,341.388672,110.964897,916.454163,54.353081,4.865885,16.219894,38.686722,10.462389,9.381907,8.123062,12.219962,8.198545,11.532926,9.141705,0,0,0,0,13.790043,6.898055,0,0,0,0,0,0,0,0,133.513031,17.869394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GPE155      ,0,0,647.463318,406.457458,641.70874,135.943192,1716.401489,73.584511,44.766144,25.31773,1709.789063,39.849323,4953.92627,86.913086,13708.854492,182.730469,1388.976807,22.798649,48.802746,4.79046,1.29372,4.558887,16.944582,7.152256,55.965981,4.511882,232.282364,9.97402,39.745651,7.132578,0,0,205.431488,18.383671,172.250671,9.145614,113.094162,9.620091,29.665291,9.519558,7.258842,9.939987,0,0,0,0,0,0,69.350525,19.044535
GPE156      ,0,0,874.816528,503.720764,1271.102539,176.016724,5351.586914,144.707779,296.18576,40.277077,4400.375,88.364906,27446.082031,449.313843,28262.523438,372.123901,7908.556152,102.144295,244.806732,9.070864,0,0,24.842215,7.866468,132.60672,6.345053,1102.4646,22.014059,71.196396,9.487026,14.771923,15.689729,596.943604,21.309223,201.817841,12.008527,187.948257,12.797812,77.115616,12.873077,49.113476,13.586466,158.267349,65.824165,0,0,0,0,164.152008,25.64986
GPE157      ,0,0,516.91571,423.653503,2952.87915,160.810257,4123.806152,113.481377,87.585922,25.360472,362.099518,18.959385,419.105164,16.823633,2371.704346,35.024277,1047.935059,18.71348,319.023163,10.465491,5.790939,5.576355,39.517632,7.708926,47.64975,5.227249,716.169861,16.613422,55.722031,8.434362,0,0,56.246151,18.49827,31.684763,9.763279,27.398478,10.63099,29.206553,10.89373,20.43643,11.397427,50.789173,34.337627,0,0,0,0,90.28746,21.611891
GPE158      ,0,0,1035.026245,507.959259,656.549561,174.829865,1352.78894,85.564743,315.633728,41.015842,4174.072266,84.575493,19442.951172,320.594635,33338.851563,438.455383,4440.728516,59.703678,134.760803,7.297862,1.817369,6.191469,41.612041,8.187102,156.390076,6.786843,345.214783,12.086362,71.791397,9.756462,0,0,132.906494,19.317062,131.290207,11.770844,150.148483,12.88792,63.204403,12.915174,5.109107,13.512961,122.056908,64.696396,0,0,0,0,90.970711,25.601004
GPE159      ,0,0,616.848328,633.533142,501.537781,228.861038,436.933716,99.40062,256.200378,54.104317,9540.682617,181.856735,53719.175781,875.398987,69016.617188,904.125427,3512.681885,50.43948,84.754608,8.508494,0,0,39.370312,9.530964,284.849609,9.852188,227.147354,12.595696,87.214882,13.088133,29.775917,18.537575,570.176086,23.119438,389.033936,17.212645,285.395508,17.886364,64.164688,17.803234,19.395264,18.691048,226.696198,101.810669,0,0,0,0,226.628082,35.791939
GPE160      ,0,0,492.43811,448.033722,626.009827,144.433975,619.74646,65.235863,46.712494,28.236904,1180.251953,31.988153,865.095825,24.184168,4334.703613,62.498055,778.40033,16.431034,61.226673,6.299018,5.174881,6.25372,44.844154,8.140222,32.860348,5.855239,185.747787,10.941789,63.886909,9.761165,0,0,38.473297,19.119198,103.744835,11.648561,48.955162,12.457951,32.647114,12.933177,14.238498,13.543239,98.888603,37.330124,0,0,0,0,127.671341,25.57793
GPE162      ,0,0,1153.335083,495.145172,3173.119141,196.715576,5716.719238,151.588181,300.062897,42.898361,5419.210938,106.270065,26608.486328,435.902863,37799.992188,496.337067,14649.173828,185.852997,326.788177,10.696117,4.435613,5.668325,27.520046,7.702075,538.28479,12.131878,1414.628906,26.697653,52.188255,8.743401,0,0,352.77887,19.578585,117.766754,10.691243,227.057343,11.990162,143.535156,12.025379,6.895899,12.173224,31.146481,67.179588,0,0,0,0,175.596893,23.542263
GPE163      ,0,0,3654.212891,508.036774,3054.560791,178.239685,6746.985352,167.944504,546.031677,40.012657,2077.500732,48.31216,5968.370605,103.541313,7463.844238,102.076035,17153.837891,216.799759,423.059509,13.197497,0,0,26.495331,8.063991,184.921951,7.117064,1071.900513,21.741581,72.125366,9.783959,2.965018,16.06711,109.112473,19.272463,298.526733,12.912189,67.375862,12.876664,146.08432,13.595541,95.382225,14.172912,21.917969,45.810478,0,0,0,0,77.810089,26.283705
GPE164      ,0,0,2715.825928,498.791779,1655.765503,170.964172,2694.373535,98.587425,214.42334,37.53989,2844.190186,61.254738,18766.892578,309.367645,24904.974609,328.398376,6249.654297,81.620415,133.673706,7.114278,1.478538,5.945017,27.002905,7.961777,116.04512,6.167748,813.38385,17.894674,59.385994,9.531911,0,0,167.735397,19.18206,188.678192,11.553881,143.075577,12.368106,74.902313,12.705065,14.824787,13.041044,120.545937,59.669193,0,0,0,0,134.503906,25.206635
GPE165      ,0,0,484.2789,435.659912,722.805603,140.114456,893.764771,65.178253,78.178543,26.32019,207.966705,17.595428,84.297127,12.954299,662.550476,14.606337,838.356445,16.572006,130.218307,7.036937,7.023054,5.977178,36.311378,8.014388,29.33157,5.602322,744.763428,17.366398,79.863281,9.458755,0,0,40.01717,18.872986,47.635506,10.836406,27.543314,11.716478,42.866859,12.203989,36.266289,12.777442,70.683701,33.873463,0,0,0,0,62.664371,23.952744
GPE166      ,0,0,435.323578,454.180695,917.449463,149.38504,1324.863647,73.270599,89.856674,29.895748,1385.148193,35.840805,3022.51416,56.970676,11892.397461,159.586273,1755.560913,27.244326,72.058784,6.190341,15.617053,6.013551,40.784626,7.988416,85.544792,6.00398,352.703583,12.351425,70.675476,9.477334,0,0,90.431786,19.074125,63.672935,11.156006,69.811806,12.148325,44.676338,12.587435,42.687569,13.230442,87.052612,42.049469,0,0,0,0,83.650108,24.567019
GPE167      ,0,0,488.358459,503.059418,1348.355103,175.637848,2555.327881,97.889153,193.986618,38.142895,5174.809082,101.508614,22125.476563,363.641266,27674.175781,364.629456,1694.771118,27.135515,112.747154,7.219217,2.248609,6.407133,22.012529,8.29869,263.759338,8.262311,545.549805,14.597105,87.786369,10.212837,14.181136,16.347801,83.668159,19.413689,142.711456,12.289751,166.684128,13.533177,44.727314,13.452514,16.946602,14.074676,303.122314,64.441582,0,0,0,0,107.368866,26.651798
GPE168      ,0,0,5563.394043,556.298706,1915.926025,172.101318,3310.478271,109.135994,1248.58606,50.136162,3868.876465,79.060768,16044.178711,265.361694,22938.457031,302.815002,12807.561523,162.830444,270.375732,9.551569,0,0,25.684204,7.8541,1450.328003,28.946392,774.438232,17.3069,66.193161,9.173519,2.416968,15.444611,231.475037,19.311443,284.165924,11.915879,104.717712,12.048681,127.683098,12.424826,20.883129,12.737085,0,0,0,0,0,0,110.980354,24.181044
GPE169      ,0,0,1185.971802,411.534058,476.314575,126.431129,116.506927,52.706219,56.444267,21.76228,6.140749,13.510098,0,0,12.525892,8.252346,10.223058,9.720055,0,0,0,0,20.900682,7.657527,0,0,11.143036,8.307938,0,0,17.007484,14.784174,0,0,0,0,0,0,0,0,0,0,42.226967,31.134092,0,0,7.137335,31.862892,,
GPE170      ,0,0,2113.726563,429.030426,1462.643921,137.462143,2035.409546,77.345131,155.222061,25.13603,380.534332,18.867542,523.160889,17.675365,1657.918579,26.041758,1703.400757,25.844061,106.773285,6.130033,10.677461,5.17329,31.06723,7.554306,56.581268,5.100831,454.699585,12.96462,58.26511,8.134567,0,0,27.538,18.337118,46.416805,9.506329,22.064753,10.327375,37.144825,10.864005,12.912856,11.158518,37.515133,33.659805,0,0,0,0,67.133141,20.917341
GPE171      ,0,0,51.593628,453.347015,2879.580078,174.199631,4760.533691,128.841232,9.073524,29.813534,1853.596802,43.257088,7970.649902,135.346802,9467.661133,127.804451,1437.061157,23.474697,191.59462,8.133441,10.615919,6.126556,35.48415,8.062218,88.599083,6.122203,1241.122803,24.374966,72.385475,9.655293,0,0,191.788544,19.37763,243.233582,12.106231,43.816017,12.391698,51.045494,12.657595,6.888716,13.248178,108.708641,46.512577,0,0,0,0,226.11731,25.536711
GPE172      ,0,0,1005.228088,425.074463,2114.024902,147.73793,3955.60791,110.517845,64.810883,25.307978,1396.587524,34.249584,350.126099,15.476987,1097.351318,19.281807,1332.856812,21.636667,130.005081,6.624069,17.939365,5.425887,32.487885,7.707735,31.097242,5.176046,913.39978,19.360577,59.119762,8.708502,0,0,24.453482,18.483191,42.346672,10.150564,17.748259,11.000076,38.239567,11.322579,19.885241,11.859086,51.351337,33.675266,0,0,0,0,72.008461,22.432402
GPE173      ,0,0,850.364441,436.494537,609.250061,136.35408,227.377792,57.373379,7.453252,24.304518,15.33588,15.747249,1.538708,12.309693,30.080296,8.926111,17.633604,10.083876,0,0,0,0,8.388539,8.077347,0,0,21.622742,8.781024,0,0,58.369545,15.645,22.029936,19.11117,0,0,0,0,0,0,0,0,69.967293,32.458164,0,0,45.41058,33.632179,,
GPE174      ,0,0,463.880829,368.015137,305.408417,112.679543,623.237183,51.706478,37.629509,17.532625,55.266739,11.097862,42.008537,8.708212,41.359787,8.599944,89.291367,9.555944,0,0,0,0,15.160456,6.971448,0,0,22.135931,7.659426,0,0,0,0,89.788498,17.829922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GPE175      ,0,0,1508.261108,436.846985,2511.976563,159.351639,5236.168945,135.847214,270.543213,31.587599,2934.663818,61.119278,4492.67334,79.587051,7947.736328,108.045151,6166.477539,80.187431,297.04837,9.753304,17.126394,5.184639,26.847765,7.402923,93.973396,5.17736,1210.028931,23.456251,55.722031,7.750318,0,0,273.582184,18.823595,68.570847,9.350246,64.983879,9.954776,85.784683,10.475013,17.784161,10.837705,0,0,0,0,0,0,52.854767,20.529873
GPE176      ,0,0,5630.763184,521.173401,34888.804688,819.875427,56639.011719,1181.798218,371.366333,33.841469,1598.81665,39.138454,6370.532715,109.416496,9433.204102,127.21524,10714.936523,136.613617,2251.353271,59.403408,42.863697,6.327468,37.395573,7.583812,314.946594,8.26757,13591.484375,226.259583,41.580776,7.905159,0,0,286.417145,18.878571,78.956192,9.164441,56.283199,9.90616,110.008766,10.304425,67.297455,10.730418,0,0,0,0,0,0,86.488159,20.12558
GPE177      ,0,0,1047.265137,434.49118,2677.990479,161.523041,9210.888672,212.864685,142.083832,29.973078,2671.020996,56.535358,6414.703125,110.100235,6299.003418,86.6147,6010.187012,78.236351,561.561646,16.157032,18.358509,5.462748,36.492382,7.535625,41.154099,5.029329,1545.162109,28.672153,53.415775,8.227089,0,0,75.379066,18.462126,106.280479,9.830361,49.993172,10.532874,75.97271,10.857776,36.266289,11.300194,0.423282,42.968937,0,0,0,0,63.250023,21.371639
GPE178      ,0,0,1661.361206,458.940918,5130.802246,202.480927,18514.591797,401.230957,529.180847,37.7397,5049.390137,98.532188,14161.154297,234.713455,10843.294922,145.514435,12009.283203,152.749329,508.423828,14.922707,38.709641,5.737769,42.070789,7.694488,158.80925,6.245628,3092.765625,53.499512,67.889252,8.632346,0,0,273.326294,19.187546,120.371925,10.344876,66.459511,11.074383,110.21244,11.508809,638.503113,17.584623,69.967293,51.151188,0,0,0,0,109.792183,22.504642
GPE179      ,0,0,675.123901,489.894989,6964.977051,271.358337,13245.089844,296.928467,0,0,4000.415527,90.632759,66662.304688,1083.852051,62660.75,819.968994,4166.597168,56.482433,652.895508,18.485926,29.109159,5.779453,41.115082,7.709116,68.952805,5.330138,2813.90918,48.945976,52.654114,8.494677,3.460035,15.070685,163.054779,18.781919,357.413727,11.725713,190.311493,11.665042,51.707428,11.33808,28.028986,11.865036,565.302979,88.979469,0,0,0,0,98.627708,22.577261
GPE180      ,0,0,1861.053955,401.646423,6633.4375,215.555618,11696.261719,260.701477,198.645355,25.252579,1544.630005,36.243607,3286.401611,59.52898,5525.352539,76.274681,4643.724609,61.228252,418.87085,12.307056,16.493139,4.441558,39.152,7.043469,62.935432,4.303364,3430.590088,58.80587,38.366531,6.549631,0,0,129.088394,17.87886,85.342834,7.741591,34.025532,8.242055,51.096416,8.497086,18.825439,8.820365,0,0,0,0,0,0,70.887146,16.696108
GPE181      ,0,0,1079.901978,411.016724,2182.137207,145.735672,4871.393555,127.328369,336.394867,28.662384,2349.450439,50.230495,1218.107422,27.668655,3551.981934,51.125435,6116.166992,79.403915,161.899323,6.716417,22.794123,4.946589,27.752754,7.309125,33.961681,4.542015,936.768555,19.21106,59.478989,7.609652,0,0,142.721085,18.315296,58.709999,8.883034,34.133434,9.551661,66.186226,9.87649,8.822284,10.247508,0,0,0,0,0,0,60.468193,19.517126
GPE182      ,0,0,317.014801,365.144531,419.77417,112.870125,272.42392,47.889256,4.2171,17.192989,29.884977,10.861937,21.424355,8.688651,17.573736,7.443579,32.312176,9.315266,0,0,0,0,13.841755,6.984232,0,0,4.174866,7.609504,0,0,0,0,31.838348,17.736713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
GPE183      ,0,0,2059.008789,461.907837,4527.925293,197.596283,15127.589844,332.522552,321.79718,35.594711,2713.801758,58.173168,9427.975586,158.741821,13351.299805,178.196289,10566.378906,134.825134,585.710632,16.707859,21.746824,5.344165,39.15564,7.476344,99.52504,5.320003,2383.084717,42.006733,39.16909,7.817555,0,0,85.285545,18.321316,148.216202,9.668628,90.764999,10.247932,86.880569,10.679513,25.126759,11.066097,0,0,0,0,0,0,45.192532,21.008718
GPE184      ,0,0,1903.983398,486.10968,7513.494141,244.177948,14559.19043,320.792358,67.797997,30.84576,2771.934082,58.615543,3472.145508,63.429321,2759.546875,40.112942,4478.119141,59.417259,507.439819,15.22422,50.886337,6.628663,35.483963,8.1382,65.922981,6.066414,2972.615967,51.80101,114.680244,9.913586,0,0,284.15033,19.715216,75.440941,11.32237,21.918781,12.195841,73.373177,12.626394,25.90848,13.131001,101.155067,40.891365,0,0,0,0,78.281662,24.899473
GPE185      ,0,0,113.034256,405.324921,664.156067,130.333344,1348.716553,67.558907,6.812239,23.356627,1006.264038,27.464314,734.449219,20.68005,2399.850098,35.250084,1260.371582,20.886381,45.929714,5.148166,1.447735,5.051742,26.511629,7.434593,13.23854,4.637045,233.864243,10.324636,51.704689,7.9653,0,0,131.031799,18.394569,76.849625,9.342217,25.756983,9.906307,21.713772,10.353776,8.235992,10.833557,13.266578,34.299362,0,0,0,0,135.772812,20.854038
GPE186      ,0,0,3258.414307,523.264038,6167.322266,241.676422,12917.408203,290.342773,151.815613,41.628155,4371.189941,95.917198,40465.007813,661.383362,23416.166016,309.030273,9652.925781,123.682205,523.241577,15.429903,11.058229,6.010066,35.975246,7.872982,151.647583,6.464653,2893.302979,50.350769,53.248386,9.152355,4.288956,15.436711,234.967133,19.205933,211.303986,11.280666,133.97493,11.936954,102.732643,12.332331,18.5938,12.707894,363.561371,71.939247,0,0,0,0,186.089767,24.542505
