"Sample    : cu-31521",
"Operator  : Americo",
"Comment  : cal 50,5",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 02:48:30",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"4",
"13",
"11",
"10",
"11",
"14",
"15",
"14",
"16",
"13",
"9",
"11",
"10",
"14",
"11",
"16",
"7",
"15",
"6",
"8",
"14",
"5",
"5",
"12",
"14",
"13",
"6",
"9",
"11",
"13",
"11",
"13",
"6",
"7",
"10",
"12",
"6",
"6",
"10",
"11",
"10",
"8",
"16",
"7",
"16",
"12",
"16",
"14",
"29",
"21",
"39",
"34",
"34",
"26",
"38",
"49",
"58",
"78",
"82",
"106",
"113",
"183",
"215",
"235",
"263",
"278",
"242",
"213",
"212",
"210",
"153",
"130",
"112",
"92",
"76",
"51",
"40",
"35",
"27",
"14",
"15",
"14",
"19",
"11",
"14",
"11",
"13",
"18",
"14",
"11",
"8",
"9",
"20",
"11",
"8",
"9",
"12",
"19",
"8",
"15",
"4",
"10",
"7",
"7",
"6",
"12",
"11",
"10",
"12",
"9",
"8",
"10",
"9",
"14",
"12",
"9",
"8",
"16",
"12",
"10",
"14",
"13",
"8",
"7",
"8",
"9",
"9",
"10",
"9",
"4",
"9",
"5",
"3",
"8",
"10",
"10",
"12",
"24",
"9",
"11",
"14",
"11",
"9",
"13",
"10",
"12",
"16",
"22",
"14",
"22",
"16",
"15",
"19",
"14",
"13",
"14",
"16",
"22",
"4",
"21",
"21",
"21",
"17",
"26",
"21",
"37",
"34",
"54",
"47",
"61",
"61",
"45",
"40",
"60",
"50",
"43",
"37",
"36",
"19",
"28",
"19",
"14",
"12",
"18",
"16",
"12",
"12",
"10",
"12",
"10",
"12",
"14",
"11",
"14",
"20",
"14",
"28",
"22",
"24",
"37",
"18",
"21",
"31",
"19",
"20",
"19",
"23",
"23",
"21",
"16",
"9",
"20",
"9",
"16",
"13",
"14",
"14",
"9",
"10",
"10",
"8",
"11",
"6",
"5",
"11",
"12",
"9",
"11",
"10",
"14",
"10",
"12",
"11",
"16",
"12",
"14",
"7",
"9",
"11",
"20",
"19",
"14",
"10",
"15",
"11",
"7",
"8",
"11",
"13",
"10",
"6",
"13",
"9",
"10",
"12",
"8",
"8",
"14",
"14",
"9",
"11",
"13",
"12",
"13",
"8",
"11",
"12",
"7",
"9",
"7",
"9",
"13",
"11",
"9",
"8",
"9",
"11",
"13",
"10",
"16",
"9",
"14",
"9",
"15",
"12",
"11",
"12",
"14",
"13",
"19",
"8",
"16",
"9",
"10",
"6",
"15",
"9",
"7",
"5",
"13",
"16",
"9",
"18",
"14",
"7",
"19",
"18",
"17",
"16",
"13",
"18",
"11",
"11",
"14",
"14",
"11",
"9",
"19",
"9",
"13",
"18",
"19",
"26",
"34",
"31",
"41",
"43",
"73",
"112",
"109",
"164",
"225",
"270",
"357",
"388",
"453",
"487",
"574",
"585",
"617",
"589",
"604",
"512",
"447",
"396",
"356",
"311",
"252",
"193",
"154",
"115",
"70",
"61",
"55",
"45",
"41",
"32",
"30",
"22",
"29",
"31",
"41",
"41",
"54",
"49",
"63",
"60",
"67",
"87",
"85",
"72",
"101",
"91",
"84",
"87",
"72",
"75",
"59",
"47",
"48",
"37",
"32",
"35",
"30",
"21",
"27",
"28",
"28",
"27",
"18",
"18",
"16",
"18",
"17",
"21",
"31",
"16",
"18",
"21",
"22",
"29",
"16",
"31",
"22",
"26",
"32",
"26",
"38",
"23",
"34",
"22",
"31",
"33",
"27",
"34",
"38",
"24",
"37",
"34",
"40",
"41",
"35",
"24",
"38",
"29",
"40",
"34",
"33",
"38",
"30",
"24",
"39",
"27",
"34",
"38",
"32",
"16",
"38",
"37",
"33",
"47",
"34",
"27",
"28",
"29",
"30",
"30",
"28",
"32",
"24",
"31",
"22",
"23",
"19",
"13",
"32",
"20",
"19",
"26",
"28",
"28",
"23",
"28",
"27",
"26",
"29",
"27",
"34",
"18",
"24",
"30",
"15",
"24",
"35",
"30",
"26",
"24",
"22",
"20",
"32",
"23",
"24",
"21",
"15",
"20",
"34",
"26",
"20",
"26",
"30",
"28",
"33",
"29",
"24",
"23",
"20",
"28",
"29",
"26",
"29",
"24",
"32",
"26",
"32",
"22",
"29",
"27",
"35",
"44",
"31",
"28",
"39",
"34",
"31",
"22",
"39",
"36",
"30",
"37",
"28",
"34",
"29",
"34",
"35",
"41",
"32",
"32",
"36",
"34",
"31",
"26",
"28",
"31",
"40",
"29",
"27",
"37",
"36",
"24",
"36",
"33",
"37",
"30",
"42",
"30",
"45",
"30",
"39",
"41",
"39",
"38",
"42",
"31",
"44",
"47",
"44",
"43",
"46",
"48",
"55",
"44",
"45",
"55",
"56",
"54",
"50",
"53",
"50",
"46",
"55",
"55",
"56",
"52",
"50",
"71",
"65",
"51",
"73",
"77",
"67",
"70",
"66",
"82",
"75",
"72",
"67",
"88",
"83",
"77",
"94",
"97",
"92",
"107",
"123",
"121",
"111",
"119",
"136",
"128",
"136",
"120",
"122",
"112",
"129",
"102",
"113",
"103",
"116",
"90",
"115",
"65",
"86",
"76",
"73",
"60",
"61",
"52",
"85",
"61",
"61",
"62",
"69",
"52",
"63",
"49",
"60",
"70",
"55",
"59",
"60",
"60",
"82",
"54",
"67",
"66",
"71",
"57",
"76",
"62",
"75",
"61",
"60",
"64",
"65",
"81",
"82",
"77",
"52",
"81",
"67",
"76",
"72",
"73",
"75",
"68",
"75",
"75",
"60",
"77",
"80",
"72",
"86",
"77",
"75",
"79",
"70",
"101",
"68",
"87",
"71",
"98",
"96",
"81",
"89",
"89",
"95",
"87",
"109",
"93",
"94",
"93",
"93",
"89",
"94",
"75",
"92",
"81",
"84",
"87",
"100",
"88",
"82",
"89",
"99",
"89",
"91",
"78",
"106",
"87",
"89",
"70",
"98",
"75",
"78",
"85",
"84",
"91",
"94",
"93",
"92",
"92",
"89",
"89",
"89",
"107",
"92",
"79",
"120",
"103",
"105",
"95",
"101",
"101",
"91",
"98",
"100",
"109",
"94",
"97",
"116",
"100",
"112",
"107",
"108",
"117",
"131",
"131",
"144",
"130",
"129",
"140",
"159",
"158",
"170",
"150",
"165",
"200",
"234",
"255",
"353",
"362",
"566",
"727",
"973",
"1288",
"1747",
"2322",
"3198",
"4077",
"5474",
"6668",
"8569",
"10630",
"13234",
"14963",
"17826",
"20390",
"23512",
"24915",
"28042",
"29495",
"31940",
"30914",
"32342",
"31309",
"31132",
"28608",
"28181",
"25486",
"23743",
"19819",
"18019",
"15417",
"13328",
"10435",
"8933",
"6902",
"5563",
"4064",
"3335",
"2470",
"1819",
"1244",
"950",
"667",
"506",
"388",
"288",
"235",
"168",
"151",
"148",
"140",
"121",
"101",
"117",
"122",
"111",
"108",
"85",
"105",
"114",
"111",
"108",
"108",
"113",
"105",
"121",
"108",
"146",
"122",
"111",
"130",
"132",
"136",
"128",
"135",
"163",
"144",
"166",
"169",
"161",
"165",
"197",
"220",
"230",
"222",
"275",
"278",
"335",
"361",
"458",
"545",
"624",
"819",
"927",
"1187",
"1397",
"1601",
"1965",
"2161",
"2551",
"2674",
"3098",
"3279",
"3712",
"3825",
"4071",
"4214",
"4268",
"4055",
"4124",
"3942",
"3736",
"3303",
"3122",
"2931",
"2667",
"2253",
"1938",
"1579",
"1383",
"1087",
"945",
"713",
"600",
"412",
"389",
"294",
"254",
"184",
"137",
"109",
"129",
"92",
"77",
"78",
"73",
"53",
"65",
"71",
"52",
"66",
"63",
"72",
"55",
"43",
"56",
"49",
"69",
"65",
"70",
"67",
"59",
"41",
"76",
"54",
"66",
"70",
