"Sample    : cr-15756",
"Operator  : Americo",
"Comment  : cal 43,9",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 02:21:21",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"6",
"12",
"13",
"10",
"10",
"16",
"12",
"15",
"7",
"14",
"10",
"12",
"19",
"7",
"17",
"11",
"11",
"10",
"9",
"12",
"10",
"18",
"11",
"17",
"5",
"18",
"12",
"7",
"15",
"18",
"10",
"14",
"9",
"13",
"4",
"11",
"18",
"10",
"14",
"13",
"19",
"9",
"17",
"15",
"7",
"9",
"11",
"16",
"13",
"12",
"10",
"12",
"15",
"11",
"13",
"14",
"14",
"16",
"12",
"12",
"12",
"18",
"17",
"12",
"15",
"9",
"11",
"18",
"5",
"11",
"10",
"7",
"12",
"7",
"11",
"15",
"6",
"13",
"13",
"11",
"17",
"7",
"24",
"16",
"14",
"12",
"12",
"15",
"8",
"18",
"12",
"18",
"11",
"11",
"11",
"10",
"17",
"17",
"9",
"16",
"15",
"9",
"10",
"5",
"14",
"7",
"18",
"9",
"10",
"18",
"11",
"17",
"19",
"12",
"15",
"17",
"14",
"18",
"11",
"18",
"21",
"23",
"21",
"20",
"22",
"13",
"19",
"18",
"17",
"17",
"12",
"21",
"14",
"15",
"6",
"13",
"16",
"24",
"15",
"17",
"20",
"21",
"17",
"19",
"23",
"17",
"24",
"25",
"25",
"21",
"19",
"18",
"13",
"12",
"23",
"18",
"21",
"18",
"20",
"15",
"18",
"26",
"25",
"28",
"39",
"34",
"33",
"60",
"45",
"36",
"45",
"53",
"48",
"49",
"37",
"43",
"31",
"27",
"23",
"30",
"23",
"19",
"22",
"17",
"11",
"21",
"11",
"15",
"9",
"13",
"17",
"16",
"20",
"15",
"14",
"17",
"24",
"22",
"12",
"20",
"22",
"21",
"16",
"11",
"16",
"23",
"18",
"12",
"14",
"21",
"10",
"15",
"10",
"12",
"12",
"12",
"20",
"11",
"17",
"12",
"12",
"15",
"15",
"14",
"9",
"16",
"10",
"17",
"21",
"19",
"10",
"9",
"13",
"14",
"13",
"13",
"13",
"27",
"15",
"17",
"12",
"11",
"13",
"17",
"13",
"16",
"16",
"16",
"15",
"13",
"20",
"20",
"21",
"21",
"13",
"17",
"23",
"18",
"15",
"16",
"15",
"9",
"14",
"16",
"17",
"18",
"17",
"20",
"17",
"16",
"8",
"11",
"18",
"22",
"13",
"23",
"20",
"13",
"17",
"23",
"17",
"13",
"21",
"14",
"13",
"21",
"21",
"19",
"22",
"31",
"20",
"22",
"15",
"21",
"19",
"13",
"21",
"13",
"22",
"28",
"20",
"21",
"24",
"31",
"32",
"21",
"19",
"22",
"27",
"21",
"16",
"25",
"31",
"25",
"28",
"23",
"16",
"24",
"24",
"26",
"31",
"51",
"45",
"49",
"70",
"70",
"101",
"133",
"159",
"208",
"239",
"295",
"350",
"410",
"467",
"518",
"517",
"624",
"650",
"640",
"577",
"595",
"539",
"450",
"396",
"359",
"277",
"268",
"179",
"139",
"108",
"100",
"68",
"78",
"57",
"64",
"70",
"70",
"46",
"58",
"60",
"60",
"59",
"56",
"53",
"60",
"61",
"98",
"89",
"94",
"85",
"97",
"55",
"88",
"92",
"93",
"86",
"97",
"65",
"50",
"56",
"68",
"47",
"50",
"54",
"53",
"44",
"63",
"38",
"42",
"63",
"52",
"47",
"54",
"55",
"37",
"52",
"50",
"43",
"67",
"45",
"47",
"52",
"53",
"44",
"49",
"52",
"56",
"58",
"46",
"74",
"54",
"65",
"50",
"63",
"59",
"55",
"69",
"76",
"78",
"73",
"73",
"67",
"70",
"84",
"49",
"73",
"74",
"86",
"82",
"87",
"97",
"77",
"92",
"89",
"84",
"71",
"78",
"74",
"89",
"73",
"77",
"74",
"85",
"77",
"74",
"93",
"89",
"80",
"71",
"67",
"89",
"57",
"81",
"85",
"74",
"75",
"71",
"67",
"79",
"77",
"72",
"69",
"106",
"80",
"81",
"98",
"99",
"93",
"101",
"88",
"105",
"84",
"84",
"118",
"99",
"113",
"123",
"112",
"127",
"148",
"134",
"150",
"150",
"144",
"143",
"169",
"187",
"200",
"239",
"289",
"378",
"487",
"638",
"896",
"1263",
"1802",
"2753",
"3643",
"5139",
"6567",
"8893",
"10963",
"14239",
"16632",
"20542",
"23289",
"26752",
"27519",
"30520",
"31586",
"32742",
"30702",
"31019",
"28242",
"26665",
"22190",
"20437",
"16556",
"14165",
"10903",
"8670",
"6515",
"5060",
"3410",
"2521",
"1805",
"1235",
"794",
"622",
"430",
"287",
"192",
"152",
"136",
"135",
"134",
"131",
"109",
"125",
"132",
"148",
"153",
"162",
"166",
"205",
"223",
"273",
"375",
"462",
"554",
"724",
"876",
"1105",
"1335",
"1655",
"1919",
"2393",
"2660",
"3083",
"3320",
"3844",
"3818",
"4125",
"3930",
"4006",
"3762",
"3619",
"3331",
"3195",
"2724",
"2445",
"1948",
"1641",
"1342",
"1080",
"807",
"647",
"485",
"378",
"252",
"163",
"147",
"136",
"95",
"86",
"54",
"66",
"57",
"60",
"49",
"61",
"50",
"61",
"53",
"66",
"62",
"55",
"62",
"56",
"62",
"65",
"45",
"63",
"52",
"63",
"72",
"56",
"68",
"64",
"71",
"70",
"62",
"70",
"69",
"88",
"63",
"69",
"87",
"90",
"78",
"77",
"65",
"71",
"87",
"87",
"75",
"71",
"73",
"80",
"75",
"89",
"68",
"78",
"68",
"83",
"70",
"85",
"96",
"84",
"72",
"69",
"78",
"83",
"79",
"78",
"79",
"91",
"67",
"66",
"55",
"73",
"77",
"68",
"66",
"74",
"62",
"72",
"57",
"79",
"58",
"60",
"49",
"63",
"58",
"62",
"64",
"62",
"63",
"73",
"49",
"63",
"62",
"58",
"87",
"53",
"57",
"59",
"50",
"65",
"59",
"62",
"64",
"63",
"60",
"57",
"54",
"52",
"41",
"67",
"68",
"66",
"54",
"66",
"57",
"52",
"63",
"59",
"66",
"57",
"46",
"58",
"59",
"57",
"53",
"67",
"67",
"69",
"53",
"72",
"65",
"82",
"64",
"70",
"63",
"56",
"67",
"86",
"70",
"71",
"60",
"63",
"82",
"80",
"58",
"72",
"55",
"59",
"77",
"82",
"78",
"70",
"60",
"65",
"79",
"76",
"58",
"72",
"81",
"75",
"67",
"70",
"64",
"75",
"82",
"70",
"75",
"83",
"49",
"65",
"62",
"62",
"60",
"71",
"67",
"67",
"71",
"70",
"72",
"68",
"72",
"69",
"57",
"88",
"72",
"82",
"76",
"88",
"99",
"83",
"78",
"85",
"84",
"103",
"79",
"110",
"81",
"82",
"85",
"80",
"73",
"66",
"71",
"75",
"70",
"70",
"61",
"69",
"74",
"71",
"76",
"71",
"68",
"62",
"62",
"63",
"79",
"70",
"79",
"91",
"68",
"88",
"60",
"79",
"71",
"74",
"67",
"72",
"84",
"75",
"69",
"74",
"73",
"64",
"73",
"80",
"78",
"76",
"76",
"88",
"77",
"72",
"77",
"107",
"80",
"94",
"112",
"116",
"108",
"127",
"113",
"136",
"101",
"109",
"113",
"127",
"103",
"98",
"87",
"97",
"96",
"105",
"78",
"80",
"88",
"74",
"73",
"61",
"63",
"82",
"77",
"80",
"83",
"68",
"76",
"68",
"65",
"70",
"77",
"56",
"68",
"85",
"57",
"70",
"78",
"65",
"72",
"78",
"72",
"57",
"57",
"61",
"71",
"74",
"71",
"53",
"61",
"62",
"67",
"77",
"60",
"83",
"62",
"76",
"62",
"75",
"55",
"65",
"69",
"67",
"70",
"67",
"68",
"65",
"65",
"71",
"69",
"73",
"62",
"53",
"70",
"64",
"62",
"62",
"68",
"74",
"71",
"62",
"68",
"63",
"73",
"68",
"67",
"69",
"63",
"85",
"59",
"73",
"56",
"76",
"81",
"82",
"59",
"80",
"64",
"82",
"72",
"88",
"66",
"60",
"72",
"69",
"62",
"60",
"73",
"73",
"67",
"61",
"65",
"78",
"76",
"78",
"65",
"72",
"71",
"62",
"60",
"58",
"72",
"58",
"85",
"87",
"67",
"81",
"69",
"62",
"65",
"73",
"90",
"72",
"59",
"88",
"71",
"71",
"55",
"93",
"79",
"70",
"68",
"76",
"76",
"72",
"68",
"65",
"85",
"72",
"80",
"67",
"78",
"70",
"83",
"76",
"57",
"98",
"78",
"77",
"73",
"82",
"60",
"71",
"85",
"74",
"74",
"64",
"64",
"56",
"80",
"61",
"75",
"70",
"63",
"92",
"61",
"69",
"68",
"67",
"65",
"76",
"77",
"62",
"70",
"70",
"58",
"50",
"78",
"81",
"70",
"75",
"57",
"58",
"50",
"61",
"58",
"66",
"60",
"68",
"58",
"56",
"69",
"85",
"60",
"72",
"60",
"79",
"56",
"69",
"60",
"80",
"68",
"105",
"75",
"71",
"91",
"92",
"107",
"89",
"99",
"102",
"98",
"100",
"108",
"118",
"108",
"112",
"101",
"104",
"108",
"93",
"108",
"96",
"92",
"78",
"83",
"77",
"69",
"61",
"61",
"77",
"66",
"71",
"69",
"58",
"71",
"71",
"62",
"68",
"58",
"66",
"57",
"59",
"65",
"62",
"74",
"79",
"72",
"72",
"70",
"61",
"66",
"65",
"69",
"71",
"54",
"67",
"77",
"96",
"66",
"81",
"80",
"79",
"72",
"89",
"69",
"78",
"73",
"66",
"76",
"86",
"71",
"70",
"76",
"70",
"77",
"77",
"88",
"61",
"53",
"71",
"80",
"73",
"61",
"77",
"61",
"73",
"60",
"62",
"79",
"65",
"61",
"57",
"71",
"53",
"68",
"79",
"66",
"60",
"56",
"64",
"57",
"75",
"51",
"60",
"64",
"66",
"73",
"46",
"59",
"75",
"71",
"69",
"62",
"70",
"59",
"69",
"62",
"63",
"59",
"53",
"64",
"71",
"65",
"72",
"52",
"57",
"45",
"60",
"54",
"53",
"60",
"68",
"69",
"57",
"53",
"65",
"54",
"66",
"56",
"67",
"54",
"63",
"78",
"48",
"62",
"66",
"50",
"67",
"59",
"65",
"76",
"60",
"56",
"51",
"68",
"61",
"63",
"64",
"49",
"60",
"53",
"66",
"49",
"60",
"69",
"61",
"41",
"58",
"64",
"79",
"50",
"61",
"64",
"51",
"56",
"64",
"64",
"64",
"49",
"73",
"52",
"55",
"47",
"71",
"63",
"65",
"64",
"45",
"68",
"64",
"54",
"58",
"44",
"62",
"53",
"58",
"57",
"65",
"56",
"60",
"66",
"47",
"41",
"54",
"53",
"63",
"52",
"56",
"47",
"55",
"61",
"45",
"73",
"62",
"49",
"67",
"56",
"64",
"56",
"65",
"72",
"54",
"66",
"48",
"63",
"58",
"68",
"65",
"62",
"43",
"56",
"53",
"58",
"70",
"61",
"39",
"46",
"52",
"52",
"54",
"58",
"54",
"55",
"59",
"57",
"63",
"45",
"40",
"69",
"60",
"47",
"44",
"62",
"49",
"61",
"56",
"68",
"52",
"64",
"47",
"57",
"60",
"56",
"60",
"60",
"62",
"59",
"60",
"61",
"56",
"50",
"72",
"53",
"59",
"60",
"39",
"53",
"57",
"69",
"64",
"62",
"63",
"49",
"51",
"58",
"68",
"63",
"54",
"70",
"63",
"63",
"50",
"48",
"65",
"44",
"56",
"66",
"49",
"56",
"53",
"52",
"63",
"56",
"51",
"53",
"46",
"46",
"57",
"56",
"47",
"50",
"60",
"66",
"50",
"46",
"54",
"73",
"64",
"68",
"65",
"60",
"57",
"63",
"51",
"59",
"54",
"49",
"59",
"58",
"42",
"57",
"44",
"65",
"55",
"61",
"55",
"50",
"46",
"64",
"35",
"68",
"52",
"52",
"55",
"45",
"67",
"48",
"55",
"57",
"59",
"53",
"49",
"56",
"55",
"51",
"55",
"51",
"52",
"46",
"56",
"58",
"50",
"44",
"44",
"53",
"59",
"46",
"59",
"57",
"38",
"45",
"55",
"41",
"56",
"51",
"57",
"55",
"40",
"60",
"46",
"51",
"56",
"37",
"50",
"57",
"50",
"61",
"55",
"58",
"49",
"54",
"54",
"54",
"65",
"49",
"44",
"65",
"52",
"35",
"47",
"50",
"50",
"47",
"59",
"55",
"38",
"56",
"47",
"49",
"61",
"44",
"39",
"58",
"45",
"44",
"61",
"49",
"54",
"58",
"41",
"42",
"65",
"49",
"47",
"58",
"55",
"45",
"50",
"66",
"54",
"49",
"49",
"53",
"56",
"59",
"38",
"51",
"57",
"51",
"49",
"53",
"42",
"34",
"36",
"53",
"50",
"33",
"42",
"48",
"53",
"39",
"44",
"41",
"47",
"51",
"46",
"47",
"45",
"50",
"40",
"46",
"60",
"53",
"42",
"45",
"41",
"51",
"40",
"51",
"43",
"56",
"59",
"56",
"57",
"31",
"47",
"53",
"42",
"47",
"50",
"54",
"43",
"48",
"51",
"47",
"43",
"35",
"54",
"43",
"45",
"50",
"56",
"44",
"39",
"39",
"48",
"55",
"33",
"51",
"44",
"49",
"52",
"47",
"43",
"44",
"44",
"48",
"49",
"45",
"59",
"43",
"59",
"54",
"48",
"41",
"48",
"48",
"52",
"39",
"47",
"53",
"38",
"49",
"45",
"39",
"51",
"36",
"35",
"38",
"48",
"44",
"42",
"41",
"55",
"33",
"48",
"45",
"46",
"30",
"47",
"49",
"44",
"51",
"50",
"55",
"50",
"44",
"47",
"44",
"50",
"47",
"52",
"60",
"52",
"36",
"56",
"31",
"52",
"68",
"51",
"40",
"44",
"35",
"50",
"39",
"46",
"37",
"42",
"35",
"34",
"47",
"40",
"54",
"45",
"39",
"32",
"42",
"48",
"53",
"51",
"30",
"61",
"54",
"42",
"37",
"56",
"57",
"39",
"52",
"48",
"47",
"41",
"48",
"43",
"43",
"37",
"49",
"44",
"39",
"46",
"36",
"42",
"42",
"39",
"38",
"36",
"46",
"55",
"40",
"46",
"41",
"45",
"46",
"41",
"58",
"48",
"44",
"40",
"47",
"34",
"46",
"55",
"49",
"38",
"44",
"46",
"46",
"42",
"34",
"47",
"35",
"44",
"49",
"48",
"43",
"46",
"31",
"42",
"43",
"34",
"39",
"44",
"40",
"56",
"33",
"40",
"46",
"45",
"41",
"35",
"41",
"46",
"47",
"43",
"40",
"30",
"46",
"33",
"36",
"36",
"43",
"38",
"37",
"34",
"34",
"47",
"37",
"38",
"47",
"42",
"33",
"44",
"37",
"47",
"35",
"45",
"35",
"44",
"37",
"47",
"34",
"46",
"49",
"34",
"47",
"59",
"36",
"42",
"39",
"46",
"37",
"49",
"48",
"36",
"40",
"46",
"38",
"33",
"38",
"40",
"36",
"39",
"42",
"46",
"37",
"48",
"41",
"37",
"46",
"34",
"51",
"41",
"39",
"42",
"45",
"38",
"39",
"52",
"42",
"49",
"41",
"50",
"33",
"44",
"55",
"39",
"48",
"48",
"51",
"38",
"47",
"45",
"60",
"59",
"62",
"51",
"51",
"43",
"40",
"54",
"45",
"58",
"42",
"39",
"52",
"40",
"49",
"53",
"41",
"43",
"51",
"48",
"50",
"55",
"31",
"45",
"36",
"50",
"51",
"42",
"55",
"57",
"50",
"46",
"50",
"60",
"46",
"65",
"53",
"52",
"62",
"55",
"48",
"64",
"47",
"42",
"62",
"63",
"55",
"58",
"47",
"53",
"65",
"58",
"58",
"78",
"55",
"64",
"76",
"69",
"69",
"73",
"74",
"82",
"86",
"76",
"83",
"86",
"79",
"83",
"93",
"79",
"91",
"93",
"86",
"102",
"95",
"109",
"108",
"101",
"112",
"132",
"127",
"169",
"103",
"145",
"136",
"157",
"149",
"153",
"170",
"172",
"180",
"181",
"200",
"207",
"199",
"237",
"236",
"226",
"243",
"223",
"259",
"239",
"246",
"255",
"270",
"268",
"265",
"286",
"314",
"277",
"273",
"275",
"307",
"297",
"290",
"275",
"314",
"307",
"287",
"317",
"351",
"284",
"267",
"290",
"295",
"290",
"262",
"257",
"278",
"263",
"242",
"250",
"285",
"266",
"233",
"245",
"221",
"195",
"221",
"234",
"191",
"198",
"194",
"174",
"167",
"148",
"154",
"170",
"153",
"155",
"151",
"113",
"125",
"112",
"115",
"89",
"101",
"113",
"89",
"110",
"104",
"89",
"90",
"93",
"84",
"66",
"78",
"68",
"79",
"78",
"73",
"69",
"88",
"70",
"67",
"55",
"60",
"85",
"57",
"67",
"89",
"84",
"66",
"78",
"73",
"92",
"91",
"100",
"97",
"97",
"79",
