"Sample    : cu-6590c",
"172",
"204",
"246",
"258",
"312",
"313",
"445",
"506",
"617",
"701",
"892",
"1025",
"1320",
"1493",
"1768",
"2066",
"2416",
"2627",
"3026",
"3160",
"3500",
"3512",
"3790",
"3909",
"3937",
"3766",
"3810",
"3629",
"3576",
"3041",
"2893",
"2714",
"2445",
"2007",
"1793",
"1476",
"1304",
"1030",
"878",
"678",
"573",
"421",
"336",
"285",
"226",
"157",
"136",
"106",
"90",
"68",
"81",
"70",
"56",
"50",
"51",
"42",
"68",
"55",
"56",
"55",
"53",
"63",
"65",
"63",
"38",
"46",
"35",
"58",
"50",
"59",
"49",
"46",
"67",
"60",
"50",
"68",
"67",
"44",
"52",
"47",
"52",
"38",
"50",
"56",
"55",
"61",
"49",
"68",
"55",
"55",
"50",
"41",
"51",
"61",
"52",
"50",
"55",
"57",
"51",
"53",
"52",
"56",
"53",
"58",
"67",
"46",
"50",
"53",
"55",
"64",
"50",
"56",
"50",
"50",
"47",
"63",
"65",
"62",
"67",
"68",
"63",
"72",
"73",
"57",
"80",
"70",
"78",
"69",
"87",
"72",
"80",
"72",
"91",
"77",
"72",
"74",
"70",
"72",
"72",
"67",
"73",
"71",
"72",
"61",
"69",
"60",
"61",
"50",
"55",
"34",
"55",
"43",
"42",
"52",
"50",
"51",
"62",
"58",
"51",
"56",
"51",
"63",
"58",
"61",
"50",
"50",
"62",
"57",
"68",
"51",
"65",
"59",
"57",
"48",
"50",
"55",
"62",
"50",
"58",
"52",
"65",
"59",
"53",
"52",
"75",
"76",
"67",
"75",
"66",
"65",
"58",
"64",
"57",
"66",
"75",
"68",
"50",
"48",
"61",
"64",
"63",
"49",
"51",
"55",
"49",
"65",
"60",
"53",
"57",
"46",
"46",
"53",
"58",
"50",
"47",
"50",
"64",
"51",
"55",
"50",
"59",
"55",
"59",
"61",
"50",
"55",
"32",
"61",
"58",
"55",
"52",
"38",
"39",
"62",
"63",
"49",
"55",
"51",
"63",
"65",
"64",
"52",
"52",
"63",
"56",
"52",
"75",
"53",
"55",
"46",
"52",
"53",
"50",
"59",
"62",
"57",
"40",
"53",
"53",
"52",
"52",
"43",
"48",
"51",
"49",
"51",
"52",
"59",
"53",
"60",
"55",
"55",
"59",
"60",
"49",
"43",
"57",
"56",
"63",
"51",
"57",
"48",
"59",
"56",
"50",
"57",
"61",
"59",
"46",
"47",
"61",
"45",
"45",
"44",
"52",
"52",
"53",
"46",
"61",
"48",
"77",
"53",
"68",
"67",
"66",
"64",
"68",
"65",
"77",
"63",
"68",
"76",
"75",
"53",
"63",
"75",
"68",
"74",
"65",
"82",
"83",
"79",
"59",
"73",
"74",
"71",
"57",
"60",
"73",
"60",
"72",
"59",
"58",
"62",
"52",
"45",
"57",
"57",
"38",
"56",
"53",
"46",
"46",
"44",
"48",
"53",
"64",
"57",
"52",
"49",
"50",
"43",
"40",
"40",
"51",
"36",
"48",
"47",
"49",
"59",
"47",
"48",
"47",
"58",
"60",
"35",
"43",
"53",
"43",
"42",
"59",
"48",
"41",
"44",
"50",
"41",
"57",
"55",
"55",
"45",
"43",
"57",
"42",
"42",
"39",
"40",
"42",
"48",
"64",
"56",
"43",
"55",
"46",
"43",
"40",
"47",
"50",
"46",
"49",
"43",
"47",
"57",
"43",
"66",
"52",
"56",
"37",
"46",
"48",
"47",
"51",
"43",
"63",
"53",
"45",
"66",
"47",
"44",
"50",
"57",
"40",
"43",
"46",
"58",
"50",
"40",
"37",
"57",
"42",
"43",
"59",
"49",
"55",
"49",
"43",
"37",
"52",
"41",
"52",
"58",
"46",
"45",
"53",
"50",
"47",
"49",
"49",
"39",
"44",
"53",
"46",
"53",
"42",
"33",
"67",
"45",
"42",
"40",
"53",
"58",
"31",
"32",
"46",
"33",
"55",
"39",
"55",
"47",
"38",
"43",
"43",
"50",
"60",
"44",
"50",
"48",
"44",
"48",
"60",
"48",
"56",
"45",
"55",
"53",
"29",
"33",
"49",
"49",
"44",
"52",
"46",
"42",
"42",
"45",
"51",
"44",
"45",
"41",
"51",
"45",
"49",
"47",
"41",
"42",
"48",
"50",
"43",
"36",
"52",
"39",
"40",
"49",
"25",
"37",
"50",
"34",
"41",
"44",
"39",
"32",
"36",
"48",
"41",
"55",
"50",
"45",
"39",
"48",
"43",
"44",
"49",
"51",
"44",
"39",
"40",
"47",
"50",
"46",
"46",
"44",
"38",
"36",
"30",
"39",
"45",
"51",
"46",
"27",
"44",
"35",
"39",
"42",
"48",
"42",
"37",
"44",
"51",
"26",
"53",
"39",
"40",
"44",
"42",
"61",
"39",
"46",
"39",
"39",
"33",
"42",
"39",
"42",
"43",
"40",
"41",
"39",
"34",
"49",
"32",
"39",
"43",
"41",
"43",
"41",
"42",
"44",
"29",
"36",
"55",
"46",
"38",
"35",
"35",
"37",
"31",
"45",
"30",
"36",
"35",
"34",
"48",
"43",
"46",
"30",
"33",
"37",
"39",
"43",
"42",
"43",
"41",
"47",
"38",
"33",
"49",
"33",
"47",
"39",
"44",
"36",
"35",
"41",
"45",
"37",
"32",
"33",
"45",
"40",
"38",
"28",
"29",
"32",
"39",
"38",
"48",
"40",
"47",
"35",
"41",
"42",
"37",
"28",
"36",
"40",
"52",
"33",
"35",
"40",
"44",
"34",
"31",
"35",
"34",
"26",
"41",
"37",
"35",
"41",
"28",
"43",
"33",
"35",
"32",
"35",
"32",
"29",
"46",
"33",
"52",
"39",
"36",
"51",
"41",
"36",
"37",
"39",
"42",
"33",
"40",
"41",
"31",
"33",
"38",
"29",
"41",
"51",
"37",
"49",
"45",
"39",
"40",
"43",
"40",
"43",
"34",
"39",
"37",
"38",
"33",
"44",
"46",
"33",
"37",
"42",
"47",
"32",
"43",
"46",
"44",
"29",
"48",
"39",
"33",
"39",
"34",
"40",
"44",
"32",
"50",
"43",
"36",
"42",
"45",
"60",
"40",
"51",
"53",
"50",
"45",
"67",
"58",
"61",
"76",
"62",
"74",
"71",
"65",
"82",
"74",
"84",
"62",
"72",
"80",
"81",
"74",
"74",
"78",
"69",
"90",
"61",
"69",
"51",
"74",
"67",
"64",
"53",
"51",
"44",
"45",
"44",
"37",
"51",
"38",
"34",
"28",
"41",
"27",
"38",
"36",
"41",
"33",
"29",
"45",
"33",
"30",
"38",
"42",
"33",
"39",
"31",
"42",
"39",
"36",
"45",
"35",
"35",
"36",
"34",
"29",
"35",
"25",
"35",
"35",
"38",
"31",
"32",
"31",
"28",
"40",
"48",
"35",
"35",
"43",
"41",
"38",
"29",
"39",
"44",
"41",
"46",
"32",
"50",
"43",
"38",
"41",
"41",
"50",
"38",
"40",
"42",
"53",
"46",
"41",
"40",
"44",
"40",
"37",
"44",
"52",
"41",
"53",
"60",
"46",
"29",
"35",
"37",
"33",
"43",
"40",
"36",
"30",
"37",
"42",
"29",
"32",
"44",
"51",
"41",
"41",
"38",
"36",
"48",
"35",
"34",
"44",
"49",
"38",
"40",
"48",
"37",
"38",
"41",
"48",
"58",
"41",
"49",
"44",
"55",
"60",
"52",
"50",
"60",
"55",
"55",
"55",
"55",
"64",
"70",
"61",
"76",
"58",
"64",
"62",
"52",
"45",
"53",
"47",
"49",
"37",
"49",
"38",
"49",
"48",
"44",
"45",
"48",
"40",
"33",
"38",
"33",
"39",
"36",
"47",
"31",
"29",
"38",
"42",
"22",
"37",
"31",
"32",
"33",
"35",
"37",
"29",
"36",
"33",
"30",
"34",
"44",
"33",
"38",
"27",
"42",
"33",
"42",
"46",
"48",
"38",
"30",
"31",
"32",
"52",
"41",
"34",
"42",
"36",
"31",
"36",
"35",
"33",
"40",
"36",
"34",
"37",
"37",
"39",
"41",
"41",
"30",
"31",
"35",
"35",
"31",
"37",
"31",
"30",
"37",
"37",
"40",
"38",
"39",
"41",
"32",
"44",
"33",
"53",
"43",
"36",
"53",
"33",
"38",
"43",
"44",
"50",
"41",
"36",
"34",
"45",
"43",
"38",
"39",
"37",
"38",
"48",
"45",
"47",
"40",
"52",
"38",
"42",
"47",
"63",
"57",
"51",
"45",
"57",
"45",
"55",
"65",
"71",
"60",
"58",
"59",
"71",
"71",
"73",
"75",
"96",
"79",
"79",
"63",
"91",
"78",
"95",
"103",
"100",
"101",
"100",
"120",
"118",
"117",
"104",
"109",
"144",
"139",
"136",
"149",
"169",
"145",
"165",
"195",
"167",
"188",
"170",
"186",
"198",
"188",
"234",
"198",
"237",
"211",
"202",
"239",
"237",
"199",
"219",
"233",
"222",
"237",
"240",
"223",
"286",
"229",
"201",
"282",
"265",
"235",
"250",
"212",
"235",
"191",
"175",
"208",
"220",
"205",
"189",
"192",
"192",
"173",
"197",
"177",
"185",
"154",
"155",
"143",
"144",
"150",
"133",
"149",
"136",
"133",
"124",
"129",
"98",
"109",
"113",
"117",
"118",
"91",
"112",
"96",
"77",
"80",
"79",
"78",
"70",
"84",
"73",
"84",
"72",
"76",
"60",
"57",
"74",
"45",
"61",
"57",
"60",
"42",
"61",
"52",
"62",
"65",
"48",
"53",
"47",
"59",
"44",
"68",
"61",
"52",
"71",
"73",
"65",
"76",
"72",
"78",
"85",
"72",
"90",
"81",
"123",
"97",
"88",
"117",
"103",
"91",
"114",
"110",
"115",
"121",
"114",
"131",
"117",
"106",
"96",
"90",
"109",
"96",
"95",
"110",
"76",
"64",
"91",
"85",
"79",
"70",
"72",
"71",
"67",
"45",
"53",
"46",
"42",
"50",
"42",
"35",
"44",
"25",
"31",
"39",
"33",
"33",
"37",
"28",
"30",
"35",
"32",
"28",
"36",
"31",
"15887",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Cu, S , Cl, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    CuLa         0.95     0.080",
"                      S Ka         2.30     0.078",
"                      ClKa         2.65     0.012",
"                      CuKaESC      6.30     0.058",
"                      CuKa         8.04    20.559",
"                      CuKb         8.88     2.727",
"                      RuKa        19.21     0.177",
"                      ----        19.43     0.067",
"                      ----        19.97     0.054",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
