"Sample    : cu-6590c",
"Operator  : Americo",
"Comment  : cal ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 06:10:09",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  139-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"4",
"16",
"11",
"15",
"17",
"9",
"19",
"11",
"11",
"8",
"5",
"20",
"14",
"12",
"12",
"11",
"10",
"13",
"9",
"9",
"11",
"12",
"12",
"16",
"19",
"15",
"10",
"15",
"11",
"13",
"15",
"11",
"19",
"11",
"5",
"6",
"12",
"6",
"12",
"10",
"9",
"7",
"8",
"5",
"8",
"11",
"14",
"9",
"15",
"21",
"24",
"29",
"21",
"28",
"39",
"35",
"48",
"55",
"81",
"94",
"138",
"139",
"159",
"178",
"186",
"219",
"188",
"202",
"152",
"139",
"133",
"117",
"91",
"91",
"50",
"46",
"36",
"30",
"23",
"20",
"9",
"12",
"19",
"19",
"13",
"11",
"13",
"8",
"11",
"11",
"10",
"7",
"13",
"9",
"9",
"7",
"12",
"12",
"6",
"8",
"7",
"8",
"11",
"15",
"5",
"8",
"9",
"11",
"9",
"10",
"4",
"11",
"16",
"8",
"23",
"13",
"13",
"12",
"11",
"13",
"12",
"21",
"16",
"14",
"11",
"8",
"9",
"13",
"7",
"16",
"7",
"4",
"9",
"9",
"7",
"5",
"14",
"11",
"13",
"17",
"25",
"15",
"16",
"16",
"22",
"27",
"20",
"16",
"12",
"13",
"13",
"15",
"14",
"13",
"16",
"19",
"11",
"14",
"13",
"13",
"6",
"11",
"8",
"11",
"12",
"9",
"9",
"16",
"8",
"10",
"13",
"7",
"11",
"13",
"11",
"13",
"14",
"17",
"11",
"14",
"17",
"10",
"14",
"24",
"14",
"19",
"15",
"31",
"17",
"27",
"25",
"49",
"56",
"50",
"53",
"83",
"102",
"122",
"146",
"162",
"175",
"160",
"154",
"172",
"165",
"120",
"106",
"95",
"67",
"58",
"37",
"22",
"36",
"20",
"22",
"24",
"21",
"12",
"12",
"12",
"24",
"26",
"21",
"23",
"15",
"31",
"29",
"29",
"28",
"27",
"32",
"35",
"34",
"27",
"33",
"38",
"31",
"41",
"29",
"17",
"15",
"23",
"14",
"9",
"10",
"8",
"7",
"9",
"9",
"15",
"11",
"11",
"16",
"17",
"13",
"14",
"10",
"9",
"6",
"11",
"10",
"13",
"11",
"15",
"6",
"13",
"10",
"8",
"9",
"7",
"11",
"7",
"12",
"11",
"9",
"7",
"17",
"11",
"11",
"12",
"7",
"5",
"8",
"11",
"5",
"9",
"10",
"11",
"8",
"8",
"4",
"9",
"5",
"10",
"3",
"13",
"6",
"9",
"12",
"5",
"10",
"9",
"8",
"13",
"6",
"7",
"8",
"6",
"13",
"7",
"5",
"11",
"8",
"8",
"7",
"7",
"10",
"5",
"8",
"8",
"4",
"9",
"12",
"3",
"7",
"6",
"15",
"5",
"8",
"9",
"15",
"11",
"6",
"4",
"7",
"11",
"11",
"7",
"7",
"10",
"9",
"10",
"4",
"8",
"11",
"11",
"8",
"5",
"12",
"11",
"14",
"4",
"8",
"14",
"8",
"7",
"8",
"10",
"6",
"16",
"16",
"12",
"12",
"8",
"9",
"13",
"9",
"13",
"11",
"5",
"10",
"10",
"10",
"12",
"14",
"13",
"12",
"10",
"15",
"11",
"9",
"11",
"15",
"6",
"15",
"13",
"10",
"20",
"11",
"23",
"11",
"19",
"10",
"13",
"13",
"10",
"11",
"11",
"12",
"12",
"11",
"21",
"9",
"15",
"10",
"11",
"13",
"16",
"17",
"19",
"10",
"10",
"17",
"11",
"10",
"17",
"9",
"16",
"12",
"16",
"13",
"12",
"19",
"15",
"9",
"13",
"17",
"23",
"16",
"25",
"11",
"15",
"15",
"22",
"13",
"19",
"20",
"14",
"16",
"12",
"19",
"19",
"16",
"13",
"17",
"14",
"21",
"22",
"20",
"26",
"11",
"28",
"21",
"23",
"17",
"20",
"23",
"17",
"24",
"26",
"30",
"23",
"22",
"29",
"29",
"19",
"35",
"24",
"28",
"22",
"22",
"16",
"26",
"25",
"24",
"31",
"29",
"29",
"28",
"29",
"27",
"24",
"28",
"40",
"27",
"28",
"24",
"29",
"21",
"27",
"29",
"27",
"25",
"22",
"23",
"28",
"37",
"24",
"32",
"24",
"30",
"25",
"28",
"29",
"19",
"25",
"28",
"30",
"26",
"39",
"30",
"40",
"50",
"30",
"39",
"35",
"33",
"26",
"20",
"33",
"30",
"39",
"31",
"29",
"17",
"41",
"25",
"29",
"35",
"26",
"28",
"22",
"37",
"33",
"40",
"33",
"23",
"37",
"32",
"42",
"35",
"36",
"28",
"35",
"33",
"38",
"26",
"28",
"37",
"39",
"44",
"37",
"35",
"47",
"26",
"42",
"38",
"53",
"41",
"42",
"43",
"52",
"41",
"50",
"50",
"39",
"40",
"56",
"40",
"63",
"50",
"44",
"40",
"35",
"69",
"55",
"46",
"51",
"47",
"65",
"48",
"51",
"55",
"44",
"56",
"72",
"71",
"81",
"63",
"91",
"64",
"94",
"88",
"97",
"104",
"116",
"94",
"119",
"102",
"134",
"142",
"126",
"111",
"116",
"123",
"91",
"100",
"79",
"79",
"98",
"82",
"65",
"76",
"70",
"61",
"77",
"60",
"64",
"47",
"49",
"51",
"60",
"57",
"69",
"66",
"65",
"61",
"67",
"57",
"65",
"60",
"47",
"59",
"61",
"58",
"67",
"47",
"62",
"63",
"68",
"62",
"65",
"71",
"67",
"65",
"64",
"53",
"48",
"64",
"55",
"67",
"74",
"66",
"65",
"62",
"60",
"73",
"66",
"68",
"59",
"65",
"64",
"67",
"64",
"67",
"59",
"69",
"58",
"81",
"73",
"68",
"60",
"79",
"56",
"66",
"73",
"50",
"66",
"63",
"85",
"63",
"74",
"68",
"77",
"77",
"63",
"76",
"63",
"80",
"57",
"83",
"81",
"71",
"68",
"67",
"83",
"67",
"87",
"57",
"82",
"66",
"72",
"93",
"75",
"85",
"75",
"87",
"75",
"69",
"74",
"97",
"92",
"75",
"87",
"95",
"87",
"91",
"93",
"77",
"106",
"80",
"93",
"93",
"94",
"82",
"96",
"90",
"113",
"90",
"94",
"114",
"102",
"95",
"119",
"103",
"124",
"120",
"118",
"116",
"131",
"147",
"142",
"165",
"164",
"155",
"165",
"202",
"240",
"241",
"308",
"366",
"552",
"632",
"920",
"1277",
"1703",
"2147",
"2951",
"3813",
"5100",
"6056",
"8097",
"9847",
"12256",
"13921",
"16694",
"18999",
"21786",
"22934",
"26050",
"27448",
"29538",
"28780",
"30167",
"29535",
"29424",
"26969",
"26294",
"24053",
"21881",
"18662",
"16854",
"14511",
"12430",
"9681",
"8375",
"6534",
"5288",
"3952",
"3086",
"2203",
"1757",
"1118",
"906",
"621",
"490",
"348",
"293",
"230",
"183",
"152",
"135",
"115",
"98",
"108",
"118",
"116",
"104",
"91",
"96",
"97",
"91",
"98",
"108",
"109",
"103",
"79",
"112",
"104",
"115",
"104",
"119",
"118",
"128",
"105",
"109",
"122",
"130",
"132",
"137",
"141",
"164",
"140",
"174",
"149",
