"Sample    : fe-6588",
"Operator  : Americo",
"Comment  : cal ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 05:58:12",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"8",
"13",
"10",
"14",
"20",
"11",
"9",
"10",
"12",
"9",
"9",
"15",
"14",
"12",
"14",
"6",
"12",
"7",
"14",
"14",
"14",
"7",
"14",
"8",
"17",
"13",
"12",
"14",
"12",
"11",
"14",
"14",
"11",
"14",
"10",
"20",
"16",
"14",
"22",
"22",
"29",
"18",
"18",
"27",
"28",
"21",
"23",
"20",
"25",
"23",
"10",
"18",
"16",
"14",
"11",
"3",
"13",
"13",
"12",
"9",
"10",
"13",
"9",
"13",
"9",
"4",
"9",
"13",
"6",
"9",
"9",
"7",
"13",
"7",
"8",
"5",
"6",
"13",
"7",
"11",
"3",
"5",
"12",
"11",
"15",
"11",
"7",
"20",
"8",
"13",
"7",
"7",
"7",
"10",
"5",
"11",
"9",
"11",
"11",
"14",
"8",
"14",
"8",
"10",
"12",
"16",
"9",
"10",
"4",
"8",
"12",
"8",
"13",
"13",
"17",
"16",
"11",
"17",
"18",
"14",
"12",
"23",
"12",
"16",
"16",
"19",
"14",
"15",
"10",
"9",
"11",
"16",
"16",
"16",
"10",
"9",
"15",
"13",
"14",
"21",
"25",
"22",
"10",
"20",
"12",
"26",
"30",
"17",
"25",
"13",
"22",
"14",
"16",
"10",
"20",
"10",
"10",
"11",
"13",
"12",
"12",
"14",
"7",
"14",
"14",
"8",
"15",
"7",
"14",
"15",
"8",
"10",
"10",
"9",
"12",
"10",
"12",
"16",
"6",
"14",
"17",
"18",
"15",
"11",
"12",
"13",
"12",
"18",
"11",
"7",
"13",
"18",
"18",
"11",
"19",
"20",
"15",
"20",
"26",
"28",
"24",
"30",
"30",
"32",
"18",
"20",
"25",
"31",
"11",
"16",
"21",
"12",
"7",
"8",
"12",
"9",
"21",
"8",
"10",
"8",
"8",
"11",
"10",
"10",
"11",
"15",
"12",
"19",
"14",
"13",
"13",
"12",
"9",
"14",
"12",
"16",
"10",
"10",
"18",
"17",
"8",
"18",
"15",
"15",
"10",
"13",
"11",
"10",
"11",
"8",
"6",
"17",
"13",
"8",
"13",
"9",
"19",
"15",
"18",
"7",
"6",
"14",
"15",
"10",
"13",
"12",
"5",
"5",
"7",
"10",
"18",
"8",
"12",
"16",
"13",
"9",
"17",
"16",
"12",
"3",
"6",
"16",
"15",
"11",
"10",
"8",
"18",
"16",
"10",
"5",
"6",
"11",
"10",
"14",
"10",
"10",
"13",
"13",
"14",
"17",
"5",
"15",
"9",
"7",
"12",
"8",
"9",
"24",
"10",
"11",
"14",
"20",
"6",
"9",
"7",
"11",
"9",
"10",
"13",
"9",
"13",
"15",
"10",
"12",
"10",
"7",
"12",
"13",
"5",
"7",
"11",
"5",
"7",
"10",
"12",
"11",
"10",
"15",
"15",
"12",
"15",
"15",
"17",
"24",
"8",
"8",
"21",
"15",
"17",
"17",
"14",
"18",
"17",
"20",
"19",
"16",
"14",
"17",
"12",
"23",
"22",
"17",
"19",
"20",
"22",
"18",
"15",
"15",
"15",
"25",
"16",
"20",
"11",
"17",
"20",
"13",
"12",
"21",
"18",
"17",
"22",
"13",
"14",
"24",
"17",
"13",
"12",
"17",
"16",
"18",
"13",
"26",
"17",
"24",
"22",
"15",
"29",
"21",
"16",
"22",
"22",
"22",
"19",
"24",
"15",
"18",
"18",
"27",
"21",
"14",
"21",
"19",
"27",
"24",
"31",
"36",
"36",
"35",
"33",
"33",
"35",
"48",
"54",
"58",
"57",
"73",
"74",
"82",
"103",
"105",
"131",
"138",
"135",
"156",
"129",
"149",
"155",
"140",
"103",
"121",
"101",
"100",
"92",
"74",
"59",
"65",
"47",
"56",
"41",
"43",
"25",
"35",
"35",
"22",
"26",
"25",
"36",
"28",
"29",
"35",
"32",
"34",
"37",
"33",
"38",
"41",
"35",
"42",
"34",
"49",
"41",
"35",
"41",
"40",
"42",
"42",
"34",
"43",
"33",
"41",
"35",
"58",
"30",
"38",
"45",
"44",
"48",
"41",
"40",
"52",
"55",
"55",
"45",
"37",
"52",
"67",
"59",
"64",
"63",
"65",
"62",
"69",
"57",
"62",
"79",
"72",
"75",
"53",
"80",
"75",
"70",
"77",
"69",
"75",
"66",
"75",
"69",
"75",
"80",
"69",
"69",
"49",
"66",
"68",
"62",
"78",
"54",
"55",
"55",
"67",
"68",
"74",
"54",
"64",
"52",
"58",
"45",
"58",
"58",
"61",
"65",
"55",
"51",
"53",
"75",
"59",
"64",
"81",
"64",
"58",
"47",
"63",
"64",
"77",
"75",
"62",
"75",
"84",
"82",
"73",
"85",
"73",
"70",
"97",
"75",
"106",
"100",
"97",
"93",
"122",
"109",
"93",
"111",
"110",
"114",
"139",
"109",
"116",
"135",
"149",
"143",
"156",
"179",
"162",
"188",
"221",
"209",
"272",
"402",
"478",
"575",
"845",
"1176",
"1745",
"2397",
"3233",
"4193",
"6030",
"7533",
"10000",
"11818",
"14905",
"17951",
"21459",
"23532",
"27146",
"29252",
"31942",
"31973",
"35285",
"32806",
"33037",
"29913",
"29349",
"25797",
"24080",
"19859",
"17652",
"14431",
"12109",
"9167",
"7336",
"5447",
"4212",
"2970",
"2260",
"1528",
"1110",
"772",
"570",
"387",
"334",
"213",
"183",
"149",
"153",
"136",
"139",
"109",
"130",
"139",
"130",
"129",
"131",
"133",
"148",
"137",
"134",
"145",
"186",
"146",
"153",
"171",
"194",
"220",
"248",
"291",
"321",
"438",
"542",
"600",
"747",
"991",
"1241",
"1382",
"1729",
"2145",
"2512",
"2623",
"3102",
"3303",
"3757",
"3889",
"4199",
"4416",
"4306",
"4114",
"4155",
"3797",
"3508",
"3204",
"2911",
"2570",
"2197",
"1780",
"1655",
"1268",
"1017",
"792",
"607",
"458",
"348",
"285",
"217",
"136",
"124",
"100",
"107",
"92",
"74",
"80",
"58",
"76",
"75",
"75",
"80",
"83",
"90",
"101",
"103",
"109",
"133",
"124",
"116",
"113",
"149",
"149",
"148",
"143",
"116",
"123",
"128",
"121",
"91",
"102",
"103",
"82",
"90",
"70",
"87",
"81",
"76",
"76",
"75",
"66",
"63",
"70",
"48",
"60",
"73",
"42",
"58",
"48",
"61",
"54",
"84",
"79",
"72",
"61",
"63",
"76",
"64",
"73",
"63",
"63",
"80",
"51",
"60",
"63",
"78",
"65",
"68",
"60",
"79",
"67",
"74",
"69",
"83",
"61",
"74",
"73",
"72",
"59",
"80",
"67",
"73",
"76",
"79",
"51",
"70",
"72",
"68",
"64",
"62",
"73",
"70",
"76",
"69",
"85",
"51",
"65",
"64",
"57",
"73",
"61",
"61",
"73",
"64",
"72",
"76",
"51",
"75",
"63",
"63",
"59",
"70",
"72",
"56",
"69",
"65",
"70",
"64",
"53",
"60",
"63",
"70",
"48",
"71",
"70",
"62",
"59",
"72",
"65",
"80",
"70",
"65",
"64",
"59",
"78",
"72",
