"Sample    : ni-c14",
"Operator  : Americo",
"Comment  : cal ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 06:02:15",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  100-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"3",
"9",
"6",
"4",
"10",
"4",
"4",
"5",
"10",
"4",
"5",
"5",
"4",
"5",
"5",
"7",
"3",
"2",
"7",
"6",
"6",
"5",
"8",
"2",
"5",
"5",
"6",
"7",
"6",
"4",
"5",
"4",
"3",
"5",
"4",
"6",
"4",
"6",
"10",
"7",
"10",
"10",
"14",
"20",
"11",
"17",
"27",
"13",
"27",
"36",
"44",
"63",
"51",
"78",
"85",
"85",
"104",
"114",
"96",
"117",
"97",
"76",
"73",
"68",
"56",
"47",
"29",
"20",
"21",
"18",
"9",
"11",
"10",
"11",
"11",
"9",
"6",
"10",
"8",
"2",
"7",
"4",
"9",
"1",
"3",
"9",
"5",
"1",
"5",
"5",
"6",
"6",
"4",
"5",
"2",
"10",
"4",
"8",
"7",
"10",
"5",
"9",
"12",
"10",
"5",
"9",
"7",
"5",
"4",
"3",
"8",
"13",
"11",
"6",
"8",
"6",
"12",
"7",
"11",
"11",
"10",
"12",
"11",
"6",
"6",
"8",
"7",
"12",
"7",
"6",
"7",
"7",
"11",
"5",
"5",
"6",
"10",
"12",
"12",
"12",
"11",
"10",
"17",
"11",
"10",
"19",
"14",
"17",
"10",
"10",
"21",
"7",
"7",
"10",
"8",
"13",
"7",
"4",
"6",
"11",
"8",
"13",
"6",
"8",
"11",
"6",
"6",
"7",
"10",
"7",
"13",
"14",
"18",
"18",
"14",
"13",
"9",
"15",
"8",
"7",
"5",
"11",
"8",
"15",
"8",
"10",
"7",
"3",
"9",
"8",
"6",
"8",
"12",
"11",
"7",
"7",
"11",
"11",
"10",
"6",
"12",
"15",
"14",
"13",
"10",
"7",
"6",
"6",
"10",
"8",
"8",
"5",
"10",
"8",
"6",
"9",
"8",
"9",
"7",
"10",
"5",
"10",
"13",
"4",
"7",
"4",
"8",
"10",
"6",
"5",
"9",
"4",
"4",
"6",
"9",
"8",
"18",
"11",
"6",
"11",
"6",
"7",
"7",
"7",
"10",
"8",
"14",
"18",
"13",
"11",
"3",
"8",
"17",
"13",
"14",
"17",
"16",
"15",
"20",
"15",
"14",
"14",
"5",
"9",
"6",
"11",
"8",
"9",
"10",
"13",
"10",
"11",
"14",
"11",
"8",
"12",
"10",
"5",
"9",
"5",
"11",
"8",
"7",
"5",
"6",
"7",
"12",
"9",
"6",
"12",
"10",
"6",
"10",
"7",
"6",
"6",
"7",
"5",
"7",
"11",
"7",
"10",
"7",
"7",
"7",
"4",
"12",
"5",
"11",
"8",
"4",
"7",
"14",
"8",
"9",
"14",
"5",
"10",
"7",
"7",
"8",
"4",
"8",
"6",
"9",
"15",
"15",
"9",
"7",
"8",
"9",
"11",
"14",
"18",
"19",
"24",
"15",
"17",
"16",
"16",
"23",
"22",
"23",
"17",
"12",
"16",
"11",
"14",
"13",
"8",
"11",
"18",
"16",
"14",
"11",
"22",
"20",
"16",
"20",
"12",
"11",
"15",
"16",
"13",
"7",
"12",
"8",
"9",
"10",
"8",
"9",
"10",
"9",
"13",
"8",
"6",
"16",
"16",
"16",
"8",
"4",
"10",
"10",
"11",
"4",
"8",
"10",
"9",
"10",
"6",
"11",
"10",
"15",
"14",
"15",
"17",
"8",
"10",
"13",
"12",
"10",
"7",
"8",
"9",
"14",
"10",
"14",
"20",
"9",
"13",
"17",
"20",
"14",
"22",
"27",
"21",
"20",
"30",
"28",
"23",
"24",
"27",
"29",
"29",
"24",
"26",
"20",
"18",
"21",
"14",
"21",
"15",
"13",
"9",
"11",
"9",
"5",
"17",
"8",
"12",
"8",
"9",
"3",
"9",
"7",
"11",
"13",
"8",
"6",
"11",
"11",
"13",
"19",
"15",
"15",
"11",
"16",
"17",
"17",
"22",
"17",
"24",
"29",
"25",
"19",
"31",
"26",
"24",
"22",
"26",
"17",
"20",
"18",
"15",
"12",
"14",
"18",
"13",
"15",
"15",
"21",
"10",
"10",
"11",
"10",
"11",
"14",
"16",
"20",
"14",
"8",
"21",
"12",
"15",
"14",
"15",
"16",
"17",
"13",
"15",
"15",
"14",
"19",
"21",
"22",
"38",
"31",
"23",
"26",
"30",
"16",
"17",
"27",
"22",
"18",
"23",
"20",
"21",
"17",
"20",
"18",
"23",
"24",
"26",
"19",
"24",
"26",
"22",
"34",
"29",
"39",
"35",
"40",
"49",
"55",
"55",
"70",
"92",
"84",
"88",
"87",
"108",
"113",
"119",
"99",
"104",
"80",
"76",
"76",
"66",
"50",
"38",
"40",
"38",
"35",
"43",
"30",
"26",
"30",
"33",
"30",
"24",
"18",
"29",
"25",
"36",
"30",
"27",
"31",
"34",
"35",
"35",
"31",
"33",
"33",
"41",
"32",
"34",
"27",
"39",
"31",
"36",
"32",
"38",
"36",
"42",
"34",
"38",
"30",
"46",
"48",
"43",
"51",
"51",
"52",
"59",
"66",
"83",
"69",
"89",
"82",
"97",
"111",
"124",
"148",
"157",
"175",
"189",
"156",
"180",
"163",
"156",
"165",
"151",
"155",
"140",
"106",
"123",
"101",
"90",
"82",
"67",
"64",
"53",
"47",
"54",
"46",
"61",
"49",
"40",
"39",
"30",
"35",
"53",
"30",
"36",
"39",
"29",
"44",
"31",
"37",
"35",
"34",
"46",
"40",
"38",
"48",
"35",
"54",
"69",
"56",
"71",
"50",
"88",
"79",
"84",
"96",
"89",
"110",
"121",
"142",
"126",
"111",
"152",
"142",
"142",
"111",
"121",
"107",
"128",
"113",
"103",
"98",
"128",
"131",
"122",
"122",
"107",
"85",
"128",
"108",
"124",
"118",
"130",
"136",
"140",
"132",
"155",
"137",
"168",
"177",
"212",
"252",
"297",
"401",
"475",
"597",
"949",
"1298",
"1849",
"2309",
"3278",
"4395",
"5726",
"7082",
"9168",
"11813",
"14320",
"16264",
"19429",
"22178",
"25171",
"26844",
"29510",
"31492",
"33174",
"32094",
"33079",
"32173",
"31480",
"28346",
"27049",
"23974",
"22001",
"18178",
"16119",
"13137",
"11330",
"8513",
"6878",
"5368",
"4186",
"2959",
"2201",
"1674",
"1196",
"821",
"576",
"444",
"297",
"239",
"191",
"160",
"124",
"104",
"92",
"93",
"72",
"85",
"73",
"81",
"82",
"70",
"91",
"65",
"77",
"87",
"90",
"83",
"83",
"72",
"76",
"88",
"101",
"113",
"118",
"111",
"125",
"121",
"122",
"119",
"162",
"139",
"189",
"222",
"258",
"296",
"402",
"454",
"574",
"653",
"827",
"963",
"1323",
"1426",
"1826",
"2010",
"2493",
"2639",
"3065",
"3390",
"3656",
"3846",
"4164",
"4212",
"4324",
"4171",
"4138",
"4080",
"3789",
"3414",
"3321",
"2808",
"2541",
"2024",
"1901",
"1526",
"1333",
"1026",
"841",
"662",
"528",
"385",
"307",
"232",
"170",
"128",
"98",
"60",
"72",
"64",
"42",
"43",
"41",
"17",
"39",
"28",
"27",
"33",
