"Sample    : ni-15757",
"Operator  : Americo",
"Comment  : cal 46,1",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 02:42:27",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  152-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"5",
"13",
"11",
"11",
"7",
"5",
"11",
"7",
"12",
"9",
"7",
"13",
"4",
"8",
"5",
"12",
"13",
"12",
"9",
"8",
"8",
"8",
"4",
"14",
"8",
"5",
"10",
"10",
"11",
"7",
"7",
"3",
"13",
"13",
"5",
"10",
"10",
"6",
"17",
"10",
"7",
"10",
"10",
"13",
"22",
"19",
"29",
"19",
"29",
"23",
"45",
"62",
"68",
"89",
"94",
"103",
"128",
"117",
"103",
"134",
"107",
"96",
"91",
"65",
"53",
"48",
"29",
"36",
"24",
"24",
"24",
"10",
"11",
"18",
"11",
"18",
"8",
"7",
"9",
"9",
"13",
"6",
"9",
"12",
"10",
"9",
"10",
"9",
"6",
"6",
"5",
"10",
"8",
"11",
"15",
"6",
"14",
"9",
"8",
"6",
"5",
"8",
"7",
"4",
"5",
"11",
"5",
"6",
"6",
"12",
"9",
"12",
"6",
"11",
"14",
"15",
"12",
"13",
"12",
"10",
"10",
"8",
"8",
"13",
"11",
"8",
"6",
"9",
"10",
"12",
"7",
"8",
"11",
"11",
"11",
"12",
"22",
"16",
"12",
"15",
"12",
"16",
"23",
"19",
"18",
"24",
"14",
"13",
"19",
"15",
"18",
"16",
"7",
"15",
"15",
"10",
"14",
"14",
"15",
"8",
"10",
"11",
"24",
"24",
"19",
"27",
"30",
"29",
"29",
"35",
"46",
"40",
"33",
"40",
"31",
"33",
"33",
"32",
"23",
"13",
"15",
"18",
"10",
"9",
"7",
"7",
"10",
"9",
"9",
"7",
"12",
"15",
"8",
"12",
"7",
"11",
"13",
"16",
"8",
"6",
"14",
"9",
"11",
"8",
"17",
"10",
"9",
"11",
"13",
"11",
"11",
"8",
"8",
"7",
"10",
"7",
"7",
"8",
"11",
"13",
"5",
"8",
"12",
"13",
"7",
"8",
"10",
"8",
"4",
"10",
"6",
"9",
"6",
"8",
"16",
"24",
"7",
"11",
"16",
"14",
"12",
"10",
"12",
"9",
"18",
"9",
"15",
"12",
"16",
"7",
"16",
"9",
"13",
"8",
"12",
"8",
"15",
"14",
"12",
"11",
"10",
"10",
"11",
"7",
"12",
"12",
"6",
"5",
"5",
"11",
"10",
"7",
"11",
"9",
"11",
"12",
"9",
"6",
"10",
"9",
"16",
"7",
"6",
"11",
"10",
"13",
"9",
"12",
"6",
"14",
"10",
"7",
"10",
"16",
"11",
"9",
"10",
"12",
"11",
"14",
"10",
"12",
"18",
"8",
"12",
"7",
"4",
"13",
"9",
"10",
"10",
"8",
"10",
"8",
"10",
"15",
"12",
"13",
"13",
"9",
"19",
"14",
"20",
"24",
"36",
"45",
"43",
"65",
"80",
"92",
"118",
"142",
"138",
"202",
"230",
"272",
"315",
"307",
"382",
"387",
"328",
"345",
"328",
"284",
"275",
"220",
"163",
"146",
"100",
"83",
"73",
"57",
"54",
"58",
"37",
"33",
"37",
"32",
"26",
"41",
"34",
"45",
"45",
"36",
"42",
"39",
"47",
"52",
"46",
"50",
"48",
"41",
"57",
"55",
"53",
"60",
"52",
"42",
"35",
"47",
"28",
"38",
"23",
"33",
"26",
"27",
"22",
"17",
"18",
"22",
"30",
"14",
"17",
"19",
"22",
"19",
"11",
"13",
"16",
"24",
"27",
"24",
"19",
"18",
"26",
"27",
"30",
"30",
"23",
"32",
"31",
"28",
"35",
"30",
"31",
"33",
"27",
"43",
"33",
"36",
"20",
"24",
"27",
"33",
"24",
"34",
"27",
"43",
"35",
"32",
"27",
"35",
"29",
"38",
"29",
"32",
"23",
"35",
"38",
"27",
"24",
"30",
"23",
"26",
"17",
"22",
"27",
"24",
"27",
"21",
"30",
"23",
"27",
"21",
"29",
"29",
"13",
"19",
"21",
"37",
"24",
"22",
"29",
"20",
"20",
"26",
"27",
"23",
"20",
"34",
"32",
"26",
"23",
"17",
"30",
"40",
"17",
"18",
"27",
"34",
"27",
"28",
"18",
"26",
"18",
"23",
"28",
"31",
"26",
"20",
"15",
"24",
"30",
"29",
"24",
"32",
"30",
"33",
"21",
"35",
"31",
"27",
"26",
"27",
"31",
"36",
"43",
"32",
"34",
"38",
"35",
"44",
"39",
"46",
"33",
"51",
"34",
"30",
"41",
"36",
"34",
"28",
"33",
"40",
"33",
"45",
"30",
"40",
"37",
"41",
"41",
"59",
"51",
"63",
"65",
"68",
"79",
"85",
"96",
"114",
"94",
"114",
"118",
"105",
"111",
"105",
"91",
"92",
"97",
"89",
"92",
"66",
"53",
"45",
"60",
"58",
"50",
"67",
"66",
"40",
"48",
"43",
"43",
"45",
"62",
"55",
"49",
"49",
"55",
"48",
"62",
"45",
"38",
"57",
"50",
"52",
"50",
"68",
"51",
"66",
"73",
"44",
"62",
"62",
"73",
"60",
"72",
"65",
"57",
"68",
"62",
"63",
"60",
"86",
"89",
"64",
"74",
"84",
"67",
"82",
"65",
"82",
"95",
"80",
"93",
"89",
"87",
"107",
"99",
"96",
"95",
"100",
"92",
"89",
"89",
"107",
"94",
"90",
"97",
"96",
"69",
"101",
"74",
"76",
"56",
"70",
"70",
"57",
"77",
"58",
"61",
"65",
"61",
"67",
"77",
"63",
"60",
"60",
"72",
"60",
"63",
"57",
"65",
"71",
"65",
"58",
"66",
"65",
"78",
"77",
"74",
"69",
"78",
"92",
"66",
"88",
"66",
"95",
"89",
"88",
"64",
"81",
"87",
"99",
"94",
"87",
"83",
"104",
"100",
"104",
"100",
"101",
"117",
"100",
"102",
"120",
"121",
"113",
"112",
"127",
"116",
"136",
"150",
"151",
"120",
"154",
"154",
"152",
"143",
"201",
"194",
"215",
"271",
"282",
"391",
"535",
"670",
"875",
"1237",
"1679",
"2240",
"3076",
"4096",
"5472",
"6697",
"8610",
"10896",
"13333",
"14823",
"18154",
"20742",
"23683",
"24646",
"27314",
"29018",
"30775",
"29548",
"30701",
"29808",
"29058",
"26226",
"24762",
"22580",
"20134",
"16569",
"14758",
"12270",
"10212",
"7891",
"6313",
"4989",
"3890",
"2773",
"2069",
"1540",
"1100",
"819",
"581",
"431",
"277",
"227",
"180",
"170",
"155",
"106",
"137",
"109",
"111",
"111",
"90",
"127",
"114",
"106",
"98",
"126",
"108",
"133",
"102",
"99",
"98",
"106",
"106",
"125",
"134",
"120",
"151",
"136",
"147",
"135",
"153",
"176",
"190",
"218",
"215",
"216",
"285",
"330",
"392",
"470",
"525",
"686",
"805",
"938",
"1169",
"1484",
"1706",
"1956",
"2375",
"2595",
"2903",
"3070",
"3484",
"3557",
"3900",
"3900",
"4026",
"3819",
"3910",
"3666",
"3525",
"3214",
"3078",
"2625",
"2363",
"1955",
"1725",
"1409",
"1245",
"944",
"817",
"632",
"486",
"367",
"315",
"249",
"213",
"133",
"119",
"107",
"87",
"91",
"98",
"79",
"73",
"69",
"80",
"69",
"78",
"80",
"74",
"82",
"100",
"71",
"81",
"92",
"89",
"70",
"74",
"63",
"77",
"65",
"62",
"69",
"66",
"57",
"59",
"51",
"53",
"53",
"53",
"67",
"38",
"54",
"54",
"53",
"62",
"45",
"48",
"58",
"58",
"41",
"42",
"60",
"48",
"45",
"49",
"57",
"59",
"49",
"54",
"63",
"59",
"39",
"56",
"73",
"67",
"62",
"52",
"54",
"53",
"63",
"47",
"62",
"57",
"52",
"43",
"54",
"69",
"65",
"49",
"60",
"59",
"61",
"50",
"52",
"51",
"47",
"59",
"42",
"43",
"50",
"56",
"51",
"56",
"57",
"59",
"55",
"58",
"65",
"49",
"55",
"53",
"54",
"65",
"47",
"63",
"51",
"60",
"52",
"64",
"57",
"58",
"52",
"56",
"66",
"50",
"67",
"64",
"60",
"50",
"54",
"73",
"59",
"53",
"50",
"58",
"50",
"42",
"60",
"56",
"58",
"42",
"73",
"76",
"66",
"47",
"59",
"63",
"56",
"57",
"52",
"63",
"58",
"61",
"60",
"56",
"62",
"62",
"59",
"44",
"57",
"59",
"47",
"43",
"52",
"55",
"64",
"48",
"55",
"55",
"57",
"50",
"55",
"54",
"48",
"56",
"63",
"62",
"45",
"64",
"55",
"58",
"47",
"43",
"48",
"44",
"54",
"63",
"39",
"42",
"49",
"55",
"45",
"44",
"46",
"45",
"48",
"57",
"50",
"47",
"49",
"44",
"47",
"50",
"44",
"47",
"54",
"48",
"58",
"49",
"48",
"60",
"51",
"61",
"47",
"54",
"46",
"53",
"40",
"52",
"51",
"52",
"60",
"58",
"43",
"58",
"53",
"59",
"51",
"59",
"57",
"40",
"55",
"55",
"47",
"44",
"36",
"57",
"43",
"56",
"45",
"47",
"51",
"54",
"56",
"58",
"48",
"56",
"53",
"45",
"60",
"51",
"57",
"53",
"50",
"46",
"47",
"50",
"60",
"56",
"31",
"49",
"51",
"43",
"48",
"45",
"42",
"41",
"47",
"54",
"46",
"45",
"55",
"55",
"51",
"66",
"37",
"46",
"57",
"53",
"59",
"49",
"45",
"58",
"46",
"59",
"51",
"57",
"52",
"49",
"52",
"57",
"59",
"42",
"50",
"61",
"47",
"41",
"52",
"49",
"57",
"50",
"63",
"49",
"48",
"51",
"58",
"47",
"48",
"47",
"58",
"51",
"57",
"44",
"58",
"46",
"47",
"43",
"56",
"57",
"49",
"33",
"54",
"49",
"38",
"60",
"55",
"56",
"36",
"37",
"52",
"49",
"50",
"39",
"43",
"51",
"52",
"52",
"26",
"39",
"51",
"48",
"58",
"47",
"45",
"42",
"48",
"49",
"51",
"37",
"64",
"45",
"48",
"57",
"47",
"48",
"47",
"48",
"52",
"47",
"45",
"40",
"58",
"49",
"48",
"65",
"43",
"39",
"48",
"45",
"42",
"47",
"48",
"43",
"41",
"40",
"54",
"47",
"46",
"55",
"49",
"54",
"44",
"55",
"47",
"38",
"50",
"45",
"56",
"50",
"38",
"51",
"41",
"47",
"45",
"51",
"45",
"40",
"42",
"48",
"50",
"44",
"38",
"40",
"50",
"44",
"48",
"29",
"52",
"54",
"35",
"52",
"40",
"49",
"50",
"43",
"50",
"51",
"57",
"39",
"40",
"50",
"44",
"49",
"45",
"46",
"45",
"41",
"43",
"65",
"52",
"42",
"48",
"46",
"51",
"51",
"46",
"52",
"66",
"31",
"50",
"59",
"41",
"50",
"42",
"38",
"53",
"40",
"43",
"38",
"49",
"51",
"54",
"40",
"54",
"53",
"44",
"45",
"37",
"41",
"43",
"53",
"54",
"46",
"53",
"51",
"45",
"49",
"41",
"35",
"53",
"54",
"49",
"48",
"46",
"44",
"63",
"52",
"54",
"44",
"42",
"55",
"53",
"43",
"48",
"39",
"50",
"42",
"47",
"48",
"49",
"49",
"47",
"48",
"37",
"45",
"30",
"45",
"51",
"52",
"42",
"51",
"53",
"43",
"37",
"43",
"54",
"44",
"38",
"36",
"44",
"40",
"40",
"47",
"38",
"36",
"45",
"42",
"49",
"47",
"36",
"32",
"42",
"28",
"41",
"43",
"37",
"38",
"46",
"45",
"42",
"40",
"43",
"42",
"38",
"51",
"43",
"26",
"35",
"46",
"40",
"41",
"40",
"55",
"38",
"37",
"43",
"42",
"49",
"48",
"35",
"43",
"34",
"48",
"43",
"34",
"45",
"45",
"52",
"45",
"52",
"36",
"38",
"37",
"31",
"39",
"54",
"37",
"31",
"44",
"40",
"43",
"42",
"48",
"43",
"41",
"47",
"35",
"53",
"44",
"46",
"52",
"39",
"37",
"44",
"47",
"41",
"37",
"39",
"48",
"43",
"30",
"50",
"33",
"42",
"41",
"38",
"38",
"34",
"36",
"28",
"34",
"42",
"40",
"28",
"39",
"48",
"39",
"39",
"39",
"42",
"44",
"28",
"43",
"43",
"32",
"34",
"43",
"36",
"41",
"48",
"51",
"27",
"42",
"39",
"42",
"46",
"36",
"30",
"42",
"38",
"45",
"41",
"34",
"38",
"31",
"37",
"36",
"33",
"56",
"37",
"40",
"52",
"55",
"39",
"49",
"62",
"71",
"58",
"66",
"43",
"70",
"54",
"69",
"81",
"81",
"67",
"67",
"68",
"72",
"93",
"94",
"80",
"88",
"84",
"90",
"84",
"81",
"69",
"61",
"64",
"66",
"65",
"63",
"57",
"60",
"74",
"49",
"61",
"45",
"45",
"56",
"48",
"60",
"43",
"34",
"50",
"37",
"50",
"48",
"33",
"33",
"21",
"39",
"38",
"44",
"27",
"39",
"31",
"40",
"42",
"34",
"39",
"43",
"30",
"33",
"27",
"35",
"32",
"35",
"41",
"38",
"36",
"31",
"36",
"26",
"23",
"38",
"43",
"41",
"39",
"39",
"39",
"53",
"38",
"44",
"49",
"50",
"52",
"37",
"54",
"39",
"39",
"37",
"48",
"38",
"42",
"41",
"54",
"54",
"45",
"47",
"59",
"46",
"54",
"43",
"36",
"37",
"31",
"42",
"49",
"43",
"44",
"37",
"42",
"44",
"35",
"33",
"35",
"50",
"36",
"34",
"47",
"40",
"28",
"26",
"33",
"42",
"35",
"43",
"43",
"38",
"34",
"39",
"31",
"43",
"35",
"43",
"39",
"44",
"30",
"45",
"34",
"35",
"40",
"38",
"35",
"39",
"29",
"28",
"30",
"22",
"34",
"36",
"39",
"51",
"27",
"37",
"42",
"38",
"33",
"36",
"49",
"37",
"28",
"42",
"38",
"31",
"39",
"37",
"30",
"35",
"37",
"43",
"30",
"26",
"24",
"36",
"22",
"43",
"33",
"29",
"22",
"34",
"30",
"30",
"33",
"37",
"33",
"28",
"23",
"34",
"33",
"39",
"35",
"47",
"30",
"24",
"33",
"33",
"32",
"39",
"29",
"38",
"19",
"31",
"28",
"36",
"35",
"36",
"34",
"34",
"28",
"40",
"39",
"37",
"36",
"33",
"40",
"39",
"37",
"27",
"28",
"27",
"38",
"31",
"33",
"35",
"34",
"31",
"33",
"42",
"36",
"23",
"33",
"37",
"38",
"37",
"36",
"23",
"31",
"31",
"35",
"18",
"39",
"34",
"33",
"36",
"34",
"41",
"38",
"38",
"27",
"43",
"36",
"39",
"38",
"33",
"41",
"26",
"34",
"36",
"33",
"39",
"37",
"35",
"36",
"29",
"46",
"30",
"36",
"35",
"33",
"33",
"33",
"34",
"34",
"32",
"42",
"42",
"28",
"30",
"34",
"37",
"40",
"22",
"30",
"29",
"26",
"34",
"50",
"22",
"19",
"34",
"30",
"33",
"29",
"39",
"36",
"29",
"31",
"27",
"26",
"32",
"31",
"36",
"32",
"38",
"32",
"22",
"31",
"29",
"45",
"27",
"35",
"36",
"43",
"28",
"33",
"32",
"42",
"38",
"32",
"37",
"45",
"23",
"45",
