**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 4

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Zn, 32.69822,  9.80936, 16.70245, 26.50977, 29.52105, 34.77519, 24.15042,  7.65523,  0.31698,  0.23412
Br, 21.42762,  0.00000,  8.95860, 10.38683, 16.52753, 45.85159, 13.34144,  9.00292,  0.67481,  0.42015
Pb, 12.15248,  0.00000,  0.00037,  3.45747,  8.05148, 19.66749,  5.21358,  5.84064,  1.12027,  0.48061

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00042,  0.00000,  0.00011,  2.34802, 86.46922, 95.53531, 31.41229, 42.58893,  1.35580,101263.95334
Mg,  0.69551,  0.37992,  0.39449,  0.52764,  0.67801,  0.70604,  0.54090,  0.13212,  0.24427,  0.18997
Al,  4.35687,  3.30507,  3.54300,  3.69846,  4.36412,  4.45475,  3.88871,  0.43101,  0.11084,  0.09893
Si, 12.25146,  9.41365,  9.93673, 10.65457, 12.28995, 12.47541, 10.97398,  1.17679,  0.10723,  0.09605
P,  0.00669,  0.00370,  0.00679,  0.01185,  0.02487,  0.02559,  0.01369,  0.00837,  0.61182,  1.25181
S,  0.07234,  0.00000,  0.01086,  0.04907,  0.07183,  0.09177,  0.04270,  0.03174,  0.74321,  0.43872
Cl,  0.00000,  0.00000,  0.00003,  0.19688,  0.27585,  0.44806,  0.17904,  0.16144,  0.90167,181832266.56764
K,  0.83136,  0.68723,  0.74928,  0.79943,  0.83522,  0.85090,  0.79160,  0.05073,  0.06408,  0.06102
Ca,  3.37180,  3.02411,  3.11503,  3.19143,  3.38549,  3.42510,  3.22955,  0.14293,  0.04426,  0.04239
Ti,  0.44854,  0.41096,  0.42148,  0.42432,  0.44851,  0.45279,  0.43324,  0.01525,  0.03521,  0.03401
V,  0.00634,  0.00516,  0.00535,  0.00584,  0.00646,  0.00733,  0.00598,  0.00066,  0.11004,  0.10375
Mn,  0.07226,  0.06559,  0.06651,  0.06945,  0.07178,  0.07231,  0.06926,  0.00253,  0.03646,  0.03495
Fe,  4.19356,  3.88915,  4.18676,  4.21149,  4.23697,  4.33218,  4.17462,  0.11371,  0.02724,  0.02712
Zn,  0.01183,  0.01095,  0.01186,  0.01624,  0.02201,  0.02367,  0.01667,  0.00478,  0.28684,  0.40409
Br,  0.00142,  0.00000,  0.00000,  0.00019,  0.00151,  0.00206,  0.00063,  0.00078,  1.24727,  0.54978
Pb,  0.00311,  0.00006,  0.00320,  0.00388,  0.00626,  0.00879,  0.00426,  0.00259,  0.60751,  0.83267

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,199.81795,  0.00000,  0.00415,  1.42437,149.96345,203.86652, 63.04538, 80.99305,  1.28468,  0.40533
Mg,  0.02086,  0.00403,  0.19949,  0.51615,  0.71752,  1.63295,  0.50033,  0.36828,  0.73607, 17.65910
Al,  2.44590,  2.42413,  2.90725,  4.36753,  6.33453,  9.68651,  4.68524,  2.10879,  0.45009,  0.86217
Si,  6.54421,  6.46983,  7.94745, 12.11251, 14.32596, 19.80067, 11.54987,  3.70288,  0.32060,  0.56582
P,  0.05395,  0.00377,  0.01247,  0.04170,  0.06847,  0.15692,  0.04600,  0.03858,  0.83867,  0.71499
S,  0.00188,  0.00175,  0.02205,  0.08095,  0.50041,  1.35924,  0.25676,  0.38230,  1.48893,203.21448
Cl,  0.86782,  0.00000,  0.36732,  0.63139,  0.72469,  5.59598,  0.77889,  1.17028,  1.50250,  1.34854
K,  0.72523,  0.72523,  0.74875,  0.83414,  1.64041,  2.40154,  1.13554,  0.60775,  0.53521,  0.83802
Ca,  2.71073,  2.70677,  2.87274,  3.34474,  3.81155,  4.53442,  3.36631,  0.54017,  0.16046,  0.19927
Ti,  0.38579,  0.38535,  0.40149,  0.44548,  0.55201,  0.68208,  0.47288,  0.09433,  0.19949,  0.24452
V,  0.00580,  0.00373,  0.00531,  0.00576,  0.00701,  0.02071,  0.00658,  0.00357,  0.54228,  0.61483
Mn,  0.05809,  0.05767,  0.06177,  0.06958,  0.07166,  0.07448,  0.06721,  0.00545,  0.08106,  0.09378
Fe,  4.21964,  4.12892,  4.19331,  4.22626,  5.23521,  7.39488,  4.78736,  1.08168,  0.22595,  0.25634
Zn,  0.03797,  0.01098,  0.01502,  0.03109,  0.04294,  0.09168,  0.03250,  0.01956,  0.60200,  0.51528
Br,  0.00031,  0.00000,  0.00000,  0.00268,  0.00507,  0.04328,  0.00469,  0.00944,  2.01511, 30.08528
Pb,  0.01256,  0.00000,  0.00125,  0.00735,  0.01113,  0.05237,  0.00866,  0.01122,  1.29581,  0.89310

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  8.11136,  0.00000,  0.33203,  7.69404,  8.10413,452.39543, 27.72777,100.01947,  3.60719, 12.33079
Mg,  2.37294,  0.83976,  2.24959,  2.28506,  2.32118,  2.43023,  2.21976,  0.33060,  0.14893,  0.13932
Al,  0.73890,  0.71592,  0.87285,  0.98173,  1.13283,  4.47893,  1.14927,  0.79571,  0.69237,  1.07689
