Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  13,      1.487,        292,         67,       1.22
  14,      1.740,        331,         65,       1.17
  19,      3.313,        177,         70,       1.94
  20,      3.691,        776,         84,       1.69
  24,      5.412,        588,        175,       1.34
  26,      6.399,       3281,        239,       2.44
  29,      8.041,       8041,        435,       2.99
  30,      8.631,       4514,        426,       2.35
  45,      2.696,        871,         64,       3.43
  58,      4.838,        718,        221,       1.70
