"Sample    : Se-15759",
"Operator  : Americo",
"Comment  : cal 47,8",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 02:56:40",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"1",
"0",
"12",
"24",
"24",
"21",
"25",
"17",
"24",
"25",
"21",
"22",
"34",
"30",
"22",
"27",
"37",
"33",
"33",
"30",
"17",
"22",
"26",
"34",
"25",
"26",
"24",
"11",
"21",
"11",
"20",
"23",
"24",
"18",
"21",
"24",
"19",
"15",
"17",
"21",
"17",
"9",
"17",
"11",
"10",
"9",
"10",
"11",
"15",
"16",
"18",
"17",
"17",
"9",
"9",
"16",
"17",
"8",
"9",
"7",
"16",
"17",
"7",
"9",
"16",
"18",
"12",
"16",
"16",
"4",
"23",
"9",
"14",
"16",
"12",
"20",
"9",
"11",
"11",
"13",
"17",
"14",
"20",
"21",
"16",
"24",
"27",
"31",
"40",
"56",
"56",
"57",
"80",
"79",
"61",
"102",
"92",
"101",
"97",
"81",
"86",
"134",
"156",
"218",
"275",
"451",
"519",
"763",
"838",
"1075",
"1128",
"1226",
"1300",
"1478",
"1254",
"1160",
"1056",
"914",
"750",
"696",
"495",
"463",
"337",
"286",
"203",
"158",
"111",
"102",
"81",
"65",
"34",
"31",
"32",
"23",
"22",
"24",
"24",
"25",
"16",
"16",
"17",
"19",
"14",
"17",
"19",
"15",
"8",
"11",
"13",
"18",
"12",
"19",
"15",
"15",
"8",
"13",
"14",
"14",
"8",
"8",
"11",
"12",
"12",
"18",
"21",
"20",
"20",
"19",
"24",
"40",
"38",
"32",
"42",
"28",
"30",
"50",
"34",
"29",
"32",
"20",
"24",
"28",
"12",
"17",
"11",
"7",
"12",
"17",
"10",
"14",
"10",
"16",
"11",
"20",
"4",
"12",
"16",
"6",
"11",
"17",
"9",
"11",
"17",
"16",
"10",
"8",
"16",
"8",
"8",
"5",
"13",
"10",
"12",
"13",
"8",
"15",
"7",
"10",
"4",
"13",
"10",
"9",
"10",
"11",
"9",
"9",
"9",
"11",
"19",
"9",
"12",
"13",
"12",
"9",
"14",
"11",
"6",
"7",
"9",
"12",
"13",
"15",
"18",
"13",
"8",
"12",
"16",
"22",
"6",
"11",
"9",
"9",
"11",
"15",
"15",
"11",
"15",
"11",
"11",
"13",
"12",
"12",
"13",
"10",
"14",
"9",
"12",
"8",
"5",
"12",
"16",
"9",
"5",
"5",
"10",
"14",
"9",
"7",
"9",
"5",
"6",
"14",
"7",
"10",
"12",
"9",
"7",
"14",
"14",
"13",
"11",
"13",
"9",
"12",
"5",
"12",
"10",
"9",
"13",
"7",
"11",
"12",
"11",
"5",
"9",
"15",
"11",
"9",
"7",
"13",
"10",
"14",
"8",
"14",
"10",
"12",
"15",
"13",
"7",
"16",
"11",
"16",
"11",
"14",
"15",
"29",
"24",
"37",
"49",
"55",
"54",
"87",
"103",
"148",
"185",
"224",
"241",
"293",
"309",
"340",
"338",
"391",
"389",
"367",
"340",
"309",
"294",
"216",
"203",
"125",
"112",
"89",
"64",
"45",
"45",
"41",
"30",
"30",
"34",
"37",
"22",
"29",
"41",
"35",
"38",
"46",
"35",
"51",
"48",
"55",
"49",
"64",
"56",
"63",
"55",
"58",
"59",
"48",
"46",
"37",
"45",
"31",
"26",
"33",
"20",
"22",
"30",
"23",
"23",
"16",
"21",
"21",
"20",
"19",
"10",
"14",
"16",
"24",
"23",
"28",
"14",
"25",
"19",
"22",
"28",
"18",
"22",
"28",
"27",
"22",
"29",
"17",
"33",
"31",
"31",
"25",
"36",
"34",
"27",
"29",
"33",
"38",
"25",
"25",
"35",
"31",
"34",
"34",
"33",
"32",
"30",
"33",
"36",
"29",
"36",
"39",
"25",
"49",
"28",
"32",
"20",
"27",
"30",
"27",
"29",
"42",
"27",
"27",
"32",
"41",
"20",
"32",
"26",
"37",
"24",
"32",
"30",
"25",
"29",
"26",
"28",
"33",
"29",
"33",
"30",
"26",
"31",
"25",
"25",
"31",
"27",
"23",
"25",
"38",
"23",
"19",
"28",
"33",
"33",
"23",
"27",
"47",
"27",
"33",
"25",
"28",
"22",
"29",
"29",
"33",
"31",
"35",
"31",
"35",
"39",
"35",
"38",
"22",
"27",
"36",
"26",
"38",
"28",
"35",
"27",
"35",
"24",
"45",
"31",
"34",
"39",
"34",
"32",
"27",
"33",
"48",
"49",
"39",
"43",
"34",
"32",
"29",
"26",
"45",
"34",
"33",
"28",
"34",
"29",
"27",
"27",
"42",
"30",
"47",
"43",
"37",
"37",
"42",
"29",
"36",
"36",
"40",
"37",
"42",
"38",
"41",
"33",
"42",
"39",
"40",
"41",
"42",
"49",
"27",
"35",
"40",
"39",
"37",
"42",
"24",
"41",
"48",
"45",
"52",
"36",
"51",
"48",
"51",
"40",
"38",
"37",
"48",
"44",
"61",
"45",
"48",
"52",
"55",
"35",
"52",
"42",
"48",
"41",
"54",
"43",
"54",
"56",
"55",
"45",
"36",
"53",
"45",
"47",
"55",
"43",
"52",
"52",
"50",
"55",
"61",
"47",
"53",
"55",
"88",
"63",
"60",
"56",
"73",
"49",
"52",
"53",
"75",
"49",
"47",
"77",
"68",
"58",
"59",
"64",
"54",
"58",
"74",
"65",
"56",
"64",
"60",
"66",
"60",
"56",
"75",
"52",
"49",
"45",
"70",
"70",
"54",
"57",
"64",
"54",
"53",
"60",
"52",
"61",
"63",
"56",
"80",
"75",
"68",
"71",
"72",
"67",
"76",
"74",
"70",
"65",
"69",
"75",
"69",
"52",
"66",
"70",
"60",
"63",
"76",
"70",
"79",
"72",
"78",
"82",
"77",
"86",
"69",
"58",
"82",
"69",
"72",
"69",
"89",
"63",
"63",
"68",
"87",
"68",
"62",
"67",
"72",
"80",
"81",
"56",
"58",
"54",
"68",
"72",
"74",
"58",
"61",
"60",
"55",
"56",
"57",
"75",
"51",
"60",
"52",
"70",
"61",
"71",
"62",
"49",
"65",
"59",
"76",
"75",
"66",
"57",
"75",
"54",
"89",
"69",
"69",
"67",
"75",
"68",
"73",
"61",
"78",
"81",
"76",
"69",
"53",
"62",
"63",
"68",
"77",
"56",
"68",
"52",
"84",
"55",
"58",
"65",
"54",
"65",
"60",
"53",
"69",
"66",
"75",
"72",
"76",
"59",
"56",
"66",
"74",
"68",
"72",
"82",
"79",
"70",
"69",
"61",
"71",
"61",
"94",
"75",
"76",
"79",
"93",
"103",
"83",
"108",
"114",
"101",
"82",
"78",
"106",
"114",
"100",
"81",
"80",
"93",
"79",
"90",
"81",
"75",
"84",
"75",
"80",
"67",
"62",
"73",
"76",
"89",
"62",
"70",
"70",
"63",
"60",
"65",
"81",
"88",
"63",
"73",
"67",
"71",
"67",
"67",
"74",
"66",
"76",
"56",
"81",
"67",
"72",
"62",
"69",
"75",
"63",
"56",
"76",
"63",
"82",
"71",
"89",
"66",
"104",
"98",
"100",
"106",
"97",
"96",
"94",
"95",
"111",
"109",
"108",
"116",
"120",
"118",
"102",
"105",
"82",
"77",
"79",
"81",
"86",
"82",
"89",
"65",
"75",
"76",
"76",
"69",
"65",
"76",
"72",
"63",
"80",
"62",
"55",
"58",
"73",
"61",
"77",
"81",
"69",
"77",
"60",
"78",
"59",
"60",
"76",
"65",
"56",
"46",
"74",
"58",
"62",
"71",
"50",
"65",
"72",
"63",
"66",
"57",
"63",
"78",
"62",
"64",
"63",
"56",
"65",
"56",
"72",
"67",
"71",
"67",
"67",
"56",
"73",
"80",
"72",
"75",
"77",
"81",
"75",
"74",
"79",
"82",
"89",
"82",
"81",
"95",
"103",
"90",
"91",
"91",
"86",
"99",
"80",
"73",
"94",
"80",
"90",
"105",
"74",
"84",
"80",
"97",
"73",
"73",
"70",
"78",
"82",
"69",
"74",
"68",
"58",
"71",
"69",
"71",
"65",
"62",
"82",
"79",
"64",
"74",
"67",
"64",
"49",
"70",
"65",
"62",
"64",
"65",
"68",
"63",
"62",
"66",
"71",
"60",
"72",
"67",
"71",
"80",
"84",
"54",
"58",
"66",
"63",
"69",
"70",
"92",
"76",
"63",
"83",
"64",
"76",
"63",
"72",
"59",
"65",
"65",
"63",
"71",
"69",
"81",
"57",
"53",
"75",
"62",
"66",
"65",
"66",
"67",
"64",
"62",
"67",
"74",
"69",
"62",
"64",
"74",
"70",
"74",
"88",
"86",
"82",
"70",
"69",
"55",
"88",
"69",
"70",
"70",
"63",
"77",
"57",
"61",
"82",
"71",
"74",
"79",
"86",
"84",
"80",
"93",
"90",
"75",
"75",
"66",
"86",
"72",
"63",
"66",
"107",
"95",
"97",
"94",
"108",
"104",
"114",
"98",
"104",
"83",
"105",
"87",
"97",
"108",
"125",
"103",
"124",
"129",
"132",
"129",
"145",
"146",
"144",
"160",
"169",
"165",
"201",
"231",
"297",
"349",
"469",
"533",
"660",
"883",
"1178",
"1394",
"1903",
"2345",
"3109",
"3620",
"4741",
"5580",
"6875",
"7661",
"9298",
"10671",
"12541",
"13203",
"15526",
"16996",
"18699",
"18692",
"20710",
"21558",
"22730",
"21871",
"22891",
"23195",
"22927",
"20837",
"20909",
"19590",
"18509",
"16619",
"15655",
"14130",
"12576",
"10373",
"9341",
"8112",
"6657",
"5548",
"4686",
"3850",
"3283",
"2400",
"1977",
"1531",
"1216",
"940",
"649",
"547",
"408",
"275",
"266",
"232",
"165",
"149",
"163",
"113",
"106",
"92",
"108",
"92",
"88",
"74",
"98",
"93",
"92",
"90",
"95",
"110",
"93",
"81",
"103",
"90",
"80",
"97",
"80",
"84",
"69",
"74",
"69",
"73",
"81",
"82",
"66",
"76",
"75",
"70",
"87",
"79",
"81",
"71",
"100",
"80",
"96",
"66",
"101",
"97",
"105",
"91",
"96",
"97",
"74",
"84",
"94",
"88",
"107",
"94",
"99",
"111",
"102",
"95",
"101",
"101",
"114",
"115",
"109",
"111",
"123",
"115",
"120",
"99",
"112",
"156",
"178",
"175",
"183",
"198",
"222",
"256",
"304",
"356",
"447",
"470",
"634",
"722",
"842",
"1001",
"1119",
"1239",
"1451",
"1686",
"1928",
"1981",
"2366",
"2469",
"2750",
"2845",
"3056",
"3230",
"3265",
"3330",
"3213",
"3318",
"3426",
"3121",
"3155",
"2910",
"2917",
"2627",
"2503",
"2275",
"2155",
"1807",
"1678",
"1525",
"1350",
"1166",
"1064",
"911",
"773",
"625",
"579",
"499",
"410",
"363",
"314",
"255",
"233",
"192",
"191",
"152",
"142",
"109",
"98",
"121",
"96",
"91",
"68",
"67",
"75",
"54",
"54",
"59",
"49",
"58",
"64",
"54",
"38",
"62",
"60",
"48",
"44",
"61",
"40",
"52",
"49",
"51",
"51",
"55",
"47",
"55",
"44",
"53",
"51",
"44",
"54",
"53",
"48",
"47",
"52",
"40",
"44",
"49",
"48",
"63",
"40",
"49",
"40",
"51",
"47",
"44",
"58",
"35",
"43",
"53",
"48",
"49",
"51",
"42",
"59",
"54",
"41",
"52",
"49",
"49",
"49",
"47",
"42",
"53",
"56",
"37",
"54",
"35",
"48",
"37",
"51",
"64",
"46",
"34",
"40",
"42",
"53",
"50",
"58",
"45",
"59",
"38",
"43",
"52",
"45",
"53",
"47",
"53",
"50",
"42",
"38",
"61",
"72",
"56",
"46",
"53",
"49",
"35",
"51",
"36",
"41",
"44",
"46",
"53",
"53",
"51",
"55",
"56",
"52",
"49",
"53",
"45",
"43",
"43",
"45",
"38",
"39",
"40",
"44",
"39",
"51",
"49",
"31",
"37",
"50",
"48",
"55",
"41",
"45",
"60",
"48",
"44",
"55",
"51",
"38",
"43",
"41",
"40",
"42",
"45",
"33",
"40",
"39",
"42",
"48",
"48",
"49",
"48",
"37",
"42",
"40",
"46",
"37",
"43",
"48",
"40",
"53",
"38",
"48",
"37",
"36",
"30",
"54",
"40",
"49",
"44",
"48",
"49",
"36",
"47",
"33",
"35",
"48",
"40",
"37",
"33",
"37",
"36",
"34",
"47",
"39",
"50",
"41",
"37",
"34",
"31",
"49",
"40",
"50",
"42",
"42",
"48",
"42",
"36",
"48",
"42",
"52",
"35",
"39",
"46",
"40",
"52",
"39",
"31",
"35",
"39",
"41",
"36",
"48",
"32",
"33",
"47",
"40",
"35",
"39",
"39",
"43",
"42",
"33",
"41",
"35",
"40",
"44",
"45",
"49",
"45",
"40",
"45",
"39",
"34",
"37",
"46",
"42",
"35",
"26",
"48",
"32",
"36",
"32",
"43",
"43",
"46",
"33",
"35",
"35",
"29",
"44",
"43",
"35",
"46",
"35",
"39",
"43",
"51",
"42",
"60",
"29",
"44",
"41",
"44",
"41",
"38",
"29",
"48",
"36",
"35",
"32",
"34",
"36",
"45",
"42",
"39",
"35",
"38",
"44",
"44",
"46",
"40",
"45",
"29",
"39",
"29",
"48",
"42",
"31",
"29",
"48",
"40",
"39",
"49",
"48",
"42",
"36",
"41",
"43",
"39",
"47",
"37",
"44",
"32",
"41",
"39",
"42",
"43",
"28",
"35",
"44",
"42",
"35",
"36",
"36",
"53",
"36",
"42",
"41",
"43",
"38",
"37",
"34",
"43",
"42",
"30",
"39",
"43",
"48",
"37",
"35",
"49",
"26",
"37",
"34",
"38",
"55",
"36",
"42",
"36",
"35",
"35",
"35",
"28",
"43",
"44",
"48",
"35",
"41",
"34",
"38",
"30",
"41",
"37",
"38",
"35",
"34",
"35",
"40",
"42",
"32",
"25",
"39",
"40",
"54",
"47",
"29",
"31",
"40",
"22",
"39",
"31",
"33",
"34",
"47",
"37",
"49",
"37",
"33",
"39",
"35",
"43",
"33",
"34",
"42",
"47",
"32",
"38",
"39",
"36",
"55",
"37",
"41",
"37",
"37",
"37",
"33",
"44",
"33",
"37",
"42",
"42",
"27",
"29",
"31",
"39",
"41",
"41",
"36",
"28",
"35",
"34",
"32",
"35",
"40",
"35",
"32",
"43",
"34",
"43",
"44",
"30",
"31",
"35",
"37",
"30",
"48",
"33",
"42",
"38",
"36",
"38",
"38",
"39",
"34",
"42",
"23",
"35",
"29",
"47",
"37",
"44",
"31",
"23",
"33",
"40",
"37",
"39",
"37",
"37",
"39",
"33",
"30",
"37",
"40",
"34",
"36",
"45",
"35",
"38",
"40",
"37",
"36",
"34",
"33",
"41",
"35",
"37",
"42",
"35",
"19",
"34",
"42",
"34",
"26",
"38",
"46",
