"Sample    : srf2-6595d",
"Operator  : Americo",
"Comment  : cal 47,1",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-11-17 06:45:21",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"0",
"0",
"2",
"7",
"23",
"20",
"24",
"37",
"27",
"22",
"31",
"25",
"31",
"22",
"36",
"25",
"20",
"22",
"44",
"38",
"29",
"27",
"27",
"19",
"31",
"37",
"30",
"36",
"25",
"37",
"39",
"46",
"40",
"49",
"40",
"41",
"40",
"36",
"28",
"42",
"35",
"34",
"35",
"28",
"39",
"34",
"27",
"29",
"44",
"32",
"34",
"30",
"30",
"29",
"25",
"25",
"27",
"25",
"33",
"32",
"22",
"15",
"20",
"23",
"20",
"21",
"36",
"14",
"26",
"23",
"20",
"26",
"26",
"16",
"22",
"21",
"25",
"14",
"17",
"21",
"20",
"22",
"20",
"28",
"21",
"17",
"20",
"29",
"28",
"22",
"19",
"21",
"18",
"11",
"23",
"19",
"22",
"18",
"26",
"19",
"19",
"16",
"23",
"31",
"16",
"19",
"28",
"15",
"26",
"24",
"20",
"21",
"21",
"29",
"23",
"22",
"27",
"22",
"30",
"33",
"30",
"39",
"30",
"50",
"62",
"54",
"67",
"89",
"71",
"86",
"101",
"117",
"146",
"122",
"149",
"132",
"145",
"141",
"130",
"133",
"139",
"125",
"192",
"170",
"252",
"287",
"431",
"521",
"759",
"945",
"1185",
"1388",
"1620",
"1700",
"1956",
"1860",
"2043",
"1909",
"1818",
"1685",
"1524",
"1318",
"1273",
"1145",
"944",
"737",
"662",
"541",
"444",
"443",
"305",
"223",
"206",
"154",
"135",
"118",
"98",
"88",
"51",
"49",
"41",
"25",
"22",
"25",
"28",
"24",
"26",
"41",
"30",
"28",
"42",
"34",
"23",
"41",
"30",
"34",
"26",
"21",
"37",
"31",
"36",
"36",
"38",
"36",
"37",
"42",
"33",
"31",
"18",
"28",
"19",
"21",
"12",
"18",
"17",
"10",
"20",
"12",
"20",
"10",
"9",
"18",
"8",
"17",
"14",
"8",
"11",
"17",
"17",
"25",
"21",
"25",
"24",
"27",
"28",
"22",
"40",
"32",
"27",
"39",
"29",
"21",
"21",
"16",
"13",
"18",
"15",
"18",
"23",
"16",
"9",
"11",
"13",
"14",
"16",
"20",
"14",
"15",
"11",
"15",
"17",
"15",
"18",
"13",
"14",
"17",
"13",
"6",
"11",
"12",
"14",
"14",
"7",
"15",
"8",
"9",
"7",
"7",
"9",
"13",
"11",
"4",
"17",
"6",
"10",
"11",
"11",
"13",
"11",
"10",
"4",
"13",
"14",
"13",
"13",
"8",
"8",
"15",
"15",
"13",
"14",
"11",
"16",
"10",
"7",
"11",
"13",
"6",
"4",
"11",
"15",
"10",
"4",
"14",
"7",
"14",
"16",
"13",
"11",
"15",
"13",
"15",
"7",
"4",
"13",
"16",
"10",
"15",
"18",
"15",
"13",
"23",
"18",
"8",
"19",
"14",
"29",
"26",
"30",
"36",
"40",
"38",
"40",
"50",
"48",
"29",
"43",
"33",
"19",
"23",
"30",
"24",
"20",
"19",
"23",
"15",
"18",
"16",
"18",
"13",
"17",
"20",
"15",
"13",
"18",
"18",
"23",
"23",
"16",
"8",
"14",
"22",
"12",
"19",
"15",
"22",
"18",
"20",
"13",
"16",
"19",
"14",
"16",
"17",
"12",
"20",
"13",
"14",
"21",
"11",
"15",
"18",
"13",
"27",
"16",
"18",
"17",
"18",
"21",
"20",
"8",
"14",
"15",
"15",
"24",
"16",
"17",
"20",
"16",
"25",
"19",
"16",
"29",
"19",
"21",
"28",
"29",
"34",
"26",
"24",
"24",
"22",
"20",
"30",
"27",
"24",
"21",
"24",
"49",
"21",
"27",
"26",
"22",
"27",
"20",
"28",
"24",
"34",
"30",
"28",
"24",
"22",
"29",
"15",
"20",
"21",
"24",
"26",
"18",
"23",
"21",
"19",
"20",
"23",
"24",
"26",
"22",
"20",
"17",
"28",
"26",
"16",
"20",
"20",
"26",
"21",
"22",
"19",
"33",
"24",
"23",
"27",
"24",
"27",
"25",
"24",
"27",
"20",
"32",
"32",
"32",
"24",
"25",
"36",
"35",
"18",
"23",
"24",
"25",
"25",
"25",
"37",
"31",
"26",
"31",
"27",
"41",
"30",
"27",
"29",
"36",
"29",
"33",
"43",
"34",
"35",
"31",
"37",
"29",
"31",
"33",
"38",
"50",
"46",
"40",
"41",
"40",
"33",
"38",
"41",
"40",
"45",
"31",
"37",
"33",
"36",
"32",
"40",
"41",
"36",
"34",
"38",
"35",
"31",
"35",
"29",
"34",
"42",
"53",
"39",
"45",
"45",
"50",
"49",
"43",
"39",
"50",
"48",
"43",
"61",
"57",
"40",
"57",
"57",
"57",
"57",
"62",
"63",
"54",
"48",
"73",
"65",
"56",
"51",
"69",
"64",
"53",
"58",
"65",
"56",
"66",
"62",
"58",
"74",
"66",
"54",
"63",
"63",
"79",
"51",
"52",
"63",
"44",
"77",
"62",
"54",
"54",
"54",
"53",
"63",
"50",
"54",
"48",
"48",
"71",
"52",
"64",
"54",
"66",
"59",
"50",
"65",
"53",
"65",
"57",
"67",
"64",
"77",
"84",
"64",
"84",
"82",
"110",
"80",
"79",
"81",
"88",
"74",
"81",
"73",
"85",
"93",
"72",
"65",
"90",
"79",
"78",
"74",
"87",
"80",
"86",
"79",
"83",
"74",
"69",
"62",
"86",
"84",
"82",
"63",
"86",
"83",
"91",
"72",
"75",
"100",
"86",
"81",
"75",
"75",
"73",
"84",
"55",
"74",
"90",
"74",
"95",
"77",
"89",
"66",
"73",
"67",
"83",
"68",
"68",
"75",
"77",
"72",
"71",
"82",
"63",
"77",
"88",
"66",
"73",
"70",
"80",
"80",
"97",
"74",
"68",
"80",
"67",
"76",
"83",
"79",
"70",
"81",
"72",
"79",
"86",
"79",
"77",
"79",
"76",
"84",
"78",
"70",
"83",
"74",
"80",
"81",
"76",
"72",
"69",
"84",
"78",
"69",
"78",
"68",
"81",
"63",
"83",
"67",
"68",
"74",
"74",
"96",
"75",
"73",
"97",
"105",
"95",
"94",
"84",
"75",
"89",
"101",
"87",
"88",
"86",
"66",
"67",
"80",
"99",
"87",
"90",
"88",
"91",
"79",
"83",
"76",
"81",
"96",
"97",
"91",
"76",
"89",
"80",
"83",
"88",
"106",
"86",
"92",
"91",
"81",
"103",
"90",
"103",
"96",
"99",
"97",
"102",
"94",
"109",
"96",
"98",
"109",
