"Sample    : srf2-6595d",
"115",
"107",
"131",
"119",
"120",
"138",
"156",
"135",
"166",
"169",
"168",
"152",
"187",
"194",
"193",
"158",
"178",
"171",
"161",
"158",
"208",
"150",
"185",
"130",
"154",
"150",
"152",
"123",
"105",
"92",
"105",
"108",
"93",
"85",
"97",
"84",
"99",
"82",
"74",
"88",
"87",
"88",
"83",
"87",
"87",
"75",
"83",
"69",
"76",
"81",
"84",
"71",
"85",
"73",
"87",
"91",
"76",
"72",
"88",
"92",
"81",
"76",
"80",
"76",
"83",
"88",
"108",
"102",
"101",
"91",
"90",
"78",
"91",
"86",
"88",
"82",
"87",
"75",
"79",
"78",
"70",
"85",
"78",
"67",
"72",
"92",
"85",
"80",
"85",
"72",
"93",
"77",
"87",
"79",
"67",
"79",
"73",
"66",
"87",
"77",
"63",
"87",
"93",
"81",
"86",
"70",
"89",
"71",
"82",
"60",
"73",
"71",
"72",
"67",
"71",
"64",
"70",
"63",
"92",
"84",
"72",
"72",
"78",
"78",
"78",
"103",
"96",
"88",
"99",
"104",
"105",
"103",
"130",
"115",
"119",
"108",
"87",
"141",
"120",
"117",
"111",
"117",
"122",
"101",
"98",
"102",
"102",
"95",
"106",
"109",
"95",
"89",
"90",
"109",
"105",
"94",
"95",
"92",
"114",
"98",
"94",
"100",
"103",
"97",
"110",
"98",
"97",
"91",
"82",
"95",
"101",
"99",
"103",
"99",
"89",
"91",
"100",
"81",
"87",
"79",
"95",
"80",
"88",
"79",
"92",
"92",
"70",
"87",
"88",
"105",
"93",
"92",
"105",
"82",
"94",
"87",
"83",
"87",
"88",
"93",
"86",
"92",
"71",
"70",
"86",
"88",
"85",
"78",
"80",
"80",
"80",
"79",
"81",
"81",
"66",
"94",
"89",
"97",
"75",
"75",
"84",
"72",
"84",
"70",
"80",
"94",
"91",
"83",
"88",
"85",
"84",
"99",
"88",
"94",
"91",
"61",
"102",
"91",
"81",
"82",
"106",
"63",
"101",
"84",
"84",
"101",
"82",
"92",
"96",
"91",
"97",
"82",
"84",
"89",
"92",
"93",
"94",
"104",
"100",
"73",
"88",
"85",
"103",
"88",
"91",
"95",
"84",
"84",
"65",
"81",
"87",
"83",
"85",
"71",
"81",
"64",
"80",
"70",
"78",
"80",
"76",
"78",
"78",
"71",
"76",
"81",
"83",
"96",
"89",
"84",
"77",
"69",
"90",
"83",
"81",
"82",
"79",
"67",
"73",
"86",
"81",
"69",
"93",
"86",
"81",
"108",
"76",
"88",
"72",
"65",
"81",
"69",
"93",
"70",
"76",
"88",
"74",
"78",
"72",
"82",
"85",
"88",
"85",
"83",
"90",
"91",
"76",
"78",
"87",
"80",
"78",
"77",
"80",
"66",
"101",
"91",
"92",
"88",
"83",
"86",
"80",
"90",
"84",
"71",
"78",
"73",
"74",
"71",
"75",
"86",
"77",
"75",
"75",
"83",
"86",
"76",
"84",
"84",
"85",
"86",
"87",
"69",
"74",
"95",
"73",
"65",
"79",
"62",
"75",
"66",
"96",
"79",
"73",
"75",
"92",
"66",
"92",
"83",
"88",
"79",
"96",
"94",
"91",
"80",
"78",
"63",
"91",
"77",
"85",
"105",
"77",
"73",
"94",
"80",
"74",
"74",
"107",
"90",
"88",
"81",
"78",
"94",
"70",
"76",
"83",
"75",
"98",
"59",
"79",
"71",
"71",
"66",
"67",
"77",
"92",
"71",
"81",
"87",
"68",
"65",
"79",
"80",
"70",
"79",
"73",
"76",
"78",
"75",
"67",
"91",
"77",
"76",
"81",
"55",
"84",
"76",
"69",
"84",
"75",
"95",
"67",
"73",
"91",
"70",
"87",
"82",
"70",
"72",
"90",
"70",
"91",
"63",
"70",
"72",
"62",
"74",
"80",
"72",
"65",
"73",
"72",
"67",
"75",
"65",
"78",
"80",
"70",
"64",
"80",
"58",
"74",
"74",
"75",
"66",
"74",
"68",
"79",
"80",
"61",
"74",
"91",
"66",
"64",
"71",
"80",
"76",
"80",
"64",
"61",
"73",
"86",
"73",
"72",
"70",
"80",
"79",
"85",
"82",
"84",
"65",
"90",
"71",
"66",
"71",
"79",
"66",
"75",
"79",
"73",
"72",
"74",
"78",
"78",
"58",
"78",
"78",
"73",
"77",
"65",
"81",
"78",
"83",
"83",
"75",
"71",
"70",
"81",
"73",
"91",
"86",
"72",
"61",
"75",
"86",
"77",
"89",
"80",
"97",
"84",
"73",
"79",
"84",
"84",
"89",
"107",
"85",
"83",
"70",
"86",
"91",
"87",
"89",
"89",
"93",
"87",
"104",
"93",
"98",
"106",
"93",
"102",
"106",
"77",
"99",
"97",
"100",
"104",
"113",
"81",
"96",
"127",
"92",
"113",
"123",
"138",
"106",
"112",
"114",
"134",
"144",
"168",
"151",
"184",
"177",
"268",
"268",
"333",
"362",
"471",
"601",
"717",
"891",
"1080",
"1284",
"1588",
"1887",
"2346",
"2860",
"3443",
"3781",
"4534",
"5335",
"6333",
"6660",
"7633",
"8630",
"9615",
"10073",
"11108",
"11890",
"13053",
"13311",
"14238",
"15427",
"15291",
"14839",
"15541",
"15268",
"15761",
"14665",
"14869",
"14194",
"13889",
"12602",
"12123",
"11139",
"10653",
"9131",
"8856",
"7737",
"6993",
"5853",
"5179",
"4445",
"4071",
"3265",
"2713",
"2257",
"1868",
"1523",
"1290",
"961",
"826",
"613",
"556",
"398",
"350",
"279",
"248",
"193",
"183",
"152",
"139",
"114",
"121",
"88",
"92",
"74",
"95",
"79",
"101",
"87",
"74",
"60",
"84",
"86",
"71",
"63",
"68",
"70",
"65",
"84",
"79",
"85",
"75",
"68",
"78",
"83",
"81",
"60",
"77",
"76",
"62",
"80",
"67",
"73",
"67",
"62",
"76",
"77",
"73",
"93",
"78",
"69",
"70",
"76",
"73",
"64",
"60",
"59",
"67",
"67",
"65",
"66",
"64",
"84",
"64",
"70",
"73",
"82",
"73",
"75",
"79",
"83",
"85",
"82",
"58",
"79",
"85",
"81",
"82",
"86",
"93",
"75",
"86",
"85",
"94",
"63",
"90",
"76",
"68",
"74",
"72",
"72",
"82",
"67",
"86",
"85",
"92",
"99",
"71",
"92",
"93",
"97",
"90",
"99",
"123",
"89",
"87",
"97",
"112",
"99",
"97",
"141",
"139",
"135",
"161",
"171",
"199",
"205",
"242",
"258",
"358",
"367",
"469",
"519",
"626",
"633",
"744",
"852",
"992",
"1122",
"1167",
"1391",
"1517",
"1504",
"1760",
"1826",
"1932",
"2107",
"2217",
"2326",
"2404",
"2402",
"2461",
"2473",
"2508",
"2331",
"2418",
"2317",
"2259",
"2137",
"2148",
"1977",
"1880",
"1666",
"1612",
"1494",
"1421",
"1260",
"1172",
"1105",
"982",
"819",
"817",
"712",
"711",
"606",
"629",
"592",
"531",
"481",
"485",
"401",
"431",
"399",
"393",
"368",
"298",
"321",
"304",
"232",
"245",
"211",
"197",
"149",
"169",
"150",
"136",
"130",
"107",
"86",
"97",
"87",
"69",
"76",
"77",
"76",
"46",
"50",
"57",
"62",
"53",
"48",
"41",
"46",
"55",
"49",
"51",
"49",
"59",
"57",
"52",
"51",
"61",
"57",
"39",
"49",
"60",
"50",
"50",
"51",
"49",
"34",
"56",
"43",
"44",
"36",
"44",
"38",
"52",
"61",
"49",
"46",
"48",
"49",
"47",
"40",
"47",
"55",
"46",
"49",
"38",
"37",
"59",
"39",
"48",
"46",
"37",
"51",
"55",
"50",
"51",
"49",
"46",
"39",
"37",
"53",
"49",
"37",
"40",
"39",
"49",
"44",
"37",
"46",
"58",
"61",
"45",
"40",
"45",
"40",
"46",
"58",
"44",
"51",
"60",
"49",
"48",
"40",
"42",
"41",
"53",
"55",
"49",
"48",
"48",
"38",
"42",
"55",
"49",
"39",
"47",
"58",
"44",
"50",
"50",
"57",
"55",
"45",
"45",
"50",
"45",
"36",
"40",
"51",
"45",
"47",
"56",
"49",
"41",
"40",
"44",
"51",
"53",
"46",
"65",
"44",
"44",
"57",
"50",
"43",
"49",
"47",
"50",
"40",
"65",
"54",
"41",
"41",
"49",
"51",
"49",
"56",
"53",
"54",
"51",
"53",
"57",
"37",
"51",
"43",
"42",
"49",
"30",
"44",
"43",
"48",
"45",
"56",
"48",
"53",
"44",
"57",
"50",
"51",
"36",
"49",
"46",
"55",
"52",
"48",
"42",
"52",
"39",
"62",
"44",
"47",
"57",
"54",
"49",
"44",
"58",
"49",
"53",
"58",
"56",
"48",
"67",
"43",
"54",
"57",
"59",
"43",
"63",
"43",
"63",
"56",
"56",
"54",
"60",
"61",
"52",
"49",
"56",
"53",
"51",
"53",
"57",
"42",
"58",
"51",
"53",
"56",
"73",
"63",
"73",
"48",
"68",
"58",
"72",
"63",
"62",
"72",
"69",
"68",
"60",
"62",
"69",
"70",
"63",
"74",
"88",
"80",
"71",
"81",
"79",
"81",
"82",
"81",
"73",
"83",
"92",
"99",
"93",
"88",
"103",
"115",
"129",
"94",
"105",
"112",
"112",
"104",
"116",
"140",
"138",
"133",
"138",
"179",
"163",
"173",
"155",
"196",
"179",
"217",
"204",
"196",
"250",
"230",
"238",
"219",
"255",
"236",
"243",
"253",
"272",
"308",
"283",
"326",
"288",
"311",
"299",
"342",
"328",
"302",
"334",
"327",
"321",
"318",
"318",
"369",
"330",
"326",
"309",
"372",
"331",
"351",
"345",
"335",
"296",
"303",
"307",
"319",
"314",
"281",
"288",
"313",
"277",
"265",
"265",
"257",
"240",
"237",
"235",
"217",
"229",
"188",
"181",
"204",
"200",
"177",
"144",
"194",
"147",
"142",
"141",
"165",
"123",
"113",
"114",
"131",
"106",
"106",
"99",
"104",
"95",
"94",
"97",
"103",
"77",
"93",
"78",
"80",
"87",
"80",
"81",
"67",
"69",
"75",
"74",
"62",
"86",
"73",
"71",
"73",
"70",
"72",
"76",
"85",
"77",
"98",
"100",
"98",
"90",
"103",
"99",
"94",
"109",
"100",
"113",
"127",
"122",
"102",
"129",
"141",
"141",
"125",
"173",
"144",
"133",
"148",
"141",
"159",
"125",
"144",
"140",
"134",
"126",
"134",
"123",
"111",
"127",
"109",
"92",
"98",
"94",
"109",
"87",
"74",
"83",
"66",
"57",
"53",
"79",
"58",
"48",
"61",
"55",
"43",
"44",
"51",
"57",
"33",
"36",
"50",
"51",
"56",
"46",
"34",
"52",
"36",
"23617",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Sr, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         1.60     0.034",
"                      SrLa         1.82     0.599",
"                      SrLaSUM      3.70     0.013",
"                      ----         8.07     0.045",
"                      SrKa        14.11     8.166",
"                      SrKb        15.79     1.309",
"                      ----        16.14     0.120",
"                      RuKa        19.21     0.150",
"                      ----        19.49     0.042",
"                      ----        20.03     0.056",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
