Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         88,         65,       0.86
  13,      1.487,        239,         68,       1.76
  14,      1.740,        108,         65,       0.63
  19,      3.313,        202,         70,       1.87
  20,      3.691,         76,         80,       1.07
  24,      5.412,       1398,        183,       2.17
  26,      6.399,       2209,        242,       1.74
  29,      8.041,       7888,        448,       1.90
  30,      8.631,       2284,        435,       1.68
  45,      2.696,        629,         62,       3.04
  58,      4.838,        666,        228,       2.21
