**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 3

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K, 28.01291, 24.80794, 35.21277, 35.38173, 40.22766, 48.30151, 36.62425,  7.05250,  0.19256,  0.25176
Ca,  0.00000,  0.00000,  0.00000,  8.10608,  8.12528, 13.85608,  5.41355,  4.33435,  0.80065,  0.00000
Ti,  3.41233,  0.00217,  1.21080,  1.21703,  3.41528,  7.93143,  2.91077,  2.72630,  0.93663,  0.79895
V,  7.28613,  7.28588, 18.96592, 19.12720, 21.14451, 27.36963, 17.77867,  5.54344,  0.31180,  0.76082
Mn,  5.23710,  0.23596,  5.23281,  5.24095,  8.02753, 16.26822,  7.37077,  4.77895,  0.64837,  0.91252
Fe,  2.26035,  0.14131,  2.59295,  2.63445,  5.01193,  7.56675,  3.59343,  2.23749,  0.62266,  0.98989
Zn, 14.97682, 13.11962, 27.13456, 27.35783, 34.51541, 38.98568, 27.53629,  8.20513,  0.29798,  0.54786
Br, 47.12818, 38.54808, 42.62420, 42.66223, 47.13746, 69.11659, 48.41094, 10.77645,  0.22260,  0.22866
Pb,  7.12097,  7.11708, 23.63203, 23.88939, 29.54916, 35.41464, 22.64325,  8.65220,  0.38211,  1.21503
BC,  0.00000,  0.00000, 23.58214, 23.94236, 30.80448, 40.00662, 21.77472, 12.08020,  0.55478,  0.00000

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 32.79806, 25.88849, 28.31120, 28.32207, 31.80975, 32.79806, 29.58782,  2.08645,  0.07052,  0.06362
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 72.24124, 56.74326, 61.22582, 61.24739, 71.10734, 72.24124, 64.85595,  5.28182,  0.08144,  0.07311
Al, 79.61040, 63.73932, 67.19421, 67.21507, 78.47584, 79.62574, 71.40371,  5.87657,  0.08230,  0.07382
Si, 81.55946, 65.68737, 68.86837, 68.88975, 80.34521, 81.57127, 73.17487,  5.96950,  0.08158,  0.07319
P, 14.87123,  4.85839,  4.87372,  4.88964, 12.78521, 22.16751,  8.41369,  5.81229,  0.69081,  0.39084
S,  5.04492,  0.00000,  0.13246,  0.14669,  3.81581,  8.67584,  1.60517,  2.76559,  1.72293,  0.54819
Cl, 12.39557,  0.00000,  0.00000,  0.00000, 12.21043, 14.84628,  5.57256,  6.35360,  1.14016,  0.51257
K, 17.00666, 12.70013, 14.78756, 14.79610, 15.21254, 17.00666, 15.10374,  0.96786,  0.06408,  0.05691
Ca, 60.75275, 40.33686, 40.36051, 40.38285, 59.47212, 69.70567, 49.29643, 10.72031,  0.21747,  0.17646
Ti, 75.91494, 61.25751, 61.29623, 61.31775, 73.77642, 75.92782, 66.79646,  6.51938,  0.09760,  0.08588
V, 32.68401, 23.34909, 23.36007, 23.36821, 32.01643, 34.34612, 27.18191,  4.49625,  0.16541,  0.13757
Mn, 63.55026, 52.20313, 53.43198, 53.43907, 62.46109, 63.55908, 56.94281,  4.66165,  0.08187,  0.07335
Fe, 71.99058, 57.25582, 57.29423, 57.31141, 69.55339, 72.00403, 62.97660,  6.58729,  0.10460,  0.09150
Zn,  8.92002,  7.50014,  8.42816,  8.70666,  8.72343, 11.60145,  8.73876,  0.74847,  0.08565,  0.08391
Br,  6.17757,  0.00000,  6.33490,  8.06222,  8.09778,  8.16898,  6.74548,  2.43051,  0.36032,  0.39344
Pb,  6.23866,  3.76915,  3.77649,  3.79146,  6.04365, 11.94011,  5.02952,  1.95137,  0.38798,  0.31279
BC,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  2.79508,  2.56603,  2.79792, 12.57378, 12.59623, 12.64207,  8.75272,  4.76160,  0.54401,  1.70356
Na, 55.19644, 51.11252, 55.20673, 61.16486, 61.20967, 61.24813, 58.13499,  4.15670,  0.07150,  0.07531
Mg, 13.72837, 10.00275, 12.19073, 12.93634, 12.97423, 13.75887, 12.68355,  0.87098,  0.06867,  0.06344
Al,  0.00000,  0.00000,  0.00000,  0.96667,  0.97321,  0.97620,  0.54590,  0.48547,  0.88932,  0.00000
Si,  0.03341,  0.00000,  0.03931,  0.71199,  0.71821,  0.72136,  0.41076,  0.34737,  0.84568, 10.39684
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  9.25754,  0.46288,  2.07005,  4.47214,  0.00000
S,  9.73894,  5.94255,  9.74450, 20.24286, 20.26334, 24.37824, 15.96002,  6.47870,  0.40593,  0.66524
Cl, 86.21373, 67.47311, 72.40672, 72.46146, 86.24011, 86.44439, 77.68299,  7.21969,  0.09294,  0.08374
K,  1.14330,  0.00000,  1.14601, 14.42192, 14.44787, 14.49851,  9.18824,  6.65785,  0.72461,  5.82338
Ca, 14.39924,  1.83023,  1.84605,  1.85731, 13.06695, 14.42060,  6.63945,  5.68033,  0.85554,  0.39449
Ti,  3.42760,  0.62563,  0.62635,  0.62842,  3.21568,  3.43306,  1.67650,  1.29830,  0.77441,  0.37878
V,  7.60997,  6.16093,  7.04790,  9.17667,  9.19462, 12.12088,  8.48245,  1.39588,  0.16456,  0.18343
Mn,  0.08130,  0.06883,  0.40879,  3.45108,  3.46018,  3.48181,  2.15925,  1.60851,  0.74494, 19.78425
Fe,  3.24878,  0.00000,  0.00000,  0.00000,  2.95597,  3.25317,  1.21972,  1.51373,  1.24104,  0.46594
Zn,  9.58864,  9.39311,  9.59468, 21.88650, 21.92558, 21.99817, 17.02929,  6.03946,  0.35465,  0.62986
Br, 15.56743, 14.82688, 15.56958, 38.27278, 38.34145, 38.40167, 29.48868, 11.00644,  0.37324,  0.70702
Pb, 13.07353, 12.32460, 13.07353, 21.94212, 21.96823, 22.64591, 18.40529,  4.55205,  0.24732,  0.34819
BC,  0.00000,  0.00000,  0.74323, 13.54067, 13.57694, 13.66553,  8.29109,  6.63113,  0.79979,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 31.81649, 19.34567, 21.91487, 24.29468, 24.44667, 31.81649, 24.89247,  3.81830,  0.15339,  0.12001
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  2.02721,  0.12132,  0.45737,  3.77003,  0.00000
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Al, 13.00740,  0.86078,  8.57740,  9.59084,  9.74114, 13.00878,  9.10255,  2.99308,  0.32882,  0.23011
