8                    2,0.00001,0.00798,0.00044,0.00004,0.00005,0.00023,0.00031,0.00074,0.00016,0.00004,0.00005,0.00008,0.00004,0.00009,0.00120,0.00008,0.00004,
8                    3,0.17717,627.62398,19.14532,3.14816,3.37748,8.45477,18.23606,1.24314,4.06853,1.12674,3.95621,1.15533,1.24007,5.54216,70.41308,3.61071,0.88556,
8                    4,0.17708,627.61447,19.14512,3.14637,3.37748,8.45120,18.23372,1.24108,4.06917,1.12682,3.95602,1.15562,1.23963,5.54507,70.41012,3.61125,0.88533,
8                    5,0.17718,627.62069,19.14391,3.15260,3.38034,8.45336,18.23695,1.24315,4.07008,1.12818,3.95619,1.15634,1.24057,5.54044,70.42149,3.60968,0.88633,
8                    6,1.20942,627.66222,20.07841,8.78415,5.36760,31.01816,100.63240,32.56910,59.14680,8.10546,2.95051,3.36064,18.28457,8.23517,101.57856,2.73728,1.87903,
8                    7,0.17779,627.63330,19.14430,3.14629,3.37718,8.45307,18.24120,1.24344,4.06981,1.12681,3.95554,1.15631,1.23779,5.54199,70.41092,3.61097,0.88571,
9                    1,0.00000,0.00004,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,0.00002,0.00001,
9                    2,0.17744,627.71196,19.21902,3.14993,3.37719,8.48998,18.25061,1.25993,4.07518,1.13150,3.96379,1.15780,1.24777,5.54061,70.28444,3.60704,0.88724,
9                    3,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,
9                    4,0.00000,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00000,
9                    5,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00000,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,
9                    6,1.02146,5.33713,5.96105,5.42914,3.27054,25.10604,82.28928,29.74965,55.20938,8.63838,0.85636,4.53965,17.00130,4.88014,196.48351,3.41787,2.27973,
9                    7,0.00008,0.00003,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00000,
9                    8,0.17736,627.64680,19.14367,3.15142,3.38136,8.45221,18.23410,1.24253,4.07015,1.12669,3.95596,1.15590,1.24078,5.54555,70.40710,3.61028,0.88551,
10                    1,0.17716,627.71978,19.20966,3.14683,3.36992,8.48814,18.26929,1.26114,4.07884,1.13584,3.96270,1.15932,1.24371,5.53328,70.26276,3.60871,0.88641,
10                    2,0.00000,0.00013,0.00002,0.00001,0.00000,0.00003,0.00001,0.00005,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00008,0.00001,0.00001,
10                    3,0.17725,627.67629,19.21115,3.14812,3.37153,8.49579,18.26759,1.25882,4.07380,1.13408,3.96470,1.15847,1.24523,5.53736,70.25189,3.60922,0.88602,
10                    4,0.17716,627.66684,19.21096,3.14632,3.37152,8.49219,18.26525,1.25673,4.07445,1.13416,3.96452,1.15876,1.24480,5.54027,70.24896,3.60977,0.88579,
10                    5,0.17726,627.67301,19.20972,3.15255,3.37438,8.49438,18.26848,1.25883,4.07535,1.13552,3.96469,1.15948,1.24573,5.53564,70.26029,3.60821,0.88679,
10                    6,1.20927,627.70639,20.15290,8.77622,5.37555,31.08052,100.62462,32.63751,59.19450,8.11108,2.96130,3.36729,18.29656,8.24915,101.86298,2.73969,1.87736,
10                    7,0.17787,627.68567,19.21012,3.14625,3.37122,8.49409,18.27275,1.25914,4.07509,1.13415,3.96404,1.15946,1.24296,5.53720,70.24975,3.60949,0.88617,
10                    8,0.00001,0.00658,0.00045,0.00003,0.00005,0.00032,0.00029,0.00057,0.00012,0.00004,0.00006,0.00009,0.00003,0.00009,0.00113,0.00008,0.00005,
10                    9,0.17744,627.69910,19.20948,3.15137,3.37540,8.49321,18.26563,1.25814,4.07542,1.13403,3.96446,1.15904,1.24595,5.54075,70.24591,3.60881,0.88596,
11                    1,0.17635,627.68162,19.15378,3.15027,3.37321,8.43739,18.26192,1.24346,4.06705,1.12739,3.95489,1.15489,1.24279,5.54243,70.34419,3.61027,0.88490,
11                    2,0.00010,0.01481,0.00045,0.00004,0.00008,0.00033,0.00013,0.00070,0.00007,0.00008,0.00006,0.00004,0.00005,0.00011,0.00160,0.00003,0.00002,
11                    3,0.17644,627.63813,19.15526,3.15155,3.37481,8.44503,18.26022,1.24121,4.06202,1.12563,3.95689,1.15405,1.24433,5.54651,70.33332,3.61078,0.88450,
11                    4,0.17635,627.62864,19.15507,3.14975,3.37481,8.44147,18.25789,1.23916,4.06267,1.12571,3.95670,1.15433,1.24389,5.54942,70.33035,3.61133,0.88427,
11                    5,0.17645,627.63486,19.15384,3.15598,3.37767,8.44363,18.26111,1.24121,4.06358,1.12707,3.95687,1.15506,1.24483,5.54479,70.34173,3.60976,0.88527,
11                    6,1.19113,627.68116,20.10417,8.78399,5.36646,31.03952,100.63033,32.63837,59.15921,8.10914,2.95268,3.36637,18.31589,8.25252,101.64365,2.73992,1.87940,
11                    7,0.17692,627.64747,19.15424,3.14968,3.37451,8.44334,18.26537,1.24151,4.06330,1.12570,3.95622,1.15503,1.24205,5.54636,70.33117,3.61104,0.88465,
11                    8,0.00011,0.00403,0.00010,0.00002,0.00004,0.00013,0.00012,0.00013,0.00006,0.00005,0.00001,0.00002,0.00006,0.00005,0.00039,0.00003,0.00003,
11                    9,0.17663,627.66091,19.15361,3.15480,3.37868,8.44249,18.25827,1.24058,4.06365,1.12559,3.95664,1.15462,1.24504,5.54991,70.32733,3.61036,0.88445,
11                    10,0.00010,0.01352,0.00045,0.00003,0.00008,0.00038,0.00010,0.00056,0.00005,0.00008,0.00006,0.00005,0.00004,0.00011,0.00148,0.00003,0.00002,
12                    1,0.00068,0.00019,0.00005,0.00004,0.00003,0.00015,0.00015,0.00006,0.00005,0.00001,0.00001,0.00002,0.00003,0.00002,0.00010,0.00003,0.00002,
12                    2,0.17958,627.70842,19.22625,3.14940,3.37717,8.50700,18.20018,1.26524,4.06490,1.13657,3.96261,1.16149,1.24374,5.54242,70.33931,3.60288,0.88363,
12                    3,0.00068,0.00017,0.00004,0.00002,0.00003,0.00012,0.00016,0.00005,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00008,0.00003,0.00001,
12                    4,0.00068,0.00014,0.00004,0.00003,0.00003,0.00009,0.00016,0.00005,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00010,0.00002,0.00001,
12                    5,0.00066,0.00020,0.00005,0.00002,0.00002,0.00012,0.00016,0.00006,0.00004,0.00001,0.00001,0.00002,0.00003,0.00002,0.00008,0.00003,0.00002,
12                    6,0.97269,5.33809,5.94976,5.42588,3.26797,25.04718,82.35216,29.75368,55.21768,8.64079,0.85693,4.53849,16.99784,4.87056,196.52749,3.41632,2.27731,
12                    7,0.00032,0.00016,0.00005,0.00003,0.00003,0.00014,0.00017,0.00005,0.00005,0.00002,0.00001,0.00002,0.00003,0.00002,0.00011,0.00002,0.00001,
12                    8,0.17952,627.64286,19.15090,3.15089,3.38135,8.46918,18.18373,1.24771,4.05991,1.13175,3.95478,1.15958,1.23677,5.54736,70.46207,3.60614,0.88189,
12                    9,0.00068,0.00020,0.00004,0.00002,0.00002,0.00008,0.00015,0.00006,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00009,0.00002,0.00001,
12                    10,0.17959,627.69556,19.21674,3.15084,3.37538,8.51028,18.21519,1.26345,4.06514,1.13911,3.96327,1.16274,1.24193,5.54258,70.30085,3.60466,0.88235,
12                    11,0.17836,627.65688,19.16085,3.15427,3.37867,8.45949,18.20783,1.24582,4.05339,1.13064,3.95546,1.15830,1.24100,5.55174,70.38225,3.60621,0.88083,
13                    1,0.17705,627.71037,19.21502,3.14482,3.37090,8.47978,18.26175,1.25950,4.07625,1.13393,3.96247,1.15752,1.24553,5.53375,70.30300,3.60762,0.88780,
13                    2,0.00000,0.00005,0.00001,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000,0.00002,0.00001,0.00001,
13                    3,0.17714,627.66688,19.21651,3.14611,3.37250,8.48742,18.26006,1.25719,4.07121,1.13217,3.96447,1.15667,1.24705,5.53784,70.29211,3.60813,0.88741,
13                    4,0.17705,627.65743,19.21632,3.14431,3.37249,8.48382,18.25772,1.25509,4.07185,1.13225,3.96428,1.15696,1.24662,5.54074,70.28919,3.60868,0.88718,
13                    5,0.17716,627.66360,19.21508,3.15053,3.37536,8.48601,18.26095,1.25719,4.07276,1.13361,3.96445,1.15767,1.24755,5.53611,70.30052,3.60712,0.88818,
13                    6,1.20965,627.69690,20.15585,8.77279,5.37352,31.06161,100.62766,32.66346,59.20159,8.10716,2.96124,3.36402,18.29989,8.24984,101.83272,2.73949,1.87781,
13                    7,0.17776,627.67626,19.21548,3.14424,3.37219,8.48573,18.26521,1.25750,4.07249,1.13224,3.96380,1.15766,1.24478,5.53767,70.28998,3.60840,0.88756,
13                    8,0.00001,0.00832,0.00044,0.00004,0.00004,0.00024,0.00033,0.00071,0.00016,0.00004,0.00006,0.00009,0.00004,0.00009,0.00113,0.00009,0.00006,
13                    9,0.17733,627.68967,19.21485,3.14936,3.37637,8.48484,18.25809,1.25649,4.07283,1.13212,3.96422,1.15723,1.24777,5.54123,70.28613,3.60772,0.88735,
13                    10,0.00000,0.00019,0.00002,0.00001,0.00000,0.00002,0.00002,0.00003,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00005,0.00001,0.00001,
13                    11,0.00011,0.01456,0.00045,0.00003,0.00007,0.00032,0.00014,0.00066,0.00007,0.00007,0.00007,0.00005,0.00005,0.00011,0.00156,0.00004,0.00002,
13                    12,0.17949,627.68616,19.22208,3.14882,3.37636,8.50187,18.20765,1.26179,4.06255,1.13720,3.96304,1.16092,1.24373,5.54305,70.34104,3.60356,0.88374,
14                    1,0.00000,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,
14                    2,0.17730,627.70886,19.22525,3.15083,3.37632,8.49238,18.24347,1.26062,4.07307,1.13361,3.96347,1.15899,1.24647,5.53924,70.31218,3.60965,0.88811,
14                    3,0.00000,0.00001,0.00001,0.00001,0.00001,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,
14                    4,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00002,0.00001,0.00000,
14                    5,0.00000,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,
14                    6,1.02184,5.33334,5.95852,5.43150,3.27058,25.12168,82.29402,29.74423,55.21222,8.63373,0.85781,4.54034,16.99401,4.87894,196.51221,3.42016,2.27885,
14                    7,0.00008,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00000,
14                    8,0.17723,627.64363,19.14988,3.15232,3.38049,8.45459,18.22697,1.24311,4.06804,1.12879,3.95564,1.15708,1.23950,5.54419,70.43486,3.61291,0.88638,
14                    9,0.00000,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,
14                    10,0.17730,627.69598,19.21572,3.15228,3.37453,8.49561,18.25849,1.25880,4.07330,1.13614,3.96413,1.16023,1.24466,5.53939,70.27364,3.61143,0.88683,
14                    11,0.17650,627.65780,19.15983,3.15571,3.37782,8.44486,18.25113,1.24118,4.06153,1.12768,3.95632,1.15581,1.24376,5.54856,70.35507,3.61298,0.88531,
14                    12,0.00069,0.00015,0.00004,0.00003,0.00003,0.00011,0.00013,0.00005,0.00004,0.00001,0.00001,0.00001,0.00003,0.00002,0.00008,0.00003,0.00001,
14                    13,0.17720,627.68658,19.22108,3.15027,3.37550,8.48724,18.25095,1.25717,4.07072,1.13423,3.96390,1.15842,1.24648,5.53986,70.31386,3.61033,0.88822,
15                    1,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00003,0.00001,0.00001,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001,0.00000,0.00000,
15                    2,0.17716,627.74150,19.21842,3.14240,3.37236,8.48570,18.25625,1.26154,4.07770,1.13150,3.96214,1.15735,1.24438,5.53570,70.28000,3.60709,0.88704,
15                    3,0.00000,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00000,0.00002,0.00000,0.00001,
15                    4,0.00000,0.00001,0.00002,0.00001,0.00001,0.00003,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00000,
15                    5,0.00000,0.00001,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,
15                    6,1.02140,5.33553,5.97033,5.43186,3.27378,25.13755,82.27482,29.73814,55.21569,8.63838,0.85844,4.54162,16.99577,4.88033,196.45415,3.41815,2.27802,
15                    7,0.00008,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,
15                    8,0.17708,627.67626,19.14303,3.14389,3.37654,8.44791,18.23973,1.24400,4.07266,1.12669,3.95431,1.15545,1.23740,5.54065,70.40258,3.61035,0.88530,
15                    9,0.00000,0.00003,0.00003,0.00002,0.00002,0.00003,0.00002,0.00002,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00003,0.00001,0.00001,
15                    10,0.17716,627.72862,19.20889,3.14384,3.37057,8.48892,18.27128,1.25973,4.07794,1.13403,3.96281,1.15859,1.24257,5.53585,70.24145,3.60886,0.88575,
15                    11,0.17635,627.69043,19.15298,3.14728,3.37386,8.43817,18.26390,1.24208,4.06615,1.12559,3.95499,1.15416,1.24165,5.54500,70.32286,3.61042,0.88424,
15                    12,0.00068,0.00019,0.00007,0.00004,0.00003,0.00017,0.00018,0.00005,0.00006,0.00002,0.00001,0.00002,0.00003,0.00002,0.00012,0.00003,0.00001,
15                    13,0.17705,627.71921,19.21425,3.14184,3.37155,8.48056,18.26374,1.25809,4.07534,1.13212,3.96257,1.15679,1.24439,5.53632,70.28168,3.60777,0.88714,
15                    14,0.00000,0.00002,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00003,0.00001,0.00001,
16                    1,0.00009,0.00002,0.00001,0.00001,0.00001,0.00001,0.00004,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00002,0.00002,0.00001,0.00001,
16                    2,0.17770,627.69934,19.22008,3.14568,3.37296,8.49218,18.24587,1.26089,4.07315,1.13179,3.96395,1.15875,1.24598,5.53864,70.29280,3.60623,0.88845,
16                    3,0.00009,0.00002,0.00000,0.00000,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00002,0.00001,0.00001,0.00001,
16                    4,0.00009,0.00000,0.00000,0.00000,0.00001,0.00002,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,
16                    5,0.00009,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,
16                    6,1.00366,5.33916,5.96216,5.43306,3.26867,25.13229,82.29210,29.74223,55.20324,8.63879,0.85827,4.54394,17.00027,4.87830,196.47252,3.41849,2.27921,
16                    7,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00002,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00001,0.00001,0.00001,
16                    8,0.17763,627.63409,19.14471,3.14716,3.37713,8.45437,18.22933,1.24339,4.06811,1.12697,3.95612,1.15684,1.23899,5.54359,70.41540,3.60948,0.88670,
16                    9,0.00010,0.00004,0.00001,0.00001,0.00001,0.00002,0.00003,0.00002,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00001,
16                    10,0.17770,627.68647,19.21055,3.14712,3.37117,8.49540,18.26089,1.25909,4.07339,1.13432,3.96462,1.15999,1.24416,5.53879,70.25425,3.60800,0.88716,
16                    11,0.17675,627.64824,19.15466,3.15055,3.37446,8.44463,18.25350,1.24147,4.06161,1.12587,3.95680,1.15556,1.24324,5.54795,70.33564,3.60955,0.88564,
16                    12,0.00029,0.00012,0.00005,0.00002,0.00003,0.00013,0.00014,0.00005,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00010,0.00003,0.00002,
16                    13,0.17760,627.67706,19.21591,3.14511,3.37215,8.48704,18.25335,1.25744,4.07080,1.13241,3.96438,1.15819,1.24598,5.53926,70.29449,3.60691,0.88855,
16                    14,0.00010,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00001,
16                    15,0.00009,0.00002,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,
