"Sample    : fe_31500",
"Operator  : ",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-08-20 02:28:33",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"5",
"10",
"4",
"12",
"9",
"12",
"12",
"7",
"7",
"10",
"5",
"11",
"12",
"9",
"14",
"5",
"10",
"12",
"8",
"9",
"3",
"10",
"9",
"15",
"10",
"10",
"11",
"9",
"12",
"11",
"5",
"9",
"12",
"13",
"13",
"13",
"16",
"16",
"26",
"30",
"15",
"21",
"23",
"24",
"26",
"18",
"32",
"23",
"21",
"15",
"16",
"14",
"10",
"7",
"17",
"12",
"9",
"5",
"11",
"10",
"14",
"12",
"9",
"8",
"7",
"10",
"9",
"10",
"10",
"10",
"10",
"5",
"11",
"5",
"3",
"7",
"15",
"11",
"11",
"12",
"10",
"10",
"5",
"5",
"11",
"9",
"7",
"14",
"13",
"8",
"13",
"10",
"10",
"5",
"12",
"5",
"13",
"12",
"11",
"11",
"9",
"11",
"10",
"11",
"11",
"13",
"16",
"13",
"11",
"14",
"10",
"15",
"11",
"27",
"14",
"9",
"9",
"16",
"14",
"23",
"16",
"20",
"15",
"15",
"9",
"9",
"9",
"12",
"11",
"11",
"13",
"1",
"11",
"17",
"17",
"12",
"16",
"10",
"17",
"23",
"13",
"14",
"15",
"17",
"24",
"16",
"25",
"25",
"12",
"14",
"15",
"10",
"18",
"22",
"13",
"17",
"22",
"18",
"15",
"17",
"22",
"34",
"24",
"32",
"37",
"37",
"39",
"39",
"41",
"62",
"64",
"76",
"68",
"76",
"55",
"48",
"33",
"34",
"23",
"23",
"22",
"21",
"13",
"13",
"15",
"10",
"18",
"13",
"15",
"15",
"15",
"10",
"11",
"11",
"11",
"8",
"16",
"11",
"12",
"12",
"11",
"15",
"10",
"15",
"8",
"15",
"13",
"12",
"9",
"11",
"12",
"14",
"9",
"9",
"7",
"9",
"11",
"15",
"7",
"13",
"9",
"11",
"5",
"12",
"14",
"11",
"12",
"11",
"12",
"13",
"10",
"7",
"17",
"11",
"16",
"4",
"12",
"11",
"10",
"23",
"12",
"12",
"13",
"14",
"12",
"14",
"11",
"15",
"14",
"18",
"12",
"9",
"15",
"12",
"7",
"21",
"15",
"10",
"16",
"8",
"20",
"13",
"20",
"13",
"7",
"12",
"15",
"14",
"10",
"14",
"16",
"12",
"18",
"13",
"14",
"11",
"16",
"14",
"10",
"15",
"11",
"23",
"16",
"16",
"9",
"12",
"14",
"16",
"16",
"14",
"17",
"18",
"11",
"18",
"17",
"10",
"9",
"14",
"17",
"20",
"16",
"17",
"13",
"14",
"14",
"14",
"17",
"17",
"12",
"22",
"13",
"13",
"26",
"23",
"16",
"16",
"12",
"18",
"22",
"23",
"30",
"22",
"29",
"37",
"41",
"59",
"64",
"78",
"125",
"165",
"214",
"265",
"304",
"395",
"440",
"499",
"539",
"604",
"663",
"722",
"601",
"645",
"566",
"543",
"503",
"358",
"304",
"260",
"174",
"170",
"112",
"86",
"54",
"60",
"48",
"46",
"52",
"51",
"41",
"45",
"42",
"42",
"54",
"57",
"59",
"67",
"102",
"86",
"89",
"104",
"78",
"100",
"97",
"103",
"91",
"88",
"86",
"68",
"51",
"46",
"41",
"54",
"34",
"27",
"32",
"26",
"27",
"30",
"21",
"25",
"21",
"20",
"16",
"27",
"26",
"23",
"17",
"27",
"17",
"23",
"26",
"32",
"28",
"26",
"21",
"29",
"24",
"48",
"26",
"28",
"36",
"27",
"35",
"26",
"34",
"37",
"42",
"40",
"40",
"46",
"39",
"55",
"43",
"63",
"67",
"71",
"80",
"105",
"101",
"122",
"120",
"160",
"155",
"167",
"155",
"174",
"148",
"147",
"141",
"142",
"111",
"117",
"80",
"89",
"75",
"58",
"63",
"60",
"53",
"64",
"57",
"29",
"43",
"42",
"43",
"42",
"33",
"41",
"36",
"29",
"36",
"33",
"34",
"39",
"29",
"41",
"41",
"53",
"40",
"42",
"53",
"50",
"36",
"38",
"39",
"41",
"43",
"38",
"39",
"45",
"43",
"46",
"49",
"47",
"52",
"54",
"37",
"55",
"49",
"32",
"58",
"55",
"49",
"46",
"64",
"76",
"43",
"77",
"64",
"71",
"68",
"71",
"75",
"70",
"73",
"65",
"83",
"71",
"75",
"62",
"82",
"65",
"67",
"77",
"73",
"86",
"73",
"62",
"78",
"80",
"66",
"62",
"74",
"67",
"59",
"68",
"53",
"58",
"63",
"57",
"62",
"57",
"45",
"79",
"59",
"58",
"52",
"54",
"65",
"67",
"43",
"64",
"67",
"71",
"70",
"63",
"78",
"64",
"58",
"63",
"77",
"67",
"62",
"72",
"64",
"71",
"84",
"65",
"67",
"83",
"84",
"83",
"84",
"93",
"98",
"107",
"92",
"109",
"90",
"98",
"92",
"103",
"125",
"107",
"128",
"135",
"143",
"112",
"153",
"151",
"155",
"176",
"165",
"175",
"217",
"205",
"226",
"335",
"367",
"452",
"668",
"943",
"1235",
"1748",
"2389",
"3215",
"4320",
"6093",
"7764",
"10242",
"12126",
"15144",
"18193",
"21798",
"23414",
"27210",
"29386",
"32390",
"32298",
"35749",
"33221",
"33822",
"30551",
"30081",
"26195",
"24375",
"20347",
"18316",
"14775",
"12586",
"9544",
"7881",
"5892",
"4393",
"3150",
"2494",
"1600",
"1154",
"786",
"626",
"459",
"317",
"233",
"186",
"179",
"159",
"121",
"132",
"135",
"130",
"141",
"137",
"116",
"151",
"137",
"152",
"138",
"170",
"139",
"171",
"164",
"187",
"191",
"199",
"234",
"300",
"266",
"374",
"398",
"534",
"636",
"768",
"962",
"1185",
"1353",
"1756",
"2086",
"2456",
"2677",
"3189",
"3486",
"3832",
"3927",
"4231",
"4381",
"4497",
"4216",
"4279",
"3840",
"3729",
"3196",
"2980",
"2558",
"2330",
"1857",
"1616",
"1359",
"1093",
"797",
"691",
"498",
"412",
"286",
"211",
"154",
"133",
"114",
"93",
"57",
"85",
"75",
"65",
"53",
"51",
"58",
"52",
"60",
"64",
"55",
"68",
"49",
"58",
"62",
"59",
"64",
"58",
"54",
"66",
"57",
"57",
"61",
"73",
"55",
"75",
"58",
"53",
"46",
"61",
"59",
"59",
"60",
"55",
"59",
"49",
"65",
"47",
"53",
"60",
"52",
"66",
"65",
"67",
"68",
"50",
"61",
"62",
"57",
"60",
"66",
"79",
"63",
"53",
"59",
"74",
"61",
"66",
"58",
"70",
"61",
"62",
"54",
"58",
"63",
"76",
"66",
"67",
"64",
"77",
"76",
"66",
"75",
"72",
"63",
"57",
"66",
"72",
"61",
"67",
"70",
"67",
"70",
"59",
"67",
"64",
"67",
"66",
"66",
"53",
"46",
"68",
"61",
"50",
"71",
"51",
"53",
"54",
"55",
"57",
"60",
"66",
"68",
"74",
"58",
"68",
"58",
"73",
"75",
"70",
"74",
"76",
"58",
"75",
"66",
"72",
"59",
"63",
"65",
"80",
"72",
"60",
"80",
"83",
"73",
"97",
"73",
"97",
"78",
"80",
"84",
"107",
"95",
"93",
"104",
"86",
"101",
"101",
"75",
"89",
"74",
"101",
"87",
"92",
"71",
"68",
"71",
"72",
"65",
"63",
"65",
"63",
"61",
"63",
"71",
"68",
"66",
"63",
"48",
"57",
"51",
"64",
"57",
"49",
"71",
"40",
"71",
"58",
"59",
"54",
"58",
"63",
"63",
"50",
"48",
"62",
"52",
"55",
"55",
"54",
"58",
"53",
"55",
"63",
"48",
"50",
"79",
"61",
"52",
"52",
"50",
"62",
"55",
"64",
"52",
"65",
"50",
"48",
"60",
"75",
"51",
"52",
"50",
"41",
"54",
"65",
"41",
"48",
"59",
"64",
"60",
"53",
"63",
"61",
"50",
"48",
"54",
"63",
"55",
"65",
"57",
"61",
"64",
"60",
"53",
"52",
"63",
"49",
"53",
"50",
"52",
"65",
"71",
"59",
"59",
"60",
"53",
"83",
"47",
"62",
"52",
"50",
"58",
"55",
"55",
"68",
"67",
"73",
"63",
"68",
"64",
"66",
"52",
"57",
"58",
"72",
"62",
"51",
"67",
"50",
"60",
"59",
"58",
"59",
"63",
"75",
"72",
"54",
"72",
"64",
"54",
"45",
"75",
"60",
"66",
"61",
"72",
"61",
"63",
"53",
"60",
"64",
"63",
"72",
"62",
